Reporting Period	ID RSSD	UBPR3632	UBPR3792	UBPR5310	UBPR5311	UBPR8274	UBPR8275	UBPRH392	UBPRH393	UBPRH394	UBPRH395	UBPRH396	UBPRH397	UBPRH398	UBPRP742	UBPRP839	UBPRP840	UBPRP841	UBPRP842	UBPRP843	UBPRP849	UBPRP851	UBPRP852	UBPRP856	UBPRP857	UBPRP858	UBPRP859	UBPRP860	UBPRP861	UBPRP862	UBPRP863	UBPRP864	UBPRP865	UBPRP866	UBPRP867	UBPRP868	UBPRP870	UBPRP872	UBPRQ257	
		UNDIVIDED PROFITS & CAPITAL RESERVES	TOTAL RISK-BASED CAPITAL	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TIER 1 CPTL ALLWBL UNDR RISK-BASED	TIER 2 CPTL ALLWBL UNDR RISK-BASED	ADV AP ACC COMP INC	ADV AP RELATED ADJ	ADV AP ELIG CR RESERVE	ADV AP TIER 2 CAP B4 DED	ADV AP EXIT INS TOT CAP	UBPR OTHR DED CET1	SIG INV MSA DF TX ASSET PCT LIMIT	COMMON EQUITY TIER 1 CAPITAL	COM EQTY TIER 1 MINORTY INTERST	COM EQTY TIER 1 CAP BEFORE REG ADJ	COM EQTY TIER 1 CAP ADJS AND DEDUDS	LESS INTANG ASSTS NET OF ASSCTD DTLS	DFRD TX ASSTS OPRTING LOSS TX CRDT	NET GNS (LSSES) HTM SEC AOCI	NNSG INVCP UNCNS COMSTK 10 PCT THRSH	SUBTOT COMEQTY TIER1 CAP ADJ AN DEDS	MSA DTA 15PCT COMEQTY TIER1 CAPTHRES	INSF TIER1 TIER2 CAP CVR DED	ADJSTMNT DEDT  COM EQTY TIER1 CAP	COM EQTY TIER 1 CAPITAL	ADDITIONAL TIER 1 CAPITAL	NNQFY CAP INSTR PHSOUT ADD TIER1 CAP	TIER1 MNRTY INTR NOT EQTY TIER1 CAP	ADD TIER 1 CAPITAL BEFORE DEDUCTIONS	TOT ADDTNL TIER 1 CAP DEDUCTIONS	ADDTNL TIER 1 CAPITAL	TIER 2 CAP INSTRMNTS PLUS RLTD SRPLS	NNQLIFY CAP INSTR PHSOUT TIER2 CAP	CAP MNRTY INTRST NOT INCL TIER 1 CAP	TIER 2 CAPITAL BEFORE DEDUCTIONS	TOTAL TIER 2 CAPITAL DEDUCTIONS	UNREALIZED GAINS ON A-F-S EQUITY SEC	
3/31/2005 11:59:59 PM	37	9177	14422	545		13877	545																																	
3/31/2005 11:59:59 PM	242	3507	3905	158		3747	158																																	
3/31/2005 11:59:59 PM	279	18913	19343	436		18907	436																																	
3/31/2005 11:59:59 PM	354	448	1025	52		973	52																																	
3/31/2005 11:59:59 PM	439	10930	19896	1609		18287	1609																																	
3/31/2005 11:59:59 PM	457	786	3309	273		3036	273																																	
3/31/2005 11:59:59 PM	505	6278	23121	2100		21021	2100																																	
3/31/2005 11:59:59 PM	1146	25350	43045	3464		33581	9464																																	
3/31/2005 11:59:59 PM	1155	6506	12352	1449		10903	1449																																	
3/31/2005 11:59:59 PM	1351	12851	14327	706		13621	706																																	
3/31/2005 11:59:59 PM	1454	28658	31665	885		30780	885																																	
3/31/2005 11:59:59 PM	1557	3576	4828	252		4576	252																																	
3/31/2005 11:59:59 PM	1632	9244	35902	4468		31434	4468																																	
3/31/2005 11:59:59 PM	1669	37943	38716	1050		37666	1050																																	
3/31/2005 11:59:59 PM	1829	34013	40407	2309		37503	2904																																	
3/31/2005 11:59:59 PM	1856	2035	16331	112		16219	112																																	
3/31/2005 11:59:59 PM	2040	10565	16645	1330		15315	1330																																	
3/31/2005 11:59:59 PM	2161	7606	10375	516		9859	516																																	
3/31/2005 11:59:59 PM	2376	121785	126667	5432		121235	5432																																	
3/31/2005 11:59:59 PM	2451	222	1767	186		1581	186																																	
3/31/2005 11:59:59 PM	2554	112	762	50		712	50																																	
3/31/2005 11:59:59 PM	2732	51150	59088	3251		55837	3251																																	
3/31/2005 11:59:59 PM	2750	4670	5268	415		4853	415																																	
3/31/2005 11:59:59 PM	2938	14519	30383	3638		26745	3638																																	
3/31/2005 11:59:59 PM	2956	188	9427	704		8723	704																																	
3/31/2005 11:59:59 PM	3252	11033	12218	685		11533	685																																	
3/31/2005 11:59:59 PM	3458	1875	2641	216		2425	216																																	
3/31/2005 11:59:59 PM	3506	113854	104397	9896		94501	9896																																	
3/31/2005 11:59:59 PM	3579	7214	29973	2165		27808	2165																																	
3/31/2005 11:59:59 PM	3720	5348	18772	1069		17703	1069																																	
3/31/2005 11:59:59 PM	3953	5141	8251	930		7321	930																																	
3/31/2005 11:59:59 PM	4138	16402	18206	1204		17002	1204																																	
3/31/2005 11:59:59 PM	4147	8528	13107	399		12708	399																																	
3/31/2005 11:59:59 PM	4156	6727	13430	1306		12124	1306																																	
3/31/2005 11:59:59 PM	4231	2964	13220	656		12564	656																																	
3/31/2005 11:59:59 PM	4437	12336	18598	1549		17049	1549																																	
3/31/2005 11:59:59 PM	4839	8729	20101	1568		18533	1568																																	
3/31/2005 11:59:59 PM	5005	545	32519	1801		29818	2701																																	
3/31/2005 11:59:59 PM	5050	5448	7925	677		7248	677																																	
3/31/2005 11:59:59 PM	5069	57492	69585	3464		66121	3464																																	
3/31/2005 11:59:59 PM	5135	7271	25385	1894		23491	1894																																	
3/31/2005 11:59:59 PM	5210	58610	72237	3989		68248	3989																																	
3/31/2005 11:59:59 PM	5247	58604	87856	5065		82791	5065																																	
3/31/2005 11:59:59 PM	5274	7990	12583	745		11838	745																																	
3/31/2005 11:59:59 PM	5331	12884	24692	867		23825	867																																	
3/31/2005 11:59:59 PM	5461	19521	26866	2157		24709	2157																																	
3/31/2005 11:59:59 PM	5751	20956	22911	655		22256	655																																	
3/31/2005 11:59:59 PM	6039	3543	9394	782		8612	782																																	
3/31/2005 11:59:59 PM	6057	1311	1578	142		1436	142																																	
3/31/2005 11:59:59 PM	6141	260	4091	231		3860	231																																	
3/31/2005 11:59:59 PM	6329	11570	26074	2504		23570	2504																																	
3/31/2005 11:59:59 PM	6972	70418	99848	5473		94375	5473																																	
3/31/2005 11:59:59 PM	7009	51971	53454	0		53019	435																																	
3/31/2005 11:59:59 PM	7045	8319	11409	666		10743	666																																	
3/31/2005 11:59:59 PM	7157	3578	4196	218		3978	218																																	
3/31/2005 11:59:59 PM	7166	39133	56800	6165		50635	6165																																	
3/31/2005 11:59:59 PM	7456	1229	4316	287		4029	287																																	
3/31/2005 11:59:59 PM	7634	1620	5359	339		5020	339																																	
3/31/2005 11:59:59 PM	8033	2818	7688	620		7068	620																																	
3/31/2005 11:59:59 PM	8417	-7130	252581	602		251979	602																																	
3/31/2005 11:59:59 PM	8462	8108	9120	312		8808	312																																	
3/31/2005 11:59:59 PM	8631	4931	6534	303		6231	303																																	
3/31/2005 11:59:59 PM	9357	14991	42882	2904		39978	2904																																	
3/31/2005 11:59:59 PM	9553	4982	7149	567		6582	567																																	
3/31/2005 11:59:59 PM	9807	104052	214566	26656		187910	26656																																	
3/31/2005 11:59:59 PM	9955	6199	7485	417		7068	417																																	
3/31/2005 11:59:59 PM	10157	2326	5326	442		4884	442																																	
3/31/2005 11:59:59 PM	10250	5113	26257	2644		23613	2644																																	
3/31/2005 11:59:59 PM	10849	12580	24033	2125		21908	2125																																	
3/31/2005 11:59:59 PM	10858	15063	32684	3541		29143	3541																																	
3/31/2005 11:59:59 PM	11145	8117	13617	1042		12575	1042																																	
3/31/2005 11:59:59 PM	11640	2261	21003	1292		19711	1292																																	
3/31/2005 11:59:59 PM	11837	461	9350	889		8461	889																																	
3/31/2005 11:59:59 PM	12030	21013	23041	2606		20435	2606																																	
