Reporting Period	ID RSSD	UBPR3632	UBPR3792	UBPR5310	UBPR5311	UBPR8274	UBPR8275	UBPRH392	UBPRH393	UBPRH394	UBPRH395	UBPRH396	UBPRH397	UBPRH398	UBPRP742	UBPRP839	UBPRP840	UBPRP841	UBPRP842	UBPRP843	UBPRP849	UBPRP851	UBPRP852	UBPRP856	UBPRP857	UBPRP858	UBPRP859	UBPRP860	UBPRP861	UBPRP862	UBPRP863	UBPRP864	UBPRP865	UBPRP866	UBPRP867	UBPRP868	UBPRP870	UBPRP872	UBPRQ257	
		UNDIVIDED PROFITS & CAPITAL RESERVES	TOTAL RISK-BASED CAPITAL	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TIER 1 CPTL ALLWBL UNDR RISK-BASED	TIER 2 CPTL ALLWBL UNDR RISK-BASED	ADV AP ACC COMP INC	ADV AP RELATED ADJ	ADV AP ELIG CR RESERVE	ADV AP TIER 2 CAP B4 DED	ADV AP EXIT INS TOT CAP	UBPR OTHR DED CET1	SIG INV MSA DF TX ASSET PCT LIMIT	COMMON EQUITY TIER 1 CAPITAL	COM EQTY TIER 1 MINORTY INTERST	COM EQTY TIER 1 CAP BEFORE REG ADJ	COM EQTY TIER 1 CAP ADJS AND DEDUDS	LESS INTANG ASSTS NET OF ASSCTD DTLS	DFRD TX ASSTS OPRTING LOSS TX CRDT	NET GNS (LSSES) HTM SEC AOCI	NNSG INVCP UNCNS COMSTK 10 PCT THRSH	SUBTOT COMEQTY TIER1 CAP ADJ AN DEDS	MSA DTA 15PCT COMEQTY TIER1 CAPTHRES	INSF TIER1 TIER2 CAP CVR DED	ADJSTMNT DEDT  COM EQTY TIER1 CAP	COM EQTY TIER 1 CAPITAL	ADDITIONAL TIER 1 CAPITAL	NNQFY CAP INSTR PHSOUT ADD TIER1 CAP	TIER1 MNRTY INTR NOT EQTY TIER1 CAP	ADD TIER 1 CAPITAL BEFORE DEDUCTIONS	TOT ADDTNL TIER 1 CAP DEDUCTIONS	ADDTNL TIER 1 CAPITAL	TIER 2 CAP INSTRMNTS PLUS RLTD SRPLS	NNQLIFY CAP INSTR PHSOUT TIER2 CAP	CAP MNRTY INTRST NOT INCL TIER 1 CAP	TIER 2 CAPITAL BEFORE DEDUCTIONS	TOTAL TIER 2 CAPITAL DEDUCTIONS	UNREALIZED GAINS ON A-F-S EQUITY SEC	
3/31/2006 11:59:59 PM	37	9859	15117	558		14559	558																																	
3/31/2006 11:59:59 PM	242	3566	3964	158		3806	158																																	
3/31/2006 11:59:59 PM	279	19764	20213	456		19757	456																																	
3/31/2006 11:59:59 PM	354	477	1054	52		1002	52																																	
3/31/2006 11:59:59 PM	439	487	15204	1606		13598	1606																																	
3/31/2006 11:59:59 PM	457	286	2935	299		2636	299																																	
3/31/2006 11:59:59 PM	505	6735	24677	2444		22233	2444																																	
3/31/2006 11:59:59 PM	1146	30184	48557	4239		38318	10239																																	
3/31/2006 11:59:59 PM	1155	7713	13573	1666		11907	1666																																	
3/31/2006 11:59:59 PM	1351	13545	15197	882		14315	882																																	
3/31/2006 11:59:59 PM	1454	30488	33967	1337		32630	1337																																	
3/31/2006 11:59:59 PM	1557	3576	4848	272		4576	272																																	
3/31/2006 11:59:59 PM	1632	14739	48153	5930		42223	5930																																	
3/31/2006 11:59:59 PM	1669	38016	39096	1181		37915	1181																																	
3/31/2006 11:59:59 PM	1829	35715	42284	2328		39205	3079																																	
3/31/2006 11:59:59 PM	1856	2369	16686	133		16553	133																																	
3/31/2006 11:59:59 PM	2040	11108	17324	1466		15858	1466																																	
3/31/2006 11:59:59 PM	2161	8075	11020	534		10486	534																																	
3/31/2006 11:59:59 PM	2376	120895	127699	6565		121134	6565																																	
3/31/2006 11:59:59 PM	2451	612	2408	192		2216	192																																	
3/31/2006 11:59:59 PM	2554	105	536	51		485	51																																	
3/31/2006 11:59:59 PM	2732	56051	64340	3528		60812	3528																																	
3/31/2006 11:59:59 PM	2750	4840	5458	435		5023	435																																	
3/31/2006 11:59:59 PM	2938	13408	32993	3942		29051	3942																																	
3/31/2006 11:59:59 PM	3252	11946	13194	748		12446	748																																	
3/31/2006 11:59:59 PM	3458	1991	2759	218		2541	218																																	
3/31/2006 11:59:59 PM	3506	122612	143644	10579		133065	10579																																	
3/31/2006 11:59:59 PM	3720	7029	18892	1114		17778	1114																																	
3/31/2006 11:59:59 PM	3953	4645	7744	919		6825	919																																	
3/31/2006 11:59:59 PM	4138	16899	18778	1279		17499	1279																																	
3/31/2006 11:59:59 PM	4147	8851	13563	532		13031	532																																	
3/31/2006 11:59:59 PM	4156	7552	14231	1281		12950	1281																																	
3/31/2006 11:59:59 PM	4231	2417	13696	679		13017	679																																	
3/31/2006 11:59:59 PM	4437	14460	21054	1881		19173	1881																																	
3/31/2006 11:59:59 PM	4839	9894	21960	1762		20198	1762																																	
3/31/2006 11:59:59 PM	5005	592	34893	1898		32173	2720																																	
3/31/2006 11:59:59 PM	5050	5200	7668	668		7000	668																																	
3/31/2006 11:59:59 PM	5069	65475	77559	3455		74104	3455																																	
3/31/2006 11:59:59 PM	5135	7300	28660	2402		26258	2402																																	
3/31/2006 11:59:59 PM	5210	59583	74031	4717		69314	4717																																	
3/31/2006 11:59:59 PM	5274	8704	13428	876		12552	876																																	
3/31/2006 11:59:59 PM	5331	14706	25190	886		24304	886																																	
3/31/2006 11:59:59 PM	5461	24176	31654	2135		29519	2135																																	
3/31/2006 11:59:59 PM	5751	21394	23367	711		22656	711																																	
3/31/2006 11:59:59 PM	6039	3875	9915	771		9144	771																																	
3/31/2006 11:59:59 PM	6057	1368	1652	159		1493	159																																	
3/31/2006 11:59:59 PM	6141	254	4302	248		4054	248																																	
3/31/2006 11:59:59 PM	6329	15250	30263	3013		27250	3013																																	
3/31/2006 11:59:59 PM	6972	73572	101642	7755		93887	7755																																	
3/31/2006 11:59:59 PM	7009	54168	55834	0		55216	618																																	
3/31/2006 11:59:59 PM	7045	8889	12004	690		11314	690																																	
3/31/2006 11:59:59 PM	7157	3442	4067	225		3842	225																																	
3/31/2006 11:59:59 PM	7166	51140	69366	6688		62678	6688																																	
3/31/2006 11:59:59 PM	7456	1195	4296	301		3995	301																																	
3/31/2006 11:59:59 PM	7634	1562	5555	393		5162	393																																	
3/31/2006 11:59:59 PM	8033	4297	9267	720		8547	720																																	
3/31/2006 11:59:59 PM	8417	-23988	233719	1082		232637	1082																																	
3/31/2006 11:59:59 PM	8462	9000	10029	329		9700	329																																	
3/31/2006 11:59:59 PM	8631	4945	6542	297		6245	297																																	
3/31/2006 11:59:59 PM	9357	2558	35104	3172		31932	3172																																	
3/31/2006 11:59:59 PM	9553	5244	7458	614		6844	614																																	
3/31/2006 11:59:59 PM	9807	135701	248846	29287		219559	29287																																	
3/31/2006 11:59:59 PM	9955	6418	6858	406		6452	406																																	
3/31/2006 11:59:59 PM	10157	2414	5434	436		4998	436																																	
3/31/2006 11:59:59 PM	10250	5720	30332	3112		27220	3112																																	
3/31/2006 11:59:59 PM	10849	15227	27959	2664		25295	2664																																	
3/31/2006 11:59:59 PM	10858	16053	33897	3690		30207	3690																																	
3/31/2006 11:59:59 PM	11145	9214	14817	1116		13701	1116																																	
3/31/2006 11:59:59 PM	11640	3792	22756	1514		21242	1514																																	
3/31/2006 11:59:59 PM	11837	389	10349	960		9389	960																																	
3/31/2006 11:59:59 PM	12030	22771	25283	2957		22326	2957																																	
3/31/2006 11:59:59 PM	12058	7997	10556	709		9847	709																																	
3/31/2006 11:59:59 PM	12142	5628	21168	1040		20128	1040																																	
3/31/2006 11:59:59 PM	12245	6280	12060	780		11280	780																																	
3/31/2006 11:59:59 PM	12311	1314774	3362851	316355		2096496	1266355																																	
3/31/2006 11:59:59 PM	12647	761	7516	505		7011	505																																	
3/31/2006 11:59:59 PM	12656	423	973	90		883	90																																	
3/31/2006 11:59:59 PM	12937	9227	16245	1018		15227	1018																																	
3/31/2006 11:59:59 PM	12946	45132	45960	4231		41729	4231																																	
3/31/2006 11:59:59 PM	12955	2662	11537	875		10662	875																																	
3/31/2006 11:59:59 PM	13037	10184	12320	786		11534	786																																	
3/31/2006 11:59:59 PM	13103	93625	134758	6862		127896	6862																																	
3/31/2006 11:59:59 PM	13251	1541	3556	265		3291	265																																	
3/31/2006 11:59:59 PM	13457	5211	5452	141		5311	141																																	
3/31/2006 11:59:59 PM	14052	2747	5796	549		5247	549																																	
3/31/2006 11:59:59 PM	14155	10522	11857	999		10858	999																																	
3/31/2006 11:59:59 PM	14258	47216	70737	7933		62804	7933																																	
3/31/2006 11:59:59 PM	14409	1633492	2722962	206690		2256272	466690																																	
3/31/2006 11:59:59 PM	14454	185	3900	316		3584	316																																	
3/31/2006 11:59:59 PM	14650	2671	3289	234		3055	234																																	
3/31/2006 11:59:59 PM	14753	410	2217	230		1987	230																																	
3/31/2006 11:59:59 PM	14865	4819	15212	1247		13965	1247																																	
3/31/2006 11:59:59 PM	15536	215789	482139	40517		441622	40517																																	
3/31/2006 11:59:59 PM	16337	25561	37789	3378		34411	3378																																	
3/31/2006 11:59:59 PM	16458	24057	28690	1633		27057	1633																																	
3/31/2006 11:59:59 PM	16551	8549	13079	1372		11707	1372																																	
3/31/2006 11:59:59 PM	16748	1779	5096	317		4779	317																																	
3/31/2006 11:59:59 PM	16944	1936	4617	181		4436	181																																	
3/31/2006 11:59:59 PM	16953	3100	5243	143		5100	143																																	
3/31/2006 11:59:59 PM	17110	8816	18588	856		15732	2856																																	
3/31/2006 11:59:59 PM	17147	55590	78265	7205		71060	7205																																	
3/31/2006 11:59:59 PM	17259	4059	5730	133		5597	133																																	
3/31/2006 11:59:59 PM	17464	92441	136720	15823		120897	15823																																	
3/31/2006 11:59:59 PM	17839	7248	17004	1813		15191	1813																																	
3/31/2006 11:59:59 PM	17950	4255	14926	1087		13839	1087																																	
3/31/2006 11:59:59 PM	18050	23289	33116	2046		31070	2046																																	
3/31/2006 11:59:59 PM	18135	8126	15711	1073		14638	1073																																	
3/31/2006 11:59:59 PM	18368	44870	56244	6073		50171	6073																																	
3/31/2006 11:59:59 PM	18377	2346	2448	102		2346	102																																	
3/31/2006 11:59:59 PM	18827	12471	16449	1176		15273	1176																																	
3/31/2006 11:59:59 PM	18836	10128	13195	1211		11984	1211																																	
3/31/2006 11:59:59 PM	18854	1155	3460	205		3255	205																																	
3/31/2006 11:59:59 PM	18957	4155	5364	509		4855	509																																	
3/31/2006 11:59:59 PM	19356	4502	10326	599		9727	599																																	
3/31/2006 11:59:59 PM	19730	64546	156296	18992		137304	18992																																	
3/31/2006 11:59:59 PM	19936	7252	17089	1635		15454	1635																																	
3/31/2006 11:59:59 PM	19972	122	10461	85		10376	85																																	
3/31/2006 11:59:59 PM	20053	3402	4602	300		4302	300																																	
3/31/2006 11:59:59 PM	20147	1497	5014	317		4697	317																																	
3/31/2006 11:59:59 PM	20259	47	3416	102		3313	103																																	
3/31/2006 11:59:59 PM	20370	1436	16561	1455		15106	1455																																	
3/31/2006 11:59:59 PM	20512	7083	8834	566		8268	566																																	
3/31/2006 11:59:59 PM	20633	22661	25954	1753		24201	1753																																	
3/31/2006 11:59:59 PM	20754	1284	1541	57		1484	57																																	
3/31/2006 11:59:59 PM	20839	3642	16637	1545		15092	1545																																	
3/31/2006 11:59:59 PM	20857	973	5503	172		5331	172																																	
3/31/2006 11:59:59 PM	20866	5897	16224	1036		15188	1036																																	
3/31/2006 11:59:59 PM	21256	517	1144	27		1117	27																																	
3/31/2006 11:59:59 PM	21359	493	1871	129		1742	129																																	
3/31/2006 11:59:59 PM	21630	3678	6161	283		5878	283																																	
3/31/2006 11:59:59 PM	21658	7431	12745	1057		11688	1057																																	
