Reporting Period	ID RSSD	UBPR0416	UBPR3506	UBPR5369	UBPR8783	UBPRE582	UBPRE583	UBPRE588	UBPRE589	UBPRE590	UBPRE602	UBPRE621	UBPRE622	UBPRE623	UBPRE624	UBPRG378	UBPRM026	UBPRM027	UBPRM028	UBPRM029	UBPRM030	UBPRM031	UBPRM032	UBPRM033	UBPRM034	UBPRM035	UBPRM036	UBPRM037	UBPRM038	UBPRM039	UBPRM042	
		PLEDGED SECURITIES-BOOK VLAUE	OTH ASSETS-PAST DUE 90DYS OR MOR,ACG	LOANS AND LEASES HELD FOR SALE	FAIR VALUE OF STRUCTURED NOTES	INV_TEMP	ASET_INV_LNLS_LT1	SEC_DBT_NCUR	INV_TEMP_TA	SEC_MKTB_TA	LNLS_LTR_CR_TA	APP_HRSK_NTE_STRU	SEC_APP_DPR_BV_SEC	SEC_APP_ECAP	SEC_PLDG_TS	PLDG LN AND LEASE	PLEDGED ASSETS / PCT OF TOT ASSETS	US TREAS GOVT AGENCIES / PCT OF TOT 	MUNI SEC / PCT OF TOT SEC	PASS-THRU MBS / PCT OF TOT SCTY	CMO REMIC MBS / PCT OF TOT SCTY	CMRL MBS / PCT OF TOT SCTY	ABS / PCT OF TOT SCTY	STRUCT FIN PROD / PCT OF TOT SCTY	OTHR DOM DEBT SECS / PCT OF TOT SCTY	FOR DEBT SEC / PCT OF TOT SCTY	MUT FND OTH MKTBL SCTY / PCT TOT SY	APP IN AFS SEC / PCT OF AFS SEC	PLEDGED LN / PCT OF TOT LN	LN HELD FOR SALE / PCT OF TOT LN	SEC CATEGORIES, PCT TOT SEC	
3/31/2006 11:59:59 PM	37	7936	0	0	1723	7431	21443	0	9.16	0	54.51	-0.09		0	28.93			52.82	19.3	26.96	0		0		0.91	0	0	-1.57		0	100	
3/31/2006 11:59:59 PM	242	3161	0	0	1575	4156	9380	0	13.78	0	66.05	-0.84		0	38.72			90.43	8.28	0.1	0		0		1.19	0	0	-1.31		0	100	
3/31/2006 11:59:59 PM	279	929	0	0	0	2480	9102	0	1.93	0	35.23	0	-2.1	-5.27	1.28			1.3	6.65	89.75	0		0		2.3	0	0	-2.73		0	100	
3/31/2006 11:59:59 PM	354	2181	0	0	0	416	1209	0	5.12	0	46.65	0		0	56.2			100	0	0	0		0		0	0	0	-2.54		0	100	
3/31/2006 11:59:59 PM	439	12743	0	0	489	10820	64295	0	5.76	0	66.07	-0.08		0	50.04			41.58	8.55	48.39	1.48		0		0	0	0	-0.93		0	100	
3/31/2006 11:59:59 PM	457	894	0	0	0	424	13505	0	1.53	0	89.03	0	-0.93	-0.42	54.02			57.64	40.24	2.11	0		0		0	0	0	-0.22		0	100	
3/31/2006 11:59:59 PM	505	76563	0	0	0	9690	30902	0	3.03	0	67.13	0		0	91.23			31.59	5.54	56.47	6.41		0		0	0	0	-3.34		0	100	
3/31/2006 11:59:59 PM	1146	12667	0	31350	2942	21933	198042	0	4.54	0.18	72.09	-0.15	-1.06	-0.01	18.31			65.3	0.27	32.94	0.22		0		0	0	1.26	-1.35		8.92	100	
3/31/2006 11:59:59 PM	1155	34285	0	738	0	9525	48484	0	5.43	0	68.9	0	0.26	0.07	92.63			48.75	50.48	0.75	0.02		0		0	0	0	-0.92		0.61	100	
3/31/2006 11:59:59 PM	1351	14500	0	0	1979	13578	62597	0	12.83	0	54.84	-0.15	-1.78	-4.33	37.06			76.37	22.42	0.92	0.29		0		0	0	0	-3		0	100	
3/31/2006 11:59:59 PM	1454	23814	0	605	78250	25045	63311	0	6.4	0.03	55.58	-5.07		0	15.97			61.85	20.03	9.41	8.63		0		0	0	0.08	-1.89		0.32	100	
3/31/2006 11:59:59 PM	1557	4795	0	0	0	7208	14514	0	20.87	0	51.89	0	0.46	0.09	43.23			89.07	10.93	0	0		0		0	0	0	-1.18		0	100	
3/31/2006 11:59:59 PM	1632	30782	0	0	0	5955	196416	0	1.2	0	90.72	0		0	97.18			84.72	13.94	1.34	0		0		0	0	0	-1.58		0	100	
3/31/2006 11:59:59 PM	1669	20084	0	0	0	44075	50576	0	19.79	0	30.35	0	-1.14	-1.97	16.85			91.97	8	0.04	0		0		0	0	0	-2.66		0	100	
3/31/2006 11:59:59 PM	1829	11470	0	0	953	17327	42497	0	5.58	1.22	57.44	-0.1		0	10.55			19.42	41.33	35.78	0		0		0	0	3.47	0.58		0	100	
3/31/2006 11:59:59 PM	1856	156605	0	0	0	223	4941	0	0.1	0	7.41	0	-1.44	-12.55	78.5			15.57	1	0.47	82.97		0		0	0	0	-4.35		0	100	
3/31/2006 11:59:59 PM	2040	2589	0	351	0	2926	59489	0	1.85	0.18	77.7	0		0	9.8			9.43	77.65	1.36	10.5		0		0	0	1.05	0.39		0.28	100	
3/31/2006 11:59:59 PM	2161	11083	0	0	0	17484	35013	0	17.89	0	57.07	0	9.2	0.08	40.61			46.21	22.29	31.49	0		0		0	0	0	-1.68		0	100	
3/31/2006 11:59:59 PM	2376	230915	0	0	0	16955	51005	0	1.67	0.83	59.75	0	-3.71	-9.25	67.22			5.97	0	45.31	45.67		0		0.59	0	2.46	0.16		0	100	
3/31/2006 11:59:59 PM	2451	0	0	0	0	1543	8967	0	5.1	0	87.34	0		0																0		
3/31/2006 11:59:59 PM	2554	1622	0	0	0	780	780	0	11.16	0	44.65	0	0	0	63.81			97.92	1.97	0.12	0		0		0	0	0	-4.15		0	100	
3/31/2006 11:59:59 PM	2732	44480	0	40109	991	39036	159382	0	7.38	0	82.87	-0.01		0	78.33			37.65	57.92	0	0		0		4.43	0	0	-1.65		9.22	100	
3/31/2006 11:59:59 PM	2750	8624	0	0	0	2455	15539	0	4.8	0	62.46	0		0	61.97			52.23	6.9	39.27	0		0		1.6	0	0	-2.41		0	100	
3/31/2006 11:59:59 PM	2938	36569	0	0	2942	4946	150711	0	1.34	0	84.44	-0.2		0	86.64			82.02	8.04	5.38	4.56		0		0	0	0	-2.04		0	100	
3/31/2006 11:59:59 PM	3252	41183	0	0	6210	14490	14490	0	13.79	0	43.96	-0.71	-1.2	-0.84	88.09			41.57	24.02	30.31	2.8		0		1.3	0	0	-1.7		0	100	
3/31/2006 11:59:59 PM	3458	7043	0	0	0	7617	9909	0	29.97	0	35.68	0	-0.5	-0.49	71.28			73.67	14.34	1.5	0.34		8.13		2.02	0	0	-1.74		0	100	
3/31/2006 11:59:59 PM	3506	207929	0	0	0	113471	199142	0	6.89	0	67.86	0	0.26	0.06	60.24			38.51	20.23	3.3	37.97		0		0	0	0	-1.58		0	100	
3/31/2006 11:59:59 PM	3720	26754	0	295	3187	13177	32927	0	8.26	0	55.69	-0.35	0.95	0.59	54.43			59.02	24.45	15.32	1.22		0		0	0	0	-2.99		0.33	100	
3/31/2006 11:59:59 PM	3953	0	0	11400	0	5761	43740	0	5.93	0	83.92	0		0																13.93		
3/31/2006 11:59:59 PM	4138	18729	0	0	8069	1513	20462	0	0.85	0	68.37	-2.45		0	46.16			75.56	24.44	0	0		0		0	0	0	-2.83		0	100	
3/31/2006 11:59:59 PM	4147	1463	0	0	0	4001	17759	0	3.53	0	65.14	0		0	5.99			29.57	63.49	0.18	0		0		6.76	0	0	0.11		0	100	
3/31/2006 11:59:59 PM	4156	19061	0	215	0	8145	41795	0	5.56	0	65.52	0		0	53.42			34.05	64.62	0	0		0		1.34	0	0	-0.89		0.22	100	
