Reporting Period	ID RSSD	UBPR3128	UBPR5320	UBPR5340	UBPR8764	UBPRA222	UBPRD654	UBPRE648	UBPRE649	UBPRE650	UBPRE651	UBPRE652	UBPRE653	UBPRE654	UBPRE660	UBPRF860	UBPRH300	UBPRH399	UBPRH400	UBPRH401	UBPRH402	UBPRH403	UBPRH404	UBPRH405	UBPRH406	UBPRH407	UBPRH408	UBPRH409	UBPRHR46	UBPRHR47	UBPRS497	UBPRS498	UBPRS499	UBPRS503	UBPRS504	UBPRS505	UBPRS506	UBPRS507	UBPRS510	UBPRS569	UBPRS570	UBPRS571	UBPRS577	UBPRS578	UBPRS581	
		ALLOCATED TRANSFER RISK RESERVES	TOTAL ASSETS (0% RISK-WEIGHT)	TOTAL ASSETS (100% RISK-WEIGHT)	NET CURRENT CREDIT EXPOSURE	EXCESS ALLOWANCE FOR LN&LEASE LOSSES	RWA_OBS_20	RWA_OBS	RWA_OFBS_20R_100C	RWA_OFBS_50R_100C	RWA_OFBS_100RSK	RWA_OFBS	RWA_OFBS_0	RWA_TOT	RWA_ADJ_F	CATEGORY THREE 50 PCT	EF FUND CONTRBTNS CNTRL CNTRPRTIES	TOTAL BS RWA SCTY EXP SSFA	TOT BS RWA SCTY EXP GROSS UP	RWA OFF BS OTHR	OTC CONTRACTS INTEREST RATE	OTC CONTRACTS ALL OTHER	CENTRALLY CLEARED CONTRACTS INT RT	CENTRALLY CLEARED CONTRACTS ALL OTHR	RWA OBS 150PCT	RWA OBS 1250PCT	UBPR RPT OTC CNTS TOT	CENTRALLY CLEARED CONTRACTS TOTAL	TOT BAL SH ASSET 2 PCT RW CAT	TOT BAL SH ASSET 4 PCT RW CAT	OFF-BALANCE SHEELCULATION METHOD	OFF-BALANCE SHEELCULATION METHOD	OFF-BALANCE SHEELCULATION METHOD	TOTAL BALANCE SHEET ASSETS - 1 WEIGH	TOTAL BALANCE SHEET ASSETS - 2 WEIGH	TOTAL BALANCE SHEET ASSETS - 3 WEIGH	TOTAL BALANCE SHEET ASSETS - 4 WEIGH	TOTAL BALANCE SHEET ASSETS - 6 WEIGH	TOTAL BALANCE SHEET ASSETS - 1 WEIGH	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	STANDARDIZED MARISK CAPITAL RULE	
3/31/2006 11:59:59 PM	37	0	599	25060	0	452	5919	44640	0	0	31	31	0	44671	44220	13662																													0	
3/31/2006 11:59:59 PM	242	0	0	30425	0	0	0	30425	0	0	0	0	0	30425	30425	0																													0	
3/31/2006 11:59:59 PM	279	0	1095	24197	0	0	14362	54927	0	0	0	0	0	54927	54928	16369																													0	
3/31/2006 11:59:59 PM	354	0	198	2584	0	139	817	4176	0	0	0	0	0	4176	4038	776																													0	
3/31/2006 11:59:59 PM	439	0	2265	107834	0	22	8267	128276	0	0	213	213	0	128489	128468	12176																													0	
3/31/2006 11:59:59 PM	457	0	138	21043	0	25	390	23871	0	0	58	58	0	23929	23904	2438																													0	
3/31/2006 11:59:59 PM	505	0	2774	113114	0	1	20145	186458	0	2538	6541	9079	0	195537	195536	53199																													0	
3/31/2006 11:59:59 PM	1146	0	36742	294361	0	0	15394	349611	0	0	1031	1031	0	350642	350642	39856																													0	
3/31/2006 11:59:59 PM	1155	0	2869	113216	0	326	7821	131957	0	0	1333	1333	0	133290	132965	10921																													0	
3/31/2006 11:59:59 PM	1351	0	918	53411	0	244	7071	69158	0	0	1427	1427	0	70585	70341	8676																													0	
3/31/2006 11:59:59 PM	1454	0	19611	147388	0	0	35264	208834	5915	0	0	5915	0	214749	214749	26182																													0	
3/31/2006 11:59:59 PM	1557	0	234	17233	0	106	3054	21434	0	0	342	342	0	21776	21671	1148																													0	
3/31/2006 11:59:59 PM	1632	0	1880	397249	0	337	8984	436608	0	0	37790	37790	0	474398	474061	30375																													0	
3/31/2006 11:59:59 PM	1669	0	6207	48346	0	263	25787	94328	0	0	134	134	0	94462	94200	20196																													0	
3/31/2006 11:59:59 PM	1829	0	6617	118438	0	851	21950	179861	0	0	6353	6353	0	186214	185363	39473																													0	
3/31/2006 11:59:59 PM	1856	0	0	17932	0	0	40416	61585	0	0	11	11	0	61596	61597	3238																													0	
3/31/2006 11:59:59 PM	2040	0	742	92566	0	295	6245	116548	0	0	740	740	0	117288	116993	17737																													0	
3/31/2006 11:59:59 PM	2161	0	1424	30849	0	0	7376	53004	0	0	0	0	35	53004	53005	14780																													0	
3/31/2006 11:59:59 PM	2376	0	46222	286837	0	0	62004	537485	0	0	0	0	0	537485	537485	188644																													0	
3/31/2006 11:59:59 PM	2451	0	322	19394	0	0	805	23166	0	0	1521	1521	0	24687	24687	2967																													0	
3/31/2006 11:59:59 PM	2554	0	2	3167	0	0	744	4044	0	0	0	0	0	4044	4044	133																													0	
3/31/2006 11:59:59 PM	2732	0	48688	307946	0	0	14836	373329	0	0	6517	6517	0	379846	379846	50547																													0	
3/31/2006 11:59:59 PM	2750	0	3387	29872	0	85	2920	34871	0	0	8	8	0	34879	34794	2079																													0	
3/31/2006 11:59:59 PM	2938	0	1786	256248	0	1787	11157	298818	0	0	16557	16557	0	315375	313588	31413																													0	
3/31/2006 11:59:59 PM	3252	0	7952	48427	0	155	9499	59316	0	0	519	519	0	59835	59680	1390																													0	
3/31/2006 11:59:59 PM	3458	0	1826	15198	0	166	1464	17458	0	0	0	0	0	17458	17293	797																													0	
3/31/2006 11:59:59 PM	3506	0	21181	977661	0	0	74603	1161476	0	26520	3803	30323	0	1191798	1191799	109212																													0	
3/31/2006 11:59:59 PM	3720	0	5220	57109	0	150	13116	86728	23	0	2389	2412	0	89140	88990	16503																													0	
3/31/2006 11:59:59 PM	3953	0	557	62441	0	456	4814	72959	0	0	524	524	0	73483	73027	5704																													0	
3/31/2006 11:59:59 PM	4138	0	1529	74707	0	0	9446	112304	52	0	0	52	0	112356	112356	28152																													0	
3/31/2006 11:59:59 PM	4147	0	1008	60514	0	0	5576	78281	0	0	71	71	0	78352	78352	12191																													0	
3/31/2006 11:59:59 PM	4156	0	572	89866	0	0	6304	108903	0	0	2301	2301	0	111204	111204	12733																													0	
3/31/2006 11:59:59 PM	4231	0	0	46037	0	0	10516	67375	0	0	235	235	0	67610	67611	10823																													0	
3/31/2006 11:59:59 PM	4437	0	1406	126402	0	0	7328	157194	0	27	1725	1752	0	158946	158946	23464																													0	
3/31/2006 11:59:59 PM	4839	0	10196	191098	0	0	13314	211319	0	0	3964	3964	0	215283	215283	6907																													0	
3/31/2006 11:59:59 PM	5005	0	1746	198528	0	0	8238	251632	0	0	43	43	0	251675	251675	44866																													0	
3/31/2006 11:59:59 PM	5050	0	2685	45318	0	0	9776	61204	0	0	1019	1019	0	62223	62224	6111																													0	
3/31/2006 11:59:59 PM	5069	0	20300	262744	0	3429	8496	278281	0	0	7039	7039	0	285320	281892	7042																													0	
3/31/2006 11:59:59 PM	5135	0	2587	155176	0	0	9679	184869	0	0	9068	9068	0	193937	193937	20014																													0	
3/31/2006 11:59:59 PM	5210	0	7783	363921	0	0	62315	566414	0	0	2261	2261	0	568675	568675	140178																													0	
3/31/2006 11:59:59 PM	5274	0	1118	75477	0	0	5120	96954	0	0	3765	3765	0	100719	100719	16357																													0	
3/31/2006 11:59:59 PM	5331	0	3700	100358	0	0	31249	181258	2	4108	1465	5575	0	186833	186833	49652																													0	
3/31/2006 11:59:59 PM	5461	0	7410	268815	0	0	19511	292940	0	0	5192	5192	0	298132	298132	4614																													0	
3/31/2006 11:59:59 PM	5751	0	2583	42354	0	56	9100	56094	0	0	787	787	0	56881	56825	4640																													0	
3/31/2006 11:59:59 PM	6039	0	775	51836	0	129	5451	59885	0	0	1789	1789	0	61674	61546	2599																													0	
3/31/2006 11:59:59 PM	6057	0	121	8656	0	25	835	11334	0	0	1388	1388	0	12722	12698	1844																													0	
3/31/2006 11:59:59 PM	6141	0	621	12757	0	77	2791	19817	0	0	0	0	0	19817	19740	4269																													0	
3/31/2006 11:59:59 PM	6329	0	5375	194442	0	123	15038	234644	0	0	6435	6435	0	241079	240956	25164																													0	
3/31/2006 11:59:59 PM	6972	0	15273	515975	0	0	48257	581630	0	530	119535	120065	0	701695	701695	17398																													0	
3/31/2006 11:59:59 PM	7009	0	35	232152	592	0	23864	264048	0	369	10000	10369	0	274417	274417	8032																													0	
3/31/2006 11:59:59 PM	7045	0	1976	36162	0	0	6231	57545	0	0	14	14	0	57559	57559	15152																													0	
3/31/2006 11:59:59 PM	7157	0	1378	12373	0	47	2514	18089	0	0	0	0	0	18089	18042	3202																													0	
3/31/2006 11:59:59 PM	7166	0	6854	445932	0	1385	10914	495526	0	0	39583	39583	10	535109	533724	38680																													0	
3/31/2006 11:59:59 PM	7456	0	0	22746	0	0	3827	26573	0	0	0	0	0	26573	26573	0																													0	
3/31/2006 11:59:59 PM	7634	0	730	26061	0	205	1953	31406	0	0	0	0	0	31406	31201	3392																													0	
3/31/2006 11:59:59 PM	8033	0	684	47974	0	82	4995	57338	0	0	295	295	0	57633	57551	4369																													0	
3/31/2006 11:59:59 PM	8417	0	29479	1191010	0	0	480084	1671094	0	0	0	0	0	1671094	1671094	0																													0	
3/31/2006 11:59:59 PM	8462	0	1712	28705	0	0	10339	40504	0	0	385	385	0	40889	40889	1460																													0	
3/31/2006 11:59:59 PM	8631	0	914	20569	0	0	3359	29381	0	0	447	447	0	29828	29828	5453																													0	
3/31/2006 11:59:59 PM	9357	0	2274	191036	0	431	9486	246055	0	0	7675	7675	0	253730	253299	45533																													0	
3/31/2006 11:59:59 PM	9553	0	203	50157	0	0	1452	53872	0	0	391	391	0	54263	54263	2263																													0	
3/31/2006 11:59:59 PM	9807	0	224938	1843483	2083	21493	27630	2094730	0	223228	25039	248267	0	2342997	2321504	223618																													0	
3/31/2006 11:59:59 PM	9955	0	717	37322	0	0	8756	49690	0	0	1027	1027	0	50717	50718	3613																													0	
3/31/2006 11:59:59 PM	10157	0	781	27346	0	397	5022	33486	0	0	1374	1374	0	34860	34463	1118																													0	
3/31/2006 11:59:59 PM	10250	0	3152	249141	0	0	12420	282506	0	0	10428	10428	0	292934	292934	20945																													0	
3/31/2006 11:59:59 PM	10849	0	2728	170886	0	0	11715	205014	0	0	7553	7553	0	212567	212567	22413																													0	
3/31/2006 11:59:59 PM	10858	0	3015	277231	0	0	16131	303222	204	0	7407	7611	0	310833	310833	9860																													0	
3/31/2006 11:59:59 PM	11145	0	2148	47763	0	485	4649	89253	0	0	35	35	0	89288	88803	36841																													0	
