Reporting Period	ID RSSD	UBPR0416	UBPR3506	UBPR5369	UBPR8783	UBPRE582	UBPRE583	UBPRE588	UBPRE589	UBPRE590	UBPRE602	UBPRE621	UBPRE622	UBPRE623	UBPRE624	UBPRG378	UBPRM026	UBPRM027	UBPRM028	UBPRM029	UBPRM030	UBPRM031	UBPRM032	UBPRM033	UBPRM034	UBPRM035	UBPRM036	UBPRM037	UBPRM038	UBPRM039	UBPRM042	
		PLEDGED SECURITIES-BOOK VLAUE	OTH ASSETS-PAST DUE 90DYS OR MOR,ACG	LOANS AND LEASES HELD FOR SALE	FAIR VALUE OF STRUCTURED NOTES	INV_TEMP	ASET_INV_LNLS_LT1	SEC_DBT_NCUR	INV_TEMP_TA	SEC_MKTB_TA	LNLS_LTR_CR_TA	APP_HRSK_NTE_STRU	SEC_APP_DPR_BV_SEC	SEC_APP_ECAP	SEC_PLDG_TS	PLDG LN AND LEASE	PLEDGED ASSETS / PCT OF TOT ASSETS	US TREAS GOVT AGENCIES / PCT OF TOT 	MUNI SEC / PCT OF TOT SEC	PASS-THRU MBS / PCT OF TOT SCTY	CMO REMIC MBS / PCT OF TOT SCTY	CMRL MBS / PCT OF TOT SCTY	ABS / PCT OF TOT SCTY	STRUCT FIN PROD / PCT OF TOT SCTY	OTHR DOM DEBT SECS / PCT OF TOT SCTY	FOR DEBT SEC / PCT OF TOT SCTY	MUT FND OTH MKTBL SCTY / PCT TOT SY	APP IN AFS SEC / PCT OF AFS SEC	PLEDGED LN / PCT OF TOT LN	LN HELD FOR SALE / PCT OF TOT LN	SEC CATEGORIES, PCT TOT SEC	
3/31/2008 11:59:59 PM	37	7716	0	0	250	9654	26559	0	12.03	0	55.15	0		0	32.18			49.61	18.07	32.33	0		0		0	0	0	1.21		0	100	
3/31/2008 11:59:59 PM	242	2340	0	0	2003	4399	15369	0	13.01	0.15	58.6	0.94		0	27.34			66.19	32.18	0.02	0		0		1	0	0.61	1.67		0	100	
3/31/2008 11:59:59 PM	279	0	0	0	0	1848	10843	0	1.31	0	40.98	0	0.74	1.34	0			0.05	8.29	89.42	0		0		2.24	0	0	0.83		0	100	
3/31/2008 11:59:59 PM	354	1862	0	0	0	1121	1905	0	13.6	0	49.71	0		0	54.16			100	0	0	0		0		0	0	0	1.36		0	100	
3/31/2008 11:59:59 PM	457	1197	0	0	0	294	13636	0	0.97	0	87.41	0	1.2	0.13	79.69			60.19	39.35	0.47	0		0		0	0	0	0.26		0	100	
3/31/2008 11:59:59 PM	505	67331	0	0	0	6762	26267	0	1.97	0	74.67	0		0	100			20.48	8.23	56.38	3.87		0		11.04	0	0	1.11		0	100	
3/31/2008 11:59:59 PM	1155	35047	0	46	0	14305	54546	0	7.63	0	67.49	0	0.31	0.04	91.22			52.62	46.85	0.51	0.02		0		0	0	0	2.38		0.04	100	
3/31/2008 11:59:59 PM	1351	19696	0	0	1002	10958	61229	0	8.77	0	49.62	0.14	1.55	4.55	38.08			64.76	33.59	1.65	0		0		0	0	0	2.97		0	100	
3/31/2008 11:59:59 PM	1454	22716	0	289	23420	27517	72075	0	6.58	0.02	49.6	-0.15		0	15.94			44.81	34.6	13.01	7.52		0		0	0	0.06	0.82		0.14	100	
3/31/2008 11:59:59 PM	1557	6194	0	0	0	6210	13731	0	15.99	0	51.97	0	1.51	1.11	52.02			70.11	29.89	0	0		0		0	0	0	3.49		0	100	
3/31/2008 11:59:59 PM	1632	35495	0	0	0	5958	265834	0	0.83	0	90.53	0		0	66.74			67.87	3.94	28.19	0		0		0	0	0	3.44		0	100	
3/31/2008 11:59:59 PM	1669	20064	0	0	0	46828	56901	0	18.97	0	29.63	0	3.63	7.53	15.83			88.19	9.47	2.33	0		0		0	0	0	1.41		0	100	
3/31/2008 11:59:59 PM	1829	26613	0	0	1000	1502	27902	0	0.41	0.68	66.89	0.01		0	28.28			4.25	61.53	31.58	0		0		0	0	2.64	1.14		0	100	
3/31/2008 11:59:59 PM	1856	118189	0	0	0	117	6746	0	0.05	0	8.51	0	0.3	2.03	62.5			18.64	1.11	0.35	79.9		0		0	0	0	-2.01		0	100	
3/31/2008 11:59:59 PM	2040	17971	0	518	1151	6370	77041	0	3.12	0	72.71	0.22		0	46.47			4.3	49.42	26.4	19.87		0		0	0	0	1.97		0.34	100	
3/31/2008 11:59:59 PM	2161	15135	0	0	0	8715	28642	0	8.03	0	53.79	0	20	0.01	45.67			10.96	27.1	61.94	0		0		0	0	0	2.27		0	100	
3/31/2008 11:59:59 PM	2376	305142	0	0	0	85487	145521	0	6.19	0.6	64.63	0	-0.31	-0.3	94.99			5.62	0	35.25	55.83		0		0.7	0	2.59	1.64		0	100	
3/31/2008 11:59:59 PM	2451	0	0	282	0	683	8370	0	1.77	0	88.73	0		0																0.82		
3/31/2008 11:59:59 PM	2554	1746	0	0	0	845	845	0	10.86	0	47.57	0		0	71.38			97.96	2.04	0	0		0		0	0	0	-0.12		0	100	
3/31/2008 11:59:59 PM	2732	44371	0	0	0	13834	161530	0	2.7	0	84.25	0		0	83.6			16.85	81.17	0	0		0		1.98	0	0	2.89		0	100	
3/31/2008 11:59:59 PM	2750	6609	0	79	502	3352	18308	0	6.64	0	67.67	0.04		0	64.63			51.38	9.37	33.01	0		0		6.24	0	0	0.17		0.23	100	
3/31/2008 11:59:59 PM	2938	39402	0	0	0	1459	166732	0	0.35	0	83.67	0		0	85.27			64.71	5.92	28.76	0.61		0		0	0	0	2.27		0	100	
3/31/2008 11:59:59 PM	3252	58771	0	0	2279	10975	10975	0	8.53	0	43.57	-0.01	0.96	0.03	96.07			18.24	16.99	32.09	32.27		0		0.41	0	0	0.87		0	100	
3/31/2008 11:59:59 PM	3458	8642	0	0	0	7161	11568	0	23.56	0	41.09	0	-0.2	-0.13	81.82			78.59	14.78	2.64	0		3.99		0	0	0	2.84		0	100	
3/31/2008 11:59:59 PM	3720	30876	0	237	0	14487	46318	0	8.03	0	58.51	0	1.7	0.89	59.74			40.94	29.82	28.15	1.08		0		0	0	0	0.99		0.22	100	
3/31/2008 11:59:59 PM	3953	0	0	11177	0	5	57633	0	0	0	90.44	0		0	0			0	0	0	0		0		0	0	100	0		10.73	100	
3/31/2008 11:59:59 PM	4138	24201	0	0	5511	4500	36346	0	2.31	0	74.12	0.07		0	79.04			84.56	9.8	0	0		0		5.64	0	0	-0.49		0	100	
3/31/2008 11:59:59 PM	4156	26579	0	374	0	6900	45922	0	3.81	0	59.41	0		0	46.85			32.29	67.36	0	0		0		0.35	0	0	2.51		0.35	100	
3/31/2008 11:59:59 PM	4231	7542	0	0	0	4670	32274	0	3.74	0	62.63	0		0	21.12			11.25	29.71	57.68	1.36		0		0	0	0	-0.66		0	100	
3/31/2008 11:59:59 PM	4437	15590	0	0	0	3054	57696	0	1.35	0	73.92	0	1.61	0.17	33.47			20.06	56.54	19.6	0		0		3.8	0	0	0.79		0	100	
3/31/2008 11:59:59 PM	4839	42394	0	0	1020	1583	86627	0	0.55	0	73.71	0.09		0	69.23			6.66	34.34	52.91	5.24		0		0.85	0	0	1.01		0	100	
3/31/2008 11:59:59 PM	5005	0	0	0	1492	9205	83490	0	2.19	3.14	75.54	-0.02	6.18	0.08	0			29.96	8.85	12.83	3.78		0		24.56	0	20.02	0.5		0	100	
3/31/2008 11:59:59 PM	5069	0	0	0	0	25575	216002	0	7.25	1.63	82.08	0		0	0			7.27	20.47	0	0		0		36.01	0	36.25	-1.18		0	100	
3/31/2008 11:59:59 PM	5135	41803	0	0	0	36540	155591	0	12.64	0	73.82	0		0	97.36			91.46	5.04	3.49	0		0		0	0	0	0.44		0	100	
3/31/2008 11:59:59 PM	5210	77901	0	1344	0	892	31074	0	0.1	0	62.5	0	-0.21	-0.01	28.52			21.43	20.6	56.93	0		0		1.04	0	0	1.39		0.24	100	
3/31/2008 11:59:59 PM	5331	112873	0	180	15772	25138	73364	0	7.23	0	46.36	0.07		0	78.15			56.78	25.9	2.2	12.08		0		3.05	0	0	1.16		0.11	100	
3/31/2008 11:59:59 PM	5461	30319	0	0	1504	16761	103043	0	4.06	0	76.47	0.11		0	48.23			43.72	39.94	5.03	0		0		11.31	0	0	2.21		0	100	
3/31/2008 11:59:59 PM	5751	35299	0	0	4025	11538	21488	0	10.5	0	45.49	0.18		0	73.78			44.72	14.69	28.15	12.43		0		0	0	0	1.85		0	100	
3/31/2008 11:59:59 PM	6039	6355	0	0	0	13818	36698	0	16.19	0.06	66.6	0		0	97.57			86.07	7.17	0	5.91		0		0	0	0.84	1.75		0	100	
3/31/2008 11:59:59 PM	6141	3177	0	0	838	8310	16338	0	19.76	0	44.1	0.02	0.59	1.81	24.02			47.89	27.25	16.62	8.23		0		0	0	0			0	100	
3/31/2008 11:59:59 PM	6329	19975	0	0	0	9671	154511	0	2.43	0	77.45	0	4.91	0.08	46.18			36.36	23.48	39.46	0		0		0.69	0	0	-0.13		0	100	
3/31/2008 11:59:59 PM	6972	60310	0	0	39444	9681	504569	0	1.08	0	83.23	0.21	0.97	0.72	55.39			71.2	26.92	1.42	0.01		0		0.46	0	0	1.06		0	100	
3/31/2008 11:59:59 PM	7009	376361	0	0	0	340094	499558	0	57.25	1.66	30.6	0		0	95.9			79.13	18.35	0	0		0		0	0	2.52	0.76		0	100	
