Reporting Period	ID RSSD	UBPR3632	UBPR3792	UBPR5310	UBPR5311	UBPR8274	UBPR8275	UBPRH392	UBPRH393	UBPRH394	UBPRH395	UBPRH396	UBPRH397	UBPRH398	UBPRP742	UBPRP839	UBPRP840	UBPRP841	UBPRP842	UBPRP843	UBPRP849	UBPRP851	UBPRP852	UBPRP856	UBPRP857	UBPRP858	UBPRP859	UBPRP860	UBPRP861	UBPRP862	UBPRP863	UBPRP864	UBPRP865	UBPRP866	UBPRP867	UBPRP868	UBPRP870	UBPRP872	UBPRQ257	
		UNDIVIDED PROFITS & CAPITAL RESERVES	TOTAL RISK-BASED CAPITAL	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TIER 1 CPTL ALLWBL UNDR RISK-BASED	TIER 2 CPTL ALLWBL UNDR RISK-BASED	ADV AP ACC COMP INC	ADV AP RELATED ADJ	ADV AP ELIG CR RESERVE	ADV AP TIER 2 CAP B4 DED	ADV AP EXIT INS TOT CAP	UBPR OTHR DED CET1	SIG INV MSA DF TX ASSET PCT LIMIT	COMMON EQUITY TIER 1 CAPITAL	COM EQTY TIER 1 MINORTY INTERST	COM EQTY TIER 1 CAP BEFORE REG ADJ	COM EQTY TIER 1 CAP ADJS AND DEDUDS	LESS INTANG ASSTS NET OF ASSCTD DTLS	DFRD TX ASSTS OPRTING LOSS TX CRDT	NET GNS (LSSES) HTM SEC AOCI	NNSG INVCP UNCNS COMSTK 10 PCT THRSH	SUBTOT COMEQTY TIER1 CAP ADJ AN DEDS	MSA DTA 15PCT COMEQTY TIER1 CAPTHRES	INSF TIER1 TIER2 CAP CVR DED	ADJSTMNT DEDT  COM EQTY TIER1 CAP	COM EQTY TIER 1 CAPITAL	ADDITIONAL TIER 1 CAPITAL	NNQFY CAP INSTR PHSOUT ADD TIER1 CAP	TIER1 MNRTY INTR NOT EQTY TIER1 CAP	ADD TIER 1 CAPITAL BEFORE DEDUCTIONS	TOT ADDTNL TIER 1 CAP DEDUCTIONS	ADDTNL TIER 1 CAPITAL	TIER 2 CAP INSTRMNTS PLUS RLTD SRPLS	NNQLIFY CAP INSTR PHSOUT TIER2 CAP	CAP MNRTY INTRST NOT INCL TIER 1 CAP	TIER 2 CAPITAL BEFORE DEDUCTIONS	TOTAL TIER 2 CAPITAL DEDUCTIONS	UNREALIZED GAINS ON A-F-S EQUITY SEC	
3/31/2008 11:59:59 PM	37	11165	16418	553		15865	553																																	
3/31/2008 11:59:59 PM	242	3723	4120	171		3949	171																																	
3/31/2008 11:59:59 PM	279	21073	21410	344		21066	344																																	
3/31/2008 11:59:59 PM	354	448	1027	54		973	54																																	
3/31/2008 11:59:59 PM	457	536	3305	269		3036	269																																	
3/31/2008 11:59:59 PM	505	9272	27553	2764		24789	2764																																	
3/31/2008 11:59:59 PM	1155	9225	16968	1743		15225	1743																																	
3/31/2008 11:59:59 PM	1351	15942	17740	1028		16712	1028																																	
3/31/2008 11:59:59 PM	1454	34307	38607	2084		36489	2118																																	
3/31/2008 11:59:59 PM	1557	3658	4961	303		4658	303																																	
3/31/2008 11:59:59 PM	1632	29528	69160	7666		61494	7666																																	
3/31/2008 11:59:59 PM	1669	38547	40116	1318		38798	1318																																	
3/31/2008 11:59:59 PM	1829	33002	30690	2951		27482	3208																																	
3/31/2008 11:59:59 PM	1856	718	19089	187		18902	187																																	
3/31/2008 11:59:59 PM	2040	12486	19197	1961		17236	1961																																	
3/31/2008 11:59:59 PM	2161	9267	12097	577		11520	577																																	
3/31/2008 11:59:59 PM	2376	202220	199121	10932		188189	10932																																	
3/31/2008 11:59:59 PM	2451	1233	3804	367		3437	367																																	
3/31/2008 11:59:59 PM	2554	51	822	39		783	39																																	
3/31/2008 11:59:59 PM	2732	61512	70008	3819		66189	3819																																	
3/31/2008 11:59:59 PM	2750	5114	5653	358		5295	358																																	
3/31/2008 11:59:59 PM	2938	15273	35633	4394		31239	4394																																	
3/31/2008 11:59:59 PM	3252	13450	14812	862		13950	862																																	
