Reporting Period	ID RSSD	UBPR3632	UBPR3792	UBPR5310	UBPR5311	UBPR8274	UBPR8275	UBPRH392	UBPRH393	UBPRH394	UBPRH395	UBPRH396	UBPRH397	UBPRH398	UBPRP742	UBPRP839	UBPRP840	UBPRP841	UBPRP842	UBPRP843	UBPRP849	UBPRP851	UBPRP852	UBPRP856	UBPRP857	UBPRP858	UBPRP859	UBPRP860	UBPRP861	UBPRP862	UBPRP863	UBPRP864	UBPRP865	UBPRP866	UBPRP867	UBPRP868	UBPRP870	UBPRP872	UBPRQ257	
		UNDIVIDED PROFITS & CAPITAL RESERVES	TOTAL RISK-BASED CAPITAL	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TIER 1 CPTL ALLWBL UNDR RISK-BASED	TIER 2 CPTL ALLWBL UNDR RISK-BASED	ADV AP ACC COMP INC	ADV AP RELATED ADJ	ADV AP ELIG CR RESERVE	ADV AP TIER 2 CAP B4 DED	ADV AP EXIT INS TOT CAP	UBPR OTHR DED CET1	SIG INV MSA DF TX ASSET PCT LIMIT	COMMON EQUITY TIER 1 CAPITAL	COM EQTY TIER 1 MINORTY INTERST	COM EQTY TIER 1 CAP BEFORE REG ADJ	COM EQTY TIER 1 CAP ADJS AND DEDUDS	LESS INTANG ASSTS NET OF ASSCTD DTLS	DFRD TX ASSTS OPRTING LOSS TX CRDT	NET GNS (LSSES) HTM SEC AOCI	NNSG INVCP UNCNS COMSTK 10 PCT THRSH	SUBTOT COMEQTY TIER1 CAP ADJ AN DEDS	MSA DTA 15PCT COMEQTY TIER1 CAPTHRES	INSF TIER1 TIER2 CAP CVR DED	ADJSTMNT DEDT  COM EQTY TIER1 CAP	COM EQTY TIER 1 CAPITAL	ADDITIONAL TIER 1 CAPITAL	NNQFY CAP INSTR PHSOUT ADD TIER1 CAP	TIER1 MNRTY INTR NOT EQTY TIER1 CAP	ADD TIER 1 CAPITAL BEFORE DEDUCTIONS	TOT ADDTNL TIER 1 CAP DEDUCTIONS	ADDTNL TIER 1 CAPITAL	TIER 2 CAP INSTRMNTS PLUS RLTD SRPLS	NNQLIFY CAP INSTR PHSOUT TIER2 CAP	CAP MNRTY INTRST NOT INCL TIER 1 CAP	TIER 2 CAPITAL BEFORE DEDUCTIONS	TOTAL TIER 2 CAPITAL DEDUCTIONS	UNREALIZED GAINS ON A-F-S EQUITY SEC	
3/31/2010 11:59:59 PM	37	11965	17249	584		16665	584																																	
3/31/2010 11:59:59 PM	242	3932	4346	174		4172	174																																	
3/31/2010 11:59:59 PM	279	22236	22801	569		22232	569																																	
3/31/2010 11:59:59 PM	354	441	952	55		897	55																																	
3/31/2010 11:59:59 PM	457	681	3589	408		3181	408																																	
3/31/2010 11:59:59 PM	505	12261	31000	2756		28244	2756																																	
3/31/2010 11:59:59 PM	1155	11065	19062	1997		17065	1997																																	
3/31/2010 11:59:59 PM	1351	18273	20197	1154		19043	1154																																	
3/31/2010 11:59:59 PM	1454	42306	47488	2968		44520	2968																																	
3/31/2010 11:59:59 PM	1557	3912	5493	381		5112	381																																	
3/31/2010 11:59:59 PM	1632	392	69825	7765		62060	7765																																	
3/31/2010 11:59:59 PM	1669	40600	42458	1255		41203	1255																																	
3/31/2010 11:59:59 PM	1829	36705	34282	3175		31107	3175																																	
3/31/2010 11:59:59 PM	1856	-1560	16866	242		16624	242																																	
3/31/2010 11:59:59 PM	2040	14636	21423	2037		19386	2037																																	
3/31/2010 11:59:59 PM	2161	10440	13264	571		12693	571																																	
3/31/2010 11:59:59 PM	2376	203619	217962	18714		199153	18809																																	
3/31/2010 11:59:59 PM	2451	-1893	1510	439		1071	439																																	
3/31/2010 11:59:59 PM	2554	102	914	76		838	76																																	
3/31/2010 11:59:59 PM	2732	65606	74947	4664		70283	4664																																	
3/31/2010 11:59:59 PM	2750	5076	5784	532		5252	532																																	
3/31/2010 11:59:59 PM	2938	6452	56223	5896		50327	5896																																	
3/31/2010 11:59:59 PM	3252	16568	18097	1029		17068	1029																																	
3/31/2010 11:59:59 PM	3458	1729	3208	278		2930	278																																	
3/31/2010 11:59:59 PM	3720	12498	26714	1330		25384	1330																																	
3/31/2010 11:59:59 PM	3953	6114	11576	1282		10294	1282																																	
3/31/2010 11:59:59 PM	4138	12788	16376	1488		14888	1488																																	
3/31/2010 11:59:59 PM	4156	10223	17500	1878		15622	1878																																	
3/31/2010 11:59:59 PM	4231	1847	15048	601		14447	601																																	
3/31/2010 11:59:59 PM	4437	18934	25856	2209		23647	2209																																	
3/31/2010 11:59:59 PM	4839	14169	31718	3095		28623	3095																																	
3/31/2010 11:59:59 PM	5005	-272	26760	2246		24412	2348																																	
3/31/2010 11:59:59 PM	5069	100665	114920	5626		109294	5626																																	
3/31/2010 11:59:59 PM	5135	15553	37234	2723		34511	2723																																	
3/31/2010 11:59:59 PM	5210	67276	85723	8194		77529	8194																																	
3/31/2010 11:59:59 PM	5331	16468	38144	2486		35658	2486																																	
3/31/2010 11:59:59 PM	5461	36909	47246	4374		42872	4374																																	
3/31/2010 11:59:59 PM	5751	21980	24085	805		23280	805																																	
3/31/2010 11:59:59 PM	6039	2529	9397	799		8598	799																																	
3/31/2010 11:59:59 PM	6141	452	4946	326		4620	326																																	
3/31/2010 11:59:59 PM	6329	15846	38659	4813		33846	4813																																	
3/31/2010 11:59:59 PM	6972	18454	107634	10172		97462	10172																																	
3/31/2010 11:59:59 PM	7009	44293	46044	0		45345	699																																	
3/31/2010 11:59:59 PM	7045	11674	14906	807		14099	807																																	
3/31/2010 11:59:59 PM	7157	3829	4421	192		4229	192																																	
3/31/2010 11:59:59 PM	7456	1114	4840	426		4414	426																																	
3/31/2010 11:59:59 PM	7634	-2407	4430	687		3743	687																																	
3/31/2010 11:59:59 PM	8033	8396	14543	897		13646	897																																	
3/31/2010 11:59:59 PM	8462	12859	14014	455		13559	455																																	
