Reporting Period	ID RSSD	UBPR2221	UBPR3128	UBPR3792	UBPR5306	UBPR5310	UBPR5320	UBPR5340	UBPR5610	UBPR8275	UBPRA222	UBPRB594	UBPRB595	UBPRD654	UBPRE642	UBPRE643	UBPRE644	UBPRE645	UBPRE646	UBPRE648	UBPRE649	UBPRE650	UBPRE651	UBPRE652	UBPRE653	UBPRE654	UBPRE659	UBPRE660	UBPRF264	UBPRF859	UBPRF860	
		UNREALIZED GAINS ON A-F-S EQUITY SEC	ALLOCATED TRANSFER RISK RESERVES	TOTAL RISK-BASED CAPITAL	QUALIFYING SUBORDINATED DEBT	ALLL INCLUDIBLE IN TIER2 CAPITAL	TOTAL ASSETS (0% RISK-WEIGHT)	TOTAL ASSETS (100% RISK-WEIGHT)	DEFRD TAX ASSETS DISALWD FOR REGLTRY	TIER 2 CPTL ALLWBL UNDR RISK-BASED	EXCESS ALLOWANCE FOR LN&LEASE LOSSES	OTHER TIER 2 CAPITAL COMPONENTS	DEDUCTIONS FOR TOTL RISK-BASED CAPTL	RWA_OBS_20	EQ_CAP_TOT_ADJ	INTG_INEL	CAP_T1_TOT	RBC_TOT_DED_F	CAP_T3_TOT_LRG	RWA_OBS	RWA_OFBS_20R_100C	RWA_OFBS_50R_100C	RWA_OFBS_100RSK	RWA_OFBS	RWA_OFBS_0	RWA_TOT	ASET_MKT_RSK_LRG	RWA_ADJ_F	CUMULATIVE CHANGE IN FAIR VALUE	CUMULATIVE PREFERRED STOCK	CATEGORY THREE 50 PCT	
3/31/2010 11:59:59 PM	37	0	0	17249	0	584	301	24667	0	584	379	0	0	4532	16665	0	16665	17249	0	46556	0	0	165	165	0	46721	0	46342	0	0	17357	
3/31/2010 11:59:59 PM	242	0	0	4346	0	174	0	32463	0	174	0	0	0	0	4172	0	4172	4346	0	32463	0	0	10	10	0	32473	0	32473	0	0	0	
3/31/2010 11:59:59 PM	279	0	0	22801	0	569	1372	38703	0	569	0	0	0	12553	22237	5	22232	22801	0	78814	0	0	0	0	0	78814	0	78815	0	0	27559	
3/31/2010 11:59:59 PM	354	0	0	952	0	55	87	2723	69	55	148	0	0	1007	966	0	897	952	0	4428	0	0	0	0	0	4428	0	4281	0	0	699	
3/31/2010 11:59:59 PM	457	0	0	3589	0	408	102	28576	0	408	67	0	0	346	3181	0	3181	3589	0	32035	0	0	602	602	0	32637	0	32570	0	0	3113	
3/31/2010 11:59:59 PM	505	0	0	31000	0	2756	32195	128059	0	2756	1763	0	0	15422	29394	1150	28244	31000	0	209250	0	249	10954	11203	0	220453	0	218690	0	0	65769	
3/31/2010 11:59:59 PM	1155	0	0	19062	0	1997	3918	136384	0	1997	352	0	0	9436	17065	0	17065	19062	0	156918	0	0	2807	2807	0	159725	0	159373	0	0	11098	
3/31/2010 11:59:59 PM	1351	0	0	20197	0	1154	1304	68220	0	1154	553	0	0	10088	19043	0	19043	20197	0	89685	0	0	2639	2639	0	92324	0	91771	0	0	11377	
3/31/2010 11:59:59 PM	1454	0	0	47488	0	2968	43541	147833	0	2968	124	0	0	36509	44520	0	44520	47488	0	228815	8519	0	115	8634	0	237449	0	237325	0	0	44473	
3/31/2010 11:59:59 PM	1557	0	0	5493	0	381	816	34991	0	381	0	0	0	1939	5112	0	5112	5493	0	38174	0	0	321	321	0	38495	0	38495	0	0	1244	
3/31/2010 11:59:59 PM	1632	0	0	69825	0	7765	16055	529930	232	7765	3793	0	0	27129	62292	0	62060	69825	0	607102	0	2249	11910	14159	0	621261	0	617468	0	0	50043	
3/31/2010 11:59:59 PM	1669	0	0	42458	0	1255	13535	51307	0	1255	725	0	0	28043	42200	997	41203	42458	0	100767	0	0	3	3	0	100770	0	100045	0	0	21417	
3/31/2010 11:59:59 PM	1829	0	0	34282	0	3175	39478	176522	0	3175	898	0	0	18547	39839	8732	31107	34282	0	247002	0	0	8291	8291	0	255293	0	254395	0	0	51933	
3/31/2010 11:59:59 PM	1856	0	0	16866	0	242	24066	61642	0	242	0	0	0	23664	16722	98	16624	16866	0	88496	0	0	120288	120288	0	208784	0	208785	0	0	3191	
3/31/2010 11:59:59 PM	2040	0	0	21423	0	2037	980	136582	0	2037	1195	0	0	9549	19386	0	19386	21423	0	161839	0	0	376	376	0	162215	0	161020	0	0	15708	
3/31/2010 11:59:59 PM	2161	0	0	13264	0	571	3808	44480	0	571	0	0	0	11061	12693	0	12693	13264	0	66255	0	0	0	0	604	66255	0	66255	0	0	10714	
3/31/2010 11:59:59 PM	2376	95	0	217962	0	18714	10857	1251578	0	18809	5879	0	0	103631	199153	0	199153	217962	0	1487080	0	0	10013	10013	0	1497093	0	1491214	0	0	131871	
3/31/2010 11:59:59 PM	2451	0	0	1510	0	439	467	20484	975	439	1510	0	0	1108	2046	0	1071	1510	0	25128	0	0	9955	9955	0	35083	0	33573	0	0	3536	
3/31/2010 11:59:59 PM	2554	0	0	914	0	76	0	5396	0	76	0	0	0	886	1127	289	838	914	0	6537	0	0	0	0	0	6537	0	6538	0	0	256	
3/31/2010 11:59:59 PM	2732	0	0	74947	0	4664	24061	341936	0	4664	0	0	0	14853	71395	1112	70283	74947	0	397377	0	0	3949	3949	0	401326	0	401326	0	0	40588	
3/31/2010 11:59:59 PM	2750	0	0	5784	0	532	3080	41518	0	532	0	0	0	2182	5252	0	5252	5784	0	46114	0	0	1294	1294	0	47408	0	47408	0	0	2414	
3/31/2010 11:59:59 PM	2938	0	0	56223	0	5896	20840	379646	0	5896	5139	0	0	24159	50327	0	50327	56223	0	453765	0	798	17122	17920	0	471685	0	466546	0	0	49961	
3/31/2010 11:59:59 PM	3252	0	0	18097	0	1029	18111	67911	0	1029	205	0	0	12385	17068	0	17068	18097	0	81276	0	0	1014	1014	0	82290	0	82085	0	0	980	
3/31/2010 11:59:59 PM	3458	0	0	3208	0	278	0	20291	0	278	0	0	0	1425	2930	0	2930	3208	0	22995	0	0	0	0	0	22995	0	22995	0	0	1279	
3/31/2010 11:59:59 PM	3720	0	0	26714	0	1330	27531	78741	314	1330	125	0	0	12370	25698	0	25384	26714	0	104720	20	0	1737	1757	0	106477	0	106352	0	0	13609	
3/31/2010 11:59:59 PM	3953	0	0	11576	0	1282	15658	94700	0	1282	1070	0	0	532	10294	0	10294	11576	0	102200	0	0	396	396	0	102596	0	101526	0	0	6968	
3/31/2010 11:59:59 PM	4138	0	0	16376	0	1488	17987	85554	0	1488	1204	0	0	4805	14888	0	14888	16376	0	119029	0	0	0	0	1876	119029	0	117825	0	0	28670	
3/31/2010 11:59:59 PM	4156	0	0	17500	0	1878	734	110335	0	1878	603	0	0	6615	17405	1783	15622	17500	0	145111	0	0	5103	5103	0	150214	0	149612	0	0	28162	
3/31/2010 11:59:59 PM	4231	0	0	15048	0	601	6382	74930	0	601	0	0	0	5581	14447	0	14447	15048	0	91747	0	0	703	703	0	92450	0	92450	0	0	11236	
3/31/2010 11:59:59 PM	4437	0	0	25856	0	2209	3740	123582	0	2209	1281	0	0	13272	23647	0	23647	25856	0	172827	0	0	3861	3861	0	176688	0	175407	0	0	35973	
