Reporting Period	ID RSSD	UBPR0416	UBPR3506	UBPR5369	UBPR8783	UBPRE582	UBPRE583	UBPRE588	UBPRE589	UBPRE590	UBPRE602	UBPRE621	UBPRE622	UBPRE623	UBPRE624	UBPRG378	UBPRM026	UBPRM027	UBPRM028	UBPRM029	UBPRM030	UBPRM031	UBPRM032	UBPRM033	UBPRM034	UBPRM035	UBPRM036	UBPRM037	UBPRM038	UBPRM039	UBPRM042	
		PLEDGED SECURITIES-BOOK VLAUE	OTH ASSETS-PAST DUE 90DYS OR MOR,ACG	LOANS AND LEASES HELD FOR SALE	FAIR VALUE OF STRUCTURED NOTES	INV_TEMP	ASET_INV_LNLS_LT1	SEC_DBT_NCUR	INV_TEMP_TA	SEC_MKTB_TA	LNLS_LTR_CR_TA	APP_HRSK_NTE_STRU	SEC_APP_DPR_BV_SEC	SEC_APP_ECAP	SEC_PLDG_TS	PLDG LN AND LEASE	PLEDGED ASSETS / PCT OF TOT ASSETS	US TREAS GOVT AGENCIES / PCT OF TOT 	MUNI SEC / PCT OF TOT SEC	PASS-THRU MBS / PCT OF TOT SCTY	CMO REMIC MBS / PCT OF TOT SCTY	CMRL MBS / PCT OF TOT SCTY	ABS / PCT OF TOT SCTY	STRUCT FIN PROD / PCT OF TOT SCTY	OTHR DOM DEBT SECS / PCT OF TOT SCTY	FOR DEBT SEC / PCT OF TOT SCTY	MUT FND OTH MKTBL SCTY / PCT TOT SY	APP IN AFS SEC / PCT OF AFS SEC	PLEDGED LN / PCT OF TOT LN	LN HELD FOR SALE / PCT OF TOT LN	SEC CATEGORIES, PCT TOT SEC	
3/31/2010 11:59:59 PM	37	5006	0	0	3442	1227	15990	0	1.5	0	52.75	-0.26		0	16.98	0	6.12	32.82	46.27	20.92	0	0	0	0	0	0	0	1.54	0	0	100	
3/31/2010 11:59:59 PM	242	2050	0	0	646	2129	13306	0	6.57	0.01	63.97	-0.07		0	23.9	7450	29.3	47.1	52.86	0	0	0	0	0	0	0	0.03	1.56	35.64	0	100	
3/31/2010 11:59:59 PM	279	0	0	0	3036	6899	16405	0	4.36	0	45.68	0.11	0.71	1.47	0	0	0	19.06	17.42	62.16	0	0	0	0	1.35	0	0.01	4.11	0	0	100	
3/31/2010 11:59:59 PM	354	412	0	0	653	899	1574	0	9.82	0	43.04	0.33		0	10.06	0	4.5	100	0	0	0	0	0	0	0	0	0	1.09	0	0	100	
3/31/2010 11:59:59 PM	457	509	0	0	0	1104	16468	0	3.05	0	88.99	0	2.15	0.13	73.77	12177	35.08	73.62	26.09	0.29	0	0	0	0	0	0	0	1.6	37.29	0	100	
3/31/2010 11:59:59 PM	505	64674	0	0	0	34064	56271	0	9.3	0	67.16	0		0	82.69	132887	53.95	17.37	22.23	47.86	1.53	0	0	0	11.02	0	0	2.75	53.09	0	100	
3/31/2010 11:59:59 PM	1155	25599	0	245	0	21111	63097	0	10.15	0	69.84	0	0.8	0.02	87.28	144753	81.93	68.3	31.21	0.48	0.01	0	0	0	0	0	0	2.06	100	0.17	100	
3/31/2010 11:59:59 PM	1351	16743	0	0	9051	9493	67674	0	6.73	0	50.63	-0.98	0.36	1.05	27.89	0	11.88	57.3	42.63	0.08	0	0	0	0	0	0	0	-0.93	0	0	100	
3/31/2010 11:59:59 PM	1454	29972	0	1703	52103	29787	62078	0	6.45	0	54.6	-0.24		0	14.82	0	6.49	59.81	29.99	6.64	3.55	0	0	0	0	0	0.01	1.13	0	0.8	100	
3/31/2010 11:59:59 PM	1557	6671	0	0	0	7008	17307	0	14.68	0	62.36	0	3.04	3.6	61.72	0	13.98	44.49	55.51	0	0	0	0	0	0	0	0	2.58	0	0	100	
3/31/2010 11:59:59 PM	1632	27362	0	0	0	104557	291485	0	13.55	0	77.59	0		0	78.91	363703	50.68	50.99	3.24	41.73	4.05	0	0	0	0	0	0	3.64	59.86	0	100	
3/31/2010 11:59:59 PM	1669	41033	0	0	0	47455	55816	0	19.15	0	32.83	0	3.84	8.7	31.76	0	16.56	82.73	13.52	3.75	0	0	0	0	0	0	0	2.43	0	0	100	
3/31/2010 11:59:59 PM	1829	15898	0	0	994	47150	85282	0	11.25	0.37	62.73	-0.02		0	18.72	0	3.79	25.8	19.78	51.37	0	0	0	0	1.21	0	1.84	1.64	0	0	100	
3/31/2010 11:59:59 PM	1856	72094	0	0	0	38940	48304	0	20.22	0	11.07	0	2.31	4.26	57.91	0	37.44	24.19	3.8	0.21	71.8	0	0	0	0	0	0	1.97	0	0	100	
3/31/2010 11:59:59 PM	2040	22643	0	122	0	3354	58858	0	1.57	0	71.53	0		0	50.18	27510	23.54	0.67	44.78	16.92	35.08	0.33	0	2.22	0	0	0	-0.89	17.72	0.08	100	
3/31/2010 11:59:59 PM	2161	23436	0	0	1007	7540	27489	0	6.02	0	47.55	0.04	0	0	53.34	0	18.71	7.52	31.04	61.44	0	0	0	0	0	0	0	1.86	0	0	100	
