Reporting Period	ID RSSD	UBPR0416	UBPR3506	UBPR5369	UBPR8783	UBPRE582	UBPRE583	UBPRE588	UBPRE589	UBPRE590	UBPRE602	UBPRE621	UBPRE622	UBPRE623	UBPRE624	UBPRG378	UBPRM026	UBPRM027	UBPRM028	UBPRM029	UBPRM030	UBPRM031	UBPRM032	UBPRM033	UBPRM034	UBPRM035	UBPRM036	UBPRM037	UBPRM038	UBPRM039	UBPRM042	
		PLEDGED SECURITIES-BOOK VLAUE	OTH ASSETS-PAST DUE 90DYS OR MOR,ACG	LOANS AND LEASES HELD FOR SALE	FAIR VALUE OF STRUCTURED NOTES	INV_TEMP	ASET_INV_LNLS_LT1	SEC_DBT_NCUR	INV_TEMP_TA	SEC_MKTB_TA	LNLS_LTR_CR_TA	APP_HRSK_NTE_STRU	SEC_APP_DPR_BV_SEC	SEC_APP_ECAP	SEC_PLDG_TS	PLDG LN AND LEASE	PLEDGED ASSETS / PCT OF TOT ASSETS	US TREAS GOVT AGENCIES / PCT OF TOT 	MUNI SEC / PCT OF TOT SEC	PASS-THRU MBS / PCT OF TOT SCTY	CMO REMIC MBS / PCT OF TOT SCTY	CMRL MBS / PCT OF TOT SCTY	ABS / PCT OF TOT SCTY	STRUCT FIN PROD / PCT OF TOT SCTY	OTHR DOM DEBT SECS / PCT OF TOT SCTY	FOR DEBT SEC / PCT OF TOT SCTY	MUT FND OTH MKTBL SCTY / PCT TOT SY	APP IN AFS SEC / PCT OF AFS SEC	PLEDGED LN / PCT OF TOT LN	LN HELD FOR SALE / PCT OF TOT LN	SEC CATEGORIES, PCT TOT SEC	
3/31/2009 11:59:59 PM	37	6282	0	0	0	694	16259	0	0.85	0	52.95	0		0	20.2			34.12	27.02	38.15	0		0		0.71	0	0	1.31		0	100	
3/31/2009 11:59:59 PM	242	2131	0	0	651	4190	14913	0	12.53	0.01	62.51	-0.17		0	25.7			49.44	49.55	0	0		0		0.98	0	0.04	1.18		0	100	
3/31/2009 11:59:59 PM	279	0	0	0	0	4693	13546	0	3.11	0	44.2	0	-1.63	-2.78	0			3.12	10.91	83.76	0		0		2.2	0	0.01	2.54		0	100	
3/31/2009 11:59:59 PM	354	1099	0	0	0	1407	2246	0	15.93	0	45.66	0		0	30.06			100	0	0	0		0		0	0	0	1.73		0	100	
3/31/2009 11:59:59 PM	457	640	0	0	0	759	13908	0	2.38	0	86.08	0	1.53	0.13	73.23			70.59	29.06	0.34	0		0		0	0	0	2.66		0	100	
3/31/2009 11:59:59 PM	505	67130	0	70	0	2403	23863	0	0.7	0	74.85	0		0	97.95			9.38	27.01	51.18	1.84		0		10.58	0	0	0.39		0.03	100	
3/31/2009 11:59:59 PM	1155	30536	0	0	0	6606	55177	0	3.37	0	72.15	0	-0.73	-0.07	86.02			56.94	42.57	0.48	0.01		0		0	0	0	2.45		0	100	
3/31/2009 11:59:59 PM	1351	21956	0	0	1000	8667	61768	0	6.49	0	51.45	0.05	0.39	1.09	39.21			59.36	39.59	1.06	0		0		0	0	0	1.52		0	100	
3/31/2009 11:59:59 PM	1454	28317	0	1632	21549	60732	93638	0	13.13	0	50.05	0.13		0	16.83			51.4	31.5	10.84	6.27		0		0	0	0	0.76		0.77	100	
3/31/2009 11:59:59 PM	1557	6828	0	0	0	4603	13174	0	11.24	0	57.56	0	1.16	1.35	50.55			57.89	42.11	0	0		0		0	0	0	2.81		0	100	
3/31/2009 11:59:59 PM	1632	25700	0	3944	0	9335	241401	0	1.24	0	91.05	0		0	49.93			58.76	2.92	38.32	0		0		0	0	0	4.11		0.59	100	
3/31/2009 11:59:59 PM	1669	41060	0	0	0	53772	63364	0	21.65	0	31.02	0	4.88	9.73	31.84			84.73	12.23	3.04	0		0		0	0	0	2.77		0	100	
3/31/2009 11:59:59 PM	1829	14982	0	0	0	30546	62501	0	7.65	0.44	64.44	0		0	17.13			20.61	20.8	54.92	0		0		1.64	0	2.02	0.96		0	100	
3/31/2009 11:59:59 PM	1856	121263	0	0	0	2331	4527	0	0.94	0	5.29	0	0.61	4.68	53.59			15.28	0.9	0.23	83.59		0		0	0	0	-4.07		0	100	
3/31/2009 11:59:59 PM	2040	19164	0	1492	0	4083	51967	0	1.96	0	72.94	0		0	48.55			0	45.99	26.05	25.42		0		2.53	0	0	-2.42		0.97	100	
3/31/2009 11:59:59 PM	2161	18944	0	0	0	7142	26861	0	6.44	0	51.94	0	0	0	51.62			8.29	28.58	63.13	0		0		0	0	0	2		0	100	
3/31/2009 11:59:59 PM	2376	365867	0	0	0	51960	161230	0	2.95	0.32	68.68	0	0.94	0.66	92.94			27.9	0	31.2	38.92		0		0.54	0	1.43	1.77		0	100	
3/31/2009 11:59:59 PM	2451	0	0	314	0	7174	10508	0	17.5	0	71.59	0		0																1.05		
3/31/2009 11:59:59 PM	2554	1025	0	0	0	3691	4536	0	36.48	0	42.39	0		0	73.37			100	0	0	0		0		0	0	0	0.5		0	100	
3/31/2009 11:59:59 PM	2732	42259	0	0	0	31207	173359	0	5.89	0	81.14	0		0	72.78			20.99	75.56	0	0		0		3.45	0	0	3.18		0	100	
3/31/2009 11:59:59 PM	2750	9422	0	0	502	546	18622	49	1.02	0	71.71	0.04		0	82.18			31	20.37	44.99	0		0		3.65	0	0	-1.12		0	100	
3/31/2009 11:59:59 PM	2938	93763	0	0	0	31401	251660	0	4.84	0	77.35	0		0	93.52			52.3	2.52	45.01	0.17		0		0	0	0	4.16		0	100	
3/31/2009 11:59:59 PM	3252	43891	0	0	4942	3309	3309	0	2.36	0	48.14	0.11	0.62	0.01	70.16			12.62	14.16	35.72	36.48		0		1.02	0	0	1.22		0	100	
3/31/2009 11:59:59 PM	3458	8853	0	0	0	6895	8671	142	22.27	0	35.26	0	-0.87	-0.52	80.74			73.68	16.7	2.09	0		1.3		6.24	0	0	2.01		0	100	
3/31/2009 11:59:59 PM	3720	26817	0	1235	0	15668	52507	0	8.57	0	58.11	0	1.35	0.54	52.27			17.94	31.03	50.05	0.97		0		0	0	0	1.49		1.15	100	
3/31/2009 11:59:59 PM	3953	0	0	9856	0	17	52754	0	0.01	0	92.01	0		0	0			0	0	0	0		0		0	0	100	0		8.69	100	
3/31/2009 11:59:59 PM	4138	19043	0	0	0	7466	30523	0	3.75	0.02	69.13	0		0	51.91			68.04	16.11	2.82	12.9		0		0	0	0.13	1.89		0	100	
