Reporting Period	ID RSSD	UBPR3128	UBPR5320	UBPR5340	UBPR8764	UBPRA222	UBPRD654	UBPRE648	UBPRE649	UBPRE650	UBPRE651	UBPRE652	UBPRE653	UBPRE654	UBPRE660	UBPRF860	UBPRH300	UBPRH399	UBPRH400	UBPRH401	UBPRH402	UBPRH403	UBPRH404	UBPRH405	UBPRH406	UBPRH407	UBPRH408	UBPRH409	UBPRHR46	UBPRHR47	UBPRS497	UBPRS498	UBPRS499	UBPRS503	UBPRS504	UBPRS505	UBPRS506	UBPRS507	UBPRS510	UBPRS569	UBPRS570	UBPRS571	UBPRS577	UBPRS578	UBPRS581	
		ALLOCATED TRANSFER RISK RESERVES	TOTAL ASSETS (0% RISK-WEIGHT)	TOTAL ASSETS (100% RISK-WEIGHT)	NET CURRENT CREDIT EXPOSURE	EXCESS ALLOWANCE FOR LN&LEASE LOSSES	RWA_OBS_20	RWA_OBS	RWA_OFBS_20R_100C	RWA_OFBS_50R_100C	RWA_OFBS_100RSK	RWA_OFBS	RWA_OFBS_0	RWA_TOT	RWA_ADJ_F	CATEGORY THREE 50 PCT	EF FUND CONTRBTNS CNTRL CNTRPRTIES	TOTAL BS RWA SCTY EXP SSFA	TOT BS RWA SCTY EXP GROSS UP	RWA OFF BS OTHR	OTC CONTRACTS INTEREST RATE	OTC CONTRACTS ALL OTHER	CENTRALLY CLEARED CONTRACTS INT RT	CENTRALLY CLEARED CONTRACTS ALL OTHR	RWA OBS 150PCT	RWA OBS 1250PCT	UBPR RPT OTC CNTS TOT	CENTRALLY CLEARED CONTRACTS TOTAL	TOT BAL SH ASSET 2 PCT RW CAT	TOT BAL SH ASSET 4 PCT RW CAT	OFF-BALANCE SHEELCULATION METHOD	OFF-BALANCE SHEELCULATION METHOD	OFF-BALANCE SHEELCULATION METHOD	TOTAL BALANCE SHEET ASSETS - 1 WEIGH	TOTAL BALANCE SHEET ASSETS - 2 WEIGH	TOTAL BALANCE SHEET ASSETS - 3 WEIGH	TOTAL BALANCE SHEET ASSETS - 4 WEIGH	TOTAL BALANCE SHEET ASSETS - 6 WEIGH	TOTAL BALANCE SHEET ASSETS - 1 WEIGH	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	STANDARDIZED MARISK CAPITAL RULE	
3/31/2009 11:59:59 PM	37	0	808	24240	0	548	5360	44827	0	0	15	15	0	44842	44294	15227																													0	
3/31/2009 11:59:59 PM	242	0	0	33519	0	0	0	33519	0	0	10	10	0	33529	33529	0																													0	
3/31/2009 11:59:59 PM	279	0	1564	40118	0	0	12967	75053	0	0	0	0	0	75053	75053	21968																													0	
3/31/2009 11:59:59 PM	354	0	59	2754	0	144	943	4385	0	0	0	0	0	4385	4242	689																													0	
3/31/2009 11:59:59 PM	457	0	133	23293	0	0	504	26871	0	0	0	0	0	26871	26871	3074																													0	
3/31/2009 11:59:59 PM	505	0	4708	125336	0	1347	14862	212885	0	772	7893	8665	0	221550	220203	72687																													0	
3/31/2009 11:59:59 PM	1155	0	2827	130645	0	0	8171	150336	0	0	4694	4694	0	155030	155030	11520																													0	
3/31/2009 11:59:59 PM	1351	0	1111	64607	0	0	9415	84903	0	0	2300	2300	0	87203	87203	10881																													0	
3/31/2009 11:59:59 PM	1454	0	68571	150766	0	0	31291	226024	4394	0	0	4394	0	230418	230418	43967																													0	
3/31/2009 11:59:59 PM	1557	0	522	28292	0	0	1973	31477	0	0	469	469	0	31946	31946	1212																													0	
3/31/2009 11:59:59 PM	1632	0	2381	584142	0	1764	13083	651154	0	0	49931	49931	0	701085	699321	53929																													0	
3/31/2009 11:59:59 PM	1669	0	19982	62839	0	609	24695	108303	0	0	23	23	0	108326	107717	20769																													0	
3/31/2009 11:59:59 PM	1829	0	6236	174120	0	773	21880	247820	0	0	7860	7860	0	255680	254907	51820																													0	
3/31/2009 11:59:59 PM	1856	0	0	55620	0	0	38804	98000	0	0	234450	234450	0	332450	332450	3576																													0	
3/31/2009 11:59:59 PM	2040	0	696	122120	0	653	4402	159848	0	0	282	282	0	160130	159477	33326																													0	
3/31/2009 11:59:59 PM	2161	0	2108	31963	0	0	9004	56803	0	0	0	0	32	56803	56803	15836																													0	
3/31/2009 11:59:59 PM	2376	0	36696	1047553	0	5359	80246	1275663	0	0	143	143	0	1275806	1270447	147864																													0	
3/31/2009 11:59:59 PM	2451	0	360	22018	0	380	2062	28619	0	0	3378	3378	0	31997	31617	4539																													0	
3/31/2009 11:59:59 PM	2554	0	0	4173	0	0	1054	5437	0	0	0	0	0	5437	5437	210																													0	
3/31/2009 11:59:59 PM	2732	0	23531	338712	0	0	13960	402307	0	0	14485	14485	0	416792	416793	49636																													0	
3/31/2009 11:59:59 PM	2750	0	2201	37156	0	0	2017	41670	0	0	0	0	0	41670	41670	2497																													0	
3/31/2009 11:59:59 PM	2938	0	3243	417587	0	4014	25631	496608	0	0	26915	26915	0	523523	519510	53391																													0	
3/31/2009 11:59:59 PM	3252	0	28720	70566	0	24	7963	79358	0	0	920	920	0	80278	80254	829																													0	
3/31/2009 11:59:59 PM	3458	0	0	18615	0	218	2061	21852	0	0	0	0	0	21852	21634	1176																													0	
3/31/2009 11:59:59 PM	3720	0	23331	75611	0	310	10981	101294	0	0	706	706	0	102000	101690	14702																													0	
3/31/2009 11:59:59 PM	3953	0	716	98419	0	414	3094	106362	0	0	531	531	0	106893	106479	4849																													0	
3/31/2009 11:59:59 PM	4138	0	17150	97781	0	2204	6364	131838	0	0	0	0	293	131838	129634	27693																													0	
3/31/2009 11:59:59 PM	4156	0	687	103228	0	0	7081	140929	0	0	3650	3650	0	144579	144579	30620																													0	
3/31/2009 11:59:59 PM	4231	0	10771	71464	0	0	3709	86288	0	0	578	578	0	86866	86866	11115																													0	
3/31/2009 11:59:59 PM	4437	0	2014	140041	0	0	7900	177962	0	0	4365	4365	0	182327	182327	30021																													0	
3/31/2009 11:59:59 PM	4839	0	9546	223440	0	236	12225	248098	0	0	5619	5619	0	253717	253481	12433																													0	
3/31/2009 11:59:59 PM	5005	0	9969	260700	0	0	7430	344116	0	0	182	182	0	344298	344298	75986																													0	
3/31/2009 11:59:59 PM	5069	0	32687	435732	0	6747	974	449755	0	0	2801	2801	0	452556	445809	13049																													0	
3/31/2009 11:59:59 PM	5135	0	20571	181613	0	748	11515	221215	0	0	4365	4365	0	225580	224833	28088																													0	
3/31/2009 11:59:59 PM	5210	0	6985	451671	0	653	40821	635492	0	0	3101	3101	0	638593	637940	143000																													0	
3/31/2009 11:59:59 PM	5331	0	1601	124827	0	0	37012	199551	10	2850	6418	9278	0	208828	208828	37712																													0	
3/31/2009 11:59:59 PM	5461	0	5903	350494	0	0	10912	373250	0	0	7423	7423	0	380673	380673	11844																													0	
3/31/2009 11:59:59 PM	5751	0	3410	46751	0	140	11651	63070	0	0	1759	1759	0	64829	64689	4668																													0	
3/31/2009 11:59:59 PM	6039	0	815	63210	0	130	2961	69347	0	0	1941	1941	0	71288	71158	3176																													0	
3/31/2009 11:59:59 PM	6141	0	648	14227	0	120	4388	23856	0	0	0	0	0	23856	23736	5241																													0	
3/31/2009 11:59:59 PM	6329	0	6142	318816	0	0	13009	365058	0	0	10427	10427	0	375485	375485	33233																													0	
3/31/2009 11:59:59 PM	6972	0	8663	767988	0	10565	14995	851496	0	0	105266	105266	0	956762	946197	68513																													0	
3/31/2009 11:59:59 PM	7009	0	40	168178	0	0	93172	268977	0	95	10000	10095	0	279072	279072	7628																													0	
3/31/2009 11:59:59 PM	7045	0	15322	46500	0	0	7192	67470	0	0	0	0	0	67470	67470	13778																													0	
3/31/2009 11:59:59 PM	7157	0	710	15833	0	0	3270	23259	0	0	0	0	0	23259	23259	4156																													0	
3/31/2009 11:59:59 PM	7456	0	744	31201	0	0	3462	34663	0	0	0	0	0	34663	34663	0																													0	
3/31/2009 11:59:59 PM	7634	0	417	55050	0	0	2255	66841	0	0	0	0	0	66841	66841	9536																													0	
3/31/2009 11:59:59 PM	8033	0	2822	79875	0	0	3773	93799	0	0	1025	1025	6162	94824	94824	10151																													0	
3/31/2009 11:59:59 PM	8462	0	3289	30419	0	0	17938	49767	0	0	483	483	0	50250	50250	1410																													0	
3/31/2009 11:59:59 PM	8631	0	1084	22299	0	0	3222	33252	0	0	1172	1172	0	34424	34424	7731																													0	
3/31/2009 11:59:59 PM	9357	0	1837	183250	0	2590	8343	260806	0	0	2689	2689	0	263495	260905	69213																													0	
3/31/2009 11:59:59 PM	9553	0	243	59529	0	0	3089	65871	0	0	407	407	0	66278	66278	3253																													0	
3/31/2009 11:59:59 PM	9807	0	85939	2020848	916	35632	84907	2335342	0	110489	173531	284020	0	2619362	2583730	229587																													0	
3/31/2009 11:59:59 PM	9955	0	1008	42927	0	0	7728	54671	0	0	2429	2429	0	57100	57100	4016																													0	
3/31/2009 11:59:59 PM	10157	0	5492	25501	0	600	4152	31235	0	0	135	135	0	31370	30770	1582																													0	
3/31/2009 11:59:59 PM	10250	0	2533	337827	0	0	17686	381644	0	0	6894	6894	0	388538	388538	26131																													0	
3/31/2009 11:59:59 PM	10849	0	2917	180067	0	949	15010	232377	0	0	11058	11058	0	243435	242486	37300																													0	
