Reporting Period	ID RSSD	UBPR3632	UBPR3792	UBPR5310	UBPR5311	UBPR8274	UBPR8275	UBPRH392	UBPRH393	UBPRH394	UBPRH395	UBPRH396	UBPRH397	UBPRH398	UBPRP742	UBPRP839	UBPRP840	UBPRP841	UBPRP842	UBPRP843	UBPRP849	UBPRP851	UBPRP852	UBPRP856	UBPRP857	UBPRP858	UBPRP859	UBPRP860	UBPRP861	UBPRP862	UBPRP863	UBPRP864	UBPRP865	UBPRP866	UBPRP867	UBPRP868	UBPRP870	UBPRP872	UBPRQ257	
		UNDIVIDED PROFITS & CAPITAL RESERVES	TOTAL RISK-BASED CAPITAL	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TIER 1 CPTL ALLWBL UNDR RISK-BASED	TIER 2 CPTL ALLWBL UNDR RISK-BASED	ADV AP ACC COMP INC	ADV AP RELATED ADJ	ADV AP ELIG CR RESERVE	ADV AP TIER 2 CAP B4 DED	ADV AP EXIT INS TOT CAP	UBPR OTHR DED CET1	SIG INV MSA DF TX ASSET PCT LIMIT	COMMON EQUITY TIER 1 CAPITAL	COM EQTY TIER 1 MINORTY INTERST	COM EQTY TIER 1 CAP BEFORE REG ADJ	COM EQTY TIER 1 CAP ADJS AND DEDUDS	LESS INTANG ASSTS NET OF ASSCTD DTLS	DFRD TX ASSTS OPRTING LOSS TX CRDT	NET GNS (LSSES) HTM SEC AOCI	NNSG INVCP UNCNS COMSTK 10 PCT THRSH	SUBTOT COMEQTY TIER1 CAP ADJ AN DEDS	MSA DTA 15PCT COMEQTY TIER1 CAPTHRES	INSF TIER1 TIER2 CAP CVR DED	ADJSTMNT DEDT  COM EQTY TIER1 CAP	COM EQTY TIER 1 CAPITAL	ADDITIONAL TIER 1 CAPITAL	NNQFY CAP INSTR PHSOUT ADD TIER1 CAP	TIER1 MNRTY INTR NOT EQTY TIER1 CAP	ADD TIER 1 CAPITAL BEFORE DEDUCTIONS	TOT ADDTNL TIER 1 CAP DEDUCTIONS	ADDTNL TIER 1 CAPITAL	TIER 2 CAP INSTRMNTS PLUS RLTD SRPLS	NNQLIFY CAP INSTR PHSOUT TIER2 CAP	CAP MNRTY INTRST NOT INCL TIER 1 CAP	TIER 2 CAPITAL BEFORE DEDUCTIONS	TOTAL TIER 2 CAPITAL DEDUCTIONS	UNREALIZED GAINS ON A-F-S EQUITY SEC	
3/31/2009 11:59:59 PM	37	11601	16862	561		16301	561																																	
3/31/2009 11:59:59 PM	242	3772	4178	166		4012	166																																	
3/31/2009 11:59:59 PM	279	21789	22203	420		21783	420																																	
3/31/2009 11:59:59 PM	354	495	1010	55		955	55																																	
3/31/2009 11:59:59 PM	457	676	3438	262		3176	262																																	
3/31/2009 11:59:59 PM	505	10788	29477	2769		26708	2769																																	
3/31/2009 11:59:59 PM	1155	9206	17084	1878		15206	1878																																	
3/31/2009 11:59:59 PM	1351	17603	19464	1091		18373	1091																																	
3/31/2009 11:59:59 PM	1454	38389	43151	2565		40586	2565																																	
3/31/2009 11:59:59 PM	1557	3765	5145	380		4765	380																																	
3/31/2009 11:59:59 PM	1632	25054	72917	8764		64153	8764																																	
3/31/2009 11:59:59 PM	1669	39473	41254	1354		39900	1354																																	
3/31/2009 11:59:59 PM	1829	35429	33081	3180		29901	3180																																	
3/31/2009 11:59:59 PM	1856	63	18383	136		18247	136																																	
3/31/2009 11:59:59 PM	2040	14121	20873	2002		18871	2002																																	
3/31/2009 11:59:59 PM	2161	9393	12206	560		11646	560																																	
3/31/2009 11:59:59 PM	2376	199864	206342	15948		190394	15948																																	
3/31/2009 11:59:59 PM	2451	-644	3695	400		3295	400																																	
3/31/2009 11:59:59 PM	2554	83	860	42		818	42																																	
3/31/2009 11:59:59 PM	2732	65249	74068	4142		69926	4142																																	
3/31/2009 11:59:59 PM	2750	5123	5813	511		5302	511																																	
3/31/2009 11:59:59 PM	2938	11722	52431	6544		45887	6544																																	
3/31/2009 11:59:59 PM	3252	15300	16802	1003		15799	1003																																	
3/31/2009 11:59:59 PM	3458	1932	3406	273		3133	273																																	
3/31/2009 11:59:59 PM	3720	11344	25372	1275		24097	1275																																	
3/31/2009 11:59:59 PM	3953	5492	11008	1336		9672	1336																																	
3/31/2009 11:59:59 PM	4138	14196	16442	1646		14796	1646																																	
3/31/2009 11:59:59 PM	4156	10157	17285	1730		15555	1730																																	
3/31/2009 11:59:59 PM	4231	2226	15762	936		14826	936																																	
3/31/2009 11:59:59 PM	4437	18697	25631	2221		23410	2221																																	
3/31/2009 11:59:59 PM	4839	13181	26656	3171		23485	3171																																	
3/31/2009 11:59:59 PM	5005	-385	35331	3993		31338	3993																																	
3/31/2009 11:59:59 PM	5069	94034	102455	5657		96798	5657																																	
3/31/2009 11:59:59 PM	5135	14297	36075	2820		33255	2820																																	
3/31/2009 11:59:59 PM	5210	64706	82941	7982		74959	7982																																	
3/31/2009 11:59:59 PM	5331	16161	31765	1665		30100	1665																																	
3/31/2009 11:59:59 PM	5461	35652	45168	3707		41461	3707																																	
3/31/2009 11:59:59 PM	5751	22005	24115	810		23305	810																																	
3/31/2009 11:59:59 PM	6039	3430	10390	891		9499	891																																	
3/31/2009 11:59:59 PM	6141	322	4720	298		4422	298																																	
3/31/2009 11:59:59 PM	6329	18175	39997	3822		36175	3822																																	
3/31/2009 11:59:59 PM	6972	48983	92511	11960		80551	11960																																	
3/31/2009 11:59:59 PM	7009	42375	43369	0		43369	0																																	
3/31/2009 11:59:59 PM	7045	11016	14186	745		13441	745																																	
3/31/2009 11:59:59 PM	7157	3612	4205	193		4012	193																																	
3/31/2009 11:59:59 PM	7456	999	4650	351		4299	351																																	
3/31/2009 11:59:59 PM	7634	1737	7950	813		7137	813																																	
3/31/2009 11:59:59 PM	8033	7198	13298	850		12448	850																																	
3/31/2009 11:59:59 PM	8462	11928	13056	428		12628	428																																	
3/31/2009 11:59:59 PM	8631	5127	6820	393		6427	393																																	
3/31/2009 11:59:59 PM	9357	4179	33122	3294		29828	3294																																	
3/31/2009 11:59:59 PM	9553	6428	8770	742		8028	742																																	
3/31/2009 11:59:59 PM	9807	131203	247803	32742		215061	32742																																	
3/31/2009 11:59:59 PM	9955	7731	10600	573		10027	573																																	
3/31/2009 11:59:59 PM	10157	1788	4790	392		4398	392																																	
3/31/2009 11:59:59 PM	10250	12627	40987	3860		37127	3860																																	
3/31/2009 11:59:59 PM	10849	19004	32114	3043		29071	3043																																	
3/31/2009 11:59:59 PM	10858	21319	40502	4723		35779	4723																																	
3/31/2009 11:59:59 PM	11145	11156	16997	1291		15706	1291																																	
3/31/2009 11:59:59 PM	11640	8244	27278	1584		25694	1584																																	
3/31/2009 11:59:59 PM	11837	58	11869	811		11058	811																																	
3/31/2009 11:59:59 PM	12030	32416	35656	3536		32120	3536																																	
3/31/2009 11:59:59 PM	12142	4761	20498	1237		19261	1237																																	
3/31/2009 11:59:59 PM	12245	6985	12899	914		11985	914																																	
3/31/2009 11:59:59 PM	12311	-1593497	5052248	575695		3119353	1932895																																	
3/31/2009 11:59:59 PM	12647	2471	9381	620		8761	620																																	
3/31/2009 11:59:59 PM	12656	738	1310	112		1198	112																																	
3/31/2009 11:59:59 PM	12937	25815	33030	1215		31815	1215																																	
3/31/2009 11:59:59 PM	12946	46780	56932	6009		50923	6009																																	
3/31/2009 11:59:59 PM	12955	1585	12278	893		11385	893																																	
3/31/2009 11:59:59 PM	13037	12058	16057	1224		14833	1224																																	
3/31/2009 11:59:59 PM	13103	120551	147608	9014		138594	9014																																	
3/31/2009 11:59:59 PM	13251	1781	3818	287		3531	287																																	
3/31/2009 11:59:59 PM	13457	5390	5580	90		5490	90																																	
3/31/2009 11:59:59 PM	14052	3790	6927	637		6290	637																																	
3/31/2009 11:59:59 PM	14155	12350	13827	1141		12686	1141																																	
3/31/2009 11:59:59 PM	14454	-53	3281	259		3022	259																																	
3/31/2009 11:59:59 PM	14650	1951	2606	253		2353	253																																	
3/31/2009 11:59:59 PM	14753	649	3453	250		2226	1227																																	
3/31/2009 11:59:59 PM	14865	9728	22283	2518		19765	2518																																	
3/31/2009 11:59:59 PM	14977	7054	7290	235		7055	235																																	
3/31/2009 11:59:59 PM	15536	130491	440867	57259		383391	57476																																	
3/31/2009 11:59:59 PM	16337	34366	46973	3757		43216	3757																																	
3/31/2009 11:59:59 PM	16458	27055	32067	2012		30055	2012																																	
3/31/2009 11:59:59 PM	16551	9446	17077	1711		15366	1711																																	
3/31/2009 11:59:59 PM	16748	2205	5587	412		5175	412																																	
3/31/2009 11:59:59 PM	16944	1635	4328	193		4135	193																																	
3/31/2009 11:59:59 PM	16953	2697	5397	200		5197	200																																	
3/31/2009 11:59:59 PM	17110	8449	16318	608		15710	608																																	
3/31/2009 11:59:59 PM	17147	106077	194105	21294		172811	21294																																	
3/31/2009 11:59:59 PM	17259	4728	6429	163		6266	163																																	
3/31/2009 11:59:59 PM	17464	119456	218693	27075		191613	27080																																	
3/31/2009 11:59:59 PM	17950	8330	19910	1667		18243	1667																																	
3/31/2009 11:59:59 PM	18050	25957	36219	2189		34030	2189																																	
3/31/2009 11:59:59 PM	18135	11130	18889	1247		17642	1247																																	
3/31/2009 11:59:59 PM	18377	2618	2735	117		2618	117																																	
3/31/2009 11:59:59 PM	18827	30021	35569	2549		33020	2549																																	
3/31/2009 11:59:59 PM	18836	11436	14727	1435		13292	1435																																	
3/31/2009 11:59:59 PM	18854	4072	8723	551		8172	551																																	
3/31/2009 11:59:59 PM	18957	-144	1019	463		556	463																																	
3/31/2009 11:59:59 PM	19356	2581	8429	623		7806	623																																	
3/31/2009 11:59:59 PM	19730	96225	217768	25645		192123	25645																																	
3/31/2009 11:59:59 PM	19936	8121	20406	2084		18322	2084																																	
3/31/2009 11:59:59 PM	19972	126	11525	145		11380	145																																	
3/31/2009 11:59:59 PM	20053	2576	7277	715		6562	715																																	
3/31/2009 11:59:59 PM	20147	157	5265	387		4878	387																																	
3/31/2009 11:59:59 PM	20370	-1281	20243	2378		17865	2378																																	
3/31/2009 11:59:59 PM	20512	7575	9344	584		8760	584																																	
3/31/2009 11:59:59 PM	20633	22234	26275	2562		23713	2562																																	
3/31/2009 11:59:59 PM	20857	4786	12442	298		12144	298																																	
3/31/2009 11:59:59 PM	20866	6511	19869	2542		17327	2542																																	
3/31/2009 11:59:59 PM	21256	512	1176	64		1112	64																																	
3/31/2009 11:59:59 PM	21359	801	2192	141		2051	141																																	
3/31/2009 11:59:59 PM	21630	4467	7025	358		6667	358																																	
3/31/2009 11:59:59 PM	21658	9019	14466	1190		13276	1190																																	
3/31/2009 11:59:59 PM	22048	9291	17467	1615		15852	1615																																	
3/31/2009 11:59:59 PM	22356	13636	27143	2476		24667	2476																																	
3/31/2009 11:59:59 PM	22459	3950	10916	966		9950	966																																	
3/31/2009 11:59:59 PM	22543	9128	13807	679		13128	679																																	
3/31/2009 11:59:59 PM	22552	1532	4492	460		4032	460																																	
3/31/2009 11:59:59 PM	22730	10629	11828	649		11179	649																																	
3/31/2009 11:59:59 PM	22936	6466	27918	3355		24563	3355																																	
3/31/2009 11:59:59 PM	22954	6498	8222	824		7398	824																																	
3/31/2009 11:59:59 PM	23036	5476	50771	6420		44351	6420																																	
3/31/2009 11:59:59 PM	23045	2260	7950	152		7798	152																																	
3/31/2009 11:59:59 PM	23241	3071	296212	35205		261001	35211																																	
3/31/2009 11:59:59 PM	23456	8068	9353	823		8530	823																																	
3/31/2009 11:59:59 PM	23504	48022	53901	4679		49222	4679																																	
3/31/2009 11:59:59 PM	23540	4875	11182	542		10640	542																																	
3/31/2009 11:59:59 PM	23643	11632	15369	1237		14132	1237																																	
3/31/2009 11:59:59 PM	23755	8204	13372	1458		11914	1458																																	
3/31/2009 11:59:59 PM	23812	67342	112474	11870		100581	11893																																	
3/31/2009 11:59:59 PM	24006	90287	107006	3517		103489	3517																																	
3/31/2009 11:59:59 PM	24453	2009	29667	3471		26196	3471																																	
3/31/2009 11:59:59 PM	24659	1941	4730	284		4446	284																																	
3/31/2009 11:59:59 PM	24668	16296	18136	929		17207	929																																	
3/31/2009 11:59:59 PM	24855	842	976	74		902	74																																	
3/31/2009 11:59:59 PM	24949	49438	89872	8919		80953	8919																																	
3/31/2009 11:59:59 PM	25357	3275	12065	522		11543	522																																	
3/31/2009 11:59:59 PM	25647	2205	5521	716		4805	716																																	
3/31/2009 11:59:59 PM	26149	771	5006	328		4678	328																																	
3/31/2009 11:59:59 PM	26242	29363	46981	2794		44187	2794																																	
3/31/2009 11:59:59 PM	26457	2504	3053	199		2854	199																																	
3/31/2009 11:59:59 PM	26765	-8904	20148	1666		18482	1666																																	
3/31/2009 11:59:59 PM	26859	37406	45928	3922		42006	3922																																	
3/31/2009 11:59:59 PM	26916	16915	37679	4288		33391	4288																																	
3/31/2009 11:59:59 PM	27548	23166	47357	3519		43838	3519																																	
3/31/2009 11:59:59 PM	27614	22093	25318	1167		24151	1167																																	
3/31/2009 11:59:59 PM	27847	33193	38535	2930		35605	2930																																	
3/31/2009 11:59:59 PM	28152	901	6544	643		5901	643																																	
3/31/2009 11:59:59 PM	28255	11309	13607	898		12709	898																																	
3/31/2009 11:59:59 PM	28349	11207	12340	966		11374	966																																	
3/31/2009 11:59:59 PM	28406	99422	103999	2342		99427	4572																																	
3/31/2009 11:59:59 PM	28572	4367	5213	477		4736	477																																	
3/31/2009 11:59:59 PM	28732	7362	8524	605		7919	605																																	
3/31/2009 11:59:59 PM	29104	48362	91111	6769		84342	6769																																	
3/31/2009 11:59:59 PM	29252	6589	9801	940		8861	940																																	
3/31/2009 11:59:59 PM	29636	5417	72818	4683		68135	4683																																	
3/31/2009 11:59:59 PM	29850	2023	6805	332		6473	332																																	
3/31/2009 11:59:59 PM	29944	2368	26624	2749		23875	2749																																	
3/31/2009 11:59:59 PM	29953	6823	9394	971		8423	971																																	
3/31/2009 11:59:59 PM	30052	963	2683	189		2494	189																																	
3/31/2009 11:59:59 PM	30258	5801	48378	5498		42880	5498																																	
3/31/2009 11:59:59 PM	30418	-11285	35067	46		35021	46																																	
3/31/2009 11:59:59 PM	30502	44958	59915	5862		54053	5862																																	
3/31/2009 11:59:59 PM	30650	602	16394	1552		14842	1552																																	
3/31/2009 11:59:59 PM	30810	2325018	5575496	547651		5027845	547651																																	
3/31/2009 11:59:59 PM	31134	12347	13381	584		12797	584																																	
3/31/2009 11:59:59 PM	31255	3149	33179	2663		30516	2663																																	
3/31/2009 11:59:59 PM	31657	7295	10115	550		9565	550																																	
3/31/2009 11:59:59 PM	31826	35053	35948	1919		34029	1919																																	
3/31/2009 11:59:59 PM	31835	21	12769	1057		11712	1057																																	
3/31/2009 11:59:59 PM	32234	8434	11450	292		11158	292																																	
3/31/2009 11:59:59 PM	32766	3482	4439	157		4282	157																																	
3/31/2009 11:59:59 PM	33147	19443	34591	3748		30843	3748																																	
3/31/2009 11:59:59 PM	33259	30260	59661	6651		53010	6651																																	
3/31/2009 11:59:59 PM	33268	2305	9961	656		9305	656																																	
3/31/2009 11:59:59 PM	33549	1961	4363	402		3961	402																																	
3/31/2009 11:59:59 PM	33727	16445	31978	2600		29378	2600																																	
3/31/2009 11:59:59 PM	33754	2629	4068	39		4029	39																																	
3/31/2009 11:59:59 PM	33839	2130	3000	120		2880	120																																	
3/31/2009 11:59:59 PM	33857	856	6926	762		6164	762																																	
3/31/2009 11:59:59 PM	34153	-8973	52525	6947		45578	6947																																	
3/31/2009 11:59:59 PM	34359	5404	5670	216		5454	216																																	
3/31/2009 11:59:59 PM	34425	17677	26581	2439		24142	2439																																	
3/31/2009 11:59:59 PM	34434	6824	18189	965		17224	965																																	
3/31/2009 11:59:59 PM	34452	8548	10768	319		10449	319																																	
3/31/2009 11:59:59 PM	34537	31205	203519	20395		183124	20395																																	
3/31/2009 11:59:59 PM	34555	17500	19080	802		18278	802																																	
3/31/2009 11:59:59 PM	34742	11292	25724	1975		23749	1975																																	
3/31/2009 11:59:59 PM	34836	394	2522	128		2394	128																																	
3/31/2009 11:59:59 PM	34863	565	1194	129		1065	129																																	
3/31/2009 11:59:59 PM	35057	1832	9068	955		8113	955																																	
3/31/2009 11:59:59 PM	35301	8947527	14748921	118956		13631445	1117476																																	
3/31/2009 11:59:59 PM	35570	426905	694763	34541		660222	34541																																	
3/31/2009 11:59:59 PM	35646	8525	10941	265		10676	265																																	
3/31/2009 11:59:59 PM	35842	3440	9767	841		8926	841																																	
3/31/2009 11:59:59 PM	36054	67276	112869	12322		100547	12322																																	
3/31/2009 11:59:59 PM	36344	21547	29584	2431		27153	2431																																	
3/31/2009 11:59:59 PM	36456	4171	8570	572		7998	572																																	
3/31/2009 11:59:59 PM	36858	9216	21390	2040		19350	2040																																	
3/31/2009 11:59:59 PM	36933	4528	10196	999		9197	999																																	
3/31/2009 11:59:59 PM	37051	3088	5465	477		4988	477																																	
3/31/2009 11:59:59 PM	37341	1787	2952	265		2687	265																																	
3/31/2009 11:59:59 PM	37350	-779	1024	180		844	180																																	
3/31/2009 11:59:59 PM	37378	9897	14214	1278		12936	1278																																	
3/31/2009 11:59:59 PM	37435	38677	72762	6813		65949	6813																																	
3/31/2009 11:59:59 PM	37640	38042	107888	10044		97844	10044																																	
3/31/2009 11:59:59 PM	37659	2721	4067	346		3721	346																																	
3/31/2009 11:59:59 PM	37743	5998	8838	540		8298	540																																	
3/31/2009 11:59:59 PM	37949	8132	18029	1744		16285	1744																																	
3/31/2009 11:59:59 PM	38535	21140	41702	4899		36803	4899																																	
3/31/2009 11:59:59 PM	38740	5796	16704	1218		15486	1218																																	
3/31/2009 11:59:59 PM	39327	45784	67753	967		66786	967																																	
3/31/2009 11:59:59 PM	39420	58769	89433	10776		72657	16776																																	
3/31/2009 11:59:59 PM	39475	-130769	106068	22150		83918	22150																																	
3/31/2009 11:59:59 PM	39756	12220	37102	3848		33254	3848																																	
3/31/2009 11:59:59 PM	40033	4314	8725	630		8095	630																																	
3/31/2009 11:59:59 PM	40350	4912	6671	259		6412	259																																	
3/31/2009 11:59:59 PM	40707	16568	21846	2045		19801	2045																																	
3/31/2009 11:59:59 PM	40855	1192	5475	483		4992	483																																	
3/31/2009 11:59:59 PM	41245	2286	3943	307		3636	307																																	
3/31/2009 11:59:59 PM	41553	10167	13882	415		13467	415																																	
3/31/2009 11:59:59 PM	41629	10993	14572	1410		13162	1410																																	
3/31/2009 11:59:59 PM	41647	53728	82700	9517		73183	9517																																	
3/31/2009 11:59:59 PM	41759	2087	4396	309		4087	309																																	
