Reporting Period	ID RSSD	UBPR3128	UBPR5320	UBPR5340	UBPR8764	UBPRA222	UBPRD654	UBPRE648	UBPRE649	UBPRE650	UBPRE651	UBPRE652	UBPRE653	UBPRE654	UBPRE660	UBPRF860	UBPRH300	UBPRH399	UBPRH400	UBPRH401	UBPRH402	UBPRH403	UBPRH404	UBPRH405	UBPRH406	UBPRH407	UBPRH408	UBPRH409	UBPRHR46	UBPRHR47	UBPRS497	UBPRS498	UBPRS499	UBPRS503	UBPRS504	UBPRS505	UBPRS506	UBPRS507	UBPRS510	UBPRS569	UBPRS570	UBPRS571	UBPRS577	UBPRS578	UBPRS581	
		ALLOCATED TRANSFER RISK RESERVES	TOTAL ASSETS (0% RISK-WEIGHT)	TOTAL ASSETS (100% RISK-WEIGHT)	NET CURRENT CREDIT EXPOSURE	EXCESS ALLOWANCE FOR LN&LEASE LOSSES	RWA_OBS_20	RWA_OBS	RWA_OFBS_20R_100C	RWA_OFBS_50R_100C	RWA_OFBS_100RSK	RWA_OFBS	RWA_OFBS_0	RWA_TOT	RWA_ADJ_F	CATEGORY THREE 50 PCT	EF FUND CONTRBTNS CNTRL CNTRPRTIES	TOTAL BS RWA SCTY EXP SSFA	TOT BS RWA SCTY EXP GROSS UP	RWA OFF BS OTHR	OTC CONTRACTS INTEREST RATE	OTC CONTRACTS ALL OTHER	CENTRALLY CLEARED CONTRACTS INT RT	CENTRALLY CLEARED CONTRACTS ALL OTHR	RWA OBS 150PCT	RWA OBS 1250PCT	UBPR RPT OTC CNTS TOT	CENTRALLY CLEARED CONTRACTS TOTAL	TOT BAL SH ASSET 2 PCT RW CAT	TOT BAL SH ASSET 4 PCT RW CAT	OFF-BALANCE SHEELCULATION METHOD	OFF-BALANCE SHEELCULATION METHOD	OFF-BALANCE SHEELCULATION METHOD	TOTAL BALANCE SHEET ASSETS - 1 WEIGH	TOTAL BALANCE SHEET ASSETS - 2 WEIGH	TOTAL BALANCE SHEET ASSETS - 3 WEIGH	TOTAL BALANCE SHEET ASSETS - 4 WEIGH	TOTAL BALANCE SHEET ASSETS - 6 WEIGH	TOTAL BALANCE SHEET ASSETS - 1 WEIGH	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	STANDARDIZED MARISK CAPITAL RULE	
3/31/2016 11:59:59 PM	37	0	6383	14030	0	482	3059	42444	23	0	5	28	0	42473	41991	25356	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0		0	0	0	0	0	0	0	0	0	0	
3/31/2016 11:59:59 PM	242	0	2171	17930	0	0	2294	24899	0	0	15	15	0	24915	24915	4599	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	77		0	0	0	0	0	0	0	0	0	0	
3/31/2016 11:59:59 PM	279	0	465	52227	0	0	4625	117635	0	0	1178	1178	0	118814	118814	60784	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0		0	0	0	0	0	0	0	0	0	0	
3/31/2016 11:59:59 PM	354	0	4283	3144	0	138	178	3974	0	0	0	0	0	3975	3837	522	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	131		0	0	0	0	0	0	0	0	0	0	
3/31/2016 11:59:59 PM	457	0	3638	30892	0	17	129	36629	0	0	1459	1459	0	38088	38071	4823	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	776		9	0	0	0	0	0	0	0	0	0	
3/31/2016 11:59:59 PM	505	0	51649	161531	0	653	14492	255172	0	566	11509	26545	0	281717	281064	76838	0	0	528	0	0	0	0	0	0	0	0	0			0	0	14470	1784		0	0	0	0	0	0	0	0	0	0	
3/31/2016 11:59:59 PM	1155	0	29411	130639	0	331	5520	153098	393	114	14668	15254	14230	168352	168021	13766	0	0	0	0	182	0	0	0	80	0	182	0			0	0	0	3173		0	0	0	0	0	0	0	0	0	0	
3/31/2016 11:59:59 PM	1351	0	1639	86689	0	0	8141	108406	0	0	2757	2757	0	111163	111163	13576	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0		0	0	0	0	0	0	0	0	0	0	
3/31/2016 11:59:59 PM	1454	0	315516	172698	0	0	67507	296805	0	2732	65	2797	40841	299602	299602	55852	0	0	0	0	1352	0	0	0	0	0	1352	0			0	0	0	0		60	688	0	0	0	0	0	0	0	0	
