Reporting Period	ID RSSD	UBPRE553	UBPRE554	UBPRE555	UBPRE556	UBPRE557	UBPRE558	UBPRE559	UBPRE560	UBPRE561	UBPRE562	UBPRE563	UBPRE564	UBPRE565	UBPRE566	UBPRE567	UBPRE568	UBPRE569	UBPRE570	UBPRE571	UBPRE572	UBPRE573	UBPRE574	UBPRE575	UBPRE576	UBPRE577	UBPRE578	UBPRE579	UBPRE580	UBPRE581	
3/31/2016 11:59:59 PM	7009	0	0	0	97.18	0	0	0	0	0	0	0	0	69.84	0	0	0	0	0.17	0	0.17	3.77	0	3.77	91.8	53128.79	-91.63	0	0	0	
3/31/2016 11:59:59 PM	7045	48.25	5.04	29.41	43.31	1.87	17.78	6.91	0	0	0	0	0	51.15	0	3.76	0	0	71.52	4.32	67.2	84.49	10.14	74.35	71.78	100.36	-0.26	0	0	0	
3/31/2016 11:59:59 PM	7072	50.52	8.75	24.65	35.56	1.13	11.03	9.88	0.83	0.83	0	0.11	0.11	5.97	0.01	21.21	0	0	58.27	2.25	56.02	66.12	14.24	51.88	37.91	65.07	20.36	0	0.73	0.73	
3/31/2016 11:59:59 PM	7157	20.08	8.34	5.91	74.84	1.34	7.12	9.69	0	0	0	0	0	40.55	0.52	2.55	0	0	28.65	0	28.65	61.62	5.19	56.43	57.92	202.14	-29.26	0	0	0	
3/31/2016 11:59:59 PM	7456	7.67	0	0.45	77.1	6.42	11.26	6.42	0	0	0.76	0	0.76	19.12	0	24.06	0	0	39.1	0.45	38.65	53.63	5.09	48.54	73.69	188.48	-34.6	9.84	0	9.84	
3/31/2016 11:59:59 PM	7634	25.31	1.31	12.94	60.18	1.18	9.59	2.49	0.93	0.31	0	0	0	18.16	0	3.28	0	0	40.14	1.63	38.51	64.63	6.46	58.18	38.15	95.05	1.99	0	0	0	
3/31/2016 11:59:59 PM	8033	32.89	0	0.25	53.63	0.08	3.77	0.08	0	0	0	0	0	2.5	0	12.94	0	0	34.09	2.82	31.27	47.91	11.66	36.25	41.84	122.74	-7.75	0	0	0	
3/31/2016 11:59:59 PM	8462	27.17	4.25	20.75	56.15	0.16	5.59	4.41	0	0	0	0	0	55.32	0	3.31	0	0	54.38	0	54.38	69.88	0.74	69.14	61.74	113.53	-7.36	0	0	0	
3/31/2016 11:59:59 PM	8631	18.82	1.94	15.13	50.1	0	13.93	1.94	0	0	0.76	0	0.76	20.86	0	3.7	0	0	52.67	1.54	51.13	61.12	7.36	53.76	66.39	126.06	-13.72	7.27	0	7.27	
3/31/2016 11:59:59 PM	9357	21.97	0.01	1.77	62.71	2.21	11.94	2.23	1.69	1.69	1.03	0	1.03	12.87	0	71.7	0	0	24.38	0	24.38	32.59	0.01	32.58	82.11	336.76	-57.73	9.31	0	9.31	
3/31/2016 11:59:59 PM	9553	15.22	3.03	7.5	72.77	1.08	19.17	4.1	0.5	0.29	0	0	0	16.96	16.76	17.53	0.52	6.59	45.35	17.24	28.11	56.08	22.5	33.58	40.51	89.33	4.84	0	0	0	
3/31/2016 11:59:59 PM	9807	17.79	6.5	4.64	73.11	1.22	15.73	7.72	0.66	0.66	0	0	0	2.44	14.08	33.39	0.8	5.82	39.93	1.7	38.23	60.3	11.29	49.02	57.92	145.04	-17.99	0	0	0	
3/31/2016 11:59:59 PM	9955	4.01	0.91	0.82	79.69	0	8.31	0.91	0	0	0.36	0	0.36	26.47	0	12.3	0	0	31.73	1.83	29.9	59.35	6.42	52.93	66.43	209.35	-34.7	2.91	0	2.91	
3/31/2016 11:59:59 PM	10250	24.3	5.52	11.39	64.79	0.57	13.85	6.09	0	0	0	0	0	24.97	0	13.3	0	0	55.15	5.61	49.54	74.24	13.99	60.25	66.92	121.33	-11.76	0	0	0	
3/31/2016 11:59:59 PM	10849	25.05	14.58	4.23	54.17	5.8	8.36	20.39	5.05	3.65	0	0	0	24.64	13.15	5.5	0.15	1.57	50.53	0.75	49.79	69.41	10.4	59	46.28	91.59	4.25	0	0	0	
3/31/2016 11:59:59 PM	11145	29.91	0.34	8.95	54.32	0.1	16.21	0.44	1.04	0.41	0.27	0	0.27	9.13	0	9.04	0	0	48.75	2.72	46.03	66.99	11.63	55.35	68.61	140.76	-19.87	3.07	0	3.07	
3/31/2016 11:59:59 PM	11275	30.35	15.49	1.04	58.21	1.35	5.21	16.84	0	0	0.61	0	0.61	0.32	4.2	46.6	0	0.05	39.45	0.4	39.05	52.47	8.53	43.95	44.14	111.9	-4.69	6.9	0.02	6.92	
3/31/2016 11:59:59 PM	11640	8.41	2.11	1.83	74	5.43	19.84	7.54	0	0	2.7	0	2.7	25.63	0	16.81	0	0	41.21	5.05	36.16	56	15.72	40.27	58.5	141.94	-17.28	23.63	0	23.63	
3/31/2016 11:59:59 PM	11837	14.12	9.94	0.9	77.97	1.75	29.61	11.69	0	0	0	0	0	50.3	0	0.94	0	0	58.94	2.54	56.4	71.45	16.37	55.08	55.48	94.12	3.47	0	0	0	
3/31/2016 11:59:59 PM	12030	16.28	0.08	7.85	64.43	2.77	9.66	2.85	0	0	0	0	0	4.6	0.89	7.02	0.04	0.23	32.43	1.53	30.9	55.05	6.39	48.66	51.55	158.96	-19.12	0	0	0	
3/31/2016 11:59:59 PM	12142	25.52	9.32	3.71	57.17	3.06	11.44	12.37	0.32	0.15	1.76	0	1.76	32.7	0.26	8.95	0	0.02	49.45	0	49.45	65.38	0.59	64.79	67.37	136.26	-17.93	17.82	0	17.82	
3/31/2016 11:59:59 PM	12179	48.59	39.4	8.37	32.11	0.74	14.13	40.14	0.05	0	0	0	0	2.56	0.15	3.36	0	0	70.63	4.59	66.04	73.74	11.35	62.39	46.49	65.82	24.14	0	0	0	
3/31/2016 11:59:59 PM	12311	11.82	2.18	6.63	66.44	1.19	10.54	3.37	13.49	11.14	0	0.21	0.21	12.38	8.21	32.19	0.13	1.69	43.05	2.54	40.51	51.4	7.58	43.81	75.7	175.86	-32.65	0	2.69	2.69	
3/31/2016 11:59:59 PM	12647	16.54	0	0.19	69	0	9.54	0	0.67	0.2	0	0	0	0	19.47	12.75	0.09	0.82	20.55	4.57	15.97	52.38	14.6	37.79	56.63	275.6	-36.08	0	0	0	
3/31/2016 11:59:59 PM	12656	32.7	6.68	17.82	38.71	0.85	7.54	7.52	0	0	0	0	0	0	8.2	3.71	0.04	0.36	46.28	0.7	45.58	60.3	10.51	49.79	54.04	116.75	-7.75	0	0	0	
3/31/2016 11:59:59 PM	12937	7.86	0	0	71.02	0	2.02	0	0	0	0	0	0	0	0	18.54	0	0	20.95	0.17	20.77	43.48	1.81	41.67	58.6	279.76	-37.65	0	0	0	
3/31/2016 11:59:59 PM	12946	26.3	3.57	1.73	64.72	5.88	5.34	9.46	0.73	0	0.73	0	0.73	13.75	0	33.44	0	0	42.24	2.07	40.18	67.57	10.45	57.12	47.73	112.98	-5.48	8.24	0	8.24	
3/31/2016 11:59:59 PM	12955	17.02	3.95	0.83	66.23	0	5.22	3.95	0	0	0	0	0	0	0.16	22.43	0	0	36.31	4.58	31.73	60.7	13.41	47.29	65.6	180.67	-29.29	0	0	0	
3/31/2016 11:59:59 PM	13103	32.34	19.56	8.92	53.68	10.24	11.45	29.8	0	0	0	0	0	16.22	0	9.27	0	0	66.88	3.24	63.63	74.38	9.99	64.39	63.71	95.26	3.17	0	0	0	
3/31/2016 11:59:59 PM	13251	16.22	0.95	0.4	45.62	0	1.84	0.95	0	0	0	0	0	3.85	0	10.14	0	0	23.82	0	23.82	41.58	1.69	39.89	68.85	289.09	-45.03	0	0	0	
3/31/2016 11:59:59 PM	13457	0.07	0	0	61.71	3.19	11.55	3.19	0	0	1.95	0	1.95	19.95	0	13.98	0	0	22.35	0	22.35	32.39	3.12	29.27	55.14	246.68	-32.79	8.2	0	8.2	
3/31/2016 11:59:59 PM	14052	24.22	0.29	4.25	60.3	0	9.48	0.29	0.49	0	0.27	0	0.27	8.72	0	4.52	0	0	37.28	0	37.28	69.96	2.43	67.54	71.03	190.51	-33.75	2.11	0	2.11	
3/31/2016 11:59:59 PM	14155	26.21	0.9	2.14	59.6	0.29	9.53	1.19	1.02	1.02	0	0	0	7.28	0	12.48	0	0	32.47	1.19	31.28	53.49	7.58	45.91	69.65	214.53	-37.18	0	0	0	
3/31/2016 11:59:59 PM	14650	6.22	1.4	3.58	68.06	0.39	36.06	1.79	0	0	0	0	0	0.05	9.74	3.73	0	0.03	52.46	0.11	52.35	66.93	1.18	65.75	72.01	137.25	-19.55	0	0	0	
3/31/2016 11:59:59 PM	14753	5.53	0	2.33	80.28	0.48	18.8	0.48	1.8	0	0	0	0	5.86	26.47	11.34	0.4	4.77	33.09	0.57	32.52	49.32	1.84	47.49	59.38	179.43	-26.28	0	0	0	
3/31/2016 11:59:59 PM	14865	5.03	1	1.13	80.43	21.05	23.39	22.06	0	0	1.29	0	1.29	4.74	1.08	17.91	0	0	54.51	0.99	53.52	60.98	3.9	57.08	75.18	137.92	-20.67	12.52	0	12.52	
3/31/2016 11:59:59 PM	14977	28.08	6.06	20.72	54.46	0.83	14.73	6.88	0	0	0	0	0	9.79	0	17.99	0	0	54.43	0.67	53.76	60.66	10.1	50.56	33.45	61.45	20.98	0	0	0	
3/31/2016 11:59:59 PM	16551	19.76	0.55	4.64	69.84	4.96	19.76	5.51	0.27	0.27	0	0.42	0.42	12.54	6.66	9.59	-0.01	-0.08	50.45	0.88	49.57	74.67	13.38	61.3	54.83	108.67	-4.37	0	4.72	4.72	
3/31/2016 11:59:59 PM	16748	10.04	4.26	3.11	63.48	2.87	21.35	7.12	4.89	0.9	0	0.43	0.43	9.03	11.74	7.94	0.22	2.21	48.44	6.67	41.77	59.85	13.61	46.24	63.18	130.42	-14.74	0	4.33	4.33	
3/31/2016 11:59:59 PM	17110	0.17	0	0	59.64	0	0	0	0	0	0	0	0	15.18	0.09	78.77	0	0	0	0	0	0	0	0	0		0	0	0	0	
3/31/2016 11:59:59 PM	17147	17.14	6.93	3.91	66.03	1.46	12.79	8.4	4.46	2.69	0	0.03	0.03	9.35	9.35	29.13	0.32	3.13	37.36	3.89	33.47	49.05	10.87	38.18	61.65	165.02	-24.29	0	0.28	0.28	
3/31/2016 11:59:59 PM	17259	17.13	0	0.87	63.92	1.28	8.85	1.28	0.31	0	0	0	0	24.13	0.89	1.49	0	0	28.77	1.13	27.64	46.65	12.51	34.14	53.62	186.34	-24.84	0	0	0	
3/31/2016 11:59:59 PM	17464	12.14	8.98	1.87	56.23	2.35	19.59	11.33	10.6	7.45	0	0.07	0.07	14.41	4.83	18.87	0.18	2.45	51.08	0.66	50.42	61.01	2.34	58.67	79.24	155.12	-28.16	0	1.01	1.01	
3/31/2016 11:59:59 PM	17950	39.14	13.95	16.51	54.61	2.65	12.14	16.6	1.55	1.52	0.98	0	0.98	48.36	0	5.22	0	0	63.85	0.4	63.44	79.78	2.72	77.06	67.61	105.89	-3.76	10.82	0	10.82	
3/31/2016 11:59:59 PM	17978	30.58	24.39	5.39	62.27	7.39	8.8	31.79	0	0	0	0	0	0	50.18	7.54	0.44	1.27	50.46	3.25	47.21	69.38	9.97	59.42	28.75	56.97	21.71	0	0	0	
3/31/2016 11:59:59 PM	18050	39.05	21.63	13.15	51.87	18.4	15.6	40.03	0	0	0	0	0	29.72	4.69	4.49	0.22	2.15	72.53	0.29	72.25	76.25	6.56	69.69	66.19	91.26	6.34	0	0	0	
3/31/2016 11:59:59 PM	18135	3.2	1.67	0.38	78.15	1.86	41.68	3.53	0	0	6.05	0	6.05	41.46	6.87	4.44	0.09	1.12	65.74	0.86	64.87	73.51	8.89	64.62	62.83	95.58	2.91	73.2	0	73.2	
3/31/2016 11:59:59 PM	18377	60.05	38.42	7.56	9.76	4.81	2.14	43.23	0	0	0.46	0	0.46	16.41	0	2.69	0	0	53.84	12.59	41.25	54.63	35.65	18.98	32.08	59.59	21.76	5.44	0	5.44	
3/31/2016 11:59:59 PM	18827	28.56	13.54	11.82	53.45	3.51	16.62	17.06	2.52	1.82	0.75	0	0.75	11.05	0	17.07	0	0	56.49	2.89	53.61	68.1	6.14	61.96	69.86	123.67	-13.37	7.45	0	7.45	
3/31/2016 11:59:59 PM	18836	38.52	18.41	9.78	48.61	6.19	13.33	24.6	0.97	0.42	0	0	0	10.76	0	4.93	0	0	58.19	5.23	52.96	76.93	18.36	58.57	42.91	73.75	15.28	0	0	0	
3/31/2016 11:59:59 PM	18854	5.66	0	0.52	71.15	0.11	1.18	0.11	0	0	0	0	0	0	0	37.6	0	0	4.47	0.94	3.53	9.73	4.89	4.84	61.35	1373.75	-56.88	0	0	0	
3/31/2016 11:59:59 PM	19356	27.86	8.75	9.21	67.49	0	16.89	8.75	0	0	0	0	0	40.51	0	3.86	0	0	59.57	1.73	57.85	82.14	11.97	70.17	55.28	92.8	4.29	0	0	0	
3/31/2016 11:59:59 PM	19730	6	1.36	0.77	75.74	0.01	11.65	1.37	0	0	0	0	0	8.27	0.26	17.64	-0.01	-0.12	28.32	1.04	27.29	52.88	3.78	49.09	70.57	249.16	-42.25	0	0	0	
3/31/2016 11:59:59 PM	19936	16.31	0.13	6.15	52.1	0.1	8.41	0.22	3.99	3.17	3.81	0	3.81	8.09	8.22	9.42	0.06	0.69	31.56	5.76	25.8	51.14	8.48	42.66	68.58	217.31	-37.02	41.73	0	41.73	
3/31/2016 11:59:59 PM	19972	40.11	32.16	7.27	29.02	12.29	12.19	44.45	0	0	0	0	0	0	24.77	0.88	0.89	4.71	67.44	0	67.44	68.79	0	68.79	80.05	118.7	-12.61	0	0	0	
3/31/2016 11:59:59 PM	20053	20.47	4.8	3.19	65.12	2.51	9.66	7.31	2.1	1.58	0.29	0	0.29	13.01	0	15.28	0	0	39.96	1.9	38.06	64.9	27.23	37.68	39.54	98.95	0.42	2.5	0	2.5	
3/31/2016 11:59:59 PM	20633	17.92	4.46	3.44	60.11	4.04	30.92	8.5	7.6	4.94	1.69	0	1.69	26.16	0	3.31	0	0	53.67	6.07	47.6	67.63	16.32	51.31	60.31	112.38	-6.64	17.05	0	17.05	
3/31/2016 11:59:59 PM	20857	7.55	0.45	5.56	84.37	6.64	31.55	7.09	0.22	0	0	0	0	56.38	0	15.39	0	0	56.17	1.45	54.72	67.32	2.73	64.58	64.09	114.09	-7.92	0	0	0	
3/31/2016 11:59:59 PM	21256	20.55	0	0	24.19	0	5.64	0	0	0	0	0	0	9.2	0	8.13	0	0	22.54	17.04	5.5	33.91	20.03	13.87	65.22	289.33	-42.68	0	0	0	
3/31/2016 11:59:59 PM	21359	18.03	0.56	5.91	54.96	0.52	14.63	1.08	0.74	0.7	0	0	0	17.81	0.46	6.82	0	0	37.59	0.31	37.27	54.45	2.24	52.21	72.21	192.11	-34.62	0	0	0	
3/31/2016 11:59:59 PM	21630	27.27	1.81	6.38	52.58	0.51	3.06	2.32	5.54	1.03	0	0	0	26.48	0	4.94	0	0	42.76	0.13	42.63	69.12	1.93	67.19	59.12	138.27	-16.36	0	0	0	
3/31/2016 11:59:59 PM	21658	22.96	0	11.99	63.1	0.98	9.82	0.98	0	0	1.74	0	1.74	23.32	0	8.75	0	0	36	2.94	33.06	59.16	14.53	44.63	57.01	158.34	-21	18.08	0	18.08	
3/31/2016 11:59:59 PM	22048	17.63	1.48	4.03	69.65	1.93	7.09	3.41	0.98	0.43	0	0	0	17.59	0	11.82	0	0	39.24	1.64	37.6	64.48	9.53	54.95	54.35	138.49	-15.1	0	0	0	
3/31/2016 11:59:59 PM	22543	27.67	5.36	0.64	52.69	0.86	2.55	6.22	0	0	0	0	0	4.5	0	88.92	0	0	39.38	1.83	37.54	57.65	4.43	53.22	73.27	186.07	-33.89	0	0	0	
3/31/2016 11:59:59 PM	22552	10.9	0	5.03	82.57	2.73	20.81	2.73	0	0	1.07	0	1.07	3.62	0.75	13.13	0	0.05	47.46	6.76	40.69	61.65	15.35	46.3	50.05	105.46	-2.59	13.02	0	13.02	
3/31/2016 11:59:59 PM	22730	19.96	3.82	9.27	65.35	5.12	24.15	8.94	0	0	0.61	0	0.61	36	0	8.88	0	0	58.67	1.22	57.45	69.15	4.97	64.18	76.42	130.25	-17.75	7.16	0	7.16	
3/31/2016 11:59:59 PM	22936	17.44	1.47	3.34	52.17	0	2.32	1.47	3.08	3.08	0	0	0	18.17	0	11.9	0	0	17.75	0	17.75	40.41	6.14	34.27	65.95	371.58	-48.2	0	0	0	
3/31/2016 11:59:59 PM	23045	26.23	5.81	6.68	54.45	2.42	28.99	8.24	3.11	3.11	0	0	0	50.71	1.58	2.79	0.09	0.5	57.51	0.15	57.36	73.34	6.94	66.41	62.35	108.41	-4.84	0	0	0	
3/31/2016 11:59:59 PM	23456	23.31	2.94	8.12	66.8	1.59	13.22	4.52	3.33	3.33	0	0	0	26.69	0	7.4	0	0	45.49	8.49	37.01	72.14	16.24	55.9	55.76	122.56	-10.26	0	0	0	
3/31/2016 11:59:59 PM	23504	15.5	1.06	8.88	62.43	1.04	19.77	2.09	13.6	11.1	0	0.02	0.02	22.58	5.58	12.44	0.13	1.64	61.8	0.67	61.13	76.61	3.69	72.92	68.8	111.34	-7.01	0	0.28	0.28	
3/31/2016 11:59:59 PM	23643	13.27	0.26	0.25	78.35	1.43	33	1.7	0	0	20.6	0	20.6	36.28	0	4.49	0	0	62.04	0.92	61.13	80.57	14.05	66.52	48.28	77.82	13.76	206.76	0	206.76	
3/31/2016 11:59:59 PM	23755	24.95	6.76	12.63	60.11	1.47	29.54	8.22	4.57	2.79	0	0.84	0.84	24.88	0	8.48	0	0	66.01	2.64	63.36	79.26	6.08	73.18	76.59	116.02	-10.58	0	9.56	9.56	
3/31/2016 11:59:59 PM	24006	25.63	12.87	8.96	61.26	1.53	13.81	14.4	2.22	1.33	0	0	0	9.12	20.77	10.88	0.15	1.69	51.24	4.04	47.19	72	11.13	60.87	62.62	122.22	-11.39	0	0	0	
