Reporting Period	ID RSSD	UBPR2221	UBPR3128	UBPR3792	UBPR5306	UBPR5310	UBPR5320	UBPR5340	UBPR5610	UBPR8275	UBPRA222	UBPRB594	UBPRB595	UBPRD654	UBPRE642	UBPRE643	UBPRE644	UBPRE645	UBPRE646	UBPRE648	UBPRE649	UBPRE650	UBPRE651	UBPRE652	UBPRE653	UBPRE654	UBPRE659	UBPRE660	UBPRF264	UBPRF859	UBPRF860	
		UNREALIZED GAINS ON A-F-S EQUITY SEC	ALLOCATED TRANSFER RISK RESERVES	TOTAL RISK-BASED CAPITAL	QUALIFYING SUBORDINATED DEBT	ALLL INCLUDIBLE IN TIER2 CAPITAL	TOTAL ASSETS (0% RISK-WEIGHT)	TOTAL ASSETS (100% RISK-WEIGHT)	DEFRD TAX ASSETS DISALWD FOR REGLTRY	TIER 2 CPTL ALLWBL UNDR RISK-BASED	EXCESS ALLOWANCE FOR LN&LEASE LOSSES	OTHER TIER 2 CAPITAL COMPONENTS	DEDUCTIONS FOR TOTL RISK-BASED CAPTL	RWA_OBS_20	EQ_CAP_TOT_ADJ	INTG_INEL	CAP_T1_TOT	RBC_TOT_DED_F	CAP_T3_TOT_LRG	RWA_OBS	RWA_OFBS_20R_100C	RWA_OFBS_50R_100C	RWA_OFBS_100RSK	RWA_OFBS	RWA_OFBS_0	RWA_TOT	ASET_MKT_RSK_LRG	RWA_ADJ_F	CUMULATIVE CHANGE IN FAIR VALUE	CUMULATIVE PREFERRED STOCK	CATEGORY THREE 50 PCT	
3/31/2016 11:59:59 PM	37		0	22329		531	6383	14030	0	531	482			3059		0	21798	22329		42444	23	0	5	28	0	42473		41991			25356	
3/31/2016 11:59:59 PM	242		0	5290		168	2171	17930	0	168	0			2294		0	5122	5290		24899	0	0	15	15	0	24915		24915			4599	
3/31/2016 11:59:59 PM	279		0	28750		932	465	52227	0	932	0			4625		0	27818	28750		117635	0	0	1178	1178	0	118814		118814			60784	
3/31/2016 11:59:59 PM	354		0	1068		50	4283	3144	0	50	138			178		0	1018	1068		3974	0	0	0	0	0	3975		3837			522	
3/31/2016 11:59:59 PM	457		0	5227		476	3638	30892	0	476	17			129		0	4751	5227		36629	0	0	1459	1459	0	38088		38071			4823	
3/31/2016 11:59:59 PM	505		0	40275		3521	51649	161531	0	3521	653			14492		994	36754	40275		255172	0	566	11509	26545	0	281717		281064			76838	
3/31/2016 11:59:59 PM	1155		0	20591		2104	29411	130639	0	2104	331			5520		0	18487	20591		153098	393	114	14668	15254	14230	168352		168021			13766	
3/31/2016 11:59:59 PM	1351		0	24323		1352	1639	86689	0	1352	0			8141		0	22971	24323		108406	0	0	2757	2757	0	111163		111163			13576	
3/31/2016 11:59:59 PM	1454		0	79515		3385	315516	172698	0	3396	0			67507		0	76119	79515		296805	0	2732	65	2797	40841	299602		299602			55852	
3/31/2016 11:59:59 PM	1557		0	11632		685	6029	49590	0	685	0			3023		240	10947	11632		56918	0	0	91	91	0	57009		57009			4012	
3/31/2016 11:59:59 PM	1669		0	46463		1362	41418	56441	0	1362	1572			23530		0	45101	46463		107558	0	0	1433	1433	0	108992		107420			26769	
3/31/2016 11:59:59 PM	1829		0	42596		3672	10621	186118	0	3797	0			19562		8144	38799	42596		277726	0	0	3627	26367	0	304093		304093			57196	
3/31/2016 11:59:59 PM	1856		0	17194		782	3007	41571	0	782	196			17718		98	16412	17194		61435	0	0	1173	1173	0	62609		62413			2147	
3/31/2016 11:59:59 PM	2040		0	24116		1916	13210	105139	270	1916	1528			8419		0	22200	24116		138302	0	0	14822	14822	0	153125		151597			18234	
3/31/2016 11:59:59 PM	2161		0	16445		736	2191	50027	0	736	0			9747		0	15709	16445		78703	0	0	0	0	1075	78703		78703			18929	
3/31/2016 11:59:59 PM	2376		0	484772		29862	14219	2839539	0	29862	0			80765		0	454910	484772		3120385	663	0	19968	20631	0	3141017		3141017			162409	
3/31/2016 11:59:59 PM	2554		0	1280		113	0	7011	0	113	0			647		289	1167	1280		9226	0	0	229	229	0	9456		9456			1361	
3/31/2016 11:59:59 PM	2732		0	87393		3616	60411	308632	0	3616	0			27725		667	83777	87393		368613	0	0	25479	25479	0	394093		394093			28007	
3/31/2016 11:59:59 PM	2750		0	7442		535	3014	37864	0	535	120			1939		0	6907	7442		42860	0	0	0	0	0	42861		42741			2225	
3/31/2016 11:59:59 PM	3177		0	102804		3220	186015	193443	0	3237	0			2946		4880	99567	102804		529281	0	72	20624	20696	0	549978		549978			321332	
3/31/2016 11:59:59 PM	3252		0	25109		1461	28341	86917	0	1461	1601			11118		0	23648	25109		113803	0	0	3108	3108	0	116912		115311			4451	
3/31/2016 11:59:59 PM	3458		0	4454		345	2975	22703	0	345	0			2629		0	4109	4454		29004	0	0	337	337	0	29342		29342			2911	
3/31/2016 11:59:59 PM	3720		0	35421		1701	58867	118627	0	1701	0			7030		0	33720	35421		146484	0	0	3487	3487	0	149971		149971			18197	
3/31/2016 11:59:59 PM	3971		0	108114		8109	51489	478634	164	8120	2974			15410		9520	99994	108114		595150	0	6135	43131	53480	0	648631		645657			67075	
3/31/2016 11:59:59 PM	4156		0	23011		1933	4511	117083	0	1933	105			7018		1783	21078	23011		149859	0	0	4067	4830	0	154689		154584			25313	
3/31/2016 11:59:59 PM	4231		0	16262		766	11191	40570	134	766	73			9388		0	15496	16262		60683	0	0	512	512	0	61196		61123			8210	
3/31/2016 11:59:59 PM	4839		0	42098		3203	19874	208917	0	3203	1942			13195		0	38895	42098		245954	1209	0	9084	10293	0	256247		254305			17606	
3/31/2016 11:59:59 PM	5069		0	182561		4265	75883	282295	0	4280	8295			2392		0	178281	182561		325463	0	0	15735	15735	0	341199		332904			21710	
3/31/2016 11:59:59 PM	5135		0	61127		4081	75148	289624	0	4081	0			4626		1042	57046	61127		323772	0	0	24886	24886	0	348658		348658			29522	
3/31/2016 11:59:59 PM	5210		0	111758		9820	10902	524174	0	9830	4768			48194		0	101928	111758		768618	0	0	2446	17018	16925	785636		780868			182094	
3/31/2016 11:59:59 PM	5461		0	55993		4788	41658	317668	0	4788	953			31226		0	51205	55993		370214	0	0	12801	12801	0	383016		382063			15664	
3/31/2016 11:59:59 PM	5751		0	31964		1553	9063	108932	0	1553	0			8087		1270	30411	31964		135128	0	0	8116	8116	0	143244		143244			15912	
3/31/2016 11:59:59 PM	6039		0	9197		773	6858	50549	0	773	31			4788		0	8424	9197		59183	0	0	2649	2649	0	61833		61802			3050	
3/31/2016 11:59:59 PM	6141		0	6252		363	996	14574	0	363	46			6050		0	5889	6252		29001	0	0	0	0	223	29001		28955			8377	
3/31/2016 11:59:59 PM	6329		0	55162		5583	21575	370911	416	5583	1409			10281		0	49579	55162		438716	0	849	6827	7676	0	446393		444984			47175	
3/31/2016 11:59:59 PM	7009		0	59408		0	3650	227441	0	491	0			113646		0	58917	59408		371214	0	13	0	13	0	371227		371227			0	
3/31/2016 11:59:59 PM	7045		0	20048		1064	12131	52393	0	1064	0			12567		0	18984	20048		99602	0	0	2506	2506	0	102108		102108			34642	
3/31/2016 11:59:59 PM	7072		0	30159		1753	3090	123695	1599	1753	0			1899		1125	28406	30159		151222	0	0	6224	6224	0	157447		157447			24154	
3/31/2016 11:59:59 PM	7157		0	5273		253	2300	15942	0	253	0			3581		0	5020	5273		24059	0	0	229	229	0	24288		24288			4536	
3/31/2016 11:59:59 PM	7456		0	7205		680	11159	50864	0	680	0			3705		0	6525	7205		56949	0	0	38	38	0	56987		56987			2380	
3/31/2016 11:59:59 PM	7634		0	8293		535	9387	33811	0	535	334			1986		0	7758	8293		42696	0	0	135	135	0	42832		42498			6129	
