Reporting Period	ID RSSD	UBPR3632	UBPR3792	UBPR5310	UBPR5311	UBPR8274	UBPR8275	UBPRH392	UBPRH393	UBPRH394	UBPRH395	UBPRH396	UBPRH397	UBPRH398	UBPRP742	UBPRP839	UBPRP840	UBPRP841	UBPRP842	UBPRP843	UBPRP849	UBPRP851	UBPRP852	UBPRP856	UBPRP857	UBPRP858	UBPRP859	UBPRP860	UBPRP861	UBPRP862	UBPRP863	UBPRP864	UBPRP865	UBPRP866	UBPRP867	UBPRP868	UBPRP870	UBPRP872	UBPRQ257	
		UNDIVIDED PROFITS & CAPITAL RESERVES	TOTAL RISK-BASED CAPITAL	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TIER 1 CPTL ALLWBL UNDR RISK-BASED	TIER 2 CPTL ALLWBL UNDR RISK-BASED	ADV AP ACC COMP INC	ADV AP RELATED ADJ	ADV AP ELIG CR RESERVE	ADV AP TIER 2 CAP B4 DED	ADV AP EXIT INS TOT CAP	UBPR OTHR DED CET1	SIG INV MSA DF TX ASSET PCT LIMIT	COMMON EQUITY TIER 1 CAPITAL	COM EQTY TIER 1 MINORTY INTERST	COM EQTY TIER 1 CAP BEFORE REG ADJ	COM EQTY TIER 1 CAP ADJS AND DEDUDS	LESS INTANG ASSTS NET OF ASSCTD DTLS	DFRD TX ASSTS OPRTING LOSS TX CRDT	NET GNS (LSSES) HTM SEC AOCI	NNSG INVCP UNCNS COMSTK 10 PCT THRSH	SUBTOT COMEQTY TIER1 CAP ADJ AN DEDS	MSA DTA 15PCT COMEQTY TIER1 CAPTHRES	INSF TIER1 TIER2 CAP CVR DED	ADJSTMNT DEDT  COM EQTY TIER1 CAP	COM EQTY TIER 1 CAPITAL	ADDITIONAL TIER 1 CAPITAL	NNQFY CAP INSTR PHSOUT ADD TIER1 CAP	TIER1 MNRTY INTR NOT EQTY TIER1 CAP	ADD TIER 1 CAPITAL BEFORE DEDUCTIONS	TOT ADDTNL TIER 1 CAP DEDUCTIONS	ADDTNL TIER 1 CAPITAL	TIER 2 CAP INSTRMNTS PLUS RLTD SRPLS	NNQLIFY CAP INSTR PHSOUT TIER2 CAP	CAP MNRTY INTRST NOT INCL TIER 1 CAP	TIER 2 CAPITAL BEFORE DEDUCTIONS	TOTAL TIER 2 CAPITAL DEDUCTIONS	UNREALIZED GAINS ON A-F-S EQUITY SEC	
3/31/2016 11:59:59 PM	37	14950	22329	531		21798	531	854	-1294				0	0	4700	0	20504	0	0	0		0	21798	0	0	0	21798	0	0	0	0	0	0	0	0	0	531	0	0	
3/31/2016 11:59:59 PM	242	4882	5290	168		5122	168	188	188				0	0	240	0	5310	0	0	0		0	5122	0	0	0	5122	0	0	0	0	0	0	0	0	0	168	0	0	
3/31/2016 11:59:59 PM	279	27817	28750	932		27818	932	133	133				0	0	1	0	27951	0	0	0		0	27818	0	0	0	27818	0	0	0	0	0	0	0	0	0	932	0	0	
3/31/2016 11:59:59 PM	354	493	1068	50		1018	50	-4	-4				0	0	525	0	1014	0	0	0		0	1018	0	0	0	1018	0	0	0	0	0	0	0	0	0	50	0	0	
3/31/2016 11:59:59 PM	457	751	5227	476		4751	476	1	1				0	0	4000	0	4752	0	0	0		0	4751	0	0	0	4751	0	0	0	0	0	0	0	0	0	476	0	0	
3/31/2016 11:59:59 PM	505	20593	40275	3521		36754	3521	-1991	-1991				0	0	17133	0	35735	994	0	0		0	36732	0	0	0	36732	0	0	22	22	0	22	0	0	0	3521	0	0	
3/31/2016 11:59:59 PM	1155	11987	20591	2104		18487	2104	301	301				0	0	6500	0	18788	0	0	0		0	18487	0	0	0	18487	0	0	0	0	0	0	0	0	0	2104	0	0	
3/31/2016 11:59:59 PM	1351	22201	24323	1352		22971	1352	11	11				0	0	770	0	22982	0	0	0		0	22971	0	0	0	22971	0	0	0	0	0	0	0	0	0	1352	0	0	
3/31/2016 11:59:59 PM	1454	73905	79515	3385		76119	3396	3148	3148				0	0	2214	0	79267	0	0	0		0	76119	0	0	0	76119	0	0	0	0	0	0	0	0	0	3396	0	11	
3/31/2016 11:59:59 PM	1557	1363	11632	685		10947	685	69	69				0	0	9824	0	11256	70	170	0		0	10947	0	0	0	10947	0	0	0	0	0	0	0	0	0	685	0	0	
3/31/2016 11:59:59 PM	1669	43501	46463	1362		45101	1362	294	294				0	0	1600	0	45395	0	0	0		0	45101	0	0	0	45101	0	0	0	0	0	0	0	0	0	1362	0	0	
3/31/2016 11:59:59 PM	1829	43453	42596	3672		38799	3797	1617	1617				0	0	3490	0	48560	8144	0	0		0	38799	0	0	0	38799	0	0	0	0	0	0	0	0	0	3797	0	125	
3/31/2016 11:59:59 PM	1856	1728	17194	782		16412	782	87	87				0	0	14782	0	16597	98	0	0		0	16412	0	0	0	16412	0	0	0	0	0	0	0	0	0	782	0	0	
3/31/2016 11:59:59 PM	2040	17900	24116	1916		22200	1916	229	229				0	0	4750	0	22879	0	0	270		0	22380	0	180	180	22200	0	0	0	0	180	0	0	0	0	1916	0	0	
3/31/2016 11:59:59 PM	2161	13353	16445	736		15709	736	629	629				0	0	2356	0	16338	0	0	0		0	15709	0	0	0	15709	0	0	0	0	0	0	0	0	0	736	0	0	
3/31/2016 11:59:59 PM	2376	420200	484772	29862		454910	29862	-7644	-7645				0	0	34709	0	447265	0	0	0		0	454910	0	0	0	454910	0	0	0	0	0	0	0	0	0	29862	0	0	
3/31/2016 11:59:59 PM	2554	306	1280	113		1167	113	-63	-63				0	0	1150	0	1393	289	0	0		0	1167	0	0	0	1167	0	0	0	0	0	0	0	0	0	113	0	0	
3/31/2016 11:59:59 PM	2732	78655	87393	3616		83777	3616	467	467				0	0	5789	0	84911	0	667	0		0	83777	0	0	0	83777	0	0	0	0	0	0	0	0	0	3616	0	0	
3/31/2016 11:59:59 PM	2750	1075	7442	535		6907	535	-20	69				0	0	5921	0	6976	0	0	0		0	6907	0	0	0	6907	0	0	0	0	0	0	0	0	0	535	0	0	
3/31/2016 11:59:59 PM	3177	44116	102804	3220		99567	3237	-571	-571				0	0	60331	0	103876	4630	250	0		0	99567	0	0	0	99567	0	0	0	0	0	0	0	0	0	3237	0	17	
3/31/2016 11:59:59 PM	3252	23148	25109	1461		23648	1461	762	762				0	0	500	0	24410	0	0	0		0	23648	0	0	0	23648	0	0	0	0	0	0	0	0	0	1461	0	0	
3/31/2016 11:59:59 PM	3458	2908	4454	345		4109	345	53	53				0	0	1201	0	4162	0	0	0		0	4109	0	0	0	4109	0	0	0	0	0	0	0	0	0	345	0	0	
3/31/2016 11:59:59 PM	3720	12720	35421	1701		33720	1701	311	311				0	0	21000	0	34031	0	0	0		0	33720	0	0	0	33720	0	0	0	0	0	0	0	0	0	1701	0	0	
3/31/2016 11:59:59 PM	3971	-66483	108114	8109		99994	8120	545	545				8	0	176278	0	110340	9381	139	164		0	100103	0	109	109	99994	0	0	0	0	109	0	0	0	0	8120	0	11	
3/31/2016 11:59:59 PM	4156	15004	23011	1933		21078	1933	127	127				0	0	7857	0	22988	1783	0	0		0	21078	0	0	0	21078	0	0	0	0	0	0	0	0	0	1933	0	0	
3/31/2016 11:59:59 PM	4231	3158	16262	766		15496	766	72	110				0	0	12600	0	15830	0	0	134		0	15586	0	90	90	15496	0	0	0	0	90	0	0	0	0	766	0	0	
3/31/2016 11:59:59 PM	4839	22180	42098	3203		38895	3203	-110	-110				0	0	16715	0	38785	0	0	0		0	38895	0	0	0	38895	0	0	0	0	0	0	0	0	0	3203	0	0	
3/31/2016 11:59:59 PM	5069	169653	182561	4265		178281	4280	3105	3105				0	0	8628	0	181386	0	0	0		0	178281	0	0	0	178281	0	0	0	0	0	0	0	0	0	4280	0	15	
3/31/2016 11:59:59 PM	5135	33046	61127	4081		57046	4081	132	132				0	0	25042	0	58220	1042	0	0		0	57046	0	0	0	57046	0	0	0	0	0	0	0	0	0	4081	0	0	
3/31/2016 11:59:59 PM	5210	91675	111758	9820		101928	9830	-3955	-3955				0	0	10253	0	97973	0	0	0		0	101928	0	0	0	101928	0	0	0	0	0	0	0	0	0	9830	0	10	
3/31/2016 11:59:59 PM	5461	44905	55993	4788		51205	4788	1874	1874				0	0	6300	0	53079	0	0	0		0	51205	0	0	0	51205	0	0	0	0	0	0	0	0	0	4788	0	0	
3/31/2016 11:59:59 PM	5751	22329	31964	1553		30411	1553	1652	1652				0	0	9352	0	33333	1089	181	0		0	30411	0	0	0	30411	0	0	0	0	0	0	0	0	0	1553	0	0	
3/31/2016 11:59:59 PM	6039	2355	9197	773		8424	773	32	32				0	0	6069	0	8456	0	0	0		0	8424	0	0	0	8424	0	0	0	0	0	0	0	0	0	773	0	0	
3/31/2016 11:59:59 PM	6141	1189	6252	363		5889	363	0	0				0	0	4700	0	5889	0	0	0		0	5889	0	0	0	5889	0	0	0	0	0	0	0	0	0	363	0	0	
3/31/2016 11:59:59 PM	6329	27672	55162	5583		49579	5583	115	115				0	0	22600	0	50387	0	0	416		0	49856	0	277	277	49579	0	0	0	0	277	0	0	0	0	5583	0	0	
3/31/2016 11:59:59 PM	7009	57865	59408	0		58917	491	1226	1226				0	0	1052	0	60143	0	0	0		0	58917	0	0	0	58917	0	0	0	0	0	0	0	0	0	491	0	491	
3/31/2016 11:59:59 PM	7045	16559	20048	1064		18984	1064	702	702				0	0	2425	0	19686	0	0	0		0	18984	0	0	0	18984	0	0	0	0	0	0	0	0	0	1064	0	0	
3/31/2016 11:59:59 PM	7072	32196	30159	1753		28406	1753	76	76				0	0	0	0	32272	751	374	1599		0	29472	0	1066	1066	28406	0	0	0	0	1066	0	0	0	0	1753	0	0	
3/31/2016 11:59:59 PM	7157	4620	5273	253		5020	253	41	41				0	0	400	0	5061	0	0	0		0	5020	0	0	0	5020	0	0	0	0	0	0	0	0	0	253	0	0	
3/31/2016 11:59:59 PM	7456	1525	7205	680		6525	680	252	252				0	0	5000	0	6777	0	0	0		0	6525	0	0	0	6525	0	0	0	0	0	0	0	0	0	680	0	0	
3/31/2016 11:59:59 PM	7634	-502	8293	535		7758	535	161	161				0	0	8260	0	7919	0	0	0		0	7758	0	0	0	7758	0	0	0	0	0	0	0	0	0	535	0	0	
3/31/2016 11:59:59 PM	8033	21858	28254	1146		27108	1146	37	37				0	0	5250	0	27145	0	0	0		0	27108	0	0	0	27108	0	0	0	0	0	0	0	0	0	1146	0	0	
3/31/2016 11:59:59 PM	8462	19007	20431	724		19707	724	979	979				0	0	700	0	20686	0	0	0		0	19707	0	0	0	19707	0	0	0	0	0	0	0	0	0	724	0	0	
