Reporting Period	ID RSSD	UBPR0416	UBPR3506	UBPR5369	UBPR8783	UBPRE582	UBPRE583	UBPRE588	UBPRE589	UBPRE590	UBPRE602	UBPRE621	UBPRE622	UBPRE623	UBPRE624	UBPRG378	UBPRM026	UBPRM027	UBPRM028	UBPRM029	UBPRM030	UBPRM031	UBPRM032	UBPRM033	UBPRM034	UBPRM035	UBPRM036	UBPRM037	UBPRM038	UBPRM039	UBPRM042	
		PLEDGED SECURITIES-BOOK VLAUE	OTH ASSETS-PAST DUE 90DYS OR MOR,ACG	LOANS AND LEASES HELD FOR SALE	FAIR VALUE OF STRUCTURED NOTES	INV_TEMP	ASET_INV_LNLS_LT1	SEC_DBT_NCUR	INV_TEMP_TA	SEC_MKTB_TA	LNLS_LTR_CR_TA	APP_HRSK_NTE_STRU	SEC_APP_DPR_BV_SEC	SEC_APP_ECAP	SEC_PLDG_TS	PLDG LN AND LEASE	PLEDGED ASSETS / PCT OF TOT ASSETS	US TREAS GOVT AGENCIES / PCT OF TOT 	MUNI SEC / PCT OF TOT SEC	PASS-THRU MBS / PCT OF TOT SCTY	CMO REMIC MBS / PCT OF TOT SCTY	CMRL MBS / PCT OF TOT SCTY	ABS / PCT OF TOT SCTY	STRUCT FIN PROD / PCT OF TOT SCTY	OTHR DOM DEBT SECS / PCT OF TOT SCTY	FOR DEBT SEC / PCT OF TOT SCTY	MUT FND OTH MKTBL SCTY / PCT TOT SY	APP IN AFS SEC / PCT OF AFS SEC	PLEDGED LN / PCT OF TOT LN	LN HELD FOR SALE / PCT OF TOT LN	SEC CATEGORIES, PCT TOT SEC	
3/31/2011 11:59:59 PM	37	6586	0	0	2321	366	12908	0	0.42	0	46.14	-0.16		0	23.94	0	7.58	31.32	46.68	22	0	0	0	0	0	0	0	0.49	0	0	100	
3/31/2011 11:59:59 PM	242	1786	0	0	777	3252	10205	0	9.3	0.01	59.06	-0.52		0	17.92	7490	26.52	50.85	49.13	0	0	0	0	0	0	0	0.02	0.05	35.97	0	100	
3/31/2011 11:59:59 PM	279	1258	0	0	3033	6274	11992	0	4.16	0	49.22	0.11	1.1	2.07	2.16	22092	15.47	16.48	23.19	59.15	0	0	0	0	1.16	0	0.01	5.3	29.56	0	100	
3/31/2011 11:59:59 PM	354	810	0	0	100	582	1427	0	5.46	0	37.35	0		0	13.91	0	7.6	93.3	6.7	0	0	0	0	0	0	0	0	0.1	0	0	100	
3/31/2011 11:59:59 PM	457	90	0	0	0	1222	19407	0	3.38	0	87.83	0	1.67	0.09	50.85	11475	32.01	0	98.87	1.13	0	0	0	0	0	0	0		35.69	0	100	
3/31/2011 11:59:59 PM	505	81619	0	0	0	78019	99050	0	19.22	0	56.41	0		0	98.52	114456	48.31	9.33	33.31	45.33	1.48	0	0	0	10.56	0	0	2.5	48.99	0	100	
3/31/2011 11:59:59 PM	1155	23572	0	0	0	26200	74212	0	12.68	0	68.07	0	3.05	0.02	90.2	140989	79.65	74.08	25.43	0.47	0.01	0	0	0	0	0	0	1.74	100	0	100	
3/31/2011 11:59:59 PM	1351	17871	0	0	16442	12052	68547	0	7.71	0	44.93	-2.63	-0.63	-2.01	24.64	0	11.43	55.56	44.44	0	0	0	0	0	0	0	0	1.31	0	0	100	
3/31/2011 11:59:59 PM	1454	39858	0	657	94670	58789	82392	0	11.64	0	49.7	-3.4		0	18.33	0	7.89	65.73	28.62	4.38	1.26	0	0	0	0	0	0.01	-0.02	0	0.31	100	
3/31/2011 11:59:59 PM	1557	6587	0	0	0	7104	19256	0	12.03	0	56.87	0	1.56	3.56	38.08	0	11.16	29.49	70.51	0	0	0	0	0	0	0	0	1.44	0	0	100	
