Reporting Period	ID RSSD	UBPR3128	UBPR5320	UBPR5340	UBPR8764	UBPRA222	UBPRD654	UBPRE648	UBPRE649	UBPRE650	UBPRE651	UBPRE652	UBPRE653	UBPRE654	UBPRE660	UBPRF860	UBPRH300	UBPRH399	UBPRH400	UBPRH401	UBPRH402	UBPRH403	UBPRH404	UBPRH405	UBPRH406	UBPRH407	UBPRH408	UBPRH409	UBPRHR46	UBPRHR47	UBPRS497	UBPRS498	UBPRS499	UBPRS503	UBPRS504	UBPRS505	UBPRS506	UBPRS507	UBPRS510	UBPRS569	UBPRS570	UBPRS571	UBPRS577	UBPRS578	UBPRS581	
		ALLOCATED TRANSFER RISK RESERVES	TOTAL ASSETS (0% RISK-WEIGHT)	TOTAL ASSETS (100% RISK-WEIGHT)	NET CURRENT CREDIT EXPOSURE	EXCESS ALLOWANCE FOR LN&LEASE LOSSES	RWA_OBS_20	RWA_OBS	RWA_OFBS_20R_100C	RWA_OFBS_50R_100C	RWA_OFBS_100RSK	RWA_OFBS	RWA_OFBS_0	RWA_TOT	RWA_ADJ_F	CATEGORY THREE 50 PCT	EF FUND CONTRBTNS CNTRL CNTRPRTIES	TOTAL BS RWA SCTY EXP SSFA	TOT BS RWA SCTY EXP GROSS UP	RWA OFF BS OTHR	OTC CONTRACTS INTEREST RATE	OTC CONTRACTS ALL OTHER	CENTRALLY CLEARED CONTRACTS INT RT	CENTRALLY CLEARED CONTRACTS ALL OTHR	RWA OBS 150PCT	RWA OBS 1250PCT	UBPR RPT OTC CNTS TOT	CENTRALLY CLEARED CONTRACTS TOTAL	TOT BAL SH ASSET 2 PCT RW CAT	TOT BAL SH ASSET 4 PCT RW CAT	OFF-BALANCE SHEELCULATION METHOD	OFF-BALANCE SHEELCULATION METHOD	OFF-BALANCE SHEELCULATION METHOD	TOTAL BALANCE SHEET ASSETS - 1 WEIGH	TOTAL BALANCE SHEET ASSETS - 2 WEIGH	TOTAL BALANCE SHEET ASSETS - 3 WEIGH	TOTAL BALANCE SHEET ASSETS - 4 WEIGH	TOTAL BALANCE SHEET ASSETS - 6 WEIGH	TOTAL BALANCE SHEET ASSETS - 1 WEIGH	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	STANDARDIZED MARISK CAPITAL RULE	
3/31/2013 11:59:59 PM	37	0	1737	18048	0	389	6269	42131	0	0	1	1	0	42132	41743	17814																													0	
3/31/2013 11:59:59 PM	242	0	0	39454	0	0	0	39454	0	0	10	10	0	39464	39464	0																													0	
3/31/2013 11:59:59 PM	279	0	1262	35388	0	0	8620	78616	0	0	0	0	0	78616	78616	34608																													0	
3/31/2013 11:59:59 PM	354	0	0	2682	0	116	1374	4806	0	0	0	0	0	4806	4690	750																													0	
3/31/2013 11:59:59 PM	457	0	222	28710	0	46	1136	33740	0	0	608	608	0	34348	34303	3895																													0	
3/31/2013 11:59:59 PM	505	0	57498	154468	0	1292	14232	231010	0	747	32099	32846	0	263856	262564	62310																													0	
3/31/2013 11:59:59 PM	1155	0	6256	120822	0	774	13797	147011	0	0	249	249	0	147260	146487	12393																													0	
3/31/2013 11:59:59 PM	1351	0	1154	80438	0	303	11743	106103	0	0	2762	2762	0	108865	108562	13922																													0	
3/31/2013 11:59:59 PM	1454	0	90670	164213	0	0	53718	272332	16637	0	115	16752	0	289084	289085	54401																													0	
3/31/2013 11:59:59 PM	1557	0	6279	36001	0	0	5383	44197	0	0	983	983	0	45180	45180	2813																													0	
