Reporting Period	ID RSSD	UBPR3632	UBPR3792	UBPR5310	UBPR5311	UBPR8274	UBPR8275	UBPRH392	UBPRH393	UBPRH394	UBPRH395	UBPRH396	UBPRH397	UBPRH398	UBPRP742	UBPRP839	UBPRP840	UBPRP841	UBPRP842	UBPRP843	UBPRP849	UBPRP851	UBPRP852	UBPRP856	UBPRP857	UBPRP858	UBPRP859	UBPRP860	UBPRP861	UBPRP862	UBPRP863	UBPRP864	UBPRP865	UBPRP866	UBPRP867	UBPRP868	UBPRP870	UBPRP872	UBPRQ257	
		UNDIVIDED PROFITS & CAPITAL RESERVES	TOTAL RISK-BASED CAPITAL	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TIER 1 CPTL ALLWBL UNDR RISK-BASED	TIER 2 CPTL ALLWBL UNDR RISK-BASED	ADV AP ACC COMP INC	ADV AP RELATED ADJ	ADV AP ELIG CR RESERVE	ADV AP TIER 2 CAP B4 DED	ADV AP EXIT INS TOT CAP	UBPR OTHR DED CET1	SIG INV MSA DF TX ASSET PCT LIMIT	COMMON EQUITY TIER 1 CAPITAL	COM EQTY TIER 1 MINORTY INTERST	COM EQTY TIER 1 CAP BEFORE REG ADJ	COM EQTY TIER 1 CAP ADJS AND DEDUDS	LESS INTANG ASSTS NET OF ASSCTD DTLS	DFRD TX ASSTS OPRTING LOSS TX CRDT	NET GNS (LSSES) HTM SEC AOCI	NNSG INVCP UNCNS COMSTK 10 PCT THRSH	SUBTOT COMEQTY TIER1 CAP ADJ AN DEDS	MSA DTA 15PCT COMEQTY TIER1 CAPTHRES	INSF TIER1 TIER2 CAP CVR DED	ADJSTMNT DEDT  COM EQTY TIER1 CAP	COM EQTY TIER 1 CAPITAL	ADDITIONAL TIER 1 CAPITAL	NNQFY CAP INSTR PHSOUT ADD TIER1 CAP	TIER1 MNRTY INTR NOT EQTY TIER1 CAP	ADD TIER 1 CAPITAL BEFORE DEDUCTIONS	TOT ADDTNL TIER 1 CAP DEDUCTIONS	ADDTNL TIER 1 CAPITAL	TIER 2 CAP INSTRMNTS PLUS RLTD SRPLS	NNQLIFY CAP INSTR PHSOUT TIER2 CAP	CAP MNRTY INTRST NOT INCL TIER 1 CAP	TIER 2 CAPITAL BEFORE DEDUCTIONS	TOTAL TIER 2 CAPITAL DEDUCTIONS	UNREALIZED GAINS ON A-F-S EQUITY SEC	
3/31/2013 11:59:59 PM	37	12813	18040	527		17513	527																																	
3/31/2013 11:59:59 PM	242	4352	4761	169		4592	169																																	
3/31/2013 11:59:59 PM	279	24954	25578	628		24950	628																																	
3/31/2013 11:59:59 PM	354	493	1020	60		960	60																																	
3/31/2013 11:59:59 PM	457	782	4211	429		3782	429																																	
3/31/2013 11:59:59 PM	505	16581	36014	3298		32716	3298																																	
3/31/2013 11:59:59 PM	1155	11594	19935	1841		18094	1841																																	
3/31/2013 11:59:59 PM	1351	19456	21587	1361		20226	1361																																	
3/31/2013 11:59:59 PM	1454	58435	63469	2812		60649	2820																																	
3/31/2013 11:59:59 PM	1557	5119	6722	403		6319	403																																	
3/31/2013 11:59:59 PM	1669	42230	44753	1392		43361	1392																																	
3/31/2013 11:59:59 PM	1829	39247	37506	3033		34423	3083																																	
3/31/2013 11:59:59 PM	1856	147	15705	874		14831	874																																	
3/31/2013 11:59:59 PM	2040	15874	22287	1663		20624	1663																																	
3/31/2013 11:59:59 PM	2161	12096	15058	606		14452	606																																	
3/31/2013 11:59:59 PM	2376	417626	451336	29742		421594	29742																																	
3/31/2013 11:59:59 PM	2554	177	1005	92		913	92																																	
3/31/2013 11:59:59 PM	2732	72845	81576	4054		77522	4054																																	
3/31/2013 11:59:59 PM	2750	1037	6094	536		5558	536																																	
3/31/2013 11:59:59 PM	3177	47560	103587	3669		99912	3675																																	
3/31/2013 11:59:59 PM	3252	19428	21057	1129		19928	1129																																	
3/31/2013 11:59:59 PM	3458	2241	3796	354		3442	354																																	
3/31/2013 11:59:59 PM	3720	16134	30895	1560		29335	1560																																	
3/31/2013 11:59:59 PM	3971	-71113	98264	6404		91851	6413																																	
3/31/2013 11:59:59 PM	4156	12975	20728	1679		19049	1679																																	
3/31/2013 11:59:59 PM	4231	2140	15498	758		14740	758																																	
