Reporting Period	ID RSSD	UBPR0416	UBPR3506	UBPR5369	UBPR8783	UBPRE582	UBPRE583	UBPRE588	UBPRE589	UBPRE590	UBPRE602	UBPRE621	UBPRE622	UBPRE623	UBPRE624	UBPRG378	UBPRM026	UBPRM027	UBPRM028	UBPRM029	UBPRM030	UBPRM031	UBPRM032	UBPRM033	UBPRM034	UBPRM035	UBPRM036	UBPRM037	UBPRM038	UBPRM039	UBPRM042	
		PLEDGED SECURITIES-BOOK VLAUE	OTH ASSETS-PAST DUE 90DYS OR MOR,ACG	LOANS AND LEASES HELD FOR SALE	FAIR VALUE OF STRUCTURED NOTES	INV_TEMP	ASET_INV_LNLS_LT1	SEC_DBT_NCUR	INV_TEMP_TA	SEC_MKTB_TA	LNLS_LTR_CR_TA	APP_HRSK_NTE_STRU	SEC_APP_DPR_BV_SEC	SEC_APP_ECAP	SEC_PLDG_TS	PLDG LN AND LEASE	PLEDGED ASSETS / PCT OF TOT ASSETS	US TREAS GOVT AGENCIES / PCT OF TOT 	MUNI SEC / PCT OF TOT SEC	PASS-THRU MBS / PCT OF TOT SCTY	CMO REMIC MBS / PCT OF TOT SCTY	CMRL MBS / PCT OF TOT SCTY	ABS / PCT OF TOT SCTY	STRUCT FIN PROD / PCT OF TOT SCTY	OTHR DOM DEBT SECS / PCT OF TOT SCTY	FOR DEBT SEC / PCT OF TOT SCTY	MUT FND OTH MKTBL SCTY / PCT TOT SY	APP IN AFS SEC / PCT OF AFS SEC	PLEDGED LN / PCT OF TOT LN	LN HELD FOR SALE / PCT OF TOT LN	SEC CATEGORIES, PCT TOT SEC	
3/31/2007 11:59:59 PM	37	10116	0	0	1086	8965	25081	0	11.27	0	55.17	-0.07		0	35.75			60.32	19.06	20.62	0		0		0	0	0	-0.64		0	100	
3/31/2007 11:59:59 PM	242	3112	0	0	2383	3651	9507	0	11.45	0	60.41	-0.21		0	35.15			78.09	20.69	0.06	0		0		1.16	0	0	-0.24		0	100	
3/31/2007 11:59:59 PM	279	0	0	0	0	4669	13628	0	3.55	0	42.68	0	-1.95	-3.92	0			1.41	8.19	87.73	0		0		2.67	0	0	-2.23		0	100	
3/31/2007 11:59:59 PM	354	2171	0	0	0	745	1568	0	9.84	0	53.94	0		0	68.06			100	0	0	0		0		0	0	0	-1.63		0	100	
3/31/2007 11:59:59 PM	439	14059	0	0	497	4396	78831	0	2.2	0	72.65	-0.02		0	60.87			44.12	9.61	44.94	1.32		0		0	0	0	0.2		0	100	
3/31/2007 11:59:59 PM	457	1050	0	0	0	1957	14253	0	7.34	0	83.83	0	-0.62	-0.18	65.3			61.26	37.69	1.06	0		0		0	0	0	-0.37		0	100	
3/31/2007 11:59:59 PM	505	63232	0	0	0	18685	33924	0	5.87	0	72.58	0		0	99.79			27.27	6.87	60.25	5.61		0		0	0	0	-2		0	100	
3/31/2007 11:59:59 PM	1146	30347	0	63209	2979	11157	142878	0	1.77	0	64.59	0.03		0	56.3			64.01	0	35.8	0.19		0		0	0	0	0.45		15.37	100	
3/31/2007 11:59:59 PM	1155	34956	0	331	0	5952	39480	0	3.21	0	66.44	0	0.21	0.04	89.03			49.27	50.1	0.6	0.02		0		0	0	0	-0.06		0.27	100	
3/31/2007 11:59:59 PM	1351	17007	0	0	1093	17719	63708	0	16.05	0	52.07	0.61	-0.3	-0.79	38.71			66.47	32.99	0.54	0		0		0	0	0	-1.37		0	100	
3/31/2007 11:59:59 PM	1454	24935	0	1931	56178	45315	87281	0	10.89	0.03	47.89	-1.34		0	18.28			55.92	26.82	9.04	8.12		0		0	0	0.1	-0.68		0.97	100	
3/31/2007 11:59:59 PM	1557	6193	0	0	0	4394	11748	0	12.4	0	52.69	0	0.45	0.22	50.95			81.6	18.4	0	0		0		0	0	0	-0.02		0	100	
3/31/2007 11:59:59 PM	1632	27348	0	0	0	6892	243799	0	1.15	0	90.6	0		0	70.27			83.86	7.59	8.55	0		0		0	0	0	-0.07		0	100	
