Reporting Period	ID RSSD	UBPR7414	UBPRE497	UBPRE498	UBPRE499	UBPRE500	UBPRE501	UBPRE502	UBPRE503	UBPRE504	UBPRE521	UBPRE522	UBPRE523	UBPRE524	UBPRE529	UBPRE530	UBPRE531	UBPRE532	UBPRE533	UBPRE534	UBPRE535	UBPRE536	UBPRE537	UBPRE538	UBPRE539	UBPRE540	UBPRE541	UBPRE542	UBPRE544	UBPRE545	UBPRE546	UBPRE547	UBPRE549	UBPRE550	UBPRE551	UBPRE552	UBPRF896	UBPRFC07	UBPRFC08	UBPRFC09	UBPRFC10	UBPRFC11	UBPRFC12	UBPRFC13	UBPRFC14	UBPRFC15	UBPRFC16	UBPRFC17	UBPRFC18	UBPRFC19	UBPRFC20	UBPRFC21	UBPRFC22	UBPRK264	UBPRK265	UBPRK266	
3/31/2015 11:59:59 PM	1557	0	0	0	0	1.85	0	0	0	1.97									0	0	0	0.06	0	0	0	0	0	0	0.49	0	0	0.49	0	0	0	0	0					0	0	0	2.87											0	
3/31/2015 11:59:59 PM	1669	0.49	0	1.68	1.68	1.59	0.05	0	0.05	2.13													0.81	0	0.81	0	0.08	0.4	1.23	15.89	1	1.72	0.61	0	0	0	0.04					0	0	0	2.93									0	0	0	
3/31/2015 11:59:59 PM	1829	0.98	0	1.45	1.45	0.23	2.1	0	2.1	0.32	3.03	0	3.03	0.43	0.04	3.8	3.84	0					0	0	0	4.55	0.17	0.81	0.87	76.15	5.77	1.84	0.98	0	0	0	0.41					8.06	0	8.06	1.61					0.04	3.8	3.84	0	0	0	0	
3/31/2015 11:59:59 PM	1856	0	0	0	0	0	0	0	0	0					0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												
3/31/2015 11:59:59 PM	2040	4.35	0	3.14	3.14	0	0.42	0	0.42	1.6													0	0	0	0	0	4.34	0.18	147.94	23.98	4.53	4.41	0	6.73	6.73	0					0	0	0	0									100	0	10.45	
3/31/2015 11:59:59 PM	2161	0.08	0	0	0	1.78	0	0	0	0.41	0	0	0	0					0	0	0	0	3.57	10.71	14.29	103.57	0.08	0	1.69	8.05	0.38	1.77	0.11	0	0	0	0					0	0	0	1									0	0	0	
3/31/2015 11:59:59 PM	2376	0.49	0	0	0	0	0	0	0	0													0	0	0	0	0	0.49	0.2	42.99	2.92	0.68	0.69	0.13	0.14	0.02	0.4																		0	0	
3/31/2015 11:59:59 PM	2554	3.51	0	10.65	10.65	7.79	0	0.25	0.25	4.52									0	0	0	0	0	0	0	0	0	3.51	4.97	111.7	14.51	8.48	3.51	0	0	0	0					0	0	0	9.24										0	0	
3/31/2015 11:59:59 PM	2732	0.26	0	1.46	1.46	0	0.06	0	0.06	1.48													0	0	0	0	0	0.26	0.47	22.45	1.06	0.73	0.84	0	0.59	0.59	0					0.08	0	0.08	2.03									0	0	0	
3/31/2015 11:59:59 PM	2750	4.12	0	0.11	0.11	0	0	0	0	0									0.23	5.28	5.52	0	0	0	0	0.58	0.12	4	0.01	245.63	26.17	4.13	4.48	0	0	0	0					0	0	0	0									0	0	0	
3/31/2015 11:59:59 PM	3177	0.83	0	0	0	0	0	0	0	1.07																	0	0.83	0.34	189.33	6.12	1.17	0.91	0.14	0.57	0.43	0.83																		0	0	
3/31/2015 11:59:59 PM	3252	3.53	0	3.42	3.42	3.62	0	2.51	2.51	4.14									0.16	0.81	0.98	3.21	0	0	0	0	0.07	3.45	2.2	125.55	14.39	5.73	3.53	0	0	0	0					0	1.3	1.3	3.86									0	0	0	
3/31/2015 11:59:59 PM	3458	0.28	0	0	0	0.27	0	0	0	1.21									0	0	0	0	0	0	0	172.73	0	0.28	0.39	19.01	1.69	0.67	0.28	0	0.61	0.61	0					0	0	0	0.12										0	0	
3/31/2015 11:59:59 PM	3720	0.24	0.28	0	0.28	0.62	0	0.17	0.17	0.93									0	0	0	0	0	0	0	0	0.12	0.12	1.31	18.75	0.98	1.54	1.02	0	0.94	0.94	0.04					0	0.26	0.26	2.15									0	0	0	
3/31/2015 11:59:59 PM	3971	1.36	0	0.41	0.41	0	0	0.59	0.59	2.24					0	1.96	1.96	0	0	0.51	0.51	0.06	0	0	0	0	0	1.36	0.23	68.66	6.88	1.59	1.64	0.4	4.66	4.26	0.61					0	0	0	0.87					0	1.96	1.96	0		0	0	
3/31/2015 11:59:59 PM	4156	0.14	0	0.1	0.1	0.39	0	0	0	0.77					0	0	0	0	0	0	0	0					0	0.14	0.21	11.59	1	0.35	0.14	0	0.04	0.04	0.21					0	0	0	0.81										0	0	
3/31/2015 11:59:59 PM	4231	4.32	0	0.61	0.61	3	0	0.84	0.84	4.64													0	1.11	1.11	0.76	0	4.32	4.53	293.75	14.18	8.85	7.37	0	0	0	0					0	0	0	5.33										0	0	
3/31/2015 11:59:59 PM	4437	3.69	0	1.03	1.03	0	0	0	0	0													0	0	0	0	0	3.69	0.07	238.02	16.92	3.76	3.69	2.55	4.94	2.39	0					0	0	0	0										0	0	
3/31/2015 11:59:59 PM	4839	4.64	0	2.88	2.88	5.89	0	0	0	0.12													0	0	0	0	0	4.64	0.58	202.52	29.46	5.22	5.24	1.74	9.11	7.38	0.98					0	0	0	0										0	0	
3/31/2015 11:59:59 PM	5069	6.92	0	5.18	5.18	0																					0	6.92	0	153.33	11.01	6.92	8.28	0.24	3.84	3.65	0																		0		
3/31/2015 11:59:59 PM	5135	0.07	0.03	0.01	0.04	0.48	0.17	0.03	0.2	1.95	0	0	0	0					0	0	0	0.53	0	0	0	0	0.02	0.05	1.27	5.37	0.4	1.34	0.21	0	0	0	0					0.15	0	0.15	3.35									0	0	0	
3/31/2015 11:59:59 PM	5210	0.94	0	3.68	3.68	0.27	0	0	0	0.24									0	0	0	0	0	0	0	0.02	0.21	0.73	0.46	51.13	8.23	1.4	1.17	0.1	0.94	0.85	0.27					0	0	0	0									0	0	0	
3/31/2015 11:59:59 PM	5461	1.06	0	0	0	0.77	0	0.37	0.37	0									0	0	0	0	0	1.31	1.31	0	0	1.06	0.51	57.84	6.31	1.57	1.84	1.03	2.68	1.65	0					0	31.17	31.17	0										0	0	
3/31/2015 11:59:59 PM	5751	0.12	0	0.34	0.34	0.3	0	1.17	1.17	0.96					0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0.15	11.03	0.49	0.27	0.19	0	1.28	1.28	0					0	1.67	1.67	0.85										0	0	
3/31/2015 11:59:59 PM	6039	2.55	0	2.65	2.65	0	0.07	0.25	0.32	1.37	0.37	0	0.37	2.42					0	3.24	3.24	2.31	0.38	0	0.38	1.51	0.38	2.17	1.53	127.52	15.92	4.07	9.03	0.31	1.56	1.25	0					0	0.22	0.22	1									0	0	0	
3/31/2015 11:59:59 PM	6141	1.15	11.01	0	11.01	2.79	1.53	0	1.53	9.38									0	0	0	0	0	0	0	0	0.81	0.34	2.98	50.12	3.51	4.13	1.88	0	0	0	0																	0	0	0	
3/31/2015 11:59:59 PM	6329	2.93	0	1	1	3.28	0.06	0.71	0.77	2.98	4.82	0	4.82	2.31					0	0	0	0.28	0	0	0	0	0.5	2.43	2.62	183.33	24.51	5.55	3.99	0.49	0.51	0.02	1.49					0	0.7	0.7	3.19									0	0	0	
3/31/2015 11:59:59 PM	7009	0	0	0	0	0	0	0	0	0													0	0	0	0	0	0	0		0	0	0	0	0	0																					
3/31/2015 11:59:59 PM	7045	1.97	0	0.95	0.95	0.87	0.32	0.88	1.2	2.17	0.21	0	0.21	9.66					0	0	0	0	1.55	0	1.55	29.9	0.1	1.87	2	127.71	8.18	3.97	2.06	0	1.24	1.24	0					0.38	1.32	1.7	2.17									0	0	0	
3/31/2015 11:59:59 PM	7072	2.81	0	1.04	1.04	0	0	0	0	0													0	0	0	0	0.45	2.36	3.56	256.3	12.02	6.37	2.82	0	2.34	2.34	1.4																	0	0	0	
3/31/2015 11:59:59 PM	7157	0.28	0	0	0	0.72	0.14	0	0.14	1.34									0.14	0	0.14	0.31					0.28	0	0.83	26.25	1.29	1.11	0.32	0	0	0	0					0.1	0	0.1	1.01									0		0	
3/31/2015 11:59:59 PM	7456	0	0	0	0	0	0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0												
3/31/2015 11:59:59 PM	7634	1.06	0	1.28	1.28	0.98	0	0.02	0.02	2.18									0	0	0	0	0	0	0	0	0	1.06	0.86	41.08	6.15	1.92	2.61	0	0	0	0					0	0	0	0										0	0	
3/31/2015 11:59:59 PM	8033	0.5	0	1.75	1.75	0	0	0	0	0.14													0	0	0	0	0.06	0.44	0.53	80.11	3.57	1.03	1.26	0.26	0.99	0.74	0					0	0	0	0									0	42.14	0	
3/31/2015 11:59:59 PM	8462	0	0	0	0	0	0	0	0	1.32									0	0	0	0					0	0	0.25	0	0	0.25	0	0	0	0	0					0	0	0	1.6											0	
3/31/2015 11:59:59 PM	8631	0.37	0	0	0	2.67	0.25	0.56	0.81	2.61													0	0	0	0	0.03	0.34	1.77	27.66	1.77	2.15	0.69	0	0.7	0.7	0					0.41	0.22	0.63	2.65									0	0	0	
3/31/2015 11:59:59 PM	9357	0.02	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	2.35	0.09	0.02	0.02	0.02	0.02	0	0					0	0	0	0					0	0	0	0		0		
3/31/2015 11:59:59 PM	9553	0.36	0.71	0.18	0.89	2.88	0	3.83	3.83	1.45									0	0.43	0.43	3.2	0	0	0	0.27	0.06	0.3	2.14	32.63	2.73	2.5	0.36	0	0	0	0					0	0.31	0.31	1.26									0	0	0	
3/31/2015 11:59:59 PM	9807	0.89	0	0.26	0.26	2.44	0	6.25	6.25	0													0	0	0	0	0.02	0.88	3.62	36.43	4.81	4.51	6.39	0.25	3.89	3.64	0.88																	0	0	0	
3/31/2015 11:59:59 PM	9955	0.04	0	0	0	2.41	0	0.73	0.73	2.39					0	0	0	0	0	0	0	2.89	0	0	0	0	0.03	0.01	1.9	1.85	0.17	1.94	0.04	0	0	0	0					0	0.75	0.75	3.33									0	0	0	
3/31/2015 11:59:59 PM	10250	0.45	0	1.05	1.05	0.23	0	0	0	0.31	0	0	0	9.84									0	0	0	0	0	0.45	0.27	22.64	3.07	0.71	1.32	0.14	6.43	6.29	0					0	0	0	0										33.14	0	
3/31/2015 11:59:59 PM	10849	0	0	0	0	0	0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.75	0	0	0	0	0	0	0	0	0	0	0	0												
3/31/2015 11:59:59 PM	11145	1.51	0	0.04	0.04	0	0	0	0	0.2													0	0	0	0	0	1.51	1.22	127.23	11.84	2.73	2.19	0.28	1.75	1.46	0.53					0	0	0	0.52										6.4	0	
3/31/2015 11:59:59 PM	11275	1.72	0	0.56	0.56	0.51	0	1.98	1.98	0.11													0	0	0	0	0	1.72	0.51	132.62	14.81	2.23	2.26	1.2	2.67	1.47	0.4					0	0	0	0										4.39	7.08	
3/31/2015 11:59:59 PM	11640	0.33	0	0.08	0.08	0.04	0	0.24	0.24	0.21									0	0	0	0	0	0	0	0	0	0.33	0.93	27.2	1.69	1.26	0.34	0	0.62	0.62	0					0	0.81	0.81	0.35										0	0	
3/31/2015 11:59:59 PM	11837	1.85	0	0	0	0	0.15	0.46	0.62	2.01	0.95	0	0.95	0									0	0	0	0	0	1.85	0.1	137.09	4.87	1.95	4.58	1.33	1.33	0	0					0	1.06	1.06	2.65									0	0	0	
3/31/2015 11:59:59 PM	12030	3.56	0	6.69	6.69	1.79	0	0	0	1.97									0	0	0	1.85	0	0	0	0	0.08	3.47	1.55	110.42	17.98	5.11	4.46	0.12	0.26	0.15	0					0	0	0	1.45									0	8.41	10.8	
3/31/2015 11:59:59 PM	12142	0.4	0.02	0.1	0.12	0.66	0.01	0.39	0.4	0.99	0.22	0	0.22	2.46									0	0	0	0	0.35	0.05	0.85	27.91	2.04	1.25	0.47	0.17	0.75	0.58	0					0	0	0	0.19									0	0	0	
3/31/2015 11:59:59 PM	12179	0.28	0	0	0	0	0	10.94	10.94	3.12																	0	0.28	0.36	28.26	1.02	0.64	0.28	0	2.6	2.61	0					0	13.93	13.93	3.98										0	0	
3/31/2015 11:59:59 PM	12311	0.97	0.06	0.7	0.76	0.06	0.04	0.09	0.13	0.58	0.27	0	0.27	0.65	0.1	0.04	0.14	0.94	0	0.21	0.21	0.13	0.05	0.03	0.08	0.01	0.23	0.74	0.53	79.24	7.99	1.5	1.03	0.34	1.95	1.61	1.08	0	0	0	0	0.04	0.05	0.09	0.55					0.1	0.04	0.14	0.94	0.09	2.04	0.4	
3/31/2015 11:59:59 PM	12647	1.08	0	9.08	9.08	0	0	0	0	0									0	0	0	0	0	0	0	0	0	1.08	0	65.58	5.84	1.08	2.49	1.02	1.02	0	0					0	0	0	0										0		
3/31/2015 11:59:59 PM	12656	0.31	0	0	0	0	0	0.21	0.21	0.41					0	0	0	0	0	0	0	0					0.04	0.28	3.45	11.3	2	3.76	1.79	0	0	0	0					0	0.25	0.25	0.42									0	0	0	
3/31/2015 11:59:59 PM	12937	1.41	0.28	0	0.28	0	0	0	0	0													0	0	0	0	0.83	0.58	0	113.26	6.6	1.41	1.41	0.04	5.47	5.43	0																	0	0		
3/31/2015 11:59:59 PM	12946	1.61	0	0.21	0.21	0.53	0	0.85	0.85	0.79	0	0	0	0					0	0	0	0	0	9.48	9.48	0.98	0.02	1.59	0.57	99.06	11.99	2.18	2.13	0.6	0.76	0.16	0.23					0	0.83	0.83	1.32									0	1.33	0	
3/31/2015 11:59:59 PM	12955	0.05	0.13	0	0.13	0	0	0	0	0													0	0	0	0	0.02	0.03	0	4.26	0.41	0.05	0.15	0	0	0	0					0	0	0	0									0	0		
3/31/2015 11:59:59 PM	13103	0.74	0	0.1	0.1	1.07	0	0.05	0.05	0.44													0	0	0	0	0	0.74	0.3	79.11	4.12	1.04	0.76	0.37	1.54	1.17	0.04					0	0.05	0.05	0.44										0	0	
3/31/2015 11:59:59 PM	13251	3.88	0	15.09	15.09	0.68	0	0.85	0.85	0.18									0	0	0	0					0	3.88	0.24	184.24	19.53	4.13	4.12	0	0.91	0.91	0					0	1.8	1.8	0										0	0	
3/31/2015 11:59:59 PM	13457	2.81	0	0	0	0	0	0	0	0									7.69	0	7.69	0	0	0	0	0	2.81	0	0	149.73	4.53	2.81	2.81	0	0	0	0					0	0	0	0									0			
3/31/2015 11:59:59 PM	14052	1.16	0	0	0	0	0	0	0	0.05													0	0	0	0	0	1.16	0.01	74.18	6.25	1.16	1.56	1.12	1.12	0	0.33					0	0	0	0										0	0	
3/31/2015 11:59:59 PM	14155	0.38	0	0	0	6.11	0	0.09	0.09	3.9									0	0.58	0.58	0.94	0	0	0	0	0	0.38	1.95	25.38	2.85	2.33	0.97	0	0.76	0.76	0.36					0	0	0	2.53										0	0	
3/31/2015 11:59:59 PM	14650	0.59	0	1.58	1.58	0	0	0.12	0.12	0.88													0.65	6.16	6.81	0	0.03	0.56	0.61	26.77	3.43	1.2	0.59	0	0.1	0.1	0					0	0	0	1.68									0	0	0	
3/31/2015 11:59:59 PM	14753	0.36	0	2.94	2.94	0	0	0	0	0									0	0	0	0	0	0	0	0	0	0.36	0.51	18.04	1.83	0.87	1.03	0	0	0	0					0	0	0	0										0	0	
3/31/2015 11:59:59 PM	14865	3.42	0.03	1.88	1.9	1.86	0	0	0	0.03	0	0	0	0					0	3.63	3.63	2.58	0	0	0	0	0.25	3.17	1.85	343.01	27.49	5.27	3.88	0.99	0.99	0	0					0	0	0	0									0	3.19	35.03	
3/31/2015 11:59:59 PM	14977	0.04	0.49	0	0.49	0.4	0	0	0	0									0	0	0	4.17					0.04	0	4.22	2.88	0.13	4.26	0.04	0	0	0	0					0	0	0	0									0		0	
3/31/2015 11:59:59 PM	16551	1.69	0.17	0.24	0.41	2.21	0	0	0	0.4	0	0	0	0.27	0	0	0	0					1.06	0	1.06	2.03	0.44	1.25	1.07	132.88	11.59	2.76	2.31	0.04	0.05	0.01	1.15					0	0	0	1.01									0	0	0	
3/31/2015 11:59:59 PM	16748	0	0	0	0	1.47	0	0	0	0									0	0	0	0	0	0	0	0	0	0	0.37	0	0	0.37	0	0	0.97	0.97	0					0	0	0	0											0	
3/31/2015 11:59:59 PM	16944	8.05	0	0	0	0	0	2.75	2.75	1.83													0	0	0	0	0	8.05	1.4	435.78	34.62	9.45	9.42	0.4	1.77	1.37	0					0	3.91	3.91	2.6										20.21	0	
3/31/2015 11:59:59 PM	16953	0.59	0	0	0	7.98	1.66	0	1.66	5.27									0	0	0	1.39	0	0	0	0	0.59	0	2.68	62.2	1.53	3.27	0.59	0	0	0	0					2.8	0	2.8	5.43									0		0	
3/31/2015 11:59:59 PM	17110	0	0	0	0	0	0	0	0	0													0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
3/31/2015 11:59:59 PM	17147	1.16	0.02	0.88	0.9	0.34	0.03	0.18	0.2	0.36					0	0	0	20.87	0	0	0	0	0	4.03	4.03	0.66	0.04	1.12	0.38	73.21	5.66	1.53	1.63	0.14	0.14	0	0.64					0	0.2	0.2	0.21					0	0	0	20.87	0	1.84	0	
3/31/2015 11:59:59 PM	17259	0.01	0	0	0	0	0.05	0	0.05	1.77					0	0	0	0					0	0	0	0	0.01	0	0.32	1.32	0.05	0.33	0.3	0	0	0	0					0.06	0	0.06	1.47									0		0	
3/31/2015 11:59:59 PM	17464	0.5	0	0.24	0.24	0.03	0.06	0.01	0.07	0.3	0.5	0	0.5	0.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.17	34	2.52	0.67	0.81	0.07	1.7	1.64	0					0	0	0	0	0	0	0	0					11.76	25.88	3.16	
3/31/2015 11:59:59 PM	17950	0.52	0.15	0.15	0.3	1.48	0	0	0	0.31					0	0	0	0	0	3.42	3.42	0	0	0	0	0	0.02	0.5	0.59	26.69	2.51	1.1	0.7	0.05	0.33	0.29	0					0	0	0	0.33					0	0	0	0	0	0	0	
3/31/2015 11:59:59 PM	17978	1.15					1.97	0	1.97	0.86									0	0	0	0					0.36	0.79	1.34	63.54	1.49	2.5	3.77	0	0	0	0					0	0	0	0.3									0	0	0	
3/31/2015 11:59:59 PM	18050	1.27	0.29	0.39	0.68	1.55	0.11	0.45	0.56	2.86									0	0	0	0.26	0.41	0	0.41	3.78	0.22	1.06	1.36	83.33	6.16	2.63	1.3	0.53	0.53	0	0.01					0.03	1.01	1.05	4.51									0	0	0	
3/31/2015 11:59:59 PM	18135	3.91	0	1.32	1.32	0.27	0	4.04	4.04	7.62																	0	3.91	1.73	319.83	17.61	5.64	4.7	1.05	2.33	1.28	1.38					0	0	0	0										10.17	19.91	
3/31/2015 11:59:59 PM	18377	2.99	0	0	0	0																					0	2.99	1.45	538.19	17.51	4.44	3.53	1.02	1.69	0.68	0																		0	0	
3/31/2015 11:59:59 PM	18827	1.44	1.94	0.74	2.68	0.24	0	0	0	0.3					0	0	0	0					0	0.13	0.13	0.03	0.33	1.11	0.62	192.75	9.24	2.06	1.89	0.34	1.03	0.69	0.16					0	0	0	0.3					0	0	0	0	0	0	0	
3/31/2015 11:59:59 PM	18836	0.95	0.27	0	0.27	0	0.36	0.44	0.8	0.61													0	0	0	0	0.13	0.81	1.37	64.62	6.87	2.32	3.43	0.44	3.35	2.92	0.3					0	0	0	0.2									0	0	10.64	
3/31/2015 11:59:59 PM	18854	1.17	0	0.49	0.49	2.14	0	0.36	0.36	1.42									0	0	0	0	0	0	0	0	0	1.17	1.06	86.91	9.9	2.24	1.34	0	0	0	0					0	0.57	0.57	2.27										0	0	
3/31/2015 11:59:59 PM	19356	0.03	0	0	0	0	0	0	0	1													0	0	0	0	0.03	0	0.32	1.38	0.14	0.36	0.03	0	0	0	0					0	0	0	1.34									0		0	
3/31/2015 11:59:59 PM	19730	2.25	0	0.16	0.16	0.11	0.12	9.62	9.74	0.37									0	0	0	0	0.04	0	0.04	0.14	0.06	2.18	0.39	168.66	14.8	2.63	3.13	0.08	0.96	0.88	3.13					0	0	0	0									0	0	0	
3/31/2015 11:59:59 PM	19936	0.73	0	0.16	0.16	0.18	0	1.64	1.64	1.4									0	0	0	0	0	0.06	0.06	0.34	0	0.73	0.39	37.66	4.73	1.12	0.77	0.44	0.69	0.25	0					0	2.07	2.07	0.53										0	0	
3/31/2015 11:59:59 PM	19972	4.24	0	0	0	0	0	0	0	0																	0	4.24	2.09	441.73	10.84	6.33	4.24	0.9	0.9	0	0					0	0	0	0										0	0	
3/31/2015 11:59:59 PM	20053	1.82	0	6.15	6.15	0	0	0	0	1.19	0	0	0	0					0	0	0	0	0	44.07	44.07	62.71	0	1.82	0.46	117.17	11.97	2.28	1.86	0	1.14	1.14	0					0	0	0	1.87										0	0	
3/31/2015 11:59:59 PM	20512	2.83	0	0	0	0	4.87	0	4.87	3.11													0	0	0	0	0.65	2.18	2.05	237.75	12.7	4.88	3.2	0	0	0	0					0	0	0	0									0	0	0	
3/31/2015 11:59:59 PM	20633	1.81	0	0	0	0.74	0	0	0	0.05									0	0	0	0	0	0	0	0	0.05	1.76	0.32	93.06	10.3	2.12	9.66	0	3.14	3.14	0					0	0	0	0.4									0	0	0	
3/31/2015 11:59:59 PM	20857	0	0	0	0	0.14	0	0.09	0.09	0.19									0	0	0	1.53	0	0	0	0	0	0	2.03	0.12	0	2.03	0	0	1.12	1.12	0					0	0.14	0.14	0.29										0	63.06	
3/31/2015 11:59:59 PM	21256	6.63	0	0	0	0	0	0	0	0.38													0	0	0	0	5.3	1.33	0.03	196.06	21.82	6.66	11.87	5.3	5.3	0	0					0	0	0	0									0	0	0	
3/31/2015 11:59:59 PM	21359	0.05	0	0	0	19.03	0.47	0.08	0.55	0.08									0	0	0	0	0	0	0	0	0.05	0.01	1.96	5.98	0.27	2.01	0.64	0	0	0	0					0.52	0.13	0.65	0									0	0	6.18	
3/31/2015 11:59:59 PM	21630	0.22	0	1.09	1.09	0.09	0	0	0	0.95													0	0	0	0	0	0.22	0.39	17.76	1.07	0.61	0.22	0	0	0	0					0	0	0	2.08										0	0	
3/31/2015 11:59:59 PM	21658	0.78	0	3.71	3.71	0.93	0	0.8	0.8	2.06	0	0	0	0					0	0	0	0	0	0	0	6.94	0	0.78	2.34	46.35	4.62	3.13	0.78	0.4	2.19	1.79	0.16					0	1.11	1.11	1.72										0	0	
3/31/2015 11:59:59 PM	22048	0.82	0	1.44	1.44	0.98	0	0.09	0.09	0.93					0	0	0	0					0	0.56	0.56	3.29	0	0.82	1.07	64.91	6.34	1.9	2.1	0	2.58	2.58	1.05					0	0	0	1.09										0	0	
3/31/2015 11:59:59 PM	22543	1.43	0	0	0	0	0	0	0	4.3													0	0	0	0	0	1.43	2.01	123.3	4.83	3.44	1.5	0	3.25	3.25	0					0	0	0	1.29										0	0	
