Reporting Period	ID RSSD	UBPR0416	UBPR3506	UBPR5369	UBPR8783	UBPRE582	UBPRE583	UBPRE588	UBPRE589	UBPRE590	UBPRE602	UBPRE621	UBPRE622	UBPRE623	UBPRE624	UBPRG378	UBPRM026	UBPRM027	UBPRM028	UBPRM029	UBPRM030	UBPRM031	UBPRM032	UBPRM033	UBPRM034	UBPRM035	UBPRM036	UBPRM037	UBPRM038	UBPRM039	UBPRM042	
		PLEDGED SECURITIES-BOOK VLAUE	OTH ASSETS-PAST DUE 90DYS OR MOR,ACG	LOANS AND LEASES HELD FOR SALE	FAIR VALUE OF STRUCTURED NOTES	INV_TEMP	ASET_INV_LNLS_LT1	SEC_DBT_NCUR	INV_TEMP_TA	SEC_MKTB_TA	LNLS_LTR_CR_TA	APP_HRSK_NTE_STRU	SEC_APP_DPR_BV_SEC	SEC_APP_ECAP	SEC_PLDG_TS	PLDG LN AND LEASE	PLEDGED ASSETS / PCT OF TOT ASSETS	US TREAS GOVT AGENCIES / PCT OF TOT 	MUNI SEC / PCT OF TOT SEC	PASS-THRU MBS / PCT OF TOT SCTY	CMO REMIC MBS / PCT OF TOT SCTY	CMRL MBS / PCT OF TOT SCTY	ABS / PCT OF TOT SCTY	STRUCT FIN PROD / PCT OF TOT SCTY	OTHR DOM DEBT SECS / PCT OF TOT SCTY	FOR DEBT SEC / PCT OF TOT SCTY	MUT FND OTH MKTBL SCTY / PCT TOT SY	APP IN AFS SEC / PCT OF AFS SEC	PLEDGED LN / PCT OF TOT LN	LN HELD FOR SALE / PCT OF TOT LN	SEC CATEGORIES, PCT TOT SEC	
3/31/2015 11:59:59 PM	37	18405	0	0	7384	8999	16119	0	10.09	0	34.5	-0.03		0	38.58	0	20.64	24.03	55.18	20.79	0	0	0	0	0	0	0	2.55	0	0	100	
3/31/2015 11:59:59 PM	242	3624	0	0	1336	1991	15972	0	4.91	0.01	60.75	0.02		0	28.82	8502	29.91	41.03	56.5	0	0	0	0	0	2.45	0	0.02	2.05	34.28	0	100	
3/31/2015 11:59:59 PM	279	651	0	0	0	5016	15899	0	2.69	0	68.67	0	2.59	2.98	1.68	25404	13.96	10.29	44.66	45.04	0	0	0	0	0	0	0	2.05	19.71	0	100	
3/31/2015 11:59:59 PM	354	158	0	0	0	786	1666	0	7.73	0	27.49	0		0	2.51	0	1.55	70.55	12.18	17.27	0	0	0	0	0	0	0	-0.43	0	0	100	
3/31/2015 11:59:59 PM	457	90	0	0	0	2372	17897	0	5.87	0.01	88.28	0	3.11	0.12	20.69	19123	47.57	0	99.08	0.23	0	0	0	0	0	0	0.69	0.36	53.02	0	100	
3/31/2015 11:59:59 PM	505	75127	0	0	0	66247	87286	0	15.26	0	61.1	0		0	95.07	127081	46.57	19.28	38.82	32.84	0.87	0	0	0	8.19	0	0	2.67	47.3	0	100	
3/31/2015 11:59:59 PM	1155	25972	0	934	0	25339	75473	0	11.59	0	68.28	0	1.79	0.01	82.1	81443	49.14	62.21	37.61	0.17	0	0	0	0	0	0	0	1.17	54.42	0.62	100	
3/31/2015 11:59:59 PM	1351	22349	0	0	26389	5880	65553	0	3.69	0	48	-2.6	0.62	1.84	30.8	0	14.01	43.38	52.93	2.73	0.96	0	0	0	0	0	0	0.11	0	0	100	
3/31/2015 11:59:59 PM	1454	40821	0	704	62961	111100	135878	0	15.21	0	40.24	0.09		0	11.68	0	5.59	69.1	30.74	0.07	0.07	0	0	0	0	0	0.01	1.16	0	0.29	100	
3/31/2015 11:59:59 PM	1557	7382	0	0	801	2717	29314	0	3.26	0	72.25	0.01		0	42.48	12691	24.09	23.28	15.65	23.07	37.99	0	0	0	0	0	0	-0.09	20.96	0	100	
3/31/2015 11:59:59 PM	1669	34198	0	0	0	45237	53181	0	17.59	0	34.76	0	2.59	2.64	28.52	0	13.29	77.7	21.47	0.83	0	0	0	0	0	0	0	0.74	0	0	100	
3/31/2015 11:59:59 PM	1829	27712	0	642	1985	6840	39991	0	1.66	0.54	66.8	-0.04		0	27.33	41507	16.84	9.79	30.35	53.2	0	0	0	0	4.49	0	2.18	2.82	14.95	0.23	100	
3/31/2015 11:59:59 PM	1856	19492	0	0	0	62024	64783	0	48.16	0	34.44	0		0	99	7972	21.32	0	0	0	100	0	0	0	0	0	0	-0.84	17.56	0	100	
3/31/2015 11:59:59 PM	2040	24285	0	0	0	5732	43053	0	2.95	0.01	60.64	0		0	40.95	26378	26.04	20.53	50.16	15.03	11.72	0	0	1.69	0.85	0	0.03	0.87	21.77	0	100	
3/31/2015 11:59:59 PM	2161	1788	0	0	0	12132	34472	0	9.42	0	57.75	0	0	0	7.07	0	1.39	0	64.5	35.5	0	0	0	0	0	0	0	2.16	0	0	100	
3/31/2015 11:59:59 PM	2376	308105	0	0	0	6369	41440	0	0.19	0	81.86	0	0.87	0.17	84.59	2309235	79.86	2.95	0	14.3	76.17	6.59	0	0	0	0	0	1.1	85.11	0	100	
3/31/2015 11:59:59 PM	2554	153	0	0	520	5010	7855	0	36.75	0	38.63	-0.5		0	4.01	0	1.12	0	71.74	0	0	0	0	0	25.56	2.7	0	0.9	0	0	100	
3/31/2015 11:59:59 PM	2732	37703	0	0	0	155763	194107	0	26.5	0	55.61	0		0	38.66	0	6.42	36.15	62.57	0	0	0	0	0	0.72	0.56	0	0.5	0	0	100	
3/31/2015 11:59:59 PM	2750	8630	0	0	1002	1856	19615	0	3.18	6.78	67.68	0.06		0	61.23	14494	39.6	29.96	34.22	5.89	0	0	0	0	1.82	0	28.11	0.27	36.06	0	100	
3/31/2015 11:59:59 PM	3177	108773	0	0	0	80187	110800	0	7.81	0	75.19	0	5.5	0.04	95.92	428227	52.34	18.65	0.35	13.73	0	60.33	0	0	6.92	0	0.02	-0.87	55.35	0	100	
