Reporting Period	ID RSSD	UBPRE836	UBPRE837	UBPRE838	UBPRE839	UBPRE840	UBPRE841	UBPRE842	UBPRE843	UBPRE844	UBPRE845	UBPRE846	UBPRE847	UBPRE848	UBPRE849	UBPRE850	UBPRE851	UBPRE852	UBPRE853	UBPRE854	UBPRE855	UBPRE856	UBPRE857	UBPRE858	UBPRE859	UBPRE860	UBPRE861	UBPRE862	UBPRE863	UBPRE864	UBPRE865	UBPRE866	UBPRE867	UBPRE868	UBPRE869	UBPRE870	UBPRE871	UBPRE872	UBPRE873	UBPRE874	UBPRE875	UBPRE876	
		PDS_3089_FAMRES_T	PDS_3089_HOMEQ_T	PDS_3089_CRCD_T	PDS_3089_AUTLN_T	PDS_3089_CMLLN_T	PDS_3089_OTHLN_T	PDS_3089_TOT_T	PDS_90MOR_FAMRES_T	PDS_90MOR_HOMEQ_T	PDS_90MOR_CRCD_T	PDS_90MOR_AUTLN_T	PDS_90MOR_CMLLN_T	PDS_90MOR_OTHLN_T	PDS_90MOR_TOT_T	PDS_SEC_ASET_T	NCOS_FAMRES_T	NCOS_HOMEQ_T	NCOS_CRCD_T	NCOS_AUTLN_T	NCOS_CMLLN_T	NCOS_OTHLN_T	NCOS_TOT_T	PDM_3089_FAMRES_T	PDM_3089_HOMEQ_T	PDM_3089_CRCD_T	PDM_3089_CMLLN_T	PDM_3089_OTHLN_T	PDM_3089_TOT_T	PDM_90MOR_FAMRES_T	PDM_90MOR_HOMEQ_T	PDM_90MOR_CRCD_T	PDM_90MOR_CMLLN_T	PDM_90MOR_OTHLN_T	PDM_90MOR_TOT_T	PDM_SEC_ASET_T	NCOS_FAMRES_TM_T	NCOS_HOMEQ_TM_T	NCOS_CRCD_TM_T	NCOS_CMLLN_TM_T	NCOS_OTHLN_TM_T	NCOS_TOT_TM_T	
3/31/2015 11:59:59 PM	37																																										
3/31/2015 11:59:59 PM	242																																										
3/31/2015 11:59:59 PM	279																																										
3/31/2015 11:59:59 PM	354																																										
3/31/2015 11:59:59 PM	457																																										
3/31/2015 11:59:59 PM	505																																										
3/31/2015 11:59:59 PM	1155																																										
3/31/2015 11:59:59 PM	1351																																										
3/31/2015 11:59:59 PM	1454																																										
3/31/2015 11:59:59 PM	1557																																										
3/31/2015 11:59:59 PM	1669																																										
3/31/2015 11:59:59 PM	1829																																										
3/31/2015 11:59:59 PM	1856																																										
3/31/2015 11:59:59 PM	2040																																										
3/31/2015 11:59:59 PM	2161																																										
3/31/2015 11:59:59 PM	2376																																										
3/31/2015 11:59:59 PM	2554																																										
3/31/2015 11:59:59 PM	2732																																										
3/31/2015 11:59:59 PM	2750																																										
3/31/2015 11:59:59 PM	3177																																										
3/31/2015 11:59:59 PM	3252																																										
3/31/2015 11:59:59 PM	3458																																										
3/31/2015 11:59:59 PM	3720																																										
3/31/2015 11:59:59 PM	3971																																										
3/31/2015 11:59:59 PM	4156																																										
3/31/2015 11:59:59 PM	4231																																										
3/31/2015 11:59:59 PM	4437																																										
3/31/2015 11:59:59 PM	4839																																										
3/31/2015 11:59:59 PM	5069																																										
3/31/2015 11:59:59 PM	5135																																										
3/31/2015 11:59:59 PM	5210																																										
3/31/2015 11:59:59 PM	5461																																										
3/31/2015 11:59:59 PM	5751																																										
3/31/2015 11:59:59 PM	6039																																										
3/31/2015 11:59:59 PM	6141																																										
3/31/2015 11:59:59 PM	6329																																										
3/31/2015 11:59:59 PM	7009																																										
3/31/2015 11:59:59 PM	7045																																										
3/31/2015 11:59:59 PM	7072																																										
3/31/2015 11:59:59 PM	7157																																										
3/31/2015 11:59:59 PM	7456																																										
3/31/2015 11:59:59 PM	7634																																										
3/31/2015 11:59:59 PM	8033																																										
3/31/2015 11:59:59 PM	8462																																										
3/31/2015 11:59:59 PM	8631																																										
3/31/2015 11:59:59 PM	9357																																										
3/31/2015 11:59:59 PM	9553																																										
3/31/2015 11:59:59 PM	9807																																										
3/31/2015 11:59:59 PM	9955																																										
3/31/2015 11:59:59 PM	10250																																										
3/31/2015 11:59:59 PM	10849																																										
3/31/2015 11:59:59 PM	11145																																										
3/31/2015 11:59:59 PM	11275																																										
3/31/2015 11:59:59 PM	11640																																										
3/31/2015 11:59:59 PM	11837																																										
3/31/2015 11:59:59 PM	12030																																										
3/31/2015 11:59:59 PM	12142																																										
3/31/2015 11:59:59 PM	12179																																										
3/31/2015 11:59:59 PM	12311				0.99		0	0.68				0.1		0	0.07	0.74				0.32		0	0.26	1.58	0.48	0.65	0.06	0.25	0.53	0.84	0.14	0.27	0.06	0.16	0.23	0.76	0.19	0.33	3.49	0.39	0.03	0.24	
3/31/2015 11:59:59 PM	12647																																										
3/31/2015 11:59:59 PM	12656																																										
3/31/2015 11:59:59 PM	12937																																										
3/31/2015 11:59:59 PM	12946																																										
3/31/2015 11:59:59 PM	12955																																										
3/31/2015 11:59:59 PM	13103																																										
3/31/2015 11:59:59 PM	13251																																										
3/31/2015 11:59:59 PM	13457																																										
3/31/2015 11:59:59 PM	14052																																										
3/31/2015 11:59:59 PM	14155																																										
3/31/2015 11:59:59 PM	14650																																										
3/31/2015 11:59:59 PM	14753																																										
3/31/2015 11:59:59 PM	14865																																										
3/31/2015 11:59:59 PM	14977																																										
3/31/2015 11:59:59 PM	16551																																										
3/31/2015 11:59:59 PM	16748																																										
3/31/2015 11:59:59 PM	16944																																										
3/31/2015 11:59:59 PM	16953																																										
3/31/2015 11:59:59 PM	17110																																										
3/31/2015 11:59:59 PM	17147																																										
3/31/2015 11:59:59 PM	17259																																										
3/31/2015 11:59:59 PM	17464																																										
3/31/2015 11:59:59 PM	17950																																										
3/31/2015 11:59:59 PM	17978																																										
3/31/2015 11:59:59 PM	18050																																										
3/31/2015 11:59:59 PM	18135																																										
3/31/2015 11:59:59 PM	18377																																										
3/31/2015 11:59:59 PM	18827																																										
3/31/2015 11:59:59 PM	18836																																										
3/31/2015 11:59:59 PM	18854																																										
3/31/2015 11:59:59 PM	19356																																										
3/31/2015 11:59:59 PM	19730																																										
3/31/2015 11:59:59 PM	19936																																										
3/31/2015 11:59:59 PM	19972																																										
3/31/2015 11:59:59 PM	20053																																										
3/31/2015 11:59:59 PM	20512																																										
3/31/2015 11:59:59 PM	20633																																										
3/31/2015 11:59:59 PM	20857																																										
3/31/2015 11:59:59 PM	21256																																										
3/31/2015 11:59:59 PM	21359																																										
3/31/2015 11:59:59 PM	21630																																										
3/31/2015 11:59:59 PM	21658																																										
3/31/2015 11:59:59 PM	22048																																										
3/31/2015 11:59:59 PM	22543																																										
3/31/2015 11:59:59 PM	22552																																										
3/31/2015 11:59:59 PM	22730																																										
3/31/2015 11:59:59 PM	22936																																										
3/31/2015 11:59:59 PM	23045																																										
3/31/2015 11:59:59 PM	23456																																										
3/31/2015 11:59:59 PM	23504																																										
3/31/2015 11:59:59 PM	23643																																										
3/31/2015 11:59:59 PM	23755																																										
3/31/2015 11:59:59 PM	24006																																										
3/31/2015 11:59:59 PM	24378																																										
3/31/2015 11:59:59 PM	24453																																										
3/31/2015 11:59:59 PM	24659																																										
3/31/2015 11:59:59 PM	24668																																										
3/31/2015 11:59:59 PM	24855																																										
3/31/2015 11:59:59 PM	24949																																										
3/31/2015 11:59:59 PM	25357																																										
3/31/2015 11:59:59 PM	25647																																										
3/31/2015 11:59:59 PM	26176																																										
3/31/2015 11:59:59 PM	26242																																										
3/31/2015 11:59:59 PM	26457																																										
3/31/2015 11:59:59 PM	26765																																										
3/31/2015 11:59:59 PM	27070																																										
3/31/2015 11:59:59 PM	27548																																										
3/31/2015 11:59:59 PM	27614																																										
3/31/2015 11:59:59 PM	27847																																										
3/31/2015 11:59:59 PM	28013																																										
3/31/2015 11:59:59 PM	28152																																										
3/31/2015 11:59:59 PM	28255																																										
3/31/2015 11:59:59 PM	28349																																										
3/31/2015 11:59:59 PM	28406																																										
3/31/2015 11:59:59 PM	28675																																										
3/31/2015 11:59:59 PM	28732																																										
3/31/2015 11:59:59 PM	29476																																										
3/31/2015 11:59:59 PM	29636																																										
3/31/2015 11:59:59 PM	29878																																										
3/31/2015 11:59:59 PM	30052																																										
3/31/2015 11:59:59 PM	30418																																										
3/31/2015 11:59:59 PM	30502																																										
3/31/2015 11:59:59 PM	30650																																										
3/31/2015 11:59:59 PM	30810																																										
3/31/2015 11:59:59 PM	30874																																										
3/31/2015 11:59:59 PM	31134																																										
3/31/2015 11:59:59 PM	31255																																										
3/31/2015 11:59:59 PM	31657																																										
3/31/2015 11:59:59 PM	31826																																										
3/31/2015 11:59:59 PM	31835																																										
3/31/2015 11:59:59 PM	32234																																										
3/31/2015 11:59:59 PM	32766																																										
3/31/2015 11:59:59 PM	32971																																										
3/31/2015 11:59:59 PM	33147																																										
3/31/2015 11:59:59 PM	33259																																										
3/31/2015 11:59:59 PM	33268																																										
3/31/2015 11:59:59 PM	33370																																										
3/31/2015 11:59:59 PM	33839																																										
3/31/2015 11:59:59 PM	33857																																										
3/31/2015 11:59:59 PM	34153																																										
3/31/2015 11:59:59 PM	34425																																										
3/31/2015 11:59:59 PM	34434																																										
3/31/2015 11:59:59 PM	34452																																										
3/31/2015 11:59:59 PM	34537																																										
3/31/2015 11:59:59 PM	34555																																										
3/31/2015 11:59:59 PM	34742																																										
3/31/2015 11:59:59 PM	34836																																										
3/31/2015 11:59:59 PM	35057																																										
3/31/2015 11:59:59 PM	35301																																										
3/31/2015 11:59:59 PM	35570																																										
3/31/2015 11:59:59 PM	35646																																										
3/31/2015 11:59:59 PM	35842																																										
3/31/2015 11:59:59 PM	35879																																										
3/31/2015 11:59:59 PM	36456																																										
3/31/2015 11:59:59 PM	36933																																										
3/31/2015 11:59:59 PM	37051																																										
3/31/2015 11:59:59 PM	37341																																										
3/31/2015 11:59:59 PM	37435																																										
3/31/2015 11:59:59 PM	37640																																										
3/31/2015 11:59:59 PM	37659																																										
3/31/2015 11:59:59 PM	37743																																										
3/31/2015 11:59:59 PM	37949																																										
3/31/2015 11:59:59 PM	38740																																										
3/31/2015 11:59:59 PM	39327																																										
3/31/2015 11:59:59 PM	39420																																										
3/31/2015 11:59:59 PM	39475																																										
3/31/2015 11:59:59 PM	39756																																										
3/31/2015 11:59:59 PM	40033																																										
3/31/2015 11:59:59 PM	40350																																										
3/31/2015 11:59:59 PM	40499																																										
3/31/2015 11:59:59 PM	40855																																										
3/31/2015 11:59:59 PM	41245																																										
3/31/2015 11:59:59 PM	41553																																										
3/31/2015 11:59:59 PM	41629																																										
3/31/2015 11:59:59 PM	41825																																										
3/31/2015 11:59:59 PM	41937																																										
3/31/2015 11:59:59 PM	41955																																										
3/31/2015 11:59:59 PM	42037																																										
3/31/2015 11:59:59 PM	42055																																										
3/31/2015 11:59:59 PM	42354																																										
3/31/2015 11:59:59 PM	42372																																										
3/31/2015 11:59:59 PM	42420																																										
3/31/2015 11:59:59 PM	42448																																										
3/31/2015 11:59:59 PM	42457																																										
3/31/2015 11:59:59 PM	43052																																										
3/31/2015 11:59:59 PM	43351																																										
3/31/2015 11:59:59 PM	43744																																										
3/31/2015 11:59:59 PM	43856																																										
3/31/2015 11:59:59 PM	43959																																										
3/31/2015 11:59:59 PM	44040																																										
3/31/2015 11:59:59 PM	44433																																										
3/31/2015 11:59:59 PM	44741																																										
3/31/2015 11:59:59 PM	44750																																										
3/31/2015 11:59:59 PM	44929																																										
3/31/2015 11:59:59 PM	45038																																										
3/31/2015 11:59:59 PM	45047																																										
3/31/2015 11:59:59 PM	45056																																										
3/31/2015 11:59:59 PM	45430																																										
3/31/2015 11:59:59 PM	45458																																										
3/31/2015 11:59:59 PM	45551																																										
3/31/2015 11:59:59 PM	45560																																										
3/31/2015 11:59:59 PM	45775																																										
3/31/2015 11:59:59 PM	46053																																										
