Reporting Period	ID RSSD	UBPRE553	UBPRE554	UBPRE555	UBPRE556	UBPRE557	UBPRE558	UBPRE559	UBPRE560	UBPRE561	UBPRE562	UBPRE563	UBPRE564	UBPRE565	UBPRE566	UBPRE567	UBPRE568	UBPRE569	UBPRE570	UBPRE571	UBPRE572	UBPRE573	UBPRE574	UBPRE575	UBPRE576	UBPRE577	UBPRE578	UBPRE579	UBPRE580	UBPRE581	
		LN_SMFAM_PT_TOT_A	LN_SMFAM_PT_O15_A	LN_SMFAM_PT_515_A	LNLS_SEC_OTH_TOT_A	LNLS_SEC_OTH_O15_A	LNLS_SEC_OTH_515_A	LNLS_SEC_PT_O15_A	MBS_TOT_OTH_A	MBS_OTH_O3Y_A	NOTES_STRU_AMRT_A	MTG_FV_A	INT_RT_TOT_OTH_A	SEC_AFS_FV_A	SEC_HTM_BV_A	OFBS_TOT_A	SEC_APDP_URL_HTM_A	SEC_APDP_HRM_T1CAP	LN_SEC_CMO_RP_O3A	DEP_LB_OTH_RP_O3_A	RPRC_NET_3YR_AA	LN_SEC_CMO_RP_O1A	DEP_LB_OTH_RP_O1_A	RPRC_NET_1YR_A	DEP_NMAT_TOT_A	DEP_NMAT_TOT_LA	DEP_NMAT_NET_LA_A	NOTES_STRU_T1CAP	MTG_FV_T1CAP	INT_RT_OTH_T1CAP	
3/31/2015 11:59:59 PM	2957014	8.81	0.08	0.87	84.64	1.28	30.38	1.36	0.06	0	11.98	0	11.98	24.47	14.61	39.62	0.46	4.81	49.58	1.78	47.8	70.02	6.06	63.96	66.53	134.2	-16.95	124.07	0	124.07	
3/31/2015 11:59:59 PM	2958048	25.54	1.6	5.54	35.72	0	2.01	1.6	0	0	0	0	0	3.41	0	10.11	0	0	22.4	0	22.4	44.6	6.49	38.11	65.7	293.37	-43.31	0	0	0	
3/31/2015 11:59:59 PM	2958972	17.66	0.48	1.59	67.75	0.69	5.6	1.17	2.45	1.02	0	0	0	7.72	0	17.77	0	0	41.6	5.97	35.63	63	12.9	50.1	62.78	150.93	-21.19	0	0	0	
3/31/2015 11:59:59 PM	2960555	12.98	2.68	0.91	65.4	5.41	12.68	8.09	7.25	3.05	0	0	0	33.38	0	19.34	0	0	32.18	1.44	30.75	44.77	11.22	33.55	59.19	183.92	-27.01	0	0	0	
3/31/2015 11:59:59 PM	2960788	0	0	0	87.8	0	0	0	0	0	0	0	0	1.49	87.8	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
3/31/2015 11:59:59 PM	2963266	32.84	1.65	8.53	50.19	0.2	3.55	1.85	3.75	1.81	0	0	0	13.89	0	13.75	0	0	52.37	0.23	52.13	62.88	24.85	38.03	39.6	75.63	12.76	0	0	0	
3/31/2015 11:59:59 PM	2963275	14.18	0	2.19	66.7	2.16	22.67	2.16	0.63	0.24	0.22	0	0.22	16.95	0	14.74	0	0	38.91	0.4	38.51	52.68	3.58	49.1	74.14	190.52	-35.23	2.22	0	2.22	
3/31/2015 11:59:59 PM	2963547	12.57	2.56	6.62	78.73	8.18	23.62	10.74	0	0	0	0	0	19.94	0	14.5	0	0	62.46	2.56	59.9	72.62	11.9	60.72	50.3	80.54	12.15	0	0	0	
3/31/2015 11:59:59 PM	2963864	18.74	0	1.17	61.41	3.13	8.82	3.13	0	0	0	0	0	20.38	0	7.22	0	0	35.11	3.6	31.5	57.74	12	45.74	46.9	133.59	-11.79	0	0	0	
3/31/2015 11:59:59 PM	2966306	0.14	0.14	0	82.46	0.15	0.03	0.29	0	0	0	0	0	1.08	0	357.43	0	0	0.32	2.49	-2.17	23.86	6.92	16.94	67.23	21177.8	-66.91	0	0	0	
3/31/2015 11:59:59 PM	2966614	16.36	1.1	1.61	74.64	0.27	14.58	1.37	0	0	0.16	0	0.16	8.25	0	11.64	0	0	37.26	8.95	28.31	50.5	34.17	16.33	39.07	104.86	-1.81	1.99	0	1.99	
3/31/2015 11:59:59 PM	2967796	33.77	3.8	12.7	54.67	0	6.55	3.8	0	0	0	0	0	23.48	0	9.08	0	0	49.45	5.73	43.72	67.42	15.24	52.18	40.22	81.34	9.23	0	0	0	
3/31/2015 11:59:59 PM	2970657	5.03	3.16	0.28	78.21	0.55	8	3.7	0	0	0	0	0	7.37	0	19.37	0	0	25.15	1.16	23.99	43.43	9.13	34.3	55.78	221.75	-30.62	0	0	0	
3/31/2015 11:59:59 PM	2973041	4.75	3.71	1.04	71.25	2.05	29.89	5.75	0	0	0	0	0	77	0	0	0	0	60.11	0	60.11	76	0	76	0	0	60.11	0	0	0	
3/31/2015 11:59:59 PM	2973386	46.71	17.96	28.74	0	0	0	17.96	0	0	0	0	0	71.45	0.35	0	0.03	0.03	46.71	0	46.71	46.71	0	46.71	0	0	46.71	0	0	0	
3/31/2015 11:59:59 PM	2980209	0.64	0.1	0.39	80.67	0.01	0	0.11	0.16	0.15	0	0	0	0.18	0	293.55	0	0	0.76	20.32	-19.56	7.74	30.17	-22.43	41.33	5406.54	-40.56	0	0	0	
3/31/2015 11:59:59 PM	2986407	20.09	7.54	9.42	70.55	2.09	10.44	9.63	0.65	0.04	0	0.12	0.12	15.03	0	19.91	0	0	53.97	7.22	46.76	67.73	14	53.74	66.64	123.46	-12.66	0	1.22	1.22	
3/31/2015 11:59:59 PM	2989006	19.25	0.08	1.91	65.63	4.11	15.15	4.19	0	0	3.4	0	3.4	13.78	0	7.65	0	0	35.04	1.32	33.73	57.86	9.68	48.19	58.59	167.21	-23.55	32.72	0	32.72	
3/31/2015 11:59:59 PM	2992501	12.36	2.57	0.61	56.75	1.18	3.18	3.74	9.88	6.84	0.62	0.47	1.09	10.28	3.26	6.54	-0.05	-1.45	20.05	2.37	17.68	32.81	39.99	-7.17	42.2	210.42	-22.14	18.88	14.23	33.11	
3/31/2015 11:59:59 PM	2992547	0	0	0	101.8	0	0	0	0	0	0	0	0	0	0	1294.84	0	0	0	0	0	29.9	0	29.9	0.36		-0.36	0	0	0	
3/31/2015 11:59:59 PM	2997216	14.87	0	14.05	73.68	0.29	22.68	0.29	1.99	0.64	1.42	0	1.42	34.61	0.06	14.51	0	0.02	53.96	0.05	53.92	72.78	2.52	70.26	76.02	140.87	-22.05	14.62	0	14.62	
3/31/2015 11:59:59 PM	2997748	57.18	6.13	4.39	20.38	0.63	2.66	6.75	2.33	2.01	0	0	0	15.87	0	5.07	0	0	18.82	0	18.82	25.81	0.02	25.79	91.35	485.26	-72.52	0	0	0	
3/31/2015 11:59:59 PM	2997926	15.81	0	3.61	70.33	0.71	8.04	0.71	0	0	0.3	0	0.3	10.12	0	11.6	0	0	40.04	1.18	38.85	59.32	21.35	37.98	49.64	123.98	-9.6	2.85	0	2.85	
3/31/2015 11:59:59 PM	2998576	5.32	0.71	0.03	80.16	2.39	0.46	3.11	0	0	0	2.98	2.98	1.68	0.09	13.9	0	0	6.66	29.54	-22.88	12.58	43.41	-30.83	30.68	460.38	-24.02	0	22.53	22.53	
3/31/2015 11:59:59 PM	3005097	18.5	9.52	1.59	62.38	5.68	19.53	15.2	0	0	0	0	0	11.06	0	9.79	0	0	47.07	0.94	46.13	60.95	5.54	55.41	52.78	112.12	-5.71	0	0	0	
3/31/2015 11:59:59 PM	3010000	23.76	7.78	9.59	70.76	2.04	37.02	9.82	0	0	1.51	0	1.51	7.57	0	10.92	0	0	67.21	1.18	66.03	78.52	20.67	57.84	46.5	69.19	20.71	15.49	0	15.49	
3/31/2015 11:59:59 PM	3010318	21.54	0	6.3	41.03	0.81	4.34	0.81	0.36	0	0	0	0	3.67	0	7.31	0	0	28.65	0.35	28.3	47.67	26.06	21.61	40.5	141.34	-11.85	0	0	0	
3/31/2015 11:59:59 PM	3010363	6.25	0.18	1.51	57.93	2.94	10.04	3.12	9.52	1.95	2.06	0	2.06	20.43	0	9.89	0	0	34.25	1.89	32.37	52.13	9.01	43.12	72.39	211.34	-38.14	22.07	0	22.07	
3/31/2015 11:59:59 PM	3013823	31.85	13.91	10.15	51.87	2.53	13.29	16.44	7.41	3.67	0	1.18	1.18	22.88	1.49	41.52	0.09	1.02	62.46	9.9	52.56	75.66	18.7	56.96	49.55	79.33	12.91	0	13.98	13.98	
3/31/2015 11:59:59 PM	3015939	4.25	0	0.68	39.68	0	10.96	0	0	0	0	0	0	18.04	2.11	14.35	0.02	0.25	22.96	0.02	22.94	32.29	0.02	32.27	90.9	395.94	-67.94	0	0	0	
3/31/2015 11:59:59 PM	3016347	78.69	2.74	8.01	11.67	2.01	3.01	4.75	0.78	0.78	0	0	0	2.79	6.44	3.06	0.11	1.26	19.98	4.76	15.22	22.95	24.75	-1.8	37.62	188.27	-17.64	0	0	0	
3/31/2015 11:59:59 PM	3017081	0	0	0	0.71	0	0	0	88.43	87.09	0	0	0	95.72	0	0	0	0	87.09	0	87.09	89.14	0	89.14	0	0	87.09	0	0	0	
3/31/2015 11:59:59 PM	3019982	17.35	4.99	1.44	70.55	1.79	11.33	6.79	4.73	3.64	0	0	0	8.44	0	28.15	0	0	48.55	6.8	41.75	64.31	22.38	41.93	37.35	76.95	11.19	0	0	0	
3/31/2015 11:59:59 PM	3020447	6.56	0	0.46	79.97	0	3.21	0	0	0	0	0	0	0.71	0	26.04	0	0	28.97	0.44	28.54	47.65	13.17	34.48	54.72	188.88	-25.75	0	0	0	
3/31/2015 11:59:59 PM	3022076	14.96	0.26	1.85	44.4	0	2.09	0.26	2.16	0.85	0	0	0	6.99	0	2.22	0	0	18.48	2.17	16.31	28.35	48.26	-19.91	23.03	124.66	-4.56	0	0	0	
3/31/2015 11:59:59 PM	3022610	35.93	9.92	12.11	60.15	0	21.64	9.92	1.07	0	0	0.02	0.02	24.37	0	12.39	0	0	56.23	0	56.23	74.85	5.87	68.98	58.67	104.35	-2.45	0	0.19	0.19	
3/31/2015 11:59:59 PM	3025134	19.98	6.43	3.86	58.97	0.07	12.28	6.5	3.08	2.27	0	0	0	15.14	0	11.22	0	0	39.96	3.01	36.95	60.22	19.43	40.79	42	105.11	-2.04	0	0	0	
3/31/2015 11:59:59 PM	3025406	5.86	0.56	3.06	77.18	6.72	10.04	7.28	6.26	4.39	0	0.16	0.16	17.04	0.67	32.25	0.01	0.15	33.08	0	33.08	55.41	0.52	54.89	87.05	263.2	-53.98	0	1.6	1.6	
3/31/2015 11:59:59 PM	3025929	10.11	2.38	1.21	75.5	4.29	14.27	6.67	0	0	0	0	0	10.18	6.93	9.42	0	0	36.92	0.89	36.03	61.28	9.12	52.16	52.59	142.46	-15.67	0	0	0	
3/31/2015 11:59:59 PM	3027763	15.63	0.79	3.78	64.37	0	12.01	0.79	2.11	0	0	0	0	15.83	0	46.55	0	0	42.65	0.2	42.45	60.55	11.23	49.32	64.46	151.14	-21.81	0	0	0	
3/31/2015 11:59:59 PM	3028902	17.03	4	10.17	60.9	1.63	20	5.63	7.44	6.41	0	0	0	25.75	0	12.77	0	0	48.47	0.16	48.31	57.36	1.13	56.22	79.76	164.54	-31.28	0	0	0	
3/31/2015 11:59:59 PM	3029253	49.71	8.3	13.93	7.51	0	0	8.3	6.76	6.62	0	0	0	71.43	0	0	0	0	33.34	0	33.34	56.55	0	56.55	0	0	33.34	0	0	0	
3/31/2015 11:59:59 PM	3029589	8.91	2.73	2.48	81.96	5.8	20.15	8.53	0.19	0.19	0.67	0	0.67	10.69	11.72	23.81	0.08	0.98	48.57	7.93	40.64	63.88	12.79	51.09	54.03	111.24	-5.46	8.06	0	8.06	
3/31/2015 11:59:59 PM	3032833	18.24	0.31	2.52	52.96	2.1	7.24	2.42	0	0	0	0	0	4.56	0	12.03	0	0	39.32	2.11	37.21	52.91	7.75	45.15	45.33	115.27	-6.01	0	0	0	
3/31/2015 11:59:59 PM	3034257	25.18	13.25	7.37	55.31	12.04	15.65	25.29	12.36	8.31	0	0	0	31.21	0	10.11	0	0	63.73	2.95	60.78	79.46	13.88	65.58	54.56	85.62	9.16	0	0	0	
3/31/2015 11:59:59 PM	3034695	36.36	29.13	6.74	50	11.94	20.85	41.07	0	0	6.44	0	6.44	0.2	7.42	10.37	-0.03	-0.35	72.69	3.21	69.48	75.45	14.2	61.25	52.41	72.1	20.28	77.24	0	77.24	
3/31/2015 11:59:59 PM	3037874	11.16	0.31	1.19	78.43	5.25	18.97	5.57	1.61	1.61	0	0	0	23.41	0	12.33	0	0	54.8	1.9	52.9	73.35	8.12	65.23	57.81	105.49	-3.01	0	0	0	
3/31/2015 11:59:59 PM	3039636	4.37	0.91	2.45	70.57	8.27	26.07	9.18	1.59	0.55	0.8	0.12	0.91	5.65	1.54	13.81	0.01	0.11	47.88	0.41	47.48	56.78	3.36	53.42	68.54	143.14	-20.66	6.03	0.88	6.91	
3/31/2015 11:59:59 PM	3040418	13.52	2.58	0.86	46.21	0	7.54	2.58	0	0	0	0	0	5.22	0	5.18	0	0	34.5	4.35	30.14	47.18	17.46	29.72	55.13	159.82	-20.64	0	0	0	
3/31/2015 11:59:59 PM	3041358	33.12	19.8	10.11	58.66	10.18	9.58	29.98	0	0	0	0	0	1.81	0	10.56	0	0	60.04	1.13	58.91	69.34	3.72	65.62	64.11	106.77	-4.07	0	0	0	
3/31/2015 11:59:59 PM	3041974	28.47	15.04	11.09	48.67	0.57	5.87	15.61	8.17	7.74	0	0	0	15.84	10.75	40.55	0.24	2.78	43.52	0.38	43.14	47.06	2.91	44.15	71.66	164.65	-28.14	0	0	0	
3/31/2015 11:59:59 PM	3042234	35.47	8.76	12.64	52.33	14.15	24.54	22.91	0	0	0	0	0	59.5	0	3.81	0	0	72.53	0.8	71.73	81.7	4.79	76.91	52.94	72.99	19.59	0	0	0	
3/31/2015 11:59:59 PM	3045383	0	0	0	89.08	0	0	0	0	0	0	0	0	0.88	89.08	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
3/31/2015 11:59:59 PM	3047659	29.1	0.39	3.2	59.68	5.25	11.47	5.63	0.99	0.99	0.32	0	0.32	12.61	0	16.26	0	0	55.65	1.01	54.64	75.72	5.26	70.46	62.2	111.78	-6.56	4.01	0	4.01	
3/31/2015 11:59:59 PM	3048487	4.18	0.68	1.23	78.2	7.88	24.85	8.56	1.09	0.44	0	0	0	14.06	0	17.75	0	0	52.44	1.32	51.12	65.31	6.13	59.18	72.7	138.64	-20.26	0	0	0	
3/31/2015 11:59:59 PM	3048937	10.48	5.45	3.52	1.84	0.05	0	5.5	0	0	0	0	0	0	0	0.01	0	0	9.62	0	9.62	9.95	5.57	4.38	71.94	747.87	-62.32	0	0	0	
3/31/2015 11:59:59 PM	3049635	19.83	0	3.8	69.1	1.55	8.35	1.55	0.01	0	0	0	0	8	0	10.8	0	0	32.23	5.12	27.11	56.19	14.02	42.17	41.22	127.91	-9	0	0	0	
3/31/2015 11:59:59 PM	3049699	5.4	0.07	2.12	88.36	0.19	7	0.26	0.37	0.29	0.24	0.09	0.33	8.98	0	28.35	0	0	27.47	1.7	25.77	44.41	9.04	35.37	64.57	235.03	-37.1	2.6	1.01	3.6	
3/31/2015 11:59:59 PM	3049729	15.66	5.89	6.3	59.29	10.79	26.29	16.68	0.41	0	0	0	0	42.06	0.52	0.17	0	0	55.55	1.95	53.6	63	35.25	27.76	12.96	23.33	42.59	0	0	0	
3/31/2015 11:59:59 PM	3051432	15.47	1.96	11.83	76.45	8.41	9.45	10.38	0	0	0	0	0	9.72	6.21	16.43	-0.01	-0.09	45.19	5.28	39.91	59.59	13.8	45.79	43.74	96.79	1.45	0	0	0	
3/31/2015 11:59:59 PM	3052813	2.52	0.17	0.85	72.41	1.11	30.51	1.28	2.68	1.2	0	0	0	9.36	0	10.72	0	0	48.22	1.21	47.01	60.99	3.88	57.11	70.4	145.99	-22.18	0	0	0	
3/31/2015 11:59:59 PM	3057818	20.01	1.59	9.78	62.13	0.86	21.58	2.45	0	0	0	0	0	17.39	0	8.07	0	0	57.66	0.05	57.61	74.09	1.97	72.12	70.13	121.63	-12.47	0	0	0	
3/31/2015 11:59:59 PM	3058114	0	0	0	46.21	0	0	0	0	0	0	0	0	87.64	0	0	0	0	0	0	0	24.93	0	24.93	0		0	0	0	0	
3/31/2015 11:59:59 PM	3058329	13.84	0.57	5.67	66.96	0.97	12.8	1.54	1.74	1.17	0	0	0	7.41	0	16.37	0	0	40.28	3.16	37.12	61.45	9.93	51.52	59.29	147.19	-19.01	0	0	0	
3/31/2015 11:59:59 PM	3066025	0	0	0	40.96	0	0	0	0	0	0	0	0	59.87	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	
3/31/2015 11:59:59 PM	3067929	5.71	0	0.05	67.11	0	3.01	0	0	0	8.79	0	8.79	11.5	0	5.41	0	0	30.67	0.08	30.59	54.89	6.58	48.31	60.37	196.86	-29.7	80.67	0	80.67	
3/31/2015 11:59:59 PM	3068579	44.31	13.45	24.26	51.32	2.57	14.19	16.02	0	0	0	0	0	11.51	0	11.4	0	0	72.87	1.42	71.45	86.68	3.83	82.86	72.32	99.24	0.56	0	0	0	
3/31/2015 11:59:59 PM	3070545	27.26	3.98	16.22	65.11	3.9	25.83	7.87	0	0	0	0	0	27.83	0	10.28	0	0	66.36	2.56	63.8	77.61	7.43	70.18	68.76	103.61	-2.39	0	0	0	
3/31/2015 11:59:59 PM	3075474	11.03	0	2.99	56.49	5.46	11.97	5.46	0.37	0.37	0	0.17	0.17	8.68	0	7.42	0	0	26.83	7.02	19.81	43.16	13.18	29.98	66.13	246.53	-39.31	0	3.01	3.01	
3/31/2015 11:59:59 PM	3076220	8.27	0	3.19	75.3	0	4.65	0	1.62	1.09	0	0	0	13.48	0	20.68	0	0	31.46	4.32	27.14	51.21	12.39	38.82	62.94	200.09	-31.49	0	0	0	
3/31/2015 11:59:59 PM	3076248	29.76	14.6	5.16	64.18	2.54	1.58	17.14	2.88	1.82	17.9	0.14	18.04	27.41	21.75	12.22	0.76	9.9	30.77	0.31	30.46	33.81	0.51	33.3	90.48	294.07	-59.71	234.01	1.86	235.87	
3/31/2015 11:59:59 PM	3076284	0.1	0	0	73.36	0	7.19	0	0.79	0.79	0.5	0.84	1.34	8.68	0	7.7	0	0	22.76	0.05	22.71	33.91	7.01	26.9	52.22	229.43	-29.46	3.59	5.99	9.58	
3/31/2015 11:59:59 PM	3076453	15.19	2.5	0.68	56.03	5.42	7.94	7.92	1.14	0.42	0	0	0	2.19	0	18.32	0	0	29.19	0.56	28.63	41.26	4.74	36.52	74.84	256.41	-45.65	0	0	0	
3/31/2015 11:59:59 PM	3076604	11.03	5	1.7	73.84	10.44	8.96	15.45	0	0	0	0	0	2.51	0.75	46.1	0	0	51.65	3.09	48.56	70.64	9.22	61.43	70.95	137.37	-19.3	0	0	0	
3/31/2015 11:59:59 PM	3085240	17.61	0	0	70.92	3.19	6.8	3.19	0	0	0	0	0	8.57	0	7.61	0	0	43.02	4.08	38.94	61.45	37.97	23.48	25.2	58.57	17.82	0	0	0	
3/31/2015 11:59:59 PM	3086256	3.15	0	2.98	86.21	0	6.49	0	2.79	2.42	0.05	0	0.05	27.11	0	11.79	0	0	43.77	6.72	37.05	68.22	16.15	52.07	53.53	122.3	-9.76	0.49	0	0.49	
3/31/2015 11:59:59 PM	3089752	0	0	0	84.28	0	35.87	0	0	0	0	0	0	88.01	0	0	0	0	54.13	0	54.13	74.85	0	74.85	0	0	54.13	0	0	0	
3/31/2015 11:59:59 PM	3090338	6.12	2.94	1.72	77.88	8.77	45.29	11.71	0	0	0	0	0	0	1.12	7.74	0	0.05	72.91	10.86	62.05	77.92	23.46	54.46	60.54	83.03	12.38	0	0	0	
3/31/2015 11:59:59 PM	3090833	17.37	1.51	0.03	72.45	0.09	3.74	1.6	0	0	0	0	0	3.31	1.8	5.32	0	0.01	36.43	0.13	36.3	62.84	12.26	50.58	44	120.78	-7.57	0	0	0	
3/31/2015 11:59:59 PM	3093964	13.32	4.61	3.44	67.45	1.05	11.9	5.66	1.42	1.3	0	0.12	0.12	2.19	0	5.57	0	0	40.63	1.73	38.91	59.38	11.06	48.32	57.71	142.03	-17.08	0	1.23	1.23	
3/31/2015 11:59:59 PM	3097243	6.9	0.68	0	69.03	1.14	2.19	1.82	0	0	1.45	0	1.45	3.07	0	13.44	0	0	21.54	0.03	21.51	46.8	2.8	43.99	69.45	322.35	-47.9	13.99	0	13.99	
3/31/2015 11:59:59 PM	3102893	2.34	0	1.1	86.45	0	39.1	0	0.17	0.17	3.06	0	3.06	3.51	0	7.03	0	0	51.44	2.55	48.9	63.23	19.23	44	44.1	85.72	7.35	23.73	0	23.73	
3/31/2015 11:59:59 PM	3103591	17.45	0.51	6.67	70.72	0.58	20.3	1.09	1.73	1.35	0	0	0	40.72	0	6.9	0	0	53.11	4.68	48.44	71.91	19.32	52.58	55.09	103.73	-1.98	0	0	0	
3/31/2015 11:59:59 PM	3105308	3.31	0.52	0	69.38	0	5.48	0.52	0	0	0	0	0	0	0	2.93	0	0	28.82	3.05	25.78	44.14	12.22	31.92	51.88	179.99	-23.06	0	0	0	
3/31/2015 11:59:59 PM	3109043	18.92	0.89	9.33	75.46	1.33	35.86	2.22	0	0	0.14	0	0.14	4.62	1.04	14.99	0	0	65.59	3.47	62.12	79.78	8.41	71.37	49.07	74.81	16.52	1.3	0	1.3	
3/31/2015 11:59:59 PM	3109146	38.56	10.7	7.91	53.28	1.61	17.7	12.31	0	0	0.3	1.86	2.15	0	5.23	33.28	-0.05	-0.44	56.62	13.13	43.48	64.31	31.74	32.57	43.8	77.37	12.81	2.82	17.62	20.44	
3/31/2015 11:59:59 PM	3110197	12.29	0.94	1.29	78.5	15.61	27.38	16.55	0.2	0.2	0	0	0	1.32	0	10.8	0	0	57.36	10.3	47.06	69.23	20.1	49.13	46.36	80.83	11	0	0	0	
3/31/2015 11:59:59 PM	3116519	6.56	0	0	77.38	0	17.13	0	0	0	0.4	0	0.4	3.53	0	6.22	0	0	51.06	11.28	39.78	76.05	37.29	38.77	25.49	49.92	25.57	4.91	0	4.91	
3/31/2015 11:59:59 PM	3117431	12.04	0.62	3.29	48.87	0.97	4.77	1.6	0	0	0	0	0	15.67	0	16.97	0	0	19.69	6.43	13.26	38.68	7.39	31.29	77.93	395.72	-58.24	0	0	0	
3/31/2015 11:59:59 PM	3118447	4.78	3.5	0.45	73.89	1.09	36.26	4.59	0	0	0.38	0	0.38	5.7	0	4.89	0	0	51.57	16.26	35.32	65.19	38.67	26.53	49.42	95.83	2.15	7.74	0	7.74	
3/31/2015 11:59:59 PM	3120646	15.54	4.95	3.88	75.05	9.37	26.3	14.33	0	0	0	0	0	44.51	0	6.37	0	0	59.13	3.53	55.6	74.62	7.71	66.91	53.19	89.96	5.93	0	0	0	
3/31/2015 11:59:59 PM	3120897	28.46	6.38	3.51	57.54	6.54	18.21	12.92	0	0	0	0	0	3.97	1.02	11.34	0	0	49.25	2.14	47.1	61.62	19.04	42.58	45.23	91.84	4.02	0	0	0	
3/31/2015 11:59:59 PM	3121072	0.5	0.5	0	93.38	0	73.18	0.5	0	0	0	0	0	0	1.13	16.64	0.01	0.09	88.94	21.22	67.72	93.31	49.07	44.25	0	0	88.94	0	0	0	
3/31/2015 11:59:59 PM	3121081	0	0	0	93.23	0	0	0	0	0	0	0	0	93.23	0	0	0	0	23.43	0.26	23.18	77.73	0.26	77.47	79.52	339.33	-56.08	0	0	0	
3/31/2015 11:59:59 PM	3121308	16.82	4.12	0.78	54.89	0.04	10.71	4.16	0	0	2.72	0	2.72	4.33	2.17	9.09	0	0	35.25	0.98	34.27	47.97	4.54	43.43	67.52	191.55	-32.27	27.38	0	27.38	
3/31/2015 11:59:59 PM	3122828	6.25	1.29	0	77.5	0	3.5	1.29	0.05	0	1.24	0	1.24	51.32	9.92	3.44	0.15	1.33	27.85	0.02	27.83	68.82	6.49	62.33	39.92	143.33	-12.07	10.67	0	10.67	
3/31/2015 11:59:59 PM	3122994	44.17	0.99	0.82	39.71	0.31	1.19	1.3	0	0	0	0	0	0	1.69	6.49	0.05	0.58	12.88	3.75	9.13	50.29	17.92	32.38	54.36	422.11	-41.48	0	0	0	
3/31/2015 11:59:59 PM	3125315	17.84	1	0.81	74.2	1.86	37.29	2.86	0	0	0	0	0	42.02	0	3.62	0	0	65.24	14.26	50.97	83.83	36.76	47.07	36.19	55.48	29.05	0	0	0	
3/31/2015 11:59:59 PM	3125557	20.48	3.09	14.33	60.38	6.93	20.24	10.02	7.6	3.38	2.5	0	2.5	39.12	0	4.62	0	0	61	0.21	60.79	73.34	3.54	69.8	66.32	108.71	-5.31	20.55	0	20.55	
3/31/2015 11:59:59 PM	3128923	16.86	0.74	6.91	60.62	2.96	7.3	3.69	0	0	0	0	0	10.74	0	7.66	0	0	34.59	2.37	32.22	52.98	17.7	35.28	44.36	128.25	-9.77	0	0	0	
3/31/2015 11:59:59 PM	3129902	5.91	0.21	0.77	79.41	2.75	8.62	2.96	0	0	2.07	0	2.07	3.94	0	8.62	0	0	30.62	2.85	27.78	46.67	5.07	41.6	76.52	249.87	-45.9	21.18	0	21.18	
3/31/2015 11:59:59 PM	3131400	6.6	0.56	1.88	74.18	3.57	27.28	4.14	0	0	0.3	0	0.3	6.15	0.35	10.02	0	0	41	1.08	39.91	58.5	5.08	53.42	66.59	162.42	-25.59	6.18	0	6.18	
3/31/2015 11:59:59 PM	3133011	10.91	0.71	0.65	82.52	0	11.29	0.71	0.09	0	0.29	0	0.29	3.04	0.84	14.74	0.02	0.15	53.61	1.21	52.4	69.39	20.24	49.16	40.43	75.42	13.18	2.29	0	2.29	
3/31/2015 11:59:59 PM	3133570	10.78	0	0	55.65	1.37	2.19	1.37	0	0	0	0	0	0.36	0	1.18	0	0	22.41	8.59	13.82	41.79	22.2	19.59	59.14	263.89	-36.73	0	0	0	
3/31/2015 11:59:59 PM	3134399	9.11	0	3.67	49.48	1.04	10.11	1.04	0	0	0	0	0	21.55	0	4.37	0	0	23.9	0.05	23.85	40.08	0.97	39.12	78.02	326.48	-54.12	0	0	0	
3/31/2015 11:59:59 PM	3134698	10.57	4.3	0.27	78.94	2.52	9.4	6.82	0	0	3.01	0	3.01	8.62	1.39	9.66	0	0	32.62	2.28	30.34	42.41	23.11	19.29	49.32	151.19	-16.7	29.43	0	29.43	
3/31/2015 11:59:59 PM	3138146	1.96	0.62	0.23	80.1	7.75	24.33	8.37	7.95	6.07	0.17	0	0.17	12.1	0	27.39	0	0	53.76	0.03	53.73	69.95	2.9	67.05	69.38	129.07	-15.63	1.94	0	1.94	
3/31/2015 11:59:59 PM	3139321	9.61	0.75	0.47	75.37	2.18	30.03	2.93	0.8	0.8	1.83	0	1.83	31.21	0	6.33	0	0	50.43	4.66	45.77	75.26	16.35	58.9	63.1	125.12	-12.67	19.37	0	19.37	
3/31/2015 11:59:59 PM	3140822	15.41	2.03	4.19	69.91	0.84	15.73	2.87	0.16	0.08	0.31	0	0.31	18.03	0	11.21	0	0	47.48	0.39	47.09	65.61	7.39	58.23	67.45	142.05	-19.96	3.77	0	3.77	
3/31/2015 11:59:59 PM	3141726	30.37	6.3	9.02	59.22	10.34	24.05	16.64	0	0	0	0	0	34.72	0.18	9.86	0.01	0.1	59.26	1.81	57.45	70.18	6.64	63.55	58.78	99.19	0.48	0	0	0	
3/31/2015 11:59:59 PM	3142358	10.84	1.1	1.82	79.86	0.14	3.89	1.24	3.89	2.77	0	0	0	6.99	0	26.19	0	0	34.12	8.35	25.77	48.86	20.56	28.31	38.22	112.03	-4.1	0	0	0	
3/31/2015 11:59:59 PM	3143805	6.11	1.22	0.74	81.94	2.72	31.44	3.94	0.23	0	0	0.09	0.09	0.23	0	17.12	0	0	55.93	0.23	55.7	65.56	2.44	63.12	53.11	94.97	2.81	0	0.84	0.84	
