Reporting Period	ID RSSD	UBPR1795	UBPR3123	UBPR4635	UBPRC233	UBPRD582	UBPRE006	UBPRE019	UBPRE020	UBPRE021	UBPRE022	UBPRE023	UBPRE386	UBPRE388	UBPRE390	UBPRE391	UBPRE395	UBPRE397	UBPRE398	UBPRE399	UBPRE400	UBPRE401	UBPRE402	UBPRE404	UBPRE405	UBPRE406	UBPRE407	UBPRE408	UBPRE409	UBPRE410	UBPRE411	UBPRE412	UBPRE413	UBPRE543	UBPRE586	UBPRE587	UBPRE594	UBPRFB60	UBPRFB61	UBPRFB64	UBPRFB66	UBPRFB69	UBPRFB70	
3/31/2015 11:59:59 PM	6329	1368	6071	1580	0	0	0.72	1.44	2.83	1.11	1.6	1.6	381246	11.99	1.66	0.22	0.66	0.2		0	0	0.12	0	0	0.47		0	1.21		3.43	-4.35	0		0	0	0.74	0	0.13	0	3.59				
3/31/2015 11:59:59 PM	7009	0	0	0	0	0	0	0			0	0	286468		0	0												0		0		0												
3/31/2015 11:59:59 PM	7045	12	1234	16	0	0	0.19	0.06	44.75	25.71	1.54	1.54	80542	4.61	0.08	0.02	0.82	0		0	0	0	0		0		0	0		0.4	2.42	0		0		0	0	0	0	0.52				
3/31/2015 11:59:59 PM	7072	410	1499	443	0	0	0.86	1.21	0.8	0.91	1.1	1.1	135282	24.09	1.31	0.1	0.46	-0.08		0	0	-0.1	0	0	0			45.26		-0.56		0		0	0	0	0	-0.11	0					
3/31/2015 11:59:59 PM	7157	-1	240	0	0	0	0	-0.02			1.06	1.06	22667	133.33	0	0.02		0			0	0			0		0	0	0	-0.11							0	0		-0.21				
3/31/2015 11:59:59 PM	7456	0	591	0	0	0	0.08	0			1.16	1.16	50578	0	0	0		0		0	0	0	0		0		0	0		0		0		0	0	0	0	0	0	0				
3/31/2015 11:59:59 PM	7634	51	1071	74	0	0	0.2	0.5	4.37	5.25	2.58	2.58	40510	81.42	0.73	0.23	2.43	-0.28		-3.01	0	-0.08			0		0	4.93		1.15		0			-3.01		0	-0.08	0	0				
3/31/2015 11:59:59 PM	8033	-19	1046	10	0	0	0	-0.05			0.62	0.62	165399	184.13	0.02	0.07	1.42	0		0	0	0		0	0			-0.03		0.17		-2.37		0	0	0	0	0	0	0				
3/31/2015 11:59:59 PM	8462	-1	599	2	0	0	0.04	-0.01			1.28	1.28	46432	44.44	0.02	0.03		0			0	0			0		0	0		-0.04						0	0	0	0	-0.05				
3/31/2015 11:59:59 PM	8631	2	441	3	0	0	0	0.02	82.5	55.12	1.34	1.34	34220	50	0.04	0.01	3.97	0		0	0	0			0			0		0.17		0			0	0		0	0	0.42				
3/31/2015 11:59:59 PM	9357	-1	3194	0	0	0	0	0			1.21	0.79	298092	5.71	0	0	42.59	0		0		0	0		0			0		0		0		0		0	0	0	0	0			0	
3/31/2015 11:59:59 PM	9553	-1	953	0	0	0	0	0			1.1	1.1	88718		0	0	3.71	0		0	0	0	0	0	0		0	-0.05		0		0		0		0		0	0	0				
3/31/2015 11:59:59 PM	9807	-1710	37400	79	0	0	0	-0.45			2.45	2.45	1522084	1111.18	0.02	0.47	2.8	-0.46		-1.91		0.06	0	0.02	-0.01			-0.15		0		0		0	-2.4	0	-0.01	0	1.35					
3/31/2015 11:59:59 PM	9955	-2	1513	1	0	0	0	-0.01			2.16	2.16	69868	100	0.01	0.02	151.3	0			0	0	0	0	0		0	-0.14	0	0.25		0				0	0	0	0	0				
3/31/2015 11:59:59 PM	10250	40	4585	133	0	0	-0.28	0.07	26.68	28.66	1.98	1.98	232197	20.72	0.23	0.16	4.42	0.21		0.04	2.25	0.81	-0.09	0	-0.01			-0.49		-0.21	2.2	2.52		0	0.05	-0.01	-0.01	-0.01	5.44	-0.63			0	
3/31/2015 11:59:59 PM	10849	-87	1434	9	0	0	0.03	-0.28			1.16	1.16	125385	41.33	0.03	0.31		-0.3		-3.68	0	0.15	33.49	0	0		0	0		0		0		0	-5.93	0	0	-0.02	0	0	0			
3/31/2015 11:59:59 PM	11145	29	1818	40	0	0	0.45	0.08	26.21	15.67	1.19	1.19	152785	4.71	0.1	0.03	0.79	0.09		0	0	0.02	0		0.18			0		0.03		0		0	0	0.22	0	0.02	0	0				
3/31/2015 11:59:59 PM	11275	222	15704	450	0	0	0	0.07	21.33	17.68	1.41	1.29	1194147	18.4	0.15	0.08	0.75	0.08	0	0	0	0.17	0.5	-0.02	-0.01			-0.02		1.14		1.68		0	0	-0.03	0	0.11	0.04	0				
3/31/2015 11:59:59 PM	11640	-84	2511	25	0	0	0.14	-0.17			1.21	1.21	201811	30.55	0.05	0.22	3.68	0		-0.01	0	0	0	0	0		0	-1.27		0.1		9.06		0	-0.02	0	0	0	0	-0.12				
3/31/2015 11:59:59 PM	11837	-9	461	0	0	0	-0.29	-0.11			1.35	1.35	34198	5.32	0	0.11	0.73	-0.01		-0.04	0	0	0	0	0			-4.02		0	0	0		0	-0.04	0	0	0	0	0				
3/31/2015 11:59:59 PM	12030	596	7906	1592	0	0	0.93	0.98	4.56	3.32	3.22	3.22	242836	61.64	2.62	1.64	0.93	0.19		0.79	2.33	-2.23		0	0.56			9.05		-1.76		-2.63		0	0.88	0.72	-0.39	-2.24	-1.65	-3.68				
3/31/2015 11:59:59 PM	12142	18	1555	35	0	0	0.06	0.07	26.33	21.6	1.44	1.44	107706	15.78	0.13	0.06	26.81	0		0	0	0	0	0	0			0.07		0.3	0	1.32		0	0	0	0	0	0	0				
3/31/2015 11:59:59 PM	12179	-24	276	2	0	0	-0.25	-0.34			0.99	0.99	27866	73.24	0.03	0.37	3.54	-0.38		0		-0.47	0	0	0			0		0				0		0	0	-0.49	0	0				
3/31/2015 11:59:59 PM	12311	28871	600918	57358	0	2293	0.16	0.24	9.05	5.2	1.26	1.22	48139246	46	0.48	0.24	1.66	0.17	-0.33	0.01	-1.53	0.25	0.33	-0.64	0.13		-0.07	0.38	-0.01	0.26	3.55	0.18		0.99	-0.17	0.37	-0.2	0.22	-0.35	0.19	0		-0.01	
3/31/2015 11:59:59 PM	12647	0	1011	0	0	0	0.07	0			1.66	1.65	62024	0	0	0	1.52	0		0	0	0	0		0		0	0		0		0		0	0	0	0	0	0	0				
3/31/2015 11:59:59 PM	12656	-5	292	0	0	0	0.05	-0.18			2.78	2.78	10879	71.43	0	0.18	10.07	0		0	0	0			0		0	0	0	-1.33					0	0	0	0	0	-1.31				
3/31/2015 11:59:59 PM	12937	121	1840	122	0	0	0.06	0.33	3.58	3.8	1.25	1.25	146150	1.86	0.33	0	2.14	0.36		0	0	1.3	2.67	0	0			0		0		0		0	0	0	0	0	0					
3/31/2015 11:59:59 PM	12946	-253	15363	605	60	0	0.4	-0.11			1.63	1.63	936382	125.39	0.26	0.37	1.02	-0.3		-2.14	0	0.14	0	0	0		-0.51	1.04		0.38	0	0		-24.56	0.28	0	0	0.14	0	0.02				
3/31/2015 11:59:59 PM	12955	0	1269	0	0	0	0.06	0			1.2	1.16	109925	0	0	0	38.45	0		0	0	0	0	0	0			0		0		0		0	0	0	0	0	0	0				
3/31/2015 11:59:59 PM	13103	116	11791	175	0	0	0.06	0.04	30.05	25.41	0.93	0.93	1255232	50.97	0.06	0.02	1.26	0.03		0.22		0.03	0	0	0			0		0.09		0		0	0.43	0	0	0.03	0	0.07				
3/31/2015 11:59:59 PM	13251	-3	476	0	0	0	0.3	-0.05			2.11	2.11	22782	4.6	0	0.05	0.54	0		0	0	0			0		0	-0.13		-0.34				0	0	0	0	0	0	0				
3/31/2015 11:59:59 PM	13457	0	183	0	0	0	0	0			1.88	1.88	10217		0	0		0			0	0			0		0	0		0		0				0		0		0				
3/31/2015 11:59:59 PM	14052	-3	608	0	0	0	0	-0.03			1.56	1.56	38451	2.75	0	0.03	1.35	-0.04		0	0	-0.06	0		-0.03			0		0		0		0	0	0	-0.03	-0.06	0	0				
3/31/2015 11:59:59 PM	14155	6	1899	21	0	0	0.18	0.02	106.17	79.12	1.48	1.48	129328	27.78	0.06	0.05	3.94	0.01	0	0.1	0	0	0	0	0		0	-0.26	0	0.88		-4.78		0.16	0	0	0	0	0	0.88				
3/31/2015 11:59:59 PM	14650	21	437	24	0	0	0.31	0.42	8.67	5.2	2.21	2.21	20067	17.65	0.48	0.06	3.9	0		0	0	0			0			0		0.86		0			0	0	0	0	0	-0.29				
3/31/2015 11:59:59 PM	14753	0	438	0	0	0	0.09	0			1.99	1.99	22586	0	0	0	5.54	0		0	0	0			0		0	0		0		0		0		0	0	0		0				
3/31/2015 11:59:59 PM	14865	1443	2762	1467	0	0	0.33	2.25	0.74	0.48	1	1	256022	8.7	2.29	0.04	0.31	-0.04		-0.04	-0.06	-0.03	0	0	-0.02		13.65	-0.06		0.68	3.28	0		0	-0.09	-0.04	0	0	-0.28	0				
3/31/2015 11:59:59 PM	14977	2	382	2	0	0	0.13	0.03	22.5	47.75	1.24	1.24	31096		0.03	0		0		0	0	0		0	0		0	0		0.29				0		0	0	0	0	0				
3/31/2015 11:59:59 PM	16551	43	2293	49	0	0	0.12	0.1	22.95	13.33	1.27	1.27	181040	4.79	0.11	0.01	1.02	0.06		0.23	0	0	0	0	0			0.34	0	0.41	0	0		0	0.26	0	0	0	0	0				
3/31/2015 11:59:59 PM	16748	0	529	0	0	0	0	0			1.42	1.42	35889		0	0		0		0	0	0	0	0	0		0	0		0		0		0	0	0	0	0	0	0				
3/31/2015 11:59:59 PM	16944	-10	218	0	0	0	0	-0.34			1.85	1.85	11938	54.79	0	0.34	0.23	-0.39		0	0	0			-2.63			0		0		0		0		-5.04	0	0		0				
3/31/2015 11:59:59 PM	16953	-2	127	0	0	0	0	-0.06			0.95	0.95	13695	4.88	0	0.06		0			0	0			0		0	0		-0.38		0				0		0		-0.64				
3/31/2015 11:59:59 PM	17110	0	279	0	0	0	0	0			0.45	0.45	57361		0	0		0				0	0					0		0		0						0						
3/31/2015 11:59:59 PM	17147	1163	62801	2235	0	0	0	0.12	19.67	13.5	1.58	1.58	3935848	24.67	0.23	0.11	1.42	0.07	0	0.01	0	0.18	0.27	-0.43	0.1		3.04	-0.03	0	0.25		-0.04		0	0.01	0.05	0.13	0.13	0.43	0.52			0	
3/31/2015 11:59:59 PM	17259	0	228	7	0	0	0	0			0.59	0.59	38148	63.64	0.07	0.07		0	0	0	0	0			0			0	0	0		0		0			0	0	0	0				
3/31/2015 11:59:59 PM	17464	-3191	23244	955	0	0	-0.34	-0.84			1.48	1.48	1512400	314.21	0.25	1.1	2.95	-1.19	-4.79	-0.3	-0.31	-0.2	1.11	0	-1.81		0	-0.09		3.36	3.96	-0.76		-0.01	-0.4	0.02	-3.03	-0.36	-4.49	-0.77		0		
3/31/2015 11:59:59 PM	17950	15	3409	28	0	0	0.13	0.03	87.73	56.82	1.94	1.93	174426	31.71	0.06	0.03	3.88	-0.02	0	0	0	-0.07	0		0		0	-0.08	0	0.84		0		0	0	0	0	-0.08	0	0.13			0	
3/31/2015 11:59:59 PM	17978	41	2504	41	0	0	0	0.12	28.27	15.27	1.82	1.82	137963		0.12	0	2.3	0.12		1.91	0	0	0	0	0		0			0				0	2.91	0	0	0	0	0				
3/31/2015 11:59:59 PM	18050	24	3743	58	0	0	0.13	0.04	80.62	38.99	1.53	1.53	243757	48.92	0.1	0.06	1.45	0		0	0	0	0	0	0		0	-0.08		0.98		0		0	0	0	0	0	0	1.48				
3/31/2015 11:59:59 PM	18135	-63	1190	15	0	0	0.02	-0.26			1.23	1.22	98582	167.74	0.06	0.32	0.31	-0.03		0		-0.04	0	0	0			-0.53		0					0	0		-0.4	0.05	0				
3/31/2015 11:59:59 PM	18377	38	144	38	0	0	0	0.59	4.16	0.95	0.56	0.56	25725	0	0.59	0	0.19	0.61		0	0	0.66	0		0			0		0				0	0		0	0.7	0					
3/31/2015 11:59:59 PM	18827	-47	4963	36	0	0	0.04	-0.03			0.75	0.75	656132	134.96	0.02	0.05	0.68	-0.04		0	0	-0.07	-0.71	0	-0.02			0	0	0.36		-0.01		0	0	0	-0.04	0	0	-0.37			0	
3/31/2015 11:59:59 PM	18836	45	1648	71	0	0	0.01	0.16	8.04	9.16	1.47	1.47	112442	17.87	0.25	0.09	1.8	0.15		0	0	0.15	1.16		0.24			0		0.35		0		0	0	-0.06	0.98	-0.01	0	0.78				
3/31/2015 11:59:59 PM	18854	84	5196	85	27	0	0.35	0.09	44.56	15.46	1.35	1.35	380517	1.19	0.09	0	1.15	0		0	0	0	0	0	0		0	0.01		4.46		0		0	0	0	0	0	0	7.56				
3/31/2015 11:59:59 PM	19356	2	872	3	0	0	0	0.02	108.5	109	2.26	2.26	36662	36.36	0.03	0.01		0		0	0	0		0	0			-0.04		0.44		0		0	0	0	0	0	0	0				
3/31/2015 11:59:59 PM	19730	3182	23738	3782	0	0	0.1	0.72	3.05	1.87	1.34	1.33	1760599	11.37	0.86	0.14	0.61	0.94	0	5.9	0	1.76	2.95	0	0.23		0	0.1		0		0.1		8.84	4.43	-0.09	0.76	0.42	7.87	0				
3/31/2015 11:59:59 PM	19936	27	2950	39	0	0	0.12	0.07	39.37	27.31	1.95	1.95	147235	7.43	0.11	0.03	2.66	0.07		-0.91	0	0.36	0	0	-0.05		0	0		0.66		0		0	-1.08	-0.07	0	0.55	0	0				
3/31/2015 11:59:59 PM	19972	0	405	0	0	0	0	0			0.96	0.96	41998	0	0	0	0.23	0		0	0	0						0		0				0				0	0	0				
3/31/2015 11:59:59 PM	20053	-20	1066	7	0	0	0.14	-0.12			1.55	1.55	69230	158.82	0.04	0.16	0.85	-0.2		0	0	-0.52	0		0		0	0		1.43	0	0		0		0	0	-0.61	0	0.97				
3/31/2015 11:59:59 PM	20512	12	551	15	0	0	0	0.11	13	11.48	1.19	1.19	45655	32.43	0.13	0.03	0.55	0		0	0	0	0	0	0			0		2.78		0		0	0	0	0	0	0	0				
3/31/2015 11:59:59 PM	20633	-196	3285	5	0	0	0.03	-0.48			1.94	1.94	165036	132.24	0.01	0.49	1.1	0		0	0	0	0	0	0			-4		0.47		0		0	0	0	0	0	0	0				
3/31/2015 11:59:59 PM	20857	0	808	0	0	0	0.28	0			1.27	1.27	63815		0	0	808	0		0	0	0	0	0	0		0	0		0		0		0	0	0	0	0	0	0				
3/31/2015 11:59:59 PM	21256	0	127	0	0	0	0	0			3.38	3.38	3805		0	0	2.54	0		0	0	0	0	0	0			0		0		0			0		0	0		0				
3/31/2015 11:59:59 PM	21359	0	234	0	-1	0	0.02	0			0.89	0.89	26053	0	0	0	117	0		0	0	0			0		0	0		0		0		0	0	0	0	0	0	0				
3/31/2015 11:59:59 PM	21630	1	715	1	0	0	0.11	0.01	272	178.75	1.21	1.21	56436	0	0.01	0	5.63	0	0	0	0	0	0	0	0			0		0.07		0		0	0	0	0	0	0	0				
3/31/2015 11:59:59 PM	21658	-1	1536	2	0	0	0.02	0			1.69	1.69	90290	5.02	0.01	0.01	2.16	0		0	0	0	0	0	0		0	0		-0.07	0	0		0		0	0	0	0	0				
3/31/2015 11:59:59 PM	22048	-8	1761	4	0	0	0	-0.02			1.27	1.27	131583	6.15	0.01	0.04	1.54	0		0	0	0	0	0	0			-0.24	0	0.13		0		0	0	0	0	0	0	0				
3/31/2015 11:59:59 PM	22543	4	575	4	0	0	0	0.04	-138.25	35.94	1.16	1.16	43727	0	0.04	0	0.81	0.04		0	0	0.08	0	0	0			0		0		0		0		0	0	0.11	0	0				
3/31/2015 11:59:59 PM	22552	-6	1106	0	0	0	0.09	-0.03			1.35	1.35	80016	36.92	0	0.03	0.78	-0.04		0	0	0			-0.24		0	-0.04		0		-10.13		0	0	0	-0.25	0	0	0				
3/31/2015 11:59:59 PM	22730	18	754	21	0	0	0.05	0.08	13.22	10.47	0.94	0.94	85095	10.53	0.1	0.01	15.39	0.02		0		0.03	0	0	0			0	0	0.32		0		0	0	0	0	0.03	0	-0.2				
3/31/2015 11:59:59 PM	22936	254	2001	335	0	0	0	1.09	0.34	1.97	2.16	2.16	93067	38.99	1.44	0.35	4.12	1.53		23.63	-0.06	0	-0.47	0	-0.18		0	0.06		-1.52		-1.39		0	29.95	-0.04	-0.29	0.02	0.44	-2.31				
3/31/2015 11:59:59 PM	23045	0	170	0	0	0	0	0			1.54	1.54	11124	0	0	0		0			0	0			0			0		0		0				0	0	0	0					
3/31/2015 11:59:59 PM	23456	0	1041	0	0	0	0	0			1.48	1.48	70464	0	0	0	0.88	0		0	0	0	0	0	0		0	0		0	0	0		0	0	0	0	0	0	0				
3/31/2015 11:59:59 PM	23504	177	18260	202	0	0	0.14	0.05	48.34	25.79	1.3	1.3	1367850	12.14	0.06	0.01	7.8	0	1.6	0	0	0	-0.01	0	0			0.28		-0.08		0		0	0	0	0	0	0	0				
3/31/2015 11:59:59 PM	23643	-4	1750	10	0	0	0	-0.01			1.57	1.57	111610	11.94	0.04	0.05	1.5	0.03		0	0	0.09		0	0			0		-0.24		0		0	0	0		0.1	0	0	0			
3/31/2015 11:59:59 PM	23755	95	1484	100	0	0	0.02	0.32	4.18	3.91	1.24	1.24	119230	9.95	0.34	0.02	0.66	0.05		0.68	0	0	0	0	0			2.78		0.55		0		0	0.73	0	0	0	0	0.11				
3/31/2015 11:59:59 PM	24006	31	3651	43	0	0	0	0.02	20.19	29.44	0.72	0.72	506694	3.73	0.03	0.01	0.22	0.03	0	0		0	0	-0.02	0.08			-0.12		0		0		0	0	0.17	0	0	0	0				
3/31/2015 11:59:59 PM	24378	14	254	15	0	0	0	0.12	4.64	4.54	0.57	0.57	44974	4.4	0.13	0.01	0.79	0.11		0		0.12	0	0	0			0		0.59		0		0	0	0	0	0.12	0	0				
3/31/2015 11:59:59 PM	24453	2	1743	5	0	0	0.08	0.01	187.5	217.88	1.12	1.11	153907	21.82	0.01	0.01	23.55	0	0	0	0	0	0	0	0			-0.06		0		150		0	0	0	0	0	0	0				
3/31/2015 11:59:59 PM	24659	-1	302	0	0	0	0	-0.01			1.06	1.06	28850	2.27	0	0.01	0.76	-0.03		0	0	-0.08		0	0		0	0		0	0	0		0		0	0	-0.09	0	0				
3/31/2015 11:59:59 PM	24668	18	5404	21	0	0	0.14	0.01	119.61	75.06	1.01	1.01	522746	35.29	0.02	0	29.21	0		0	0	0	0	0	0		0	0		0.66		0		0	0	0	0	0	0	1.35				
