Reporting Period	ID RSSD	UBPR2221	UBPR3128	UBPR3792	UBPR5306	UBPR5310	UBPR5320	UBPR5340	UBPR5610	UBPR8275	UBPRA222	UBPRB594	UBPRB595	UBPRD654	UBPRE642	UBPRE643	UBPRE644	UBPRE645	UBPRE646	UBPRE648	UBPRE649	UBPRE650	UBPRE651	UBPRE652	UBPRE653	UBPRE654	UBPRE659	UBPRE660	UBPRF264	UBPRF859	UBPRF860	
		UNREALIZED GAINS ON A-F-S EQUITY SEC	ALLOCATED TRANSFER RISK RESERVES	TOTAL RISK-BASED CAPITAL	QUALIFYING SUBORDINATED DEBT	ALLL INCLUDIBLE IN TIER2 CAPITAL	TOTAL ASSETS (0% RISK-WEIGHT)	TOTAL ASSETS (100% RISK-WEIGHT)	DEFRD TAX ASSETS DISALWD FOR REGLTRY	TIER 2 CPTL ALLWBL UNDR RISK-BASED	EXCESS ALLOWANCE FOR LN&LEASE LOSSES	OTHER TIER 2 CAPITAL COMPONENTS	DEDUCTIONS FOR TOTL RISK-BASED CAPTL	RWA_OBS_20	EQ_CAP_TOT_ADJ	INTG_INEL	CAP_T1_TOT	RBC_TOT_DED_F	CAP_T3_TOT_LRG	RWA_OBS	RWA_OFBS_20R_100C	RWA_OFBS_50R_100C	RWA_OFBS_100RSK	RWA_OFBS	RWA_OFBS_0	RWA_TOT	ASET_MKT_RSK_LRG	RWA_ADJ_F	CUMULATIVE CHANGE IN FAIR VALUE	CUMULATIVE PREFERRED STOCK	CATEGORY THREE 50 PCT	
3/31/2015 11:59:59 PM	37		0	19139		428	1357	13886	0	428	609			5911		0	18711	19139		34285	0	0	5	5	0	34291		33682			12765	
3/31/2015 11:59:59 PM	242		0	5146		189	1947	16847	0	189	0			2494		0	4957	5146		24660	0	0	15	15	0	24675		24675			4249	
3/31/2015 11:59:59 PM	279		0	27619		722	612	33380	0	722	0			5602		0	26897	27619		114080	0	0	0	0	0	114080		114080			56357	
3/31/2015 11:59:59 PM	354		0	1058		47	4290	2120	25	47	136			434		0	1011	1058		3669	0	0	22	22	0	3692		3556			790	
3/31/2015 11:59:59 PM	457		0	4694		452	1668	30129	0	452	41			169		0	4242	4694		34936	0	160	1064	1224	0	36160		36119			3911	
3/31/2015 11:59:59 PM	505		0	38651		3206	76960	139407	0	3206	1068			14106		978	35445	38651		229051	0	386	11377	27428	0	256479		255411			73398	
3/31/2015 11:59:59 PM	1155		0	20952		2066	24545	126130	0	2066	115			6186		0	18886	20952		163517	0	0	1775	1775	16193	165293		165178			13491	
3/31/2015 11:59:59 PM	1351		0	24095		1336	1352	79866	0	1336	23			10285		0	22759	24095		104258	0	0	2699	2699	0	106957		106934			14107	
3/31/2015 11:59:59 PM	1454		0	73779		2844	122450	162637	0	2853	0			66740		0	70926	73779		286076	0	763	70	833	51389	286909		286909			54779	
3/31/2015 11:59:59 PM	1557		0	10786		451	3758	56527	0	105	0			3422		200	10681	10786		63202	0	0	196	196	0	63398		63398			2869	
3/31/2015 11:59:59 PM	1669		0	45984		1304	40939	55019	0	1304	1535			22527		47	44680	45984		102981	0	0	1403	1403	0	104384		102849			25435	
3/31/2015 11:59:59 PM	1829		0	40697		3572	12277	185807	0	3572	0			18693		8144	37125	40697		269361	0	0	1946	22330	0	291692		291692			51648	
3/31/2015 11:59:59 PM	1856		0	16947		733	5222	38547	0	733	311			15718		98	16214	16947		58036	0	0	640	640	0	58676		58365			3771	
3/31/2015 11:59:59 PM	2040		0	22229		1862	15998	89399	536	1862	1699			8465		0	20367	22229		138683	0	0	9487	9487	0	148170		146471			17015	
3/31/2015 11:59:59 PM	2161		0	16121		757	3019	46486	0	757	0			8649		0	15364	16121		73277	0	0	0	0	471	73277		73277			18142	
3/31/2015 11:59:59 PM	2376		0	484207		30639	21570	2572359	0	30639	0			79440		0	453568	484207		2826906	0	0	24346	24346	0	2851252		2851252			149230	
3/31/2015 11:59:59 PM	2554		0	1089		96	3774	6028	0	96	75			200		289	993	1089		7758	0	0	0	0	0	7758		7683			1244	
3/31/2015 11:59:59 PM	2732		0	85039		3870	138244	291672	0	3870	0			22558		445	81169	85039		337806	0	0	6183	6183	0	343989		343989			23309	
3/31/2015 11:59:59 PM	2750		0	6824		602	3309	36905	0	602	83			1554		0	6222	6824		44838	74	0	3259	3336	0	48175		48092			2603	
3/31/2015 11:59:59 PM	3177		0	104019		3384	160619	209869	0	3394	0			8025		4835	100625	104019		525394	0	0	765	765	0	526160		526160			307501	
3/31/2015 11:59:59 PM	3252		0	23561		1291	31043	86436	0	1291	1343			11232		0	22270	23561		101620	0	0	1674	1674	0	103294		101951			3952	
3/31/2015 11:59:59 PM	3458		0	4136		342	2185	20548	0	342	0			2701		0	3794	4136		28543	0	0	203	203	0	28748		28748			2097	
3/31/2015 11:59:59 PM	3720		0	33889		1701	42730	110889	0	1701	0			7914		0	32188	33889		137609	0	0	7755	7755	0	145365		145365			18707	
3/31/2015 11:59:59 PM	3971		0	105935		7571	37244	475009	95	7582	3590			15014		9913	98353	105935		558163	0	5389	39625	47405	0	605567		601977			60383	
3/31/2015 11:59:59 PM	4156		0	22695		1959	4385	111275	0	1959	0			7676		1783	20736	22695		152800	0	0	6256	6256	0	159056		159056			33543	
3/31/2015 11:59:59 PM	4231		0	16122		736	11567	40672	0	736	0			7471		0	15386	16122		66142	0	0	208	208	0	66350		66350			12938	
3/31/2015 11:59:59 PM	4437		0	29307		1955	31662	104386	724	1955	219			15747		0	27352	29307		143791	0	0	12657	12657	0	156448		156229			23658	
3/31/2015 11:59:59 PM	4839		0	40442		3265	15910	206250	0	3265	2210			13215		0	37177	40442		250897	822	4	9467	10293	0	261190		258980			22862	
3/31/2015 11:59:59 PM	5069		0	172013		4148	66473	230621	0	4432	8538			406		0	167581	172013		324879	0	0	6899	7031	0	331911		323373			25078	
3/31/2015 11:59:59 PM	5135		0	55821		3796	68429	243246	0	3796	211			5413		1042	52025	55821		299851	0	0	3878	3878	0	303730		303519			24605	
3/31/2015 11:59:59 PM	5210		0	105639		9332	21795	505648	0	9342	5819			41588		0	96297	105639		739663	0	0	2999	6899	33147	746562		740743			182757	
3/31/2015 11:59:59 PM	5461		0	54901		4424	52597	296489	0	4424	1445			28267		0	50477	54901		343310	0	0	10602	10602	0	353913		352468			14809	
3/31/2015 11:59:59 PM	5751		0	30547		1424	9375	101989	0	1424	0			7809		1246	29123	30547		129168	0	0	8082	8082	0	137250		137250			17059	
3/31/2015 11:59:59 PM	6039		0	8689		732	11061	47940	0	732	260			3632		0	7957	8689		56466	0	0	2097	2097	0	58564		58304			3075	
3/31/2015 11:59:59 PM	6141		0	6167		362	737	14183	0	362	45			6518		0	5805	6167		29027	0	0	0	0	0	29027		28982			8326	
3/31/2015 11:59:59 PM	6329		0	49569		4880	53691	326111	234	4880	1191			8872		0	44689	49569		384229	0	601	5630	6231	0	390460		389269			40790	
3/31/2015 11:59:59 PM	7009		0	57310		0	5239	282914	0	883	0			89970		0	56427	57310		404902	0	14	0	14	0	404915		404915			445	
3/31/2015 11:59:59 PM	7045		0	19658		1201	10574	47297	0	1201	33			15723		0	18457	19658		96028	0	0	52	52	0	96081		96048			26712	
3/31/2015 11:59:59 PM	7072		0	31063		1499	4452	111984	1304	1499	0			3224		1023	29564	31063		137764	0	0	893	893	0	138657		138657			20529	
3/31/2015 11:59:59 PM	7157		0	5098		240	1840	14631	0	240	0			5008		0	4858	5098		24028	0	0	2183	2183	0	26211		26211			4389	
3/31/2015 11:59:59 PM	7456		0	6769		591	11657	46393	0	591	0			3625		0	6178	6769		52327	0	0	38	38	0	52365		52365			2309	
3/31/2015 11:59:59 PM	7634		0	7585		530	3797	33164	0	530	541			1682		0	7055	7585		42403	0	0	0	0	0	42403		41862			7557	
3/31/2015 11:59:59 PM	8033		0	24468		1046	29828	102910	0	1046	0			4686		0	23422	24468		139823	0	2694	744	3438	0	143261		143261			30103	
3/31/2015 11:59:59 PM	8462		7	18963		599	6395	41119	0	599	0			27567		0	18364	18963		72123	0	0	1854	1854	0	73977		73970			3437	
