Reporting Period	ID RSSD	UBPR3128	UBPR5320	UBPR5340	UBPR8764	UBPRA222	UBPRD654	UBPRE648	UBPRE649	UBPRE650	UBPRE651	UBPRE652	UBPRE653	UBPRE654	UBPRE660	UBPRF860	UBPRH300	UBPRH399	UBPRH400	UBPRH401	UBPRH402	UBPRH403	UBPRH404	UBPRH405	UBPRH406	UBPRH407	UBPRH408	UBPRH409	UBPRHR46	UBPRHR47	UBPRS497	UBPRS498	UBPRS499	UBPRS503	UBPRS504	UBPRS505	UBPRS506	UBPRS507	UBPRS510	UBPRS569	UBPRS570	UBPRS571	UBPRS577	UBPRS578	UBPRS581	
		ALLOCATED TRANSFER RISK RESERVES	TOTAL ASSETS (0% RISK-WEIGHT)	TOTAL ASSETS (100% RISK-WEIGHT)	NET CURRENT CREDIT EXPOSURE	EXCESS ALLOWANCE FOR LN&LEASE LOSSES	RWA_OBS_20	RWA_OBS	RWA_OFBS_20R_100C	RWA_OFBS_50R_100C	RWA_OFBS_100RSK	RWA_OFBS	RWA_OFBS_0	RWA_TOT	RWA_ADJ_F	CATEGORY THREE 50 PCT	EF FUND CONTRBTNS CNTRL CNTRPRTIES	TOTAL BS RWA SCTY EXP SSFA	TOT BS RWA SCTY EXP GROSS UP	RWA OFF BS OTHR	OTC CONTRACTS INTEREST RATE	OTC CONTRACTS ALL OTHER	CENTRALLY CLEARED CONTRACTS INT RT	CENTRALLY CLEARED CONTRACTS ALL OTHR	RWA OBS 150PCT	RWA OBS 1250PCT	UBPR RPT OTC CNTS TOT	CENTRALLY CLEARED CONTRACTS TOTAL	TOT BAL SH ASSET 2 PCT RW CAT	TOT BAL SH ASSET 4 PCT RW CAT	OFF-BALANCE SHEELCULATION METHOD	OFF-BALANCE SHEELCULATION METHOD	OFF-BALANCE SHEELCULATION METHOD	TOTAL BALANCE SHEET ASSETS - 1 WEIGH	TOTAL BALANCE SHEET ASSETS - 2 WEIGH	TOTAL BALANCE SHEET ASSETS - 3 WEIGH	TOTAL BALANCE SHEET ASSETS - 4 WEIGH	TOTAL BALANCE SHEET ASSETS - 6 WEIGH	TOTAL BALANCE SHEET ASSETS - 1 WEIGH	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	STANDARDIZED MARISK CAPITAL RULE	
3/31/2015 11:59:59 PM	37	0	1357	13886	0	609	5911	34285	0	0	5	5	0	34291	33682	12765	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	1724		0	0	0	0	0	0	0	0	0	0	
3/31/2015 11:59:59 PM	242	0	1947	16847	0	0	2494	24660	0	0	15	15	0	24675	24675	4249	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	1070		0	0	0	0	0	0	0	0	0	0	
3/31/2015 11:59:59 PM	279	0	612	33380	0	0	5602	114080	0	0	0	0	0	114080	114080	56357	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	18741		0	0	0	0	0	0	0	0	0	0	
3/31/2015 11:59:59 PM	354	0	4290	2120	0	136	434	3669	0	0	22	22	0	3692	3556	790	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	326		0	0	0	0	0	0	0	0	0	0	
3/31/2015 11:59:59 PM	457	0	1668	30129	0	41	169	34936	0	160	1064	1224	0	36160	36119	3911	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	558		9	160	0	0	0	0	0	0	0	0	
3/31/2015 11:59:59 PM	505	0	76960	139407	0	1068	14106	229051	0	386	11377	27428	0	256479	255411	73398	0	0	611	0	0	0	0	0	0	0	0	0			0	0	15665	1530		0	0	0	0	0	0	0	0	0	0	
3/31/2015 11:59:59 PM	1155	0	24545	126130	0	115	6186	163517	0	0	1775	1775	16193	165293	165178	13491	0	0	0	0	1940	0	0	0	0	0	1940	0			0	0	0	17711		0	0	0	0	0	0	0	0	0	0	
3/31/2015 11:59:59 PM	1351	0	1352	79866	0	23	10285	104258	0	0	2699	2699	0	106957	106934	14107	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0		0	0	0	0	0	0	0	0	0	0	
3/31/2015 11:59:59 PM	1454	0	122450	162637	0	0	66740	286076	0	763	70	833	51389	286909	286909	54779	0	0	0	0	704	0	0	0	0	0	704	0			0	0	0	1175		57	688	0	0	0	0	0	0	0	0	
