Reporting Period	ID RSSD	UBPR2221	UBPR3128	UBPR3792	UBPR5306	UBPR5310	UBPR5320	UBPR5340	UBPR5610	UBPR8275	UBPRA222	UBPRB594	UBPRB595	UBPRD654	UBPRE642	UBPRE643	UBPRE644	UBPRE645	UBPRE646	UBPRE648	UBPRE649	UBPRE650	UBPRE651	UBPRE652	UBPRE653	UBPRE654	UBPRE659	UBPRE660	UBPRF264	UBPRF859	UBPRF860	
		UNREALIZED GAINS ON A-F-S EQUITY SEC	ALLOCATED TRANSFER RISK RESERVES	TOTAL RISK-BASED CAPITAL	QUALIFYING SUBORDINATED DEBT	ALLL INCLUDIBLE IN TIER2 CAPITAL	TOTAL ASSETS (0% RISK-WEIGHT)	TOTAL ASSETS (100% RISK-WEIGHT)	DEFRD TAX ASSETS DISALWD FOR REGLTRY	TIER 2 CPTL ALLWBL UNDR RISK-BASED	EXCESS ALLOWANCE FOR LN&LEASE LOSSES	OTHER TIER 2 CAPITAL COMPONENTS	DEDUCTIONS FOR TOTL RISK-BASED CAPTL	RWA_OBS_20	EQ_CAP_TOT_ADJ	INTG_INEL	CAP_T1_TOT	RBC_TOT_DED_F	CAP_T3_TOT_LRG	RWA_OBS	RWA_OFBS_20R_100C	RWA_OFBS_50R_100C	RWA_OFBS_100RSK	RWA_OFBS	RWA_OFBS_0	RWA_TOT	ASET_MKT_RSK_LRG	RWA_ADJ_F	CUMULATIVE CHANGE IN FAIR VALUE	CUMULATIVE PREFERRED STOCK	CATEGORY THREE 50 PCT	
3/31/2017 11:59:59 PM	37		0	14937		509	15426	14400	0	509	511			1573		0	14428	14937		40572	112	0	4	116	0	40689		40178			24600	
3/31/2017 11:59:59 PM	242		0	5365		183	2966	17099	0	183	0			2124		0	5182	5365		25399	0	0	15	15	0	25414		25414			5123	
3/31/2017 11:59:59 PM	279		0	29408		958	352	47133	0	958	0			8096		0	28450	29408		113483	0	0	1303	1303	0	114786		114786			58254	
3/31/2017 11:59:59 PM	354		0	1015		52	1607	3087	53	52	95			559		0	963	1015		4164	0	0	0	0	0	4164		4069			518	
3/31/2017 11:59:59 PM	457		0	5298		477	6634	29777	0	477	24			160		0	4821	5298		36861	0	0	1314	1314	0	38175		38151			4932	
3/31/2017 11:59:59 PM	505		0	41907		4029	29007	188917	0	4029	218			14176		994	37878	41907		289375	0	748	19692	32908	0	322284		322066			84668	
3/31/2017 11:59:59 PM	1155		0	21959		2339	23805	144414	0	2339	146			6210		0	19620	21959		174789	558	363	11087	12370	10240	187160		187014			17303	
3/31/2017 11:59:59 PM	1351		0	25495		1101	1693	86796	0	1101	0			8111		0	24394	25495		107202	0	0	3040	3040	0	110242		110242			12295	
3/31/2017 11:59:59 PM	1454		0	86244		3434	176237	173357	0	3454	0			76351		0	82790	86244		303622	0	2120	65	2185	36338	305807		305807			53139	
3/31/2017 11:59:59 PM	1557		0	10545		645	4728	44842	0	645	380			1987		266	9900	10545		51625	0	0	6	6	0	51631		51251			3848	
3/31/2017 11:59:59 PM	1669		0	46767		1541	31193	68214	0	1541	1375			22901		0	45226	46767		121099	0	0	2183	2183	0	123282		121907			29149	
3/31/2017 11:59:59 PM	1829		0	44075		3886	11774	203533	0	4302	0			17673		8144	39773	44075		302165	0	0	5065	24580	0	326746		326746			63369	
3/31/2017 11:59:59 PM	1856		0	17186		594	13679	29311	0	594	448			13194		98	16592	17186		46001	0	0	1530	1530	0	47531		47083			2372	
3/31/2017 11:59:59 PM	2040		0	23695		1938	21092	110614	316	1938	1118			9236		0	21757	23695		135433	0	0	19509	19509	0	154942		153824			13292	
3/31/2017 11:59:59 PM	2161		0	17120		1104	2349	59967	0	1104	62			7168		0	16016	17120		88425	0	0	0	0	1728	88425		88363			21290	
3/31/2017 11:59:59 PM	2376		0	547631		29877	65811	3346615	0	29877	0			73239		0	517754	547631		3629422	1969	0	15673	17642	0	3647065		3647065			173219	
3/31/2017 11:59:59 PM	2554		0	1371		125	0	7272	0	125	11			843		289	1246	1371		9812	0	0	262	262	0	10075		10064			1502	
3/31/2017 11:59:59 PM	2732		0	90914		3965	48846	358778	0	3965	0			24151		890	86949	90914		422166	0	0	28558	28558	0	450725		450725			30569	
3/31/2017 11:59:59 PM	2750		0	7667		556	1999	39828	0	556	104			1207		0	7111	7667		44483	0	0	0	0	0	44483		44379			1878	
3/31/2017 11:59:59 PM	3252		0	25482		1480	29660	92739	0	1480	1844			13035		0	24002	25482		115721	0	0	2717	2717	0	118439		116595			3505	
3/31/2017 11:59:59 PM	3458		0	4727		395	1330	27717	0	395	0			2227		0	4332	4727		33574	0	0	349	349	0	33924		33924			2960	
3/31/2017 11:59:59 PM	3720		0	36188		1726	48859	113004	0	1726	0			13653		0	34462	36188		147970	0	26	5884	5910	0	153880		153880			16519	
3/31/2017 11:59:59 PM	3971		0	112362		9180	41172	562209	60	9180	1346			13299		9148	103182	112362		676239	271	5926	49163	58175	0	734414		733068			69658	
3/31/2017 11:59:59 PM	4156		0	23288		1940	4191	110988	0	1940	56			8666		1783	21348	23288		146816	0	0	7518	8393	0	155210		155154			26087	
3/31/2017 11:59:59 PM	4231		0	17117		694	20191	39978	0	694	0			8447		0	16423	17117		57737	0	0	465	465	0	58202		58202			6900	
3/31/2017 11:59:59 PM	4839		0	44070		3291	17553	221096	0	3291	1690			14098		0	40779	44070		259774	1106	0	2380	3486	7523	263261		261571			16710	
3/31/2017 11:59:59 PM	5069		0	187277		5685	72272	389691	0	5685	7610			2185		0	181592	187277		447053	0	0	7732	7732	0	454786		447176			1773	
3/31/2017 11:59:59 PM	5135		0	66460		4048	78882	275897	0	4048	17			3730		1042	62412	66460		319255	0	0	4570	4570	0	323825		323808			39628	
3/31/2017 11:59:59 PM	5210		0	118749		10694	10024	583501	0	10694	3502			54891		0	108055	118749		835814	0	0	3116	19671	12581	855485		851983			182067	
3/31/2017 11:59:59 PM	5461		0	59382		5240	61308	345359	0	5240	479			31708		0	54142	59382		407116	0	0	12061	12061	0	419177		418698			14867	
3/31/2017 11:59:59 PM	5751		0	33290		1858	9255	112283	0	1858	121			8111		1271	31432	33290		141387	0	0	7312	7312	0	148699		148578			17169	
3/31/2017 11:59:59 PM	6039		0	30548		2571	25405	173412	0	2571	417			11692		0	27977	30548		199006	0	0	6657	6657	0	205663		205246			13902	
3/31/2017 11:59:59 PM	6141		0	6322		338	843	16896	29	338	0			4938		0	5984	6322		31089	0	0	0	0	100	31089		31089			9255	
3/31/2017 11:59:59 PM	6329		0	62829		6282	53527	399262	630	6282	2715			10876		0	56547	62829		492327	0	1708	8332	10040	0	502367		499652			51085	
3/31/2017 11:59:59 PM	7009		0	65430		0	542352	229589	0	848	0			31988		0	64582	65430		297345	0	100	0	100	0	297446		297446			701	
3/31/2017 11:59:59 PM	7045		0	20407		832	8816	46817	0	832	0			13962		0	19575	20407		98321	316	0	52	368	0	98689		98689			37542	
3/31/2017 11:59:59 PM	7072		0	30938		1700	3453	114155	1996	1700	0			2245		1206	29238	30938		151044	0	0	5936	5936	0	156981		156981			32975	
