Reporting Period	ID RSSD	UBPRE553	UBPRE554	UBPRE555	UBPRE556	UBPRE557	UBPRE558	UBPRE559	UBPRE560	UBPRE561	UBPRE562	UBPRE563	UBPRE564	UBPRE565	UBPRE566	UBPRE567	UBPRE568	UBPRE569	UBPRE570	UBPRE571	UBPRE572	UBPRE573	UBPRE574	UBPRE575	UBPRE576	UBPRE577	UBPRE578	UBPRE579	UBPRE580	UBPRE581	
3/31/2017 11:59:59 PM	1557	11.93	0.47	7.75	74.23	7.59	19.96	8.06	5.92	4.48	0	0	0	19.07	0	11.14	0	0	49.15	2.95	46.2	56.48	9.01	47.48	60.26	122.6	-11.11	0	0	0	
3/31/2017 11:59:59 PM	1669	21.69	10.16	10.17	65.76	2.89	14.87	13.05	0	0	0	0	0	29.82	15.92	2.43	0.03	0.21	55.39	1.55	53.84	73.55	4.97	68.58	65.21	117.73	-9.82	0	0	0	
3/31/2017 11:59:59 PM	1829	38.56	17.27	16.67	52.76	6.02	20.76	23.29	0	0	0.22	0.07	0.3	21.66	0	27.43	0	0	76.01	1.97	74.05	81.62	8.18	73.44	59.22	77.91	16.79	2.51	0.83	3.34	
3/31/2017 11:59:59 PM	1856	4.17	0.52	0.4	27.18	0	7.67	0.52	16.63	6.47	0	0	0	19.17	4.4	3.92	0.09	0.6	15.51	27.29	-11.78	38.32	36.33	2	20.88	134.62	-5.37	0	0	0	
3/31/2017 11:59:59 PM	2040	11.37	1.29	2.88	76.47	5.24	17.89	6.52	2.17	1.5	0	0	0	24.9	0	9.12	0	0	50.09	9.69	40.4	71.94	17.34	54.59	53.06	105.93	-2.97	0	0	0	
3/31/2017 11:59:59 PM	2161	34.02	0.45	9.95	44.49	0.21	8.28	0.66	0	0	0	0	0	12.07	0	6.46	0	0	39.44	0.74	38.7	54.6	2.78	51.82	69.24	175.56	-29.8	0	0	0	
3/31/2017 11:59:59 PM	2376	9.31	4.11	3.07	80.84	4.16	62.65	8.27	4.54	2.42	0	0	0	4.01	4.62	1.23	-0.06	-0.48	84.69	10.43	74.26	91.7	23.13	68.57	40.54	47.87	44.15	0	0	0	
3/31/2017 11:59:59 PM	2554	0.82	0	0.09	67.34	0	10.52	0	0	0	2.55	0	2.55	23.84	1.7	8.92	0	0	25.36	0.62	24.74	39.58	1.84	37.74	67.33	265.49	-41.97	30.1	0	30.1	
3/31/2017 11:59:59 PM	2732	3.77	0	0.03	85.44	0	1.17	0	0	0	0	0	0	19	0	20.1	0	0	26.24	0.34	25.89	54.19	2.02	52.17	63.01	240.19	-36.78	0	0	0	
3/31/2017 11:59:59 PM	2750	7.75	0	0	79.78	2.3	7.77	2.3	0	0	0.9	0	0.9	17.22	0	32.29	0	0	24.14	0.3	23.84	41.94	6.53	35.41	59.91	248.2	-35.77	7.03	0	7.03	
3/31/2017 11:59:59 PM	3252	12.76	0.34	5.98	68.55	0.35	3.72	0.69	12.65	3.31	0.07	0	0.07	43.88	0	7	0	0	26.44	2.36	24.08	46.13	7.41	38.72	62.47	236.28	-36.03	0.57	0	0.57	
3/31/2017 11:59:59 PM	3458	17.97	2.88	4.24	75.72	0	12.64	2.88	0	0	0	0	0	17.11	8.31	2.92	-0.01	-0.09	50.62	3.69	46.93	79.87	12.23	67.64	42.52	84.01	8.09	0	0	0	
3/31/2017 11:59:59 PM	3720	18.94	0.34	8.06	60.51	0.01	4.78	0.36	0	0	0	0	0	26.42	0.04	9.73	0	0.01	47.06	0	47.06	66.62	1.79	64.83	63.05	134	-16	0	0	0	
3/31/2017 11:59:59 PM	3971	15.51	3.41	4.75	71.69	0.35	19.25	3.76	1.14	0.57	1.93	0	1.93	7.89	0	17.12	0	0	48.47	7.08	41.39	62.69	18.52	44.16	52.65	108.63	-4.18	15.49	0.03	15.52	
3/31/2017 11:59:59 PM	4156	18.28	6.43	8.54	71.58	0.96	23.54	7.4	0	0	0	0	0	20.24	0	12.45	0	0	52.63	2.46	50.17	71.4	7.76	63.64	65.06	123.61	-12.43	0	0	0	
3/31/2017 11:59:59 PM	4231	30.66	13.36	11.03	48.19	9.66	7.17	23.01	0.05	0	3.87	0	3.87	40.76	0	2	0	0	47.58	7.39	40.19	63.91	14.06	49.85	54.03	113.56	-6.45	27.39	0	27.39	
3/31/2017 11:59:59 PM	4839	13.05	3.34	1.61	77.84	6.14	8.5	9.48	1.56	0.97	0	0	0	22.66	0	13.22	0	0	49.46	8.28	41.18	69.54	18.78	50.76	43.14	87.22	6.32	0	0	0	
3/31/2017 11:59:59 PM	5069	9.29	0	0	69.04	2.4	1.19	2.4	0	0	0	0	0	5.32	0	6.24	0	0	4.17	3.69	0.48	20.11	18.46	1.65	18.67	447.81	-14.5	0	0	0	
3/31/2017 11:59:59 PM	5135	15.44	0.02	0.24	67.49	0.51	5.06	0.54	0	0	3.82	0	3.82	9.49	0	14.89	0	0	11.58	0.35	11.24	31.67	1.29	30.38	45.1	389.4	-33.52	27.48	0	27.48	
3/31/2017 11:59:59 PM	5210	30.42	11.2	11.06	62.1	2.16	14.87	13.36	0.02	0.02	0	0	0	11.1	4.37	19.24	-0.01	-0.12	59.02	2.37	56.65	71.71	13.32	58.39	61.1	103.52	-2.08	0	0	0	
3/31/2017 11:59:59 PM	5461	10.04	3.6	3.76	77.43	3.32	26.27	6.93	0	0	0.67	0	0.67	28.69	0	8.71	0	0	56.97	0.13	56.84	69.6	0.55	69.05	84.99	149.19	-28.02	7.39	0	7.39	
3/31/2017 11:59:59 PM	5751	14.84	8.13	4.73	74.62	12.13	24.96	20.26	1.24	0.53	0	0	0	20.53	0	10.66	0	0	58.47	2.29	56.18	66.67	9.48	57.19	60.2	102.95	-1.73	0	0	0	
3/31/2017 11:59:59 PM	6039	8.73	0	1.93	62.61	2.68	10.93	2.68	0	0	0.62	0	0.62	7.34	0	8.94	0	0	25.99	0.2	25.8	45.28	2.83	42.45	61.32	235.92	-35.33	6.26	0	6.26	
3/31/2017 11:59:59 PM	6141	6.84	0.32	4.88	64.63	4.27	34.44	4.59	0	0	1.16	0	1.16	0	39.15	0.82	-0.59	-5.97	55.01	0.06	54.95	65.36	1.4	63.96	72.43	131.66	-17.41	11.7	0	11.7	
3/31/2017 11:59:59 PM	6329	15.72	0.11	0.34	67.61	0.19	7.95	0.3	0	0	0	0	0	4.9	0	9.05	0	0	42.11	1.45	40.66	65.78	6.84	58.94	54.74	129.98	-12.63	0	0	0	
3/31/2017 11:59:59 PM	7009	0	0	0	48.86	0	0.14	0	0	0	0	0	0	26.78	0	0	0	0	1.13	0	1.13	1.68	0	1.68	92.34	8135.45	-91.2	0	0	0	
3/31/2017 11:59:59 PM	7045	51.03	17.77	21.46	41.94	4.38	15.28	22.15	0	0	0	0	0	55.79	0	4.03	0	0	73.4	5.52	67.88	87.44	10.49	76.95	73.23	99.77	0.17	0	0	0	
3/31/2017 11:59:59 PM	7072	50.16	30.16	16.47	36.19	9.83	11.14	39.99	0.57	0.57	0	0.09	0.09	6.02	0	6.94	0	0	73.29	6.74	66.55	81.11	17.03	64.08	42.41	57.87	30.88	0	0.62	0.62	
3/31/2017 11:59:59 PM	7157	20.08	9.85	6.8	70.97	0	3.64	9.85	0	0	0	0	0	37.07	0.44	1.31	0	0	27.84	0	27.84	52.66	6.56	46.1	59	211.91	-31.16	0	0	0	
3/31/2017 11:59:59 PM	7456	6.04	0	0.77	87.91	5.92	10.04	5.92	0	0	0	0	0	16.43	0	24.03	0	0	39.01	0.36	38.65	53.46	4.84	48.61	72.45	185.7	-33.43	0	0	0	
3/31/2017 11:59:59 PM	7634	27.01	1.77	13.63	59.43	1.44	9.98	3.21	0.67	0.35	0	0	0	18.22	0	2.72	0	0	42.06	2.08	39.98	69.22	5.06	64.16	40.05	95.22	2.01	0	0	0	
3/31/2017 11:59:59 PM	8033	35.21	0	0.3	52.24	0.07	4.25	0.07	0	0	0	0	0	2.12	0	17.93	0	0	29.24	4.02	25.23	47.12	14.07	33.05	42.81	146.39	-13.57	0	0	0	
3/31/2017 11:59:59 PM	8462	28.47	2.69	23.81	55.66	0.17	4.38	2.86	0	0	0	0	0	52.69	0	4.4	0	0	43.57	0	43.57	66.09	1.16	64.93	65.47	150.27	-21.9	0	0	0	
3/31/2017 11:59:59 PM	8631	21.2	5.87	13.7	52.42	1.61	13.51	7.48	0	0	0	0	0	24.77	0	2.95	0	0	50.32	2.46	47.87	68.61	7.56	61.05	65.96	131.08	-15.64	0	0	0	
3/31/2017 11:59:59 PM	9357	18.15	0.01	1.52	56.13	0.45	2.47	0.46	0.97	0.97	2.97	0	2.97	13.88	0	58.86	0	0	14.96	0	14.96	27.55	0.01	27.54	83.56	558.48	-68.6	28.74	0	28.74	
3/31/2017 11:59:59 PM	9553	17.58	2.01	11.57	74.4	1.74	18.92	3.74	0.35	0.09	0	0	0	17.02	16.87	19.68	0.28	3.19	48.45	20.9	27.55	58.82	28.22	30.59	44.81	92.5	3.63	0	0	0	
3/31/2017 11:59:59 PM	9807	15.75	5.57	4.53	74.16	1.04	12.67	6.61	0.11	0.11	0	0	0	2.19	12.56	25.92	0.7	5.1	38.44	0.4	38.04	56.73	6.7	50.03	56.36	146.61	-17.92	0	0	0	
3/31/2017 11:59:59 PM	9955	3.42	0.78	0.67	81.28	0	9.44	0.78	0	0	0.27	0	0.27	33.54	0	11.22	0	0	29.64	2.86	26.79	62.49	6.2	56.29	69.27	233.69	-39.63	2.21	0	2.21	
3/31/2017 11:59:59 PM	10250	24.05	6.75	10.14	66.36	1.99	17.15	8.74	0	0	0	0	0	26.64	0	12.33	0	0	59.59	4.06	55.53	75.36	12.32	63.04	69.73	117.02	-10.14	0	0	0	
3/31/2017 11:59:59 PM	10849	23.13	9.44	3.96	55.68	4.46	12.48	13.9	10.34	6.68	0	0	0	25.65	15.77	6.87	-0.1	-1	52.87	0.38	52.49	76.39	9.6	66.79	47.48	89.8	5.39	0	0	0	
3/31/2017 11:59:59 PM	11145	26.14	0.34	9.37	58.71	0.09	19.31	0.43	1.15	0.79	0.45	0	0.45	7.88	0	7.03	0	0	53.64	5.24	48.4	68.21	12.77	55.44	67.87	126.54	-14.23	5.27	0	5.27	
3/31/2017 11:59:59 PM	11640	7.74	2.68	1.23	78.81	9.14	20.35	11.82	0	0	5.57	0	5.57	26.7	0	20.58	0	0	46.7	4.12	42.58	61.28	10.76	50.52	60.5	129.55	-13.8	48.9	0	48.9	
3/31/2017 11:59:59 PM	11837	30.5	17.2	9.69	61.27	2.88	19.27	20.08	0	0	0	0	0	50.39	0	0.94	0	0	62.86	3.03	59.84	82.58	15.59	66.98	55.84	88.82	7.03	0	0	0	
3/31/2017 11:59:59 PM	12030	16.56	1.19	5.53	62.83	1.83	7.78	3.02	0	0	0	0	0	5.34	0.76	6.45	0.02	0.11	31.54	1.39	30.16	51.19	6.81	44.39	54.69	173.36	-23.14	0	0	0	
3/31/2017 11:59:59 PM	12142	27.42	11.01	3.39	56.71	2.32	12.77	13.33	0.11	0	0.43	0	0.43	33.8	0.19	7.97	0	0.01	52.51	0	52.51	68.65	0.5	68.15	71.35	135.88	-18.84	4.31	0	4.31	
3/31/2017 11:59:59 PM	12179	51.69	38.58	10.61	32.91	0.6	15.76	39.17	0.01	0	0	0	0	2.23	0.08	3.19	0	0	74.01	7.14	66.87	78.48	16.49	61.99	49.52	66.91	24.49	0	0	0	
3/31/2017 11:59:59 PM	12311	9.89	1.69	5.78	62.61	1.47	9.71	3.16	17.92	15.45	0	0.2	0.2	15.62	7.54	33.05	-0.03	-0.35	43.84	1.43	42.41	51.22	5.75	45.47	75.71	172.69	-31.87	0	2.24	2.24	
3/31/2017 11:59:59 PM	12647	17.7	0.07	0.39	58.95	0.6	3.7	0.67	0.37	0.09	0	0.1	0.1	0	15.86	13.53	0.01	0.06	14.27	4.21	10.06	43.11	12.87	30.23	59.93	420.03	-45.66	0	0.92	0.92	
3/31/2017 11:59:59 PM	12656	34.63	7.84	19.46	35.2	1.43	5.36	9.28	0	0	0	0	0	0	7.46	2.13	-0.03	-0.29	46.85	2.04	44.81	55.52	7.97	47.56	59.32	126.63	-12.47	0	0	0	
3/31/2017 11:59:59 PM	12937	7.56	0	0	71.67	0	6.96	0	0	0	0	0	0	0	0	15.78	0	0	22.08	0.04	22.04	37.55	1.92	35.64	58.8	266.34	-36.72	0	0	0	
3/31/2017 11:59:59 PM	12946	25.16	4.05	1.56	63.91	6.64	5.86	10.69	0.41	0.41	0.82	0	0.82	16.05	0	37.25	0	0	41.25	2	39.25	64.35	9.71	54.63	49.29	119.49	-8.04	8.98	0	8.98	
3/31/2017 11:59:59 PM	12955	17.02	1.07	1.2	64.4	0	6.97	1.07	0	0	0	0	0	0	0	21.94	0	0	31.72	3.03	28.69	54.16	8.36	45.8	68.12	214.77	-36.4	0	0	0	
3/31/2017 11:59:59 PM	13103	33.88	21.1	8.81	54.83	10.24	11.64	31.34	0	0	0	0	0	16.45	0	11.42	0	0	69.31	3.32	65.99	76.44	8.31	68.13	65.66	94.74	3.65	0	0	0	
3/31/2017 11:59:59 PM	13251	18.97	0.32	0	24.43	0	0.81	0.32	0	0	0	0	0	4.62	0	23.79	0	0	18.23	0	18.23	31.34	1.24	30.1	71	389.51	-52.77	0	0	0	
3/31/2017 11:59:59 PM	13457	0.06	0	0	63.66	1.43	7.63	1.43	0	0	1.76	0	1.76	28.84	0	16.94	0	0	24.92	0	24.92	35	3.08	31.93	55.03	220.83	-30.11	7.32	0	7.32	
3/31/2017 11:59:59 PM	14052	23.67	0.19	4.27	54.6	0	8.95	0.19	0.25	0.1	0.19	0	0.19	11.51	0	16.73	0	0	34.88	0	34.88	59.81	2.76	57.05	75.43	216.25	-40.55	1.72	0	1.72	
3/31/2017 11:59:59 PM	14155	24.95	1.12	2.51	63.32	0.21	9.33	1.33	0.74	0.74	0	0	0	6.19	0	12.05	0	0	32.01	1.1	30.91	54.74	6.19	48.55	72.76	227.32	-40.75	0	0	0	
3/31/2017 11:59:59 PM	14650	4.4	0	2.05	71.86	0.37	29.64	0.37	0	0	0	0	0	0.05	10.93	2.5	-0.07	-0.55	42.04	0	42.04	68.62	2.59	66.02	71.74	170.65	-29.7	0	0	0	
3/31/2017 11:59:59 PM	14753	3.83	0	1.55	73.81	0	11.04	0	1.49	0.59	0	0	0	9.5	20.42	10.46	0.09	1.09	27.32	0.56	26.76	43.84	3.36	40.49	63.32	231.75	-36	0	0	0	
3/31/2017 11:59:59 PM	14865	5.47	1.36	0.81	80.05	20.93	22.74	22.29	0	0	1.73	0	1.73	4.91	0.89	18.76	0	0	54.33	0.82	53.51	61.38	3.43	57.96	76.81	141.38	-22.48	16.9	0	16.9	
3/31/2017 11:59:59 PM	14977	20.4	1.19	17.18	60.29	0	13.04	1.19	0	0	0	0	0	2.22	0	19.16	0	0	42.61	0.63	41.99	48.73	8.22	40.51	37.47	87.94	5.14	0	0	0	
3/31/2017 11:59:59 PM	16551	19.88	0.37	4.38	67.66	5.14	18.45	5.51	0.04	0.04	0	0.46	0.46	10.99	7.83	8.81	-0.01	-0.14	49.74	1.18	48.56	72.88	16.07	56.81	58.63	117.87	-8.89	0	4.77	4.77	
3/31/2017 11:59:59 PM	16748	11.33	1.59	2.56	60.55	5.7	18.21	7.28	4.2	0.93	0	0.38	0.38	9.42	16.78	8.93	0.04	0.42	46.04	5.8	40.23	60.32	11.35	48.97	66.64	144.76	-20.61	0	3.92	3.92	
3/31/2017 11:59:59 PM	17110	0.13	0	0	52.8	0	0	0	0	0	0	0	0	26.25	0.07	68.21	0	0	0	0	0	0.07	0	0.07	0		0	0	0	0	
3/31/2017 11:59:59 PM	17147	15.51	6.28	4.12	70.63	4.4	11.53	10.68	3.64	3	0	0.03	0.03	9.55	8.19	32	0.08	0.75	39.35	3.12	36.23	47.76	9.85	37.91	61.18	155.47	-21.83	0	0.32	0.32	
3/31/2017 11:59:59 PM	17259	17	0	0.52	64.07	1.25	5.39	1.25	0	0	0	0	0	19.53	2.59	1.66	0	0	23.48	0.8	22.68	40.19	9.22	30.98	50.05	213.17	-26.57	0	0	0	
3/31/2017 11:59:59 PM	17464	13.94	11.14	1.43	61.25	1.61	18.17	12.74	11.61	10.29	0	0.08	0.08	15.01	4.44	21.44	0.08	0.91	53.79	0.59	53.2	62.14	2.16	59.98	79.75	148.27	-25.96	0	0.92	0.92	
3/31/2017 11:59:59 PM	17950	32.02	9.69	13.6	59.99	2.43	17.26	12.12	0.88	0.87	1.1	0	1.1	44.79	0	4.87	0	0	60.32	0.75	59.57	76.72	4.03	72.7	74.05	122.76	-13.73	12.24	0	12.24	
3/31/2017 11:59:59 PM	17978	31.48	25.67	5.25	61.78	10.21	3.99	35.88	0	0	0	0	0	0	50.7	7.05	-0.02	-0.07	45.83	5.62	40.21	65.44	10.02	55.42	29.85	65.12	15.99	0	0	0	
3/31/2017 11:59:59 PM	18050	36.79	15.57	12.32	54.18	18.55	15.16	34.12	0	0	0	0	0	29.51	4.03	3.36	0.08	0.74	64.53	0.37	64.16	67.59	6.53	61.06	66.93	103.72	-2.4	0	0	0	
3/31/2017 11:59:59 PM	18135	1.61	0.48	0.17	84.03	1.19	27.4	1.67	0	0	5.46	0	5.46	50.35	5.89	3.94	-0.02	-0.21	60.45	0.7	59.76	78.59	4.64	73.95	67.1	110.99	-6.65	59.35	0	59.35	
3/31/2017 11:59:59 PM	18377	61.25	42.37	6.25	8.15	3.4	1.9	45.77	0	0	0	0	0	14.24	0	2.17	0	0	55.07	12.87	42.21	55.68	40.59	15.09	31.58	57.35	23.49	0	0	0	
3/31/2017 11:59:59 PM	18827	27.76	13.4	11.05	53.89	2.97	15.47	16.38	2.21	1.72	0.51	0	0.51	9.92	0	18.82	0	0	53.07	2.21	50.86	63.15	5.61	57.54	72.19	136.03	-19.12	5.08	0	5.08	
3/31/2017 11:59:59 PM	18836	39.06	20.72	8.28	46.7	6.25	12.79	26.98	0.62	0.34	0	0	0	9.33	0	4.61	0	0	58.04	5.53	52.51	72.24	16.65	55.6	45.37	78.17	12.67	0	0	0	
3/31/2017 11:59:59 PM	18854	4.85	0	0.1	76.45	0.06	0.82	0.06	0	0	0	0	0	0	0	36.14	0	0	1.71	0.52	1.19	9.36	5.89	3.47	64.09	3758.51	-62.38	0	0	0	
3/31/2017 11:59:59 PM	19356	37.93	12.39	13.24	54.6	0	11.23	12.39	0	0	0	0	0	35.12	0	7.81	0	0	53.27	1.75	51.51	76.13	12.34	63.79	61.32	115.11	-8.05	0	0	0	
3/31/2017 11:59:59 PM	19936	15.8	0	6.57	48.44	0.27	5.95	0.27	9.73	6.54	1.37	0	1.37	11.83	8.11	9.85	0.01	0.12	32.19	4.39	27.81	51.93	9.32	42.61	71.18	221.09	-38.98	15.26	0	15.26	
3/31/2017 11:59:59 PM	19972	41.47	38.6	2.39	26.93	11.73	11.86	50.34	0	0	0	0	0	0	25.49	0.15	-0.12	-0.6	66.98	0	66.98	67.75	0	67.75	79.02	117.97	-12.04	0	0	0	
3/31/2017 11:59:59 PM	20053	21.2	5.03	2.16	66.7	1.85	11.08	6.88	1.83	1.59	0.24	0	0.24	14.06	0	47.59	0	0	43.57	2.21	41.36	66.47	21.08	45.39	41.94	96.25	1.63	1.88	0	1.88	
3/31/2017 11:59:59 PM	20633	18.19	5.31	3.74	62.76	3.85	27.57	9.16	5.49	3.65	0.34	0	0.34	21.12	0	4.95	0	0	53.34	7.2	46.14	62.21	14.77	47.43	62.72	117.61	-9.39	3.27	0	3.27	
3/31/2017 11:59:59 PM	20857	5.6	0.48	2.61	89.59	3.91	38.36	4.39	0.06	0	0	0	0	50.19	0	18.28	0	0	56.21	2.02	54.19	68.13	3.68	64.46	62.45	111.1	-6.24	0	0	0	
3/31/2017 11:59:59 PM	21256	19.33	0	0.57	34.24	0	11.81	0	0	0	0	0	0	19.47	0	1.29	0	0	32.15	14.97	17.18	45.61	17.45	28.16	67.99	211.47	-35.84	0	0	0	
3/31/2017 11:59:59 PM	21359	17.41	0.43	6.41	53.03	0.48	10.77	0.91	0.45	0.43	0	0	0	14.79	0.43	7.92	0	0	35.28	0.25	35.03	48.94	1.79	47.14	73.38	207.96	-38.09	0	0	0	
3/31/2017 11:59:59 PM	21630	25.09	1.42	5.62	53.55	0	4.09	1.42	4.02	1.51	0	0	0	23.26	0	4.44	0	0	39.59	0.27	39.32	65.14	2.28	62.86	59.19	149.51	-19.6	0	0	0	
3/31/2017 11:59:59 PM	21658	21.05	0.18	11.18	67.67	2.04	8.64	2.22	0.3	0.3	0	0	0	16.83	0	6.66	0	0	36.68	4.57	32.1	65.39	15.19	50.2	60.04	163.69	-23.36	0	0	0	
3/31/2017 11:59:59 PM	22048	16.67	1.55	3.04	72.57	3.19	6.99	4.75	0.62	0.46	0	0	0	18.92	0	12.48	0	0	40.35	0.88	39.47	66.15	8.89	57.26	58.53	145.07	-18.19	0	0	0	
3/31/2017 11:59:59 PM	22543	30.4	3.6	0.72	48.56	0.7	2.06	4.3	0	0	0	0	0	1.87	0	112.99	0	0	42.8	1.76	41.04	56.02	9.44	46.58	74.69	174.52	-31.89	0	0	0	
3/31/2017 11:59:59 PM	22552	10.36	0	4.36	78.79	2	20.24	2	0	0	0.48	0	0.48	2.44	0.63	12.21	0	-0.06	44.36	1.97	42.39	57.69	15.08	42.61	47.43	106.91	-3.07	5.49	0	5.49	
3/31/2017 11:59:59 PM	22730	18.47	3.5	9.44	71.3	15.54	24.83	19.04	0	0	0	0	0	44.78	0	8.91	0	0	64.85	1.48	63.37	75	4.46	70.54	77.71	119.82	-12.85	0	0	0	
3/31/2017 11:59:59 PM	22936	20.7	2.57	4.07	53.47	0	4.32	2.57	4.31	4.31	0	0	0	20.09	0	11.52	0	0	35.2	0.02	35.18	55.23	6.13	49.11	68.69	195.17	-33.5	0	0	0	
3/31/2017 11:59:59 PM	23456	23.55	4.05	7.55	68.42	1.63	12.56	5.68	2.19	2.19	0	0	0	25.6	0.32	8.94	0	0	45.92	7.35	38.57	70.16	16.61	53.55	57.24	124.66	-11.32	0	0	0	
3/31/2017 11:59:59 PM	23504	13.95	1.22	6.34	64.6	0.44	17.33	1.66	12.36	10.49	0	0.03	0.03	20.26	5.29	13.82	-0.01	-0.09	56.06	1.17	54.89	73.09	3.27	69.82	68.77	122.66	-12.7	0	0.28	0.28	
3/31/2017 11:59:59 PM	23643	12.42	0.26	0.55	81.3	1.83	37.64	2.09	0.48	0.48	17.15	0	17.15	38.89	0	6.69	0	0	64.62	1.01	63.61	83.74	14.41	69.33	48.82	75.55	15.8	167.16	0	167.16	
3/31/2017 11:59:59 PM	23755	25.43	10.54	10.34	60.89	1.38	31.47	11.93	4	2.72	0	1.14	1.14	24.94	0	103.92	0	0	69.17	1.72	67.45	80.48	4.5	75.98	77.95	112.69	-8.78	0	12.31	12.31	
3/31/2017 11:59:59 PM	24006	22.95	11.07	8.49	56.62	1.64	14.6	12.7	2.71	2.34	0	0	0	7.05	21.17	8.08	-0.12	-1.48	51.02	7.1	43.92	66.96	14.15	52.81	57.8	113.3	-6.78	0	0	0	
3/31/2017 11:59:59 PM	24378	71.12	36.42	21.42	10.39	0.81	3.24	37.23	0	0	0	0	0	15.52	0	3.94	0	0	66.7	14.95	51.74	70.25	25.51	44.74	47.28	70.89	19.42	0	0	0	
3/31/2017 11:59:59 PM	24453	26.31	11.18	6.47	51.96	2.66	11.25	13.84	0	0	0	0	0	3.36	0	8.07	0	0	39.21	2.81	36.4	61.01	6.7	54.31	64.31	164.04	-25.11	0	0	0	
3/31/2017 11:59:59 PM	24659	3.65	0	0.57	49.85	0.19	6.15	0.19	0	0	0	0	0	0	7.38	5.73	0.01	0.16	19.35	0.46	18.89	30.98	2.94	28.03	74.27	383.86	-54.92	0	0	0	
3/31/2017 11:59:59 PM	24668	26.25	3.75	20.5	66.83	1.22	22.92	4.97	0	0	0	0.02	0.02	18.9	0	17.83	0	0	52.83	0.79	52.05	57.82	4.9	52.93	59.71	113.02	-6.88	0	0.23	0.23	
3/31/2017 11:59:59 PM	24949	9.91	0.3	1.75	58.25	4.51	10.63	4.81	9.57	3.82	0	0.38	0.38	16.37	0	14.88	0	0	36.91	0.04	36.87	60.35	6.97	53.38	56.23	152.34	-19.32	0	3	3	
