Reporting Period	ID RSSD	UBPR3128	UBPR5320	UBPR5340	UBPR8764	UBPRA222	UBPRD654	UBPRE648	UBPRE649	UBPRE650	UBPRE651	UBPRE652	UBPRE653	UBPRE654	UBPRE660	UBPRF860	UBPRH300	UBPRH399	UBPRH400	UBPRH401	UBPRH402	UBPRH403	UBPRH404	UBPRH405	UBPRH406	UBPRH407	UBPRH408	UBPRH409	UBPRHR46	UBPRHR47	UBPRS497	UBPRS498	UBPRS499	UBPRS503	UBPRS504	UBPRS505	UBPRS506	UBPRS507	UBPRS510	UBPRS569	UBPRS570	UBPRS571	UBPRS577	UBPRS578	UBPRS581	
		ALLOCATED TRANSFER RISK RESERVES	TOTAL ASSETS (0% RISK-WEIGHT)	TOTAL ASSETS (100% RISK-WEIGHT)	NET CURRENT CREDIT EXPOSURE	EXCESS ALLOWANCE FOR LN&LEASE LOSSES	RWA_OBS_20	RWA_OBS	RWA_OFBS_20R_100C	RWA_OFBS_50R_100C	RWA_OFBS_100RSK	RWA_OFBS	RWA_OFBS_0	RWA_TOT	RWA_ADJ_F	CATEGORY THREE 50 PCT	EF FUND CONTRBTNS CNTRL CNTRPRTIES	TOTAL BS RWA SCTY EXP SSFA	TOT BS RWA SCTY EXP GROSS UP	RWA OFF BS OTHR	OTC CONTRACTS INTEREST RATE	OTC CONTRACTS ALL OTHER	CENTRALLY CLEARED CONTRACTS INT RT	CENTRALLY CLEARED CONTRACTS ALL OTHR	RWA OBS 150PCT	RWA OBS 1250PCT	UBPR RPT OTC CNTS TOT	CENTRALLY CLEARED CONTRACTS TOTAL	TOT BAL SH ASSET 2 PCT RW CAT	TOT BAL SH ASSET 4 PCT RW CAT	OFF-BALANCE SHEELCULATION METHOD	OFF-BALANCE SHEELCULATION METHOD	OFF-BALANCE SHEELCULATION METHOD	TOTAL BALANCE SHEET ASSETS - 1 WEIGH	TOTAL BALANCE SHEET ASSETS - 2 WEIGH	TOTAL BALANCE SHEET ASSETS - 3 WEIGH	TOTAL BALANCE SHEET ASSETS - 4 WEIGH	TOTAL BALANCE SHEET ASSETS - 6 WEIGH	TOTAL BALANCE SHEET ASSETS - 1 WEIGH	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	STANDARDIZED MARISK CAPITAL RULE	
3/31/2017 11:59:59 PM	37	0	15426	14400	0	511	1573	40572	112	0	4	116	0	40689	40178	24600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	242	0	2966	17099	0	0	2124	25399	0	0	15	15	0	25414	25414	5123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1053		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	279	0	352	47133	0	0	8096	113483	0	0	1303	1303	0	114786	114786	58254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	354	0	1607	3087	0	95	559	4164	0	0	0	0	0	4164	4069	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	457	0	6634	29777	0	24	160	36861	0	0	1314	1314	0	38175	38151	4932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1992		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	505	0	29007	188917	0	218	14176	289375	0	748	19692	32908	0	322284	322066	84668	0	0	437	0	0	0	0	0	0	0	0	0	0	0	0	0	12468	1178		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	1155	0	23805	144414	0	146	6210	174789	558	363	11087	12370	10240	187160	187014	17303	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	6863		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	1351	0	1693	86796	0	0	8111	107202	0	0	3040	3040	0	110242	110242	12295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	1454	0	176237	173357	0	0	76351	303622	0	2120	65	2185	36338	305807	305807	53139	0	0	0	0	423	0	0	0	0	0	423	0	0	0	0	0	0	0		87	688	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	1557	0	4728	44842	0	380	1987	51625	0	0	6	6	0	51631	51251	3848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	948		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	1669	0	31193	68214	0	1375	22901	121099	0	0	2183	2183	0	123282	121907	29149	835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	1829	0	11774	203533	0	0	17673	302165	0	0	5065	24580	0	326746	326746	63369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19515	0	17591		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	1856	0	13679	29311	0	448	13194	46001	0	0	1530	1530	0	47531	47083	2372	0	1124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	2040	0	21092	110614	62	1118	9236	135433	0	0	19509	19509	0	154942	153824	13292	309	0	0	0	9985	0	0	0	0	0	9985	0	0	0	0	0	0	1982		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	2161	0	2349	59967	0	62	7168	88425	0	0	0	0	1728	88425	88363	21290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	2376	0	65811	3346615	5419	0	73239	3629422	1969	0	15673	17642	0	3647065	3647065	173219	18630	0	0	0	430000	0	0	0	0	0	430000	0	0	0	0	0	0	17720		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	2554	0	0	7272	0	11	843	9812	0	0	262	262	0	10075	10064	1502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120		0	76	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	2732	0	48846	358778	0	0	24151	422166	0	0	28558	28558	0	450725	450725	30569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8669		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	2750	0	1999	39828	0	104	1207	44483	0	0	0	0	0	44483	44379	1878	772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	798		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	3252	0	29660	92739	0	1844	13035	115721	0	0	2717	2717	0	118439	116595	3505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4718		0	0	0	1725	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	3458	0	1330	27717	0	0	2227	33574	0	0	349	349	0	33924	33924	2960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83		0	588	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	3720	0	48859	113004	52	0	13653	147970	0	26	5884	5910	0	153880	153880	16519	4694	0	0	0	52	0	0	0	0	0	52	0	0	0	0	0	0	0		0	100	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	3971	0	41172	562209	0	1346	13299	676239	271	5926	49163	58175	0	734414	733068	69658	0	0	188	0	0	0	0	0	2816	0	0	0	0	0	0	0	0	30885		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	4156	0	4191	110988	0	56	8666	146816	0	0	7518	8393	0	155210	155154	26087	198	0	0	0	0	0	0	0	0	0	0	0	0	0	875	0	0	878		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	4231	0	20191	39978	0	0	8447	57737	0	0	465	465	0	58202	58202	6900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2412		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	4839	0	17553	221096	137	1690	14098	259774	1106	0	2380	3486	7523	263261	261571	16710	0	0	0	0	12287	0	0	0	0	0	12287	0	0	0	0	0	0	7871		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	5069	0	72272	389691	0	7610	2185	447053	0	0	7732	7732	0	454786	447176	1773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53405		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	5135	0	78882	275897	0	17	3730	319255	0	0	4570	4570	0	323825	323808	39628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	5210	0	10024	583501	0	3502	54891	835814	0	0	3116	19671	12581	855485	851983	182067	5938	0	0	16555	0	0	0	0	0	0	0	0	0	0	0	0	0	9417		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	5461	0	61308	345359	0	479	31708	407116	0	0	12061	12061	0	419177	418698	14867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15182		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	5751	0	9255	112283	0	121	8111	141387	0	0	7312	7312	0	148699	148578	17169	1749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1671		0	404	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	6039	0	25405	173412	0	417	11692	199006	0	0	6657	6657	0	205663	205246	13902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	6141	0	843	16896	0	0	4938	31089	0	0	0	0	100	31089	31089	9255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	6329	0	53527	399262	0	2715	10876	492327	0	1708	8332	10040	0	502367	499652	51085	2844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28260		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	7009	0	542352	229589	170	0	31988	297345	0	100	0	100	0	297446	297446	701	28	0	0	0	6000	0	0	0	0	0	6000	0	0	0	0	0	0	0		35040	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	7045	0	8816	46817	0	0	13962	98321	316	0	52	368	0	98689	98689	37542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	7072	0	3453	114155	0	0	2245	151044	0	0	5936	5936	0	156981	156981	32975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1670		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	7157	0	3598	16007	0	0	3438	24034	0	0	120	120	0	24154	24154	4589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	7456	0	1983	63138	0	0	3450	68784	0	0	38	38	0	68822	68822	2196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	7634	0	7267	34550	0	378	2303	44151	0	0	419	419	0	44571	44193	6744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	8033	0	16565	92126	0	0	3899	163554	0	0	6911	6911	0	170465	170465	51239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16290		0	0	0	0	0	0	0	0	0	0	
3/31/2017 11:59:59 PM	8462	0	3352	46460	0	16	22311	73555	0	0	1887	1887	0	75442	75426	4784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	
