Reporting Period	ID RSSD	UBPR0416	UBPR3506	UBPR5369	UBPR8783	UBPRE582	UBPRE583	UBPRE588	UBPRE589	UBPRE590	UBPRE602	UBPRE621	UBPRE622	UBPRE623	UBPRE624	UBPRG378	UBPRM026	UBPRM027	UBPRM028	UBPRM029	UBPRM030	UBPRM031	UBPRM032	UBPRM033	UBPRM034	UBPRM035	UBPRM036	UBPRM037	UBPRM038	UBPRM039	UBPRM042	
		PLEDGED SECURITIES-BOOK VLAUE	OTH ASSETS-PAST DUE 90DYS OR MOR,ACG	LOANS AND LEASES HELD FOR SALE	FAIR VALUE OF STRUCTURED NOTES	INV_TEMP	ASET_INV_LNLS_LT1	SEC_DBT_NCUR	INV_TEMP_TA	SEC_MKTB_TA	LNLS_LTR_CR_TA	APP_HRSK_NTE_STRU	SEC_APP_DPR_BV_SEC	SEC_APP_ECAP	SEC_PLDG_TS	PLDG LN AND LEASE	PLEDGED ASSETS / PCT OF TOT ASSETS	US TREAS GOVT AGENCIES / PCT OF TOT 	MUNI SEC / PCT OF TOT SEC	PASS-THRU MBS / PCT OF TOT SCTY	CMO REMIC MBS / PCT OF TOT SCTY	CMRL MBS / PCT OF TOT SCTY	ABS / PCT OF TOT SCTY	STRUCT FIN PROD / PCT OF TOT SCTY	OTHR DOM DEBT SECS / PCT OF TOT SCTY	FOR DEBT SEC / PCT OF TOT SCTY	MUT FND OTH MKTBL SCTY / PCT TOT SY	APP IN AFS SEC / PCT OF AFS SEC	PLEDGED LN / PCT OF TOT LN	LN HELD FOR SALE / PCT OF TOT LN	SEC CATEGORIES, PCT TOT SEC	
3/31/2017 11:59:59 PM	37	23223	0	0	2759	7533	14417	0	8.78	0	29.81	-0.26		0	47.01	0	27.06	12.85	73.43	13.72	0	0	0	0	0	0	0	-0.12	0	0	100	
3/31/2017 11:59:59 PM	242	2847	0	0	0	3853	16744	0	9.28	0.02	61.6	0		0	26.95	8988	28.51	33.14	62.92	0	0	0	0	0	3.84	0	0.09	0.56	34.92	0	100	
3/31/2017 11:59:59 PM	279	1242	0	0	0	8114	16685	0	3.99	0	67.21	0	-0.7	-0.81	2.87	17081	9.01	0	30.25	69.75	0	0	0	0	0	0	0	-2.25	12.41	0	100	
3/31/2017 11:59:59 PM	354	1532	0	0	0	371	1280	0	4.41	0	39.61	0		0	38.75	0	18.21	60.29	12.67	27.04	0	0	0	0	0	0	0	-0.8	0	0	100	
3/31/2017 11:59:59 PM	457	140	0	0	0	6277	21530	0	13.1	0.01	81.89	0	10	0.12	71.07	21405	44.98	0	97.97	0.51	0	0	0	0	0	0	1.52	0	53.99	0	100	
3/31/2017 11:59:59 PM	505	72794	0	0	0	33226	54859	0	7.28	0	74.15	0		0	95.01	144796	47.68	8.74	37.86	45.72	0.64	0	0	0	7.04	0	0	0.17	42.6	0	100	
3/31/2017 11:59:59 PM	1155	24564	0	0	0	25512	80641	0	10.81	0	70.85	0	3.33	0.01	83.96	87380	47.43	65.15	34.75	0.1	0	0	0	0	0	0	0	0.27	51.72	0	100	
3/31/2017 11:59:59 PM	1351	19537	0	0	0	4816	60356	0	3.16	0	56.4	0	-1.02	-2.01	36.24	0	12.82	43.35	52.16	2.94	1.55	0	0	0	0	0	0	-1.51	0	0	100	
3/31/2017 11:59:59 PM	1454	41491	0	423	86018	160805	183552	0	19.39	0.01	34.66	-2.14		0	10.2	0	5	73.32	26.64	0.02	0.01	0	0	0	0	0	0.01	-1.22	0	0.17	100	
3/31/2017 11:59:59 PM	1557	5139	0	0	0	2718	17113	0	4.06	0	72.52	0		0	40.21	14442	29.22	25.98	21.02	16.12	31.02	5.85	0	0	0	0	0	-0.54	29.11	0	100	
3/31/2017 11:59:59 PM	1669	34955	0	0	0	40352	50886	0	14.96	0	40.77	0	0.22	0.2	28.32	0	12.95	73.09	26.53	0.38	0	0	0	0	0	0	0	-0.38	0	0	100	
3/31/2017 11:59:59 PM	1829	23926	0	0	979	4472	21467	0	1	0.61	70.46	-0.05		0	24.72	78175	22.86	6.01	36.49	50.16	0	0	0	0	4.55	0	2.79	0.75	24.54	0	100	
3/31/2017 11:59:59 PM	1856	20672	0	0	0	56109	61891	0	49.41	0	23.49	0	1.96	0.61	77.23	4220	21.92	10.76	0	0	67.12	3.44	0	0	18.68	0	0	-1.47	15.23	0	100	
3/31/2017 11:59:59 PM	2040	30716	0	0	0	7400	39955	0	3.64	0.01	64.95	0		0	60.63	92108	60.37	16.59	62.51	9.19	8.7	0	0	0	2.98	0	0.03	0.04	68.32	0	100	
3/31/2017 11:59:59 PM	2161	2823	0	0	0	14203	47626	0	10.16	0	66.99	0		0	16.74	0	2.02	0	68.06	31.94	0	0	0	0	0	0	0	1.23	0	0	100	
3/31/2017 11:59:59 PM	2376	269730	0	0	0	1292	95462	0	0.03	0	85.6	0	-1.32	-0.48	75.79	2941570	77.83	1.9	0	40.39	52.65	5.07	0	0	0	0	0	-0.54	82.6	0	100	
3/31/2017 11:59:59 PM	2554	159	0	0	365	4434	5098	0	30.16	0	42.38	-0.8	0	0	4.23	0	1.08	0	76.27	0	0	0	0	0	23.73	0	0	-1.02	0	0	100	
