Reporting Period	ID RSSD	UBPR3128	UBPR5320	UBPR5340	UBPR8764	UBPRA222	UBPRD654	UBPRE648	UBPRE649	UBPRE650	UBPRE651	UBPRE652	UBPRE653	UBPRE654	UBPRE660	UBPRF860	UBPRH300	UBPRH399	UBPRH400	UBPRH401	UBPRH402	UBPRH403	UBPRH404	UBPRH405	UBPRH406	UBPRH407	UBPRH408	UBPRH409	UBPRHR46	UBPRHR47	UBPRS497	UBPRS498	UBPRS499	UBPRS503	UBPRS504	UBPRS505	UBPRS506	UBPRS507	UBPRS510	UBPRS569	UBPRS570	UBPRS571	UBPRS577	UBPRS578	UBPRS581	
		ALLOCATED TRANSFER RISK RESERVES	TOTAL ASSETS (0% RISK-WEIGHT)	TOTAL ASSETS (100% RISK-WEIGHT)	NET CURRENT CREDIT EXPOSURE	EXCESS ALLOWANCE FOR LN&LEASE LOSSES	RWA_OBS_20	RWA_OBS	RWA_OFBS_20R_100C	RWA_OFBS_50R_100C	RWA_OFBS_100RSK	RWA_OFBS	RWA_OFBS_0	RWA_TOT	RWA_ADJ_F	CATEGORY THREE 50 PCT	EF FUND CONTRBTNS CNTRL CNTRPRTIES	TOTAL BS RWA SCTY EXP SSFA	TOT BS RWA SCTY EXP GROSS UP	RWA OFF BS OTHR	OTC CONTRACTS INTEREST RATE	OTC CONTRACTS ALL OTHER	CENTRALLY CLEARED CONTRACTS INT RT	CENTRALLY CLEARED CONTRACTS ALL OTHR	RWA OBS 150PCT	RWA OBS 1250PCT	UBPR RPT OTC CNTS TOT	CENTRALLY CLEARED CONTRACTS TOTAL	TOT BAL SH ASSET 2 PCT RW CAT	TOT BAL SH ASSET 4 PCT RW CAT	OFF-BALANCE SHEELCULATION METHOD	OFF-BALANCE SHEELCULATION METHOD	OFF-BALANCE SHEELCULATION METHOD	TOTAL BALANCE SHEET ASSETS - 1 WEIGH	TOTAL BALANCE SHEET ASSETS - 2 WEIGH	TOTAL BALANCE SHEET ASSETS - 3 WEIGH	TOTAL BALANCE SHEET ASSETS - 4 WEIGH	TOTAL BALANCE SHEET ASSETS - 6 WEIGH	TOTAL BALANCE SHEET ASSETS - 1 WEIGH	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	RISK-WEIGHTED AS WEIGHT CATEGORY	STANDARDIZED MARISK CAPITAL RULE	
3/31/2012 11:59:59 PM	37	0	1830	20634	0	496	5498	43717	0	0	155	155	0	43872	43376	17585																													0	
3/31/2012 11:59:59 PM	242	0	0	36188	0	0	0	36188	0	0	10	10	0	36198	36198	0																													0	
3/31/2012 11:59:59 PM	279	0	1759	38156	0	0	9675	79033	0	0	0	0	0	79033	79033	31202																													0	
3/31/2012 11:59:59 PM	354	0	55	2692	0	112	1200	4846	0	0	0	0	0	4846	4734	954																													0	
3/31/2012 11:59:59 PM	457	0	185	26223	0	0	952	30705	0	0	1982	1982	0	32687	32687	3530																													0	
3/31/2012 11:59:59 PM	505	0	64655	139478	0	1293	15187	212720	0	1898	19975	21873	0	234593	233300	58055																													0	
3/31/2012 11:59:59 PM	1155	0	5290	122422	0	1060	15115	148973	0	0	991	991	0	149964	148904	11436																													0	
3/31/2012 11:59:59 PM	1351	0	1281	74593	0	148	12481	99663	0	0	2740	2740	0	102403	102255	12589																													0	
3/31/2012 11:59:59 PM	1454	0	89596	154704	0	0	49380	254887	14047	0	115	14162	0	269049	269050	50804																													0	
3/31/2012 11:59:59 PM	1557	0	493	33536	0	0	5951	41985	0	0	677	677	0	42662	42663	2499																													0	
3/31/2012 11:59:59 PM	1669	0	32800	72325	0	1826	20024	113727	0	0	32	32	0	113759	111933	21378																													0	
