Reporting Period	ID RSSD	UBPR0416	UBPR3506	UBPR5369	UBPR8783	UBPRE582	UBPRE583	UBPRE588	UBPRE589	UBPRE590	UBPRE602	UBPRE621	UBPRE622	UBPRE623	UBPRE624	UBPRG378	UBPRM026	UBPRM027	UBPRM028	UBPRM029	UBPRM030	UBPRM031	UBPRM032	UBPRM033	UBPRM034	UBPRM035	UBPRM036	UBPRM037	UBPRM038	UBPRM039	UBPRM042	
		PLEDGED SECURITIES-BOOK VLAUE	OTH ASSETS-PAST DUE 90DYS OR MOR,ACG	LOANS AND LEASES HELD FOR SALE	FAIR VALUE OF STRUCTURED NOTES	INV_TEMP	ASET_INV_LNLS_LT1	SEC_DBT_NCUR	INV_TEMP_TA	SEC_MKTB_TA	LNLS_LTR_CR_TA	APP_HRSK_NTE_STRU	SEC_APP_DPR_BV_SEC	SEC_APP_ECAP	SEC_PLDG_TS	PLDG LN AND LEASE	PLEDGED ASSETS / PCT OF TOT ASSETS	US TREAS GOVT AGENCIES / PCT OF TOT 	MUNI SEC / PCT OF TOT SEC	PASS-THRU MBS / PCT OF TOT SCTY	CMO REMIC MBS / PCT OF TOT SCTY	CMRL MBS / PCT OF TOT SCTY	ABS / PCT OF TOT SCTY	STRUCT FIN PROD / PCT OF TOT SCTY	OTHR DOM DEBT SECS / PCT OF TOT SCTY	FOR DEBT SEC / PCT OF TOT SCTY	MUT FND OTH MKTBL SCTY / PCT TOT SY	APP IN AFS SEC / PCT OF AFS SEC	PLEDGED LN / PCT OF TOT LN	LN HELD FOR SALE / PCT OF TOT LN	SEC CATEGORIES, PCT TOT SEC	
3/31/2012 11:59:59 PM	37	10522	0	0	6844	270	11907	0	0.32	0	42.73	-0.32		0	30.29	0	12.36	25.95	51.33	22.72	0	0	0	0	0	0	0	3.16	0	0	100	
3/31/2012 11:59:59 PM	242	1133	0	0	1294	5136	16446	0	14.12	0.01	56.56	-0.09		0	12.29	7403	23.47	32.77	66.09	0	0	0	0	0	1.11	0	0.03	3.93	35.71	0	100	
3/31/2012 11:59:59 PM	279	838	0	0	1023	5986	12427	0	3.98	0	50.35	0.08	1.95	3.73	1.46	13629	9.62	5.25	26.17	67.56	0	0	0	0	1.01	0	0.01	6.61	17.89	0	100	
3/31/2012 11:59:59 PM	354	764	0	0	1105	1154	2074	0	10.91	0	34.28	0.54		0	13.53	0	7.22	85.28	14.72	0	0	0	0	0	0	0	0	0.55	0	0	100	
3/31/2012 11:59:59 PM	457	552	0	0	0	3777	19027	0	9.98	0	83.51	0	3.37	0.18	87.76	15364	42.05	0	99.68	0.32	0	0	0	0	0	0	0	-0.65	48.11	0	100	
3/31/2012 11:59:59 PM	505	69957	0	761	0	66104	93525	0	16.74	0	60.22	0		0	98.53	110671	45.75	0	42.81	43.89	1.46	0	0	0	11.83	0	0	4.2	45.98	0.32	100	
3/31/2012 11:59:59 PM	1155	19451	0	477	0	54091	98440	0	24.16	0	57.39	0	2.65	0.02	83.78	130400	66.94	77.44	22.08	0.46	0.01	0	0	0	0	0	0	2.76	100	0.37	100	
3/31/2012 11:59:59 PM	1351	14658	0	0	30568	8970	65905	0	5.53	0	43.53	-0.01	1.84	7.53	18.69	0	9.04	45.12	54.88	0	0	0	0	0	0	0	0	2.77	0	0	100	
3/31/2012 11:59:59 PM	1454	41287	0	2100	66326	82999	110256	0	13.97	0	49.45	0.23		0	15.62	0	6.95	66.75	29.9	2.76	0.57	0	0	0	0	0	0.01	1.66	0	0.93	100	
3/31/2012 11:59:59 PM	1557	7017	0	0	0	14160	27061	0	20.68	0	49.11	0	3.13	8.87	34.55	0	10.25	19.03	80.97	0	0	0	0	0	0	0	0	1.34	0	0	100	
3/31/2012 11:59:59 PM	1669	39822	0	0	0	44468	51942	0	17.96	0	32.3	0	3.92	5.77	32.08	0	16.08	81.27	16.36	2.38	0	0	0	0	0	0	0	3.82	0	0	100	
3/31/2012 11:59:59 PM	1829	12638	0	0	9482	26209	65227	0	6.47	0.4	64.05	-0.04		0	12.95	19086	7.83	19.61	19.36	58.32	0	0	0	0	1.06	0	1.65	2.6	7.25	0	100	
3/31/2012 11:59:59 PM	1856	26941	0	0	0	25600	26989	0	22.34	0	48.23	0	0.17	0.01	92.8	0	23.51	55.24	4.91	0	39.85	0	0	0	0	0	0	0.11	0	0	100	
3/31/2012 11:59:59 PM	2040	26707	0	98	0	27729	82822	0	13.72	0	56.97	0		0	56.56	25607	25.88	8.4	54.36	15.74	19.18	0.2	0	2.12	0	0	0	1.51	21.66	0.08	100	
3/31/2012 11:59:59 PM	2161	21658	0	0	954	15184	35011	0	11.16	0	45.53	0.26	0	0	49.97	0	15.91	12.71	22.63	60.23	4.43	0	0	0	0	0	0	2.54	0	0	100	
3/31/2012 11:59:59 PM	2376	418031	0	0	14319	7366	98362	0	0.28	0	71.96	0	3.7	0.3	72.68	1542127	75.09	4.28	0	18.2	75.74	1.78	0	0	0	0	0	1.79	80.8	0	100	
3/31/2012 11:59:59 PM	2554	0	0	0	48	5350	6154	0	43.62	0.11	35.71	-0.22		0	0	0	0	0	65.07	0	0	0	0	0	34.23	0	0.7	0.87	0	0	100	
3/31/2012 11:59:59 PM	2732	30176	0	0	0	92117	131138	0	17.23	0	65.81	0		0	36.96	0	5.64	13.25	86.07	0	0	0	0	0	0	0.67	0	2.62	0	0	100	
3/31/2012 11:59:59 PM	2750	10144	0	0	2501	3040	23016	0	5.17	0	64.02	-0.83		0	71.65	10635	35.36	19.22	22.53	34.24	0.93	0	0	0	23.09	0	0	0.78	27.7	0	100	
3/31/2012 11:59:59 PM	3177	41432	0	0	0	149668	172312	0	15.06	0	72.13	0	1.39	0.06	59	385146	42.91	36.41	6.87	16.18	0	28.57	0	0	11.95	0	0.02	-0.27	53.61	0	100	
3/31/2012 11:59:59 PM	3252	56089	0	0	5960	5951	5951	0	3.52	0	47.5	-0.05	2.07	0.06	76.9	22117	46.31	9.04	21.89	16.73	51.12	0	0	0	1.23	0	0	1.38	27.16	0	100	
3/31/2012 11:59:59 PM	3458	9106	0	0	0	3848	7669	0	10.88	0	42.87	0	5.42	4.39	72.08	0	25.75	72.66	20.44	2.92	0	0	0	0	3.97	0	0	0.81	0	0	100	
3/31/2012 11:59:59 PM	3720	28000	0	933	1502	27827	30871	0	13.14	0	56.1	0.01	1.84	0.1	55.91	20270	22.8	34.3	24.25	41.45	0	0	0	0	0	0	0	3.04	16.88	0.78	100	
