Reporting Period	ID RSSD	UBPRE553	UBPRE554	UBPRE555	UBPRE556	UBPRE557	UBPRE558	UBPRE559	UBPRE560	UBPRE561	UBPRE562	UBPRE563	UBPRE564	UBPRE565	UBPRE566	UBPRE567	UBPRE568	UBPRE569	UBPRE570	UBPRE571	UBPRE572	UBPRE573	UBPRE574	UBPRE575	UBPRE576	UBPRE577	UBPRE578	UBPRE579	UBPRE580	UBPRE581	
3/31/2018 11:59:59 PM	1669	23.38	12.64	8.98	60.62	4.12	12.19	16.77	0	0	0	0	0	25.22	13.48	3.11	-0.16	-1.02	54.64	1.48	53.16	72.41	3.99	68.42	68.95	126.17	-14.3	0	0	0	
3/31/2018 11:59:59 PM	1856	7.1	0.43	0.75	28.29	0	3.94	0.43	21.23	13.58	2.54	0	2.54	25.87	2.67	11.6	0.06	0.44	22.5	27.55	-5.05	31.78	37.46	-5.68	30.21	134.23	-7.7	19.84	0	19.84	
3/31/2018 11:59:59 PM	2040	10.43	0.46	3.95	74.21	3.88	17.94	4.34	1.63	1.09	0	0	0	20.94	0	7.13	0	0	43.35	6.32	37.03	66.47	16.48	49.99	60.36	139.23	-17.01	0	0	0	
3/31/2018 11:59:59 PM	2161	28.16	0.36	6.68	45.67	0.5	8.67	0.86	0	0	0	0	0	9.69	0	4.61	0	0	37.19	0.33	36.86	52.39	3.44	48.95	72.39	194.65	-35.2	0	0	0	
3/31/2018 11:59:59 PM	2376	10.96	4.35	5.66	81.47	3.57	56.8	7.92	2.57	0.98	0	0	0	1.13	7.31	5.84	-0.18	-1.52	82.68	7.57	75.11	90.97	22.66	68.31	42.71	51.66	39.97	0	0	0	
3/31/2018 11:59:59 PM	2554	1.34	0.65	0.07	78.44	5.53	12.98	6.18	0	0	2.57	0	2.57	16.27	1.71	15.26	0	0	37.88	0.95	36.93	45.19	4.49	40.7	63.98	168.91	-26.1	28.3	0	28.3	
3/31/2018 11:59:59 PM	2732	3.89	0	0.09	83.91	0	0.98	0	0	0	0	0	0	13.02	0	17.85	0	0	31.27	0.53	30.74	54.57	4.21	50.36	59.64	190.74	-28.37	0	0	0	
3/31/2018 11:59:59 PM	2750	5.91	0	0	77.66	2.18	5.87	2.18	0	0	0.89	0	0.89	15.27	0	23.9	0	0	18.24	0.59	17.66	39.84	7.42	32.41	53.89	295.35	-35.64	7.02	0	7.02	
3/31/2018 11:59:59 PM	3252	10.96	0.27	6.23	73.87	0.18	2.63	0.45	10.01	3.27	0.07	0	0.07	45.11	0	6.93	0	0	22.71	5.26	17.46	41.05	9.05	32	56.5	248.79	-33.79	0.54	0	0.54	
3/31/2018 11:59:59 PM	3458	15.5	1.52	2.62	73.84	0	13.23	1.52	0.37	0	0	0	0	9.39	8.27	2.91	-0.12	-1.27	49.09	3.15	45.93	76.14	23.47	52.67	42.97	87.53	6.12	0	0	0	
3/31/2018 11:59:59 PM	3720	21.25	0.84	8.84	57.29	0.03	2.42	0.87	0	0	0	0	0	26.88	0.03	9.41	0	0	43.93	0	43.92	64.44	0.72	63.73	66.12	150.52	-22.19	0	0	0	
3/31/2018 11:59:59 PM	3971	14.33	3.08	5.01	69.76	0.31	17.11	3.39	1.43	0.46	1.81	0	1.81	8.04	0	21.78	0	0	44.23	8.02	36.21	59.86	21.4	38.46	46.92	106.08	-2.69	13.2	0	13.2	
3/31/2018 11:59:59 PM	4156	18.9	7.62	8.39	67.91	1.25	24.03	8.86	0.66	0.66	0	0	0	19.71	0	8.21	0	0	54.97	1.82	53.15	65.85	6.73	59.12	68.12	123.93	-13.16	0	0	0	
3/31/2018 11:59:59 PM	4231	29	6.37	16.34	43.12	7.18	8.69	13.55	0.04	0	1.7	0	1.7	37.05	0	2.79	0	0	43.86	6.21	37.64	63.35	12.23	51.12	58.96	134.45	-15.11	11.79	0	11.79	
3/31/2018 11:59:59 PM	4839	12.03	2.53	1.19	78.03	5.05	8.37	7.58	1.54	0.84	0.15	0	0.15	21.91	0	12.51	0	0	44.8	2.24	42.56	67.47	15.45	52.02	44.81	100.01	0	1.2	0	1.2	
3/31/2018 11:59:59 PM	5069	8.66	0	0	63.99	2.55	1.39	2.55	0	0	0	0	0	6.3	0	5.44	0	0	4.5	2.11	2.39	10.62	13.18	-2.56	18.12	402.87	-13.62	0	0	0	
3/31/2018 11:59:59 PM	5135	18.61	0.01	0.32	65.98	0.6	0.98	0.61	0	0	3.64	0	3.64	11.14	0	14.63	0	0	10.34	0.41	9.93	34.37	1.56	32.81	45.12	436.31	-34.78	26.5	0	26.5	
3/31/2018 11:59:59 PM	5210	27.24	9.88	8.87	62.13	2.65	11.84	12.53	0.12	0.12	0	0	0	9.73	2.59	16.56	-0.04	-0.44	55.06	2.6	52.46	68.84	15.09	53.75	60.45	109.79	-5.39	0	0	0	
3/31/2018 11:59:59 PM	5461	10.02	4.05	3.94	80.87	2.37	30.2	6.42	0	0	0.32	0	0.32	26.87	0	7.86	0	0	58.59	0.1	58.49	73.55	0.41	73.14	85.52	145.96	-26.93	3.4	0	3.4	
3/31/2018 11:59:59 PM	5751	14.28	7.33	3.47	73.18	9.65	18.52	16.99	1.42	0.49	0	0	0	19.36	0	14.52	0	0	47.52	0.97	46.55	56.09	7.29	48.81	60.86	128.07	-13.34	0	0	0	
3/31/2018 11:59:59 PM	6039	8.88	0.1	2.21	65.55	1.12	6.72	1.22	0	0	1.12	0	1.12	8.4	0	11.35	0	0	23.94	0.19	23.75	42.07	2.05	40.03	64.06	267.6	-40.12	10.32	0	10.32	
3/31/2018 11:59:59 PM	6329	15.81	0.14	0.33	70.62	0.17	8.61	0.31	0	0	0	0	0	4.28	0	9.14	0	0	44.03	1.34	42.68	66.55	8.93	57.62	54.12	122.92	-10.09	0	0	0	
3/31/2018 11:59:59 PM	7009	0	0	0	58.19	0	0	0	0	0	0	0	0	35.05	0	0	0	0	7.29	0	7.29	9.04	0	9.04	90.92	1246.53	-83.63	0	0	0	
3/31/2018 11:59:59 PM	7045	45.98	19.04	18.34	42.97	11.14	12.68	30.18	0	0	0	0	0	53.74	0	3.73	0	0	70.95	3.08	67.87	82.44	11.38	71.06	74.42	104.9	-3.47	0	0	0	
3/31/2018 11:59:59 PM	7072	53.08	22.88	17.17	33.92	8.07	8.09	30.96	0.57	0.57	0	0.5	0.5	6.92	0	10.52	0	0	63.29	5.03	58.26	71.13	15.17	55.95	52.73	83.32	10.55	0	5.72	5.72	
3/31/2018 11:59:59 PM	7456	5.95	0	0.43	84.39	5.31	7.91	5.31	0	0	0	0	0	14.31	0	26.67	0	0	35.32	0.26	35.06	49.53	6.15	43.38	72.61	205.6	-37.29	0	0	0	
3/31/2018 11:59:59 PM	7634	29.41	1.54	14.6	56.99	1.16	7.47	2.71	0.49	0.26	0	0	0	18.58	0	2.73	0	0	43.16	0.78	42.38	62.46	4.93	57.53	40.98	94.95	2.18	0	0	0	
3/31/2018 11:59:59 PM	8033	37.56	0	0.13	51.17	0.08	2.21	0.08	0	0	0	0	0	1.79	0	14.74	0	0	26.89	8.9	17.99	42.56	20.21	22.34	40.87	152	-13.98	0	0	0	
3/31/2018 11:59:59 PM	8462	27.11	3.85	21.96	55.33	0.15	4.83	4	0	0	0	0	0	51.37	0	4.72	0	0	40.31	0	40.31	59.74	0.76	58.98	66.09	163.97	-25.79	0	0	0	
3/31/2018 11:59:59 PM	8631	23.4	9.68	11.51	52.96	4.54	13.06	14.22	0	0	0	0	0	21.87	0	2.81	0	0	48.68	2.77	45.91	66.17	8.54	57.64	65.87	135.32	-17.19	0	0	0	
3/31/2018 11:59:59 PM	9357	20.95	0.01	2.71	69.84	0	3.9	0.01	1.79	1.75	1.69	0	1.69	19.36	0	76.83	0	0	26.78	0	26.78	38.35	0.03	38.32	79.9	298.41	-53.13	13.85	0	13.85	
3/31/2018 11:59:59 PM	9553	15.63	1.49	10.03	70.93	4.85	17.75	6.34	1.13	0.96	0	0	0	13.76	18.98	20.51	-0.02	-0.22	45.53	22.67	22.86	56.27	29.27	27	46.74	102.66	-1.21	0	0	0	
3/31/2018 11:59:59 PM	9807	15.47	5.85	5.39	70.22	0.37	14.37	6.22	0	0	0	0	0	11.06	0	24.78	0	0	40.69	0.3	40.39	59.14	7.2	51.94	64.25	157.91	-23.56	0	0	0	
3/31/2018 11:59:59 PM	9955	3.07	0.27	0.45	84.59	0	7.43	0.27	0	0	0.64	0	0.64	34.79	0	11.04	0	0	27.79	7.92	19.87	61.67	12.52	49.15	67.72	243.73	-39.94	5.12	0	5.12	
3/31/2018 11:59:59 PM	10250	21.98	4.37	10.15	70.49	1.72	18.66	6.1	0	0	0	0	0	24.27	0	13.02	0	0	61.28	1.79	59.49	78.25	12	66.26	70.72	115.4	-9.44	0	0	0	
3/31/2018 11:59:59 PM	10849	23.77	10.36	3.02	56.28	1.47	13.81	11.83	8.1	5.84	0	0	0	27.21	12.5	5.35	-0.28	-3	50.18	0.25	49.92	73.54	8.19	65.35	42.65	85	7.53	0	0	0	
3/31/2018 11:59:59 PM	11145	23.43	0.26	8.81	62.5	0.21	20.81	0.46	0.76	0.55	0.78	0	0.78	8.1	0	6.76	0	0	53.52	8.17	45.35	70.58	14.92	55.66	67.8	126.69	-14.28	9.16	0	9.16	
3/31/2018 11:59:59 PM	11640	7.71	2.45	1.69	71.91	8.69	19.83	11.15	0	0	1.65	0	1.65	23.65	0	15.71	0	0	43.33	4.38	38.95	53.32	9.62	43.7	67.81	156.5	-24.48	14.5	0	14.5	
3/31/2018 11:59:59 PM	11837	32.63	8.79	17.78	62.87	2.87	13.31	11.65	0	0	0	0	0	52.9	0	1.34	0	0	57.04	4.15	52.9	79.45	10.36	69.09	59.94	105.08	-2.9	0	0	0	
3/31/2018 11:59:59 PM	12030	16.45	0.01	4.83	62.33	1.15	3.9	1.16	0	0	0	0	0	6.39	0.64	7.44	0.01	0.05	24.32	1.11	23.22	44.51	5.35	39.15	57.99	238.42	-33.67	0	0	0	
3/31/2018 11:59:59 PM	12142	27.42	8.68	5.11	57.39	0.18	14.43	8.86	0.41	0.33	0.43	0	0.43	33.81	0.13	10.49	0	0	51.28	0	51.28	67.83	0.64	67.2	74.68	145.63	-23.4	4.07	0	4.07	
3/31/2018 11:59:59 PM	12179	45.15	33.25	10.78	32.84	1.13	11.66	34.38	0	0	0	0	0	1.68	0.04	5.34	0	0	67.39	3.55	63.84	71.88	13.48	58.4	57	84.59	10.38	0	0	0	
3/31/2018 11:59:59 PM	12311	12.74	4.05	6.46	62.78	1.39	11.23	5.44	15.42	14.56	0	0.22	0.22	14.03	8.45	34	-0.23	-2.48	47.69	0.94	46.75	53.56	5.09	48.47	74.19	155.56	-26.5	0	2.39	2.39	
3/31/2018 11:59:59 PM	12647	17.15	0.06	0.92	68.49	0.14	4.2	0.2	0.43	0.07	0.1	0.09	0.19	0	20.63	10.97	-0.09	-0.82	16.11	3.56	12.55	47.47	10.28	37.18	64.09	397.7	-47.97	0.94	0.81	1.75	
3/31/2018 11:59:59 PM	12656	35.27	12.9	19.08	32.12	1.17	7.45	14.08	0	0	0	0	0	0	4.91	5.49	-0.09	-0.82	50.46	1.29	49.18	60.08	9.61	50.47	58.02	114.97	-7.55	0	0	0	
3/31/2018 11:59:59 PM	12937	6.21	0	0.48	64.19	0	8.03	0	0	0	0	0	0	0	0	16.18	0	0	18.72	1.74	16.98	30.89	3.23	27.67	51.02	272.53	-32.3	0	0	0	
3/31/2018 11:59:59 PM	12946	24.23	4.63	1.11	64.86	6.62	5.18	11.25	0.11	0.11	0.42	0	0.42	15.47	0	38.14	0	0	39.63	1.69	37.94	62.81	9.97	52.84	47.95	120.98	-8.31	4.52	0	4.52	
3/31/2018 11:59:59 PM	13103	34.34	20.43	10.15	54.27	10.48	10.74	30.91	0	0	0	0	0	15.74	0	8.92	0	0	67.12	2.22	64.89	78.24	9.33	68.91	63.38	94.43	3.74	0	0	0	
3/31/2018 11:59:59 PM	13251	23.08	0.29	0.63	43.01	0	1.01	0.29	0	0	0	0	0	4.67	0	25.16	0	0	25.59	0	25.59	42.28	1.57	40.71	72.94	285.02	-47.35	0	0	0	
3/31/2018 11:59:59 PM	13457	0.05	0	0	62.3	0	5.85	0	0	0	0	0	0	27.19	0	15.18	0	0	30.86	0	30.86	41.58	1.69	39.89	55.72	180.58	-24.86	0	0	0	
3/31/2018 11:59:59 PM	14052	19.05	0.72	1.82	54.26	0	7.48	0.72	0.13	0.07	0	0.22	0.22	11.37	0	9.91	0	0	33.73	0	33.73	57.35	3.94	53.41	75.53	223.93	-41.8	0	2.08	2.08	
3/31/2018 11:59:59 PM	14155	24.08	0.86	1.89	62.06	0.29	6.18	1.15	0.5	0.41	0	0	0	5.71	0	11.09	0	0	32.94	3.64	29.3	55.32	7.84	47.48	71.59	217.38	-38.66	0	0	0	
3/31/2018 11:59:59 PM	14650	3.2	0	1.69	67.12	1.45	30.77	1.45	0	0	0	0	0	0.04	10.93	3.55	-0.1	-0.78	41.6	0	41.6	55.6	1.83	53.76	72.95	175.37	-31.35	0	0	0	
3/31/2018 11:59:59 PM	14753	3.13	0	1.29	75.66	0	4.02	0	0.98	0.5	0	0	0	11.02	18.7	12.39	-0.06	-0.67	23.1	0.03	23.07	37.49	2.17	35.32	64.02	277.11	-40.91	0	0	0	
3/31/2018 11:59:59 PM	14865	4.95	1.45	0.74	81.24	18.12	22.47	19.58	0.25	0.25	1.59	0	1.59	7.01	0.72	19.4	0	0	51.56	0.72	50.84	58.89	2.69	56.2	77.98	151.24	-26.42	15.75	0	15.75	
3/31/2018 11:59:59 PM	14977	17.85	0	15.71	65.56	0	12.89	0	0	0	0	0	0	3.19	0	16.36	0	0	40.96	0.09	40.87	46.68	6.57	40.12	36.37	88.79	4.59	0	0	0	
3/31/2018 11:59:59 PM	16551	20.5	0.12	4.92	64.8	4.49	16.96	4.62	0.03	0.03	0	0.45	0.45	9.76	7.44	8.68	0.01	0.14	46.91	0.38	46.54	70.67	13.04	57.63	60.32	128.58	-13.41	0	4.38	4.38	
3/31/2018 11:59:59 PM	16748	11.51	1.46	3.01	64.08	5.21	20.2	6.66	6.27	2.16	0	0.33	0.33	10.6	17.54	10.75	-0.09	-0.86	48.47	2.58	45.89	64.41	13.51	50.9	65.63	135.41	-17.16	0	3.11	3.11	
3/31/2018 11:59:59 PM	17110	0.11	0	0	58.36	0	0	0	0	0	0	0	0	19.05	3.61	73.57	0	0	0	0	0	0	0	0	0		0	0	0	0	
3/31/2018 11:59:59 PM	17147	13.78	4.43	4.45	70.87	6.19	10.51	10.62	4.31	3.99	0	0.03	0.03	10.58	5.71	28.01	-0.02	-0.17	39.82	2.39	37.43	47.96	9.34	38.62	62.18	156.17	-22.36	0	0.3	0.3	
3/31/2018 11:59:59 PM	17259	17.28	0	0.43	63.95	1.36	3.24	1.36	0	0	0	0	0	18.58	2.59	1.76	0	0	22.02	1.8	20.22	42.95	13.59	29.37	50.15	227.76	-28.13	0	0	0	
3/31/2018 11:59:59 PM	17950	15.37	1.84	7.08	65.42	3.62	17.97	5.46	12.46	12.44	1.01	0	1.01	43.99	0	5.47	0	0	61.44	0.65	60.79	78.33	3.71	74.62	72.55	118.07	-11.1	10.95	0	10.95	
3/31/2018 11:59:59 PM	17978	31.76	26.04	4.97	60.74	9.16	4.28	35.2	0	0	0	0	0	0	51.14	7.03	-0.18	-0.48	45.55	6.87	38.69	52.91	10.87	42.04	29.25	64.21	16.3	0	0	0	
3/31/2018 11:59:59 PM	18050	35.79	14.79	11.09	55.29	16.69	14.22	31.47	0	0	0	0	0	31.06	3.51	6.61	0.06	0.59	59.52	0.47	59.04	62.97	5.19	57.78	69.86	117.38	-10.35	0	0	0	
3/31/2018 11:59:59 PM	18135	2.62	0.25	1.26	81.44	1.12	31.25	1.37	0	0	7.96	0	7.96	42.47	9.57	4.05	-0.14	-1.53	53.9	0.59	53.31	75.27	3.78	71.49	70.98	131.68	-17.08	84.87	0	84.87	
3/31/2018 11:59:59 PM	18827	26.04	11.71	10.93	56.76	3.31	14.4	15.02	2.72	2.39	0.47	0	0.47	10.04	0	21.73	0	0	54.22	1.26	52.96	61.13	4.34	56.8	71.11	131.15	-16.89	5.06	0	5.06	
3/31/2018 11:59:59 PM	18836	40.32	22.39	6.48	47.01	7.11	9.15	29.5	0.41	0.27	0	0	0	6.82	0	6.19	0	0	54.74	6.29	48.44	70.39	14.64	55.75	48.55	88.7	6.18	0	0	0	
3/31/2018 11:59:59 PM	18854	5.59	0	0.21	74.2	0.06	0.75	0.06	0	0	0	0	0	0	0	22.68	0	0	3.11	0.3	2.81	4.83	8.59	-3.77	54.6	1757.76	-51.5	0	0	0	
3/31/2018 11:59:59 PM	19356	34.86	6.56	13.88	56.06	5.23	10.62	11.79	0	0	0	0	0	22.88	0.06	6.24	0	0.02	58.27	1.36	56.91	80.18	8.79	71.39	63.56	109.09	-5.3	0	0	0	
3/31/2018 11:59:59 PM	19936	16.13	0	6.6	49.29	0.35	4.67	0.35	8.74	6.44	1.28	0	1.28	12.2	6.8	10.15	-0.1	-1.09	32.65	2.96	29.69	53.63	8.68	44.94	72.76	222.85	-40.11	14.45	0	14.45	
3/31/2018 11:59:59 PM	19972	41.6	34.81	6.14	29.7	10.41	17.13	45.22	0	0	0	0	0	0	26.36	0.73	-0.28	-1.32	69.06	0	69.06	71.15	0	71.15	77.97	112.89	-8.91	0	0	0	
3/31/2018 11:59:59 PM	20053	19.72	4.2	1.93	67.18	2.7	6.56	6.9	1.45	1.29	0	0	0	11.23	0	16.32	0	0	35.87	1.86	34.01	67.16	15.54	51.63	48.18	134.31	-12.31	0	0	0	
3/31/2018 11:59:59 PM	20633	19.15	4.97	4.64	63.39	1.57	15.73	6.54	4.49	2.89	0	0	0	21.46	0	4.48	0	0	42.98	4.72	38.25	53.55	14.5	39.04	65.91	153.36	-22.93	0	0	0	
3/31/2018 11:59:59 PM	20857	4.66	0.45	2.12	89.37	2.15	37.67	2.61	0.01	0	0	0	0	46.46	0	21.84	0	0	54.5	1.73	52.77	63.84	3.5	60.35	70.03	128.49	-15.53	0	0	0	
3/31/2018 11:59:59 PM	21256	16.17	0	0.24	38.85	0	10.99	0	0	0	0	0	0	22.13	0	0.92	0	0	28.43	8.41	20.03	48.58	16.17	32.41	71.31	250.78	-42.87	0	0	0	
3/31/2018 11:59:59 PM	21359	18.87	0.61	8.9	55.28	0.44	8.68	1.05	0.34	0.34	0	0	0	15.33	0.44	6.1	0	0	37.03	0.37	36.66	52.87	1.81	51.05	77.16	208.36	-40.13	0	0	0	
3/31/2018 11:59:59 PM	21658	23.62	0.06	10.09	65.55	1.34	8.32	1.4	0.29	0.29	0	0	0	17.7	0	8.74	0	0	37.24	3.19	34.06	60.64	10.96	49.67	57.8	155.21	-20.56	0	0	0	
3/31/2018 11:59:59 PM	22048	18.22	0.81	4.21	71.44	3.63	4.91	4.43	0.44	0	0	0	0	18.61	0	11.81	0	0	37.69	0.79	36.9	65.22	6.18	59.04	53.5	141.95	-15.81	0	0	0	
3/31/2018 11:59:59 PM	22543	33.87	3.13	0.45	39.55	0.23	2.41	3.36	0	0	0	0	0	3.84	0	140.1	0	0	24.47	1.15	23.32	48.75	3.18	45.57	74.67	305.09	-50.19	0	0	0	
3/31/2018 11:59:59 PM	22552	8.9	0	4.06	80.13	3.19	12.3	3.19	0	0	0	0	0	1.47	0.52	13.11	-0.01	-0.12	46.4	1.97	44.43	58.83	16.9	41.93	48.39	104.29	-1.99	0	0	0	
3/31/2018 11:59:59 PM	22730	18.03	2.54	9.66	69.08	12.68	28.73	15.22	3.55	1.96	0	0	0	44.66	0	6.64	0	0	68.37	1.26	67.12	76.64	4.08	72.56	79.96	116.94	-11.58	0	0	0	
3/31/2018 11:59:59 PM	22936	18.84	1.17	5.85	49.33	0	4.4	1.17	7.29	5.27	0	0	0	20.76	0	10.45	0	0	37.82	0.02	37.8	56.09	7.76	48.33	69.74	184.4	-31.92	0	0	0	
3/31/2018 11:59:59 PM	23456	25.25	4.38	6.83	66.92	0.39	13.77	4.77	2.43	2.43	0	0	0	28.73	0.16	7.41	0	0	49.48	4.11	45.37	69.46	15.33	54.13	57.09	115.39	-7.61	0	0	0	
3/31/2018 11:59:59 PM	23504	15.33	2.92	5.88	66.4	0.39	12.49	3.32	9.36	8.01	0	0.03	0.03	16.14	3.91	15.55	-0.07	-0.77	54.59	1.06	53.53	69.74	2.03	67.71	70.12	128.45	-15.53	0	0.35	0.35	
3/31/2018 11:59:59 PM	23643	12.18	0.09	0.91	79.08	0.66	36.1	0.75	0.39	0.39	15.44	0	15.44	34.07	0	6.05	0	0	62.57	1.01	61.56	78.09	10.84	67.25	44.64	71.35	17.93	160.01	0	160.01	
3/31/2018 11:59:59 PM	23755	27.17	12.76	9.55	55.84	1.59	26.3	14.35	6.45	5.67	0	1.02	1.02	28.41	0	102.68	0	0	65.55	1.1	64.44	76.8	5.04	71.76	79.28	120.96	-13.74	0	10.94	10.94	
3/31/2018 11:59:59 PM	24006	26.92	13.98	10.12	62.37	1.72	18.28	15.69	3.83	3.23	0.14	0	0.14	7.37	25.68	10.04	-0.59	-4.36	62.47	7.18	55.3	77.86	13.87	63.99	58.14	93.06	4.34	1.01	0	1.01	
3/31/2018 11:59:59 PM	24378	73.64	37.31	19.7	11.05	1.5	2.76	38.81	0	0	0	0	0	17.81	1.24	4.33	0	0	63.49	11.72	51.77	69.06	24.9	44.16	50.49	79.53	12.99	0	0	0	
3/31/2018 11:59:59 PM	24453	25.79	11.81	7.56	57.2	2.26	11.86	14.07	0	0	0	0	0	3.29	0	10.12	0	0	42.72	1.55	41.18	58.73	5.06	53.67	74.35	174.01	-31.62	0	0	0	
3/31/2018 11:59:59 PM	24659	4.13	0	0.87	52	0.17	5.39	0.17	0	0	0	0	0	0	10.11	5.67	-0.06	-0.65	21.16	0.39	20.77	36.84	2.61	34.23	76.11	359.64	-54.95	0	0	0	
3/31/2018 11:59:59 PM	24668	20.12	2.46	12.9	75.93	6.43	28.9	8.89	0	0	0	0.02	0.02	29.72	0	16.96	0	0	55.32	0.38	54.94	62.9	1.79	61.11	61.52	111.21	-6.2	0	0.18	0.18	
3/31/2018 11:59:59 PM	24949	8.99	0.23	1.33	60.73	2.78	14.67	3	9.11	3.21	0	0.37	0.37	15.15	0	17.47	0	0	34.24	0.06	34.18	59.09	9.74	49.36	62.46	182.42	-28.22	0	3.26	3.26	
3/31/2018 11:59:59 PM	25357	18.9	0.16	2.3	62.11	0.59	6.2	0.75	10.85	4.81	0	0	0	4.47	7.53	11.28	0.05	0.56	35.96	1.36	34.61	58.42	4.93	53.49	61.51	171.04	-25.55	0	0	0	
3/31/2018 11:59:59 PM	25647	21.17	0	0.66	65.73	0	1.69	0	0	0	0	0	0	3.9	0	3.13	0	0	51.67	7.56	44.11	78.93	36.58	42.35	27.34	52.92	24.33	0	0	0	
3/31/2018 11:59:59 PM	26176	30.07	0.81	4.7	62.77	0.86	0.69	1.67	0	0	0	0	0	4.18	0	1.03	0	0	48.27	0.61	47.66	67.13	13.52	53.61	29.65	61.41	18.63	0	0.04	0.04	
3/31/2018 11:59:59 PM	26242	34.11	0.69	4.02	53.23	0.8	9.92	1.49	0	0	0	0	0	14.97	0	15.49	0	0	47.56	0.06	47.5	70.44	3.36	67.08	73.02	153.51	-25.45	0	0	0	
3/31/2018 11:59:59 PM	26457	16.34	0	0	74.64	0	0.11	0	0	0	0	0	0	17.77	0	15.81	0	0	3.84	0.68	3.17	52.88	3.54	49.34	65.61	1706.74	-61.77	0	0	0	
3/31/2018 11:59:59 PM	26765	13.65	0.33	10.39	72.27	1.29	19.99	1.62	0	0	0	0	0	9.61	0.25	18.53	0	0.02	51.67	0.95	50.72	65.12	4.13	60.99	72.63	140.57	-20.96	0	0	0	
3/31/2018 11:59:59 PM	27070	70.34	1.7	62.81	16.82	2.48	8.99	4.18	5.51	3.05	0	0	0	28.78	0	2.41	0	0	82.2	0.98	81.22	87.6	8.3	79.3	37.15	45.2	45.05	0	0	0	
3/31/2018 11:59:59 PM	27548	11.85	3.09	2.19	68.59	1	16.92	4.09	10.08	6.91	0	0.53	0.53	22.91	0	18.85	0	0	48.2	0.9	47.3	63.16	4.87	58.29	76.95	159.65	-28.75	0	5.64	5.64	
