Reporting Period	ID RSSD	UBPR1795	UBPR3123	UBPR4635	UBPRC233	UBPRD582	UBPRE006	UBPRE019	UBPRE020	UBPRE021	UBPRE022	UBPRE023	UBPRE386	UBPRE388	UBPRE390	UBPRE391	UBPRE395	UBPRE397	UBPRE398	UBPRE399	UBPRE400	UBPRE401	UBPRE402	UBPRE404	UBPRE405	UBPRE406	UBPRE407	UBPRE408	UBPRE409	UBPRE410	UBPRE411	UBPRE412	UBPRE413	UBPRE543	UBPRE586	UBPRE587	UBPRE594	UBPRFB60	UBPRFB61	UBPRFB64	UBPRFB66	UBPRFB69	UBPRFB70	
3/31/2018 11:59:59 PM	1669	30	2904	38	0	0	0.05	0.09	36.33	24.2	2.19	2.19	131110	33.33	0.12	0.02	8.57	0		0	0	-0.01		0	0			0	0	0.84		-0.06		0	0	0	0	-0.01	0	1.43				
3/31/2018 11:59:59 PM	1856	-1	581	0	0	0	0	-0.01			1.69	1.69	37357	0.23	0	0.01	0.21	0		0	0	0		0	0			-0.05		0		0			0	0	0	0	0	0				
3/31/2018 11:59:59 PM	2040	-8	2770	39	0	0	0	-0.02			2.02	2.02	136285	57.14	0.11	0.14	5.36	0.1		-1.6	0	0.79	0	0	0			-0.54		0		0		0	-1.94	0	0	0.86	0	0				
3/31/2018 11:59:59 PM	2161	0	948	7	0	0	0	0			0.94	0.94	99360	4.29	0.03	0.03	0.32	0		0	0	0		0	0		0	0		0.05	2.65	-5.63		0		0	0	0	0	0				
3/31/2018 11:59:59 PM	2376	-72	30473	94	0	0	0	-0.01			0.85	0.85	3568280	1301.96	0.01	0.02	2.61	-0.01	0	0		0.12	6.24	0	-0.04			0		0					0	0	-0.04	-0.03	0					
3/31/2018 11:59:59 PM	2554	0	161	0	0	0	0.16	0			1.79	1.79	8651		0	0		0			0	0			0		0	0		0		0				0		0		0				
3/31/2018 11:59:59 PM	2732	-6	4695	0	0	0	0.1	-0.01			1.06	1.06	447032	11.59	0	0.01	2.14	0	0	0		0	0	0	0			-0.03		-0.52		0		0	0	0	-0.01	0		-1.99				
3/31/2018 11:59:59 PM	2750	-1	862	0	0	0	0	-0.01			2	2	43258	400	0	0.01	0.88	0		0	0	0		0	0		0	0		-0.77		0		0	0	0	0	0	0	0				
3/31/2018 11:59:59 PM	3252	255	3886	338	0	0	0.95	1.06	4.22	3.81	3.97	3.97	96372	23.87	1.4	0.34	1.15	0.31		12.86	0	-1.4			0		0.93	3.23	0	2.43		-0.17			12.86		0	-1.4		-1.04				
3/31/2018 11:59:59 PM	3458	75	383	75	0	0	0.12	0.87	1.49	1.28	1.04	1.04	34514	0	0.87	0	9.57	0		0	0	0		0	0		0	0		0.44		1371.43		0	0	0	0	0	0	0				
3/31/2018 11:59:59 PM	3720	-1	1650	0	0	0	0.01	0			1.17	1.16	142474	2.35	0	0	4.05	0	0	0	0	-0.01	0	0	0		0	0		0		0		0	0	0	0	0	-0.53	0				
3/31/2018 11:59:59 PM	3971	420	10175	728	0	0	0.12	0.25	4.07	6.06	1.67	1.67	662002	36.91	0.44	0.19	1.09	-0.07	0	-0.75	0.47	-0.08	-0.04	0	-0.01		0.57	-0.05	-0.12	10.16		0		-20.57	-0.01	0	-0.01	-0.07	-0.71	0				
3/31/2018 11:59:59 PM	4156	57	1951	60	0	0	0	0.16	5.16	8.56	1.34	1.34	144481	44.44	0.17	0.01	2.95	-0.01		0	0	-0.02	0	0	0		0	1.36	0	0				0	0	0	0	-0.02	0	0				
3/31/2018 11:59:59 PM	4231	33	655	36	0	0	0.26	0.3	9.91	4.96	1.51	1.51	43419	7.84	0.33	0.03	0.33	0.4		0	0	0.81			0.37			0		-0.28		0		0	0	0	0.54	0.81		-0.41				
3/31/2018 11:59:59 PM	4839	335	4315	336	0	0	0.27	0.56	2.73	3.22	1.81	1.81	238814	0.19	0.56	0	0.86	0.53		0		1.91	0	0	0.5			0.45		5.15		0		0	0	0.96	0	2.31	0	0				
3/31/2018 11:59:59 PM	5069	0	12025	0	0	0	-0.58	0			3.78	3.78	321078		0	0	0.5	0		0	0	0	0	0	0			0						0	0	0	0	0	0					
3/31/2018 11:59:59 PM	5135	42	4523	53	0	0	0.13	0.05	57.17	26.92	1.3	1.3	333254	6.19	0.06	0.01	1.94	0.02		0	0	0		0	0.07		0.01	0.35		0.13	0	0		0	0	0.09	0	0	0	0.37				
3/31/2018 11:59:59 PM	5210	809	13417	826	0	0	0.06	0.26	7.9	4.15	1.08	1.08	1239391	14.75	0.27	0.01	2.98	0.15		0	0	0.28	0	0	0.03		0	2.4		0.52		0.07		0	0	0	0.06	0.4	-0.1	0				
3/31/2018 11:59:59 PM	5461	-2	6135	5	0	0	0	0			1.52	1.52	400554	43.75	0	0.01	1.92	0	0	0	0	0	0	0	0		0	0		0		0		0	0	0	-0.01	0	0	0				
3/31/2018 11:59:59 PM	5751	-96	2180	19	0	0	0	-0.26			1.51	1.51	145367	163.12	0.05	0.32	1.93	0		0	0	0	0	0	0		0	-1.21	0	-0.1		0		0	0	0	0	0	0	-0.16				
3/31/2018 11:59:59 PM	6039	0	2845	59	0	0	0.11	0			1.57	1.57	179378	21.32	0.13	0.13	0.88	-0.1		0	0	0	0	0	-0.21		0	0.52		1.15	0	0		0	0	-0.01	-0.4	0	0	0				
3/31/2018 11:59:59 PM	6329	1416	10134	1698	0	0	1.12	1.01	3.73	1.79	1.76	1.76	561607	12.69	1.21	0.2	1.86	0.02		0	0	0.06	0	0	0		-0.34	0.83		2.74		0		0	0	0	0	0.06	0	2.7				
3/31/2018 11:59:59 PM	7009	0	0	0	0	0	0	0			0	0	224887		0	0												0		0		0												
3/31/2018 11:59:59 PM	7045	22	1102	30	0	0	0.17	0.12	22.05	12.52	1.48	1.48	75544	10.6	0.16	0.04	0.82	0.19		0	0	0.28	0		0		0	0		-0.08	0	0		0	0	0	0	0.29	0	-0.31				
3/31/2018 11:59:59 PM	7072	203	1868	215	0	0	0.09	0.31	3.67	2.3	0.72	0.72	259092	22.02	0.33	0.02	0.43	0.34	0	0	0	0.05	0	0	1.6			-0.07		0		0		0	0	2.51	0.45	0.06	0	0				
3/31/2018 11:59:59 PM	7456	0	869	0	0	0	0.09	0			1.25	1.25	67760	0	0	0	7.69	0		0	0	0			0		0	0		0		0		0	0	0	0	0	0	0				
3/31/2018 11:59:59 PM	7634	-3	1024	3	0	0	0.18	-0.03			2.17	2.17	47033	23.76	0.03	0.05	1.9	-0.03		0	0	-0.06			0			0		0		-0.31		0	0		0	-0.06	0	0				
3/31/2018 11:59:59 PM	8033	76	1248	78	0	0	0.11	0.13	23.91	4.11	0.53	0.53	228504	2.13	0.14	0	0.44	0.16		0	0	0		0	0.86			-0.03		0		0.22		0	0	1.19	0	0	0	0				
3/31/2018 11:59:59 PM	8462	-4	1075	2	0	0	0	-0.03			1.92	1.9	57816	40.68	0.01	0.04	0.74	0		0	0	0			0		0	0		-0.17				0		0	0	0	0	0				
3/31/2018 11:59:59 PM	8631	0	427	0	0	0	0	0			1.21	1.21	34781	0	0	0	9.7	0		0	0	0			0			0		0		0			0	0	0	0	0	0				
3/31/2018 11:59:59 PM	9357	-1	3314	0	0	0	0	0			1.26	0.96	310407	12.12	0	0	150.64	0		0	0	0	0	0	0			0		0		0		0		0	0	0	0	0			0	
3/31/2018 11:59:59 PM	9553	-1	1007	0	0	0	0	0			1.12	1.12	92592		0	0	0.68	0		0	0	0	0	0	0		0	-0.06		0		0		0		0		0	0	0				
3/31/2018 11:59:59 PM	9807	-257	30268	51	0	0	0	-0.06			1.72	1.72	1786570	68.41	0.01	0.07	1.41	-0.06		0.01		0.01	0.1	0	-0.24			0.09		0		1.78		0	0.01	0	-0.3	0	0					
3/31/2018 11:59:59 PM	9955	1	1555	1	0	0	0	0	542	388.75	1.89	1.89	82636	0	0	0	18.51	0			0	0	0	0	0		0	0	0	0.24		0				0	0	0		0				
3/31/2018 11:59:59 PM	10250	-134	3119	23	0	0	0	-0.19			1.1	1.1	277996	314	0.03	0.23	3.6	-0.26		0	0	-0.01	0	-3.7	-0.04			-0.1		0.15	-2.08	2.64		0	0	0.01	-0.11	0	-0.1	0.36				
3/31/2018 11:59:59 PM	10849	0	1149	0	0	0	0.1	0			0.85	0.85	133372	0	0	0		0		0	0	0	0	0	0			0		0		0		0	0	0	0	0	0	0				
3/31/2018 11:59:59 PM	11145	23	2311	36	0	0	0.14	0.04	43.35	25.12	1.12	1.12	205308	14.4	0.07	0.03	1.34	-0.01		0	0	-0.02	-0.23	0	0			0.5		0.1		0		0	0	0	0	0	0	0				
3/31/2018 11:59:59 PM	11640	22	3699	33	0	0	0.02	0.04	64.23	42.03	1.67	1.67	223334	27.16	0.06	0.02	19.17	0		0	0	0	0	0	0		0	0		-0.04		28.62		0	0	0	0	0	0	-0.11				
3/31/2018 11:59:59 PM	11837	-1	828	0	0	0	0	-0.01			2.01	2.01	41392	26.67	0	0.01		0		0	0	0	0	0	0			-0.04		0	0	0		0	0	0	0	0	0	0				
3/31/2018 11:59:59 PM	12030	-1171	9304	1177	0	0	0	-1.75			3.42	3.42	267991	123.37	1.76	3.5	2.12	-1.54	0.21	-2.76	-1.06	-0.52		0	-2.27			-6.33		0.36		10.45		2.3	-4.16	-2.64	-0.48	-0.48	-15.05	1.08				
3/31/2018 11:59:59 PM	12142	-18	1643	25	0	0	0.05	-0.06			1.36	1.36	119405	62.32	0.08	0.14	68.46	0		0	0	0	0	0	0			0		0.18	0	-3.94		0	0	0	0	0	0	0.42				
3/31/2018 11:59:59 PM	12179	-1	140	0	0	0	-0.39	-0.01			0.42	0.42	33259		0	0.01	1.75	0		0	0	0	0	0	0			0		-0.49				0	0	0	0	0	0	0				
3/31/2018 11:59:59 PM	12311	37835	717586	72804	0	0	0.26	0.21	13.11	4.74	1.01	1	70901170	55.34	0.41	0.2	1.92	-0.07	-0.23	-0.04	1.26	0.04	0.07	-0.18	-0.35		-0.93	0.15	0.81	0.62	5.86	1.56		-0.05	-0.04	0.21	-0.93	0.01	0.19	0.33			0.78	
3/31/2018 11:59:59 PM	12647	6	1044	7	0	0	0	0.02	40.5	43.5	0.99	0.99	102155	80	0.03	0	1.46	0.01		0	0	0.03	0	0	0		0	0.04		0.66	0	0		0	0	0	0	0	3.05	-0.76				
3/31/2018 11:59:59 PM	12656	11	220	11	0	0	0	0.4	2.91	5	2.03	2.03	11042	0	0.4	0	3.49	0		0	0	0			0		0	0		2.72				0		0	0	0		3.4				
3/31/2018 11:59:59 PM	12937	-3	2130	0	0	0	0	-0.01			1.45	1.45	142010		0	0.01		-0.01		0	0	-0.04	-0.07	0	0			0		0		0		0		0	0	0	0					
3/31/2018 11:59:59 PM	12946	853	18031	1034	0	0	0.29	0.31	6.8	5.28	1.65	1.65	1084444	15.96	0.38	0.07	1.09	0.33		-0.01	0	0.07		-0.06	0.7		-0.3	0.1		1.7	-0.35	0		-0.02	0	1.84	0.04	0.07	0.05	0				
3/31/2018 11:59:59 PM	13103	109	15303	142	0	0	0.06	0.03	48.81	35.1	0.91	0.91	1676682	28.76	0.03	0.01	1.92	0.03		0		0	0	0	0.07			0		0.04		0		0	0	0.11	0	0	0	0.03				
3/31/2018 11:59:59 PM	13251	-5	480	23	0	0	0.13	-0.07			1.65	1.65	29312	55.45	0.31	0.38	0.62	0		0	0	0		0	0		0	-0.98		0.43				0	0	0	0	0	0	0				
3/31/2018 11:59:59 PM	13457	0	214	0	0	0	0	0			2.37	2.37	9213		0	0	0.86	0			0	0			0		0	0		0		0				0		0		0				
3/31/2018 11:59:59 PM	14052	-5	513	2	0	0	0	-0.05			1.27	1.26	40601		0.02	0.07	1.75	-0.06		0	0	-0.06	0	0	-0.09			0		0		0		0	0	0	-0.15	-0.07	0	0				
3/31/2018 11:59:59 PM	14155	21	2556	47	0	0	0.2	0.05	53.19	30.43	1.43	1.43	178787	47.93	0.11	0.06	7.43	0.1	0	0	0	0.2	0	0	0		0	-0.15	0	-0.33		0		0	0	0	0	0.22	0	-0.17				
3/31/2018 11:59:59 PM	14650	29	614	30	0	0	0.28	0.57	5.83	5.29	3.06	3.06	20480	2.34	0.59	0.02	3.84	0		0	0	0			0			0		1.06		0			0	0	0	0	0	0.79				
3/31/2018 11:59:59 PM	14753	0	502	0	0	0	0	0			2.35	2.35	20971	0	0	0	9.65	0			0	0			0		0	0		0		0				0	0	0		0				
3/31/2018 11:59:59 PM	14865	-29	3647	23	0	0	0.31	-0.04			1.15	1.15	317464	10.71	0.03	0.07	0.49	0.01		0	0.01	0	0	0	0		-0.25	-0.05		1.45	5.06	0		0	0	0	0	0	0	0				
3/31/2018 11:59:59 PM	14977	0	583	0	0	0	0.18	0			1.42	1.42	39865	0	0	0		0			0	0		0	0		0	0		0		0				0	0	0	0	0				
3/31/2018 11:59:59 PM	16551	179	3000	183	0	0	0	0.31	6.39	4.19	1.3	1.3	230383	9.41	0.32	0.01	0.82	0.38		0	0	0.09	0	49.75	0			-0.02	0	0.04	0	0		0	0	0	0	0.1	0	0.1				
3/31/2018 11:59:59 PM	16748	0	719	0	0	0	0	0			1.6	1.6	44437		0	0	1.65	0		0	0	0	0	0	0		0	0		0		0		0	0	0	0	0	0	0				
3/31/2018 11:59:59 PM	17110	0	279	0	0	0	0	0			0.36	0.36	77880		0	0		0				0	0					0		0		0						0						
3/31/2018 11:59:59 PM	17147	1112	76420	1813	0	0	0.11	0.07	41.71	17.18	1.11	1.11	6813555	55.77	0.11	0.04	2.78	0.04		0	0.01	0.21	0.21	0	-0.06		0.17	0.11	0	0.44	2.17	0		0	0	-0.09	-0.04	0.19	0.89	0.05			0	
3/31/2018 11:59:59 PM	17259	0	176	1	0	0	0	0			0.47	0.47	37758	23.53	0.01	0.01	5.33	0		0	0	0			0		0	0	0	0		0		0			0	0	0	0				
3/31/2018 11:59:59 PM	17950	1	4010	5	0	0	0.07	0	1592	1002.5	1.68	1.67	236053	7.84	0.01	0.01	11.73	0	0	0	0	-0.02	0		0		0	-0.02	0	0.12		0		0	0	0	0	-0.02	0	0				
3/31/2018 11:59:59 PM	17978	3	1445	3	0	0	0	0.01	278	120.42	1.15	1.15	126948		0.01	0		0		0	0	0	0	0	0		0			0.62				0	0	0	0	0	0	1.04				
3/31/2018 11:59:59 PM	18050	24	4775	47	0	0	0.09	0.03	118.12	49.74	1.49	1.48	319541	42.01	0.06	0.03	4.58	0		0	0	0	0	0	0		0	0.35		0.56		0		0	0	0	0	0	0	0.15				
3/31/2018 11:59:59 PM	18135	3	1168	10	0	0	0	0.01	63	97.33	1.29	1.29	90110	54.9	0.04	0.03	0.6	0.03		0		0.03	0	0	0			0		0	0			0	0	0		0	0.06	0				
3/31/2018 11:59:59 PM	18827	-71	6208	80	0	0	0.1	-0.03			0.64	0.64	949914	25.58	0.03	0.06	1.18	0.03		0	0	0.08	-0.04	0	-0.01			0	-10.28	0.05		-0.42		0	0	-0.04	0	0.09	0	0			-10.24	
3/31/2018 11:59:59 PM	18836	27	1246	47	0	0	0.1	0.09	15.3	11.54	1	1	124111	32.92	0.15	0.06	0.68	0.12		0	0	0	0	0	0.81		0	0		-0.03		0		0	0	1.04	0	0	0	-0.84				
3/31/2018 11:59:59 PM	18854	55	7699	55	0	0	0.06	0.04	118.33	35	1.37	1.37	567778	0	0.04	0	8.34	0		0	0	0	0	0	0		0	0.1		0		0		0	0	0	0	0	0	0				
3/31/2018 11:59:59 PM	19356	17	1106	22	175	0	0.02	0.11	16.41	16.26	1.83	1.83	59202	76.92	0.15	0.03	5.98	-0.01		0	0	-0.02	0	0	0			-0.08		1.7		0		0	0	0	0	-0.02	0	1.17				
3/31/2018 11:59:59 PM	19936	4	3446	17	0	0	0.07	0.01	336	215.38	1.99	1.99	170926	30.06	0.04	0.03	4.99	-0.02		-2.66	0	0.05	0	0	0		0	0.04		0.22		0.32		0	-4.63	0	0	0.06	0	0				
3/31/2018 11:59:59 PM	19972	0	400	0	0	0	0	0			0.93	0.93	42998	0	0	0	0.35	0		0	0	0						0		0				0				0	0					
3/31/2018 11:59:59 PM	20053	-10	1190	1	0	0	0.12	-0.05			1.52	1.52	78600	20.18	0.01	0.06	0.8	-0.01		0	0	-0.02	-0.1		0		0	0		0	0	-6.2		0	0	0	0	0	0	0				
3/31/2018 11:59:59 PM	20633	216	2923	257	0	0	0.06	0.45	1.78	3.38	1.49	1.49	192857	170.83	0.53	0.09	2.09	0.49		0	0	0.25	0	0	0.66			0		0.27		1.92		0	0	1.71	0	0.27	0	0				
3/31/2018 11:59:59 PM	20857	0	832	0	0	0	0.26	0			1.29	1.29	68397	0	0	0	2.68	0		0	0	0	0	0	0		0	0		0		0		0	0	0	0	0	0	0				
3/31/2018 11:59:59 PM	21256	0	78	0	0	0	0	0			2.07	2.07	3619		0	0		0			0	0		0	0			0		0		0					0	0		0				
3/31/2018 11:59:59 PM	21359	0	359	0	0	0	0.12	0			1.12	1.12	32424	0	0	0	0.6	0		0	0	0			0		0	0		0		0		0	0	0	0	0	0	0				
3/31/2018 11:59:59 PM	21658	-2	1859	2	0	0	0.11	-0.01			1.54	1.54	121903	24.62	0.01	0.01	1.02	0		0	0	0	0	0	0		0	-0.07		-0.06	5.41	0		0	0	0	0	0	0	0				
3/31/2018 11:59:59 PM	22048	112	1608	122	0	0	0	0.29	7.05	3.59	1.05	1.05	152742	7.77	0.32	0.03	0.4	0.15		0	0	0.46	0	0	0			-0.01	0	2.58		0		0	0	0	0	0.53	0	4.68				
3/31/2018 11:59:59 PM	22543	1	642	1	0	0	0	0	-60	160.5	0.58	0.58	109119	0	0	0	0.94	0		0	0	0	0	0	0			0		0.65		0		0	0	0	0	0	0	0				
3/31/2018 11:59:59 PM	22552	-124	1361	0	0	0	-0.07	-0.54			1.48	1.48	91533	367.41	0	0.54	0.66	-0.91		0	0	0			-6.49		0	-0.1		-0.28		0		0	0	0	-6.79	0	0	0				
3/31/2018 11:59:59 PM	22730	30	1269	86	0	0	0.17	0.13	19.6	10.58	1.42	1.42	92870	51.38	0.37	0.24	1.02	-0.08		0	0	0	0	0	-0.23			0	0	1.04		0		0	0	-0.84	0	0	0	0				
3/31/2018 11:59:59 PM	22936	4	1199	17	0	0	0	0.01	116	74.94	1.11	1.11	112978	43.7	0.06	0.05	2.26	-0.02	0	0	0	-0.06	-0.3	0	0		0	-0.13		2.32		0		0	0	0	0	-0.03	-0.82	0				
3/31/2018 11:59:59 PM	23456	0	1627	3	468	0	0.18	0			1.22	1.22	132976	8.51	0.01	0.01	1.66	0		0	0	0	0	0	0		-0.07	-0.03		0.12	0	0		0	0	0		0	0	0.1				
3/31/2018 11:59:59 PM	23504	-305	32812	0	0	0	0.07	-0.04			1.02	1.02	3160354	14.71	0	0.04	5.4	-0.01	0	-0.2	0	0	-0.01	0	0			-0.18		0	0	0		0	-0.25	0	0	0	0	0				
3/31/2018 11:59:59 PM	23643	49	1243	100	0	0	0.02	0.16	14.2	6.34	1	1	122874	107.94	0.33	0.17	0.94	0		0	0	0		0	0			0.09		1.15		0		0	0	0		0	0	0.17				
3/31/2018 11:59:59 PM	23755	0	1491	1	0	0	0.03	0			1.2	1.2	127029	9.76	0	0	0.54	0		0	0	0	0		0			0		0		0		0	0	0	0	0	0	0				
3/31/2018 11:59:59 PM	24006	-99	4624	130	0	0	0.02	-0.05			0.52	0.52	836440	66.28	0.06	0.11	0.49	-0.05	0	0.19		0.13	-0.2	0	-0.21			0.12		0		0		0	0.23	0	-0.26	0.18	0	0				
3/31/2018 11:59:59 PM	24378	-2	198	0	0	0	0	-0.02			0.48	0.48	41462		0	0.02	0.78	-0.02		0		-0.02	0	0	0			0		0		0		0	0	0	0	-0.01	-0.87	0				
3/31/2018 11:59:59 PM	24453	406	3033	445	0	0	0.73	0.72	3.43	1.87	1.35	1.35	225718	24.3	0.79	0.07	25.49	0	0	0	0	0	0	0	0			-0.02		4.61		0		0	0	0	0	0	0	0				
3/31/2018 11:59:59 PM	24659	0	535	0	0	0	0	0			1.68	1.68	31743	0	0	0	4.18	0			0	0		0	0		0	0		0	0	0				0		0	0	0				
3/31/2018 11:59:59 PM	24668	946	10882	1072	0	0	0.39	0.34	6.78	2.88	0.92	0.92	1121443	30.47	0.38	0.04	1.66	0		0	0	0	0	0	0		0	0.9		-0.08		0		0	0	0	0	0	0	0				
3/31/2018 11:59:59 PM	24949	-56	4863	31	0	0	0	-0.09			1.98	1.97	247370	252.17	0.05	0.14	2.61	-0.11		-2.17	0	0.09	-0.04	0	-0.03		0	-0.09		0.38	6.43	0		0	-2.79	-0.06	-0.02	-0.04	1.14	0				
3/31/2018 11:59:59 PM	25357	377	2866	390	0	0	0.26	0.46	4.84	1.9	0.87	0.87	330075	19.92	0.47	0.02	1.64	0.51		0	0	0	0	0	1.74		0	0		0.37		10.78		0	0	0	1.88	0	0	0				
3/31/2018 11:59:59 PM	25647	0	1536	0	0	0	0.25	0			1.53	1.53	97095	0	0	0	11.05	0		0	0	0	0	0	0			0		0		0		0	0	0	0	0	0	0				
3/31/2018 11:59:59 PM	26176	-114	4183	0	0	0	0	-0.13			1.19	1.18	355721		0	0.13	2.48	-0.13		0		0		0	-1.25			0		0		0		0		-1.48	0	0	0					
3/31/2018 11:59:59 PM	26242	27	2963	76	-3	0	0.06	0.03	54.7	27.44	0.84	0.84	343196	85.22	0.09	0.06	12.94	0.03		0	0	0.06	0	0	0		0	0		0.15	0.46	0		0	0	0	0	0.06	0	0				
3/31/2018 11:59:59 PM	26457	-1	204	0	0	0	0.01	-0.02			0.95	0.95	22100		0	0.02		-0.02		0	0	-0.08	0	0	0		0	0	0	0				0	0	0	0	-0.08	0	0				
3/31/2018 11:59:59 PM	26765	-14	5824	1	0	0	0.21	-0.01			1.38	1.38	426798	7.97	0	0.01	2.66	0		-0.02	0	0	0	0	0		0	-0.03		-0.25		0		0	-0.04	0	0	0	0	0				
3/31/2018 11:59:59 PM	27070	50	1000	50	0	0	0.03	0.05	28.02	5	0.26	0.26	383204	0	0.05	0	0.93	0.05		0		0.05	0	0	0					1.27	2.15	0		0	0	0	0	0.05	0	0				
3/31/2018 11:59:59 PM	27548	-135	6149	53	0	0	0.28	-0.11			1.23	1.22	485284	39.45	0.04	0.15	1.75	-0.13		-0.04	0	-0.28	0.11	0	-0.07		0	-0.11		0.58		0.19		0	-0.04	-0.13	0	-0.36	-0.35	0				
3/31/2018 11:59:59 PM	27614	20	1391	22	0	0	0	0.04	49	17.39	0.66	0.66	205757	3.7	0.04	0	1.9	0.03		0	0	0.04	0	0	0			0	0	0.71	0	0		0	0	0	0	0.05	-0.12	0				
3/31/2018 11:59:59 PM	27847	-133	4778	12	0	0	0.09	-0.14			1.21	1.21	388600	101.58	0.01	0.15	1.63	-0.16		0	-0.09	0	0	0	-0.58		0	-0.01		0.06		0		0	0	-0.73	0	0	0	0.51				
3/31/2018 11:59:59 PM	28013	22	26172	64	0	0	0	0	577.18	297.41	0.83	0.83	3138395	41.79	0.01	0.01	4.68	0.01		0		0.05	0	0	-0.01			-0.12		0				0	0	0	-0.01	0	0.97					
3/31/2018 11:59:59 PM	28152	6	1328	11	0	0	0.12	0.02	76.67	55.33	1.37	1.37	99161	64.52	0.04	0.02	1.81	0.06		0	0	0.16	0	0	0		0	-0.18	0	0.1		0		0	0	0	0	0.17	0	0				
3/31/2018 11:59:59 PM	28255	220	3092	228	0	0	0.21	0.33	8.49	3.51	1.13	1.13	268907	5.96	0.34	0.01	10.14	0.37	0	0	0	0		0	0.69		0	0		0.48		0		0	0	0	1.47	0		0				
3/31/2018 11:59:59 PM	28406	233	20185	240	0	0	-0.07	0.04	38.26	21.66	0.92	0.91	2208139	10.77	0.04	0	2.09	0.04	0	0	0	0.07	0	0	0		0	0.04		0.27		0		0	0	0	0	0.08	0	-0.19				
