Reporting Period	ID RSSD	UBPR7414	UBPRE497	UBPRE498	UBPRE499	UBPRE500	UBPRE501	UBPRE502	UBPRE503	UBPRE504	UBPRE521	UBPRE522	UBPRE523	UBPRE524	UBPRE529	UBPRE530	UBPRE531	UBPRE532	UBPRE533	UBPRE534	UBPRE535	UBPRE536	UBPRE537	UBPRE538	UBPRE539	UBPRE540	UBPRE541	UBPRE542	UBPRE544	UBPRE545	UBPRE546	UBPRE547	UBPRE549	UBPRE550	UBPRE551	UBPRE552	UBPRF896	UBPRFC07	UBPRFC08	UBPRFC09	UBPRFC10	UBPRFC11	UBPRFC12	UBPRFC13	UBPRFC14	UBPRFC15	UBPRFC16	UBPRFC17	UBPRFC18	UBPRFC19	UBPRFC20	UBPRFC21	UBPRFC22	UBPRK264	UBPRK265	UBPRK266	
3/31/2018 11:59:59 PM	1669	0.27	0	1.73	1.73	0.01	0.06	0.08	0.15	1.67													0	1.57	1.57	0.75	0.01	0.26	1.03	12.22	0.78	1.29	0.27	0	0	0	0.54					0.08	0.07	0.15	1.64									0	0	0	
3/31/2018 11:59:59 PM	1856	8.18	0	0	0	0	0	0	0	0					0	0	0	0					0	0	0	0	0	8.18	0	484.34	20.57	8.18	8.18	0	0	0	0					0	0	0	0										0		
3/31/2018 11:59:59 PM	2040	0.38	0	0.54	0.54	8.86	0	0	0	0													0	0	0	0.1	0	0.38	1.74	18.66	2.3	2.12	0.72	0	0.69	0.69	0					0	0	0	0										0	0	
3/31/2018 11:59:59 PM	2161	2.9	0.03	1.39	1.42	1.17	0.01	0.28	0.3	0.7	0.33	0	0.33	0.33					0	0	0	0	0	1292.25	1292.25	775.97	0	2.89	3.03	309.7	17.78	5.93	2.92	1.13	1.14	0.01	0					0	0	0	0.09									0	0	0	
3/31/2018 11:59:59 PM	2376	0.33	0	0	0	0	0	0	0	0																	0	0.33	0.28	38.38	2.3	0.61	0.34	0.08	0.09	0.01	0.74																		0	0	
3/31/2018 11:59:59 PM	2554	1.02	2.58	0	2.58	0	11.36	0	11.36	5.05									0	0	0	1.93	0	0	0	0.23	1.02	0	0.83	57.14	5.78	1.85	1.02	0	0	0	0					10.58	0	10.58	10.05									0		0	
3/31/2018 11:59:59 PM	2732	0.49	0	0	0	0	0	0	0	0.31													0	0	0	0	0	0.49	0.28	46.65	2.41	0.77	0.49	0	0.01	0.01	0					0	0	0	1.15										0	0	
3/31/2018 11:59:59 PM	2750	3.36	0	0	0	0	0	0	0	0									0.15	0.7	0.84	0.04	0	0	0	0.1	1.09	2.27	0.04	168.56	20.6	3.4	3.36	0	0	0	0					0	0	0	0									0	0	0	
3/31/2018 11:59:59 PM	3252	3.66	1.63	1.49	3.13	6.39	0.29	0.97	1.27	7.11					0	0	0	0	0	4.42	4.42	1.88	0	0	0	0	0.2	3.45	2.87	91.97	14.6	6.53	4.35	0	0	0	0					0	1.24	1.24	5.08									0	0	0	
3/31/2018 11:59:59 PM	3458	0.95	0	0.21	0.21	3.04	0	0.93	0.93	1.27									0	0	0	0					0.85	0.11	0.82	91.38	7.61	1.77	0.95	0	0.32	0.32	0					0	0.64	0.64	1.34									0	0	0	
3/31/2018 11:59:59 PM	3720	0.31	0	0	0	0.01	0.22	0.04	0.26	2.16									0	0	0	1.09	0	0	0	0	0.03	0.29	1.32	26.97	1.25	1.63	0.92	0.09	0.75	0.66	0					0.45	0.1	0.56	3.24									0	0	0	
3/31/2018 11:59:59 PM	3971	1.54	0	0	0	0.49	0	1.63	1.63	1.71					0	0	0	0.08	0.47	5.3	5.77	0.49	0	0	0	0	0.01	1.53	0.22	92.38	8.16	1.76	1.63	0.65	2.37	1.71	1.74					0	0	0	0									0	10.47	16.92	
3/31/2018 11:59:59 PM	4156	0.51	0	0.06	0.06	0	0	0	0	0.06					0	0	0	0	0	0	0	0					0.06	0.45	0.11	38.34	3.37	0.63	0.53	0	0.01	0.01	0.37					0	0	0	0									0	0	0	
3/31/2018 11:59:59 PM	4231	4.53	0	0.91	0.91	1.26	0	0.44	0.44	3.07													0	2.34	2.34	0	0	4.53	2.37	299.24	12.52	6.9	6.51	0.7	1.72	1.03	0					0	0	0	3.92										0	0	
3/31/2018 11:59:59 PM	4839	2.11	0	0	0	2.74	0.96	0	0.96	0.69													0	0	0	0	0.01	2.1	3.17	116.15	12.55	5.28	2.53	1.17	4.32	3.15	0.31					0	0	0	0									0	0	0	
3/31/2018 11:59:59 PM	5069	10.3	0	0	0	0																					2.89	7.41	6.05	275.35	18.09	16.35	11.58	4.34	6.35	2.03	0																	0	0	0	
3/31/2018 11:59:59 PM	5135	0.67	0	0.36	0.36	0.69	0	0.19	0.19	1.92	0	1.66	1.66	0					0	0.11	0.11	0	0	1.3	1.3	1.74	0	0.67	0.44	51.78	3.5	1.11	0.67	0.27	1.2	0.93	0					0	0	0	1.62									0	0	0	
3/31/2018 11:59:59 PM	5210	0.52	0.13	1.72	1.85	0.01	0	0	0	3.12									0	0	0	0	0	0	0	0.11	0.16	0.36	0.36	48.07	4.43	0.88	0.57	0.21	0.53	0.32	0.28					0	0	0	0									0	0	0	
3/31/2018 11:59:59 PM	5461	0.79	0	1.38	1.38	0.2	0	0.24	0.24	0									0	0	0	0.55	0	0	0	3.67	0	0.79	0.12	52.14	5.66	0.91	1.01	0.55	0.55	0	0					0	83.33	83.33	0										0	0	
3/31/2018 11:59:59 PM	5751	1.25	0	1.16	1.16	0.6	0	0.36	0.36	0.54					0	0	0	0	0	0.33	0.33	0.92	0	0	0	0	0.47	0.78	1.26	82.89	5.36	2.52	1.28	0	0	0	0					0	0.49	0.49	0.73									0	3.54	0	
3/31/2018 11:59:59 PM	6039	1.78	0	0.26	0.26	4.03	0.02	0.78	0.79	2.55	0	0	0	0					0	0	0	0	0.84	0	0.84	0	0	1.78	0.94	113.22	11.17	2.73	3.5	0	0.58	0.58	0					0	1.85	1.85	3.4									0	0	0	
3/31/2018 11:59:59 PM	6329	0.94	0	0.28	0.28	1.46	0	0.47	0.47	2.23									0	0.35	0.35	0	0	0	0	0	0	0.94	1.3	53.72	8.29	2.24	1.09	0.05	0.05	0	0.22					0	0.54	0.54	2.39										0	0	
3/31/2018 11:59:59 PM	7009	0	0	0	0	0	0	0	0	0													0	0	0	0	0	0	0		0	0	0	0	0	0																					
3/31/2018 11:59:59 PM	7045	1.8	0	0.96	0.96	0.11	0.04	0.86	0.9	2.61	0.85	0	0.85	7.64					0	0	0	0	0	0	0	151.04	0.01	1.79	3.61	121.87	7.37	5.41	2.03	0	0	0	0					0	0.47	0.47	3.11									0	0	0	
3/31/2018 11:59:59 PM	7072	1.79	0	0	0	0	0	0	0	0													0	0	0	0	0.12	1.67	0.64	249.73	13.3	2.43	2.05	0.56	3	2.44	0.67					0	0	0	0									0	0	0	
3/31/2018 11:59:59 PM	7456	0.16	0	1.02	1.02	0	0	0	0	0									0	0	0	0	0	0	0	0	0	0.16	0	13	1.47	0.16	0.16	0	0	0	0					0	0	0	0										0		
3/31/2018 11:59:59 PM	7634	1.26	0	2.57	2.57	0.95	0.51	1.05	1.56	2.14													0	0	0	0	0.11	1.15	0.98	57.91	6.65	2.24	1.95	0	0	0	0					0	0	0	0									0	0	0	
3/31/2018 11:59:59 PM	8033	1.32	0.22	0	0.22	0.29	0	0	0	0.49													0.98	0	0.98	0.31	0.11	1.21	1.03	246.96	9.01	2.35	1.55	0.12	1.5	1.38	0					0	0	0	0.77									0	0	0	
3/31/2018 11:59:59 PM	8462	2.59	0	9.73	9.73	1.11	0.07	0	0.07	3.03									0	0	0	0					0.01	2.58	1.94	136.28	7.14	4.53	2.59	2.58	2.58	0	0					0.08	0	0.08	3.26									0	0	0	
3/31/2018 11:59:59 PM	8631	0.12	0	0	0	0	0	0	0	0.61													0	0	0	0	0	0.12	0.16	10.3	0.66	0.29	0.39	0	0.23	0.23	0					0	0	0	0.72										0	0	
3/31/2018 11:59:59 PM	9357	0.01	0	0	0	0	0	0.67	0.67	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.66	0.03	0.01	0.01	0	0	0	0					0	0	0	0					0	0	0	0		0		
3/31/2018 11:59:59 PM	9553	1.63	0	0	0	2.13	0.07	0	0.07	0.86									0	1.05	1.05	0.16	0	0	0	1.07	0	1.63	0.46	146.38	10.43	2.1	1.63	0	0	0	0					0	0	0	0									0	0	0	
3/31/2018 11:59:59 PM	9807	1.22	0	0.13	0.13	0.04	0	0	0	0													0	0	0	0	0	1.22	1.07	70.89	6.05	2.28	3.21	0.51	5.52	5.01	0.53																		0	0	
3/31/2018 11:59:59 PM	9955	0.1	0	0	0	0.87	0	0	0	0					0	0	0	0	0	0	0	0.04	0	0	0	0	0	0.1	0.2	5.4	0.45	0.3	0.1	0	0	0	0					0	0	0	0										0	0	
3/31/2018 11:59:59 PM	10250	0.31	0	0.13	0.13	0.15	0.14	0	0.14	0	7.69	0	7.69	0									0	0	0	0	0.01	0.31	0.29	28.28	2.39	0.6	0.36	0	0.44	0.44	0					0	0	0	0									0	0	0	
3/31/2018 11:59:59 PM	10849	0	0	0	0	0	0	0	0	0													0	0	0	0	0	0	0.01	0	0	0.01	5.44	0	0	0	0					0	0	0	0											0	
3/31/2018 11:59:59 PM	11145	0.83	0	0.31	0.31	0.97	0	0.11	0.11	0.65													0	0	0	0	0	0.83	0.57	74.38	7.62	1.4	0.9	0.05	0.98	0.93	0.06					0	0	0	0.66										18.15	0	
3/31/2018 11:59:59 PM	11640	0.09	0	0	0	0	0	0.59	0.59	0.7									0	0	0	0	0	0	0	0	0	0.09	0.05	5.22	0.45	0.14	0.09	0	0.47	0.47	0					0	1	1	1.61										0	0	
3/31/2018 11:59:59 PM	11837	0.51	1.92	0	1.92	0	0	0	0	0	0	0	0	0									0	0	0	0	0.51	0	0	25.36	1.58	0.51	1.99	0	0.04	0.04	0					0	0	0	0									0			
3/31/2018 11:59:59 PM	12030	1.95	0.14	0	0.14	1.42	0	0	0	1.56									0	0	0	0	0	0	0	1.67	0.34	1.61	1.13	57.03	9.61	3.08	2.47	0	0.25	0.25	0					0	0	0	0									0	12.4	0	
3/31/2018 11:59:59 PM	12142	0.06	0.06	0.06	0.11	0.02	0.02	0.12	0.15	1.06	0.22	0	0.22	4.73									0	0	0	0	0.04	0.02	0.35	4.2	0.33	0.4	0.06	0	0.66	0.66	0					0	0	0	1.24									0	0	0	
3/31/2018 11:59:59 PM	12179	0.24	0	0	0	0	0	0	0	0																	0	0.24	0	57.14	1.02	0.24	0.24	0.24	1.26	1.02	0					0	0	0	0										0		
3/31/2018 11:59:59 PM	12311	0.67	0.01	0.69	0.7	0.06	0.07	0.03	0.1	0.63	0.44	0	0.44	1.03	0.09	0.72	0.82	1.04	0	0	0	0	0	0.06	0.06	0.04	0.15	0.52	0.49	67.17	4.34	1.16	0.71	0.27	1.45	1.18	0.28	0	0	0	0	0.05	0.04	0.09	0.65					0.09	0.72	0.82	1.04	1.47	5.58	0.53	
3/31/2018 11:59:59 PM	12647	0.68	0	1.5	1.5	0	0	0.57	0.57	0.57	0	0.68	0.68	1.37					0	0	0	0	0	0	0	0	0	0.68	0.02	68.58	3.94	0.7	1.09	0	0	0	0					0	0	0	0										0	0	
3/31/2018 11:59:59 PM	12656	0.58	0	0	0	3.06	0	0	0	0.13									0	0	0	0					0	0.58	3.27	28.64	3.43	3.85	1.07	0.29	2.51	2.22	0.34					0	0	0	0.09										0	0	
3/31/2018 11:59:59 PM	12937	0.64	0	0	0	0	0	0	0	0													0	0	0	0	0.64	0	1.04	44.08	2.68	1.68	0.64	0	2.41	2.41	0																	0		0	
3/31/2018 11:59:59 PM	12946	1.55	0.02	2.51	2.53	0.16	0.34	0.96	1.29	1.92	8.33	0	8.33	12.92					0	15.97	15.97	2.65	0	0	0	0	0.05	1.5	0.55	94.34	11.57	2.1	1.63	0.02	0.02	0	0.09	0	0	0	0	0	1.17	1.17	2.54									0	0	0	
3/31/2018 11:59:59 PM	13103	0.47	0	0.82	0.82	0.86	0	0.07	0.07	0.34													0	0	0	0	0	0.47	0.32	52.15	3.07	0.79	0.56	0.07	0.45	0.38	0.16					0	0.07	0.07	0.34										0	0	
3/31/2018 11:59:59 PM	13251	2.67	0	7.17	7.17	1.65	0	0	0	0.06									0	0	0	0					0	2.67	2.14	162.5	15.68	4.81	3.2	0	0.52	0.52	0					0	0	0	0										0	0	
3/31/2018 11:59:59 PM	13457	2.76	0	0	0	0	0	0	0	0									0	10.85	10.85	0	0	0	0	0	0	2.76	0	116.36	4.09	2.76	2.76	0	0	0	0					0	0	0	0										0		
3/31/2018 11:59:59 PM	14052	0.72	0	5.64	5.64	3.69	0	0.23	0.23	0.08													0	0	0	0	0	0.72	0.3	57.12	4.24	1.02	1.1	0.03	0.03	0	0.6					0	0	0	0.11										0	0	
3/31/2018 11:59:59 PM	14155	0.19	0	0	0	1.12	0	0.3	0.3	1.23					0	0	0	0	0	0	0	0.37	0	0	0	0	0	0.19	0.97	13.46	1.62	1.16	0.35	0	0	0	0					0	0.21	0.21	1.21										0	0	
3/31/2018 11:59:59 PM	14650	0.9	0	0	0	0.7	0.19	0.34	0.53	0.35													0	0	0	1.14	0.1	0.8	0.58	29.32	4.16	1.48	1.39	0	0.38	0.38	0					0.33	0.85	1.17	0									0	0	0	
3/31/2018 11:59:59 PM	14753	0.24	0	0	0	0	0	0	0	0.36									0	0	0	0	0	0	0	0	0	0.24	0.01	10.36	1.08	0.25	0.43	0	0	0	0					0	0	0	0										0	0	
3/31/2018 11:59:59 PM	14865	2.36	0	1.27	1.27	0	0	0	0	0	0	0	0	0					0	2.53	2.53	2.23	0	0	0	0	0	2.36	0.45	205.4	18.48	2.82	2.94	0.66	0.72	0.06	0					0	0	0	0										1.35	0	
3/31/2018 11:59:59 PM	14977	1.02	0.18	0	0.18	0.35	1.76	0	1.76	2.37									2.86	0	2.86	9.33	0	0	0	0	1.02	0	4.86	72.04	4.63	5.88	1.02	0	0	0	0					2.48	0	2.48	3.31									0		0	
3/31/2018 11:59:59 PM	16551	1.66	0	2.53	2.53	1.75	0	0.47	0.47	0.36	0	0	0	0.58	0	3.44	3.44	0	0	0	0	0	0	0	0	16.86	0.07	1.59	0.94	127.23	10.46	2.6	1.95	0	0.77	0.77	0.18					0	1.37	1.37	0.28									0	0	0	
3/31/2018 11:59:59 PM	16748	0.97	0	0	0	0	0	1.78	1.78	0									0	0	0	0	0	0	0	0	0	0.97	0.16	60.64	5.03	1.13	0.97	0	0	0	0					0	0	0	0										0	0	
3/31/2018 11:59:59 PM	17110	0	0	0	0	0	0	0	0	0													0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
3/31/2018 11:59:59 PM	17147	0.41	0.03	0.21	0.24	0.07	0.03	0.05	0.08	0.25	2.7	0	2.7	1.04	0	0	0	0	0	0	0	0	0	0.17	0.17	2.2	0.01	0.4	0.32	36.95	2	0.73	0.55	0.05	0.05	0	0.1	0	0	0	0	0	0.06	0.06	0.25					0	0	0	0	0	4.58	0.22	
3/31/2018 11:59:59 PM	17259	0.13	0	0	0	0	0.35	0	0.35	3.54					0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.09	0.84	28.41	0.91	0.97	0.49	0	0.14	0.14	0					0.33	0	0.33	3.66									0	0	0	
3/31/2018 11:59:59 PM	17950	0.18	0	0.42	0.42	3.03	0.07	0	0.07	0.14					0	0	0	0	0	0	0	0.2	0	0	0	0	0.04	0.14	0.55	11.05	0.98	0.73	0.28	0.04	0.49	0.45	0					0	0	0	0.23									0	16.96	0	
3/31/2018 11:59:59 PM	17978	1.25					0.48	0	0.48	0.54									0	0	0	0					1.25	0	1.59	109.27	1.39	2.85	2.96	0	0	0	0.15					0	0	0	0.78									0		0	
3/31/2018 11:59:59 PM	18050	0.48	0.21	0.05	0.27	1.5	0.39	0	0.39	1.62									0.05	0.06	0.11	0.27	3.47	0	3.47	0	0.15	0.32	1.2	32.02	2.8	1.67	0.48	0.05	0.05	0	0.09					0	0	0	1.02									0	0	0	
3/31/2018 11:59:59 PM	18135	2.16	0	0.54	0.54	0	0	1.18	1.18	0.16	0	0	0	0													0	2.16	0.21	166.87	8.44	2.37	2.16	1.17	2.19	1.01	1.14					0	0	0	0										10.26	55.96	
3/31/2018 11:59:59 PM	18827	0.62	0	1.75	1.75	0.01	0	0	0	0.05					8.51	0	8.51	26.37					0	0	0	0.02	0.07	0.54	0.59	95.63	4.68	1.2	0.73	0.02	0.44	0.42	0.19					0	0	0	0					8.51	0	8.51	26.37	0	0	0	
3/31/2018 11:59:59 PM	18836	1.6	0	0	0	0.51	0.04	0	0.04	1.76									0	0	0	0	0	0	0	0	0.12	1.49	2.21	159.71	11.6	3.81	2.84	0.18	2.33	2.15	0					0	0	0	0.59									0	0	5.5	
3/31/2018 11:59:59 PM	18854	0.16	0	0.35	0.35	0	0	0.39	0.39	0									0	0	0	0	0	0	0	0	0	0.16	0.03	11.99	1.2	0.19	0.18	0	0.08	0.08	0					0	1.39	1.39	0										0	0	
3/31/2018 11:59:59 PM	19356	0.59	0	1.69	1.69	0.14	0.57	1.22	1.79	4.03													0	0	0	0	0.28	0.31	1.2	32.01	4.14	1.79	0.59	0	0	0	0.19					0.99	2.14	3.13	6.26									0	0	0	
3/31/2018 11:59:59 PM	19936	0.4	0	0.25	0.25	0.13	0	2.54	2.54	2.43									0	0	0	0	0	0.08	0.08	0.68	0	0.4	0.25	20.02	2.54	0.65	0.48	0.17	0.88	0.7	0					0	4.68	4.68	4.46										0	0	
3/31/2018 11:59:59 PM	19972	2.65	0	0	0	0	0	0	0	0																	0	2.65	0.12	286	5.87	2.77	2.65	0	0	0	0																		0	0	
3/31/2018 11:59:59 PM	20053	1.91	0	1.32	1.32	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	1.51	0	1.91	1.75	125.21	11.72	3.66	1.91	0	0.62	0.62	1.01					0	0	0	0										0	0	
3/31/2018 11:59:59 PM	20633	0.77	0	0.31	0.31	1.24	0	0	0	0.03													0	0	0	0	0.06	0.71	0.35	51.76	5.06	1.12	6.17	0	4.05	4.05	0					0	0	0	0									0	0	0	
3/31/2018 11:59:59 PM	20857	0.48	0	0.71	0.71	0.1	0	0	0	0					0	0	0	0	0	0.21	0.21	0	0	0	0	0	0	0.48	0.01	37.26	2.05	0.49	0.48	0	1.26	1.26	0					0	0	0	0										0	0	
3/31/2018 11:59:59 PM	21256	0	0	0	0	0	0	0	0	16.36													0	0	0	0	0	0	9.9	0	0	9.9	4.34	0	0	0	0					0	0	0	29.17											0	
3/31/2018 11:59:59 PM	21359	5.71	1.2	0	1.2	4.51	0.36	0	0.36	1.65									0	0	0	0	222.58	0	222.58	19.89	3.83	1.88	1.5	507.8	32.75	7.21	5.71	0	0	0	0					0	0	0	1.25									37.86	0	15.03	
3/31/2018 11:59:59 PM	21658	2.18	0	5.24	5.24	2.27	0	0.2	0.2	4.13	0	0	0	0					0	0	0	0	0	167.65	167.65	369.61	0.68	1.5	1.04	141.8	16.21	3.22	2.26	0.85	1.21	0.36	0					0	0.11	0.11	2.29									0	0	0	
3/31/2018 11:59:59 PM	22048	2.6	0	0.14	0.14	0.2	0	0.09	0.09	1.46					0	0	0	0					0	2.24	2.24	1.06	0	2.6	1.72	248.01	19.97	4.32	2.94	2.53	3.14	0.61	0					0	0	0	2.02										0	0	
3/31/2018 11:59:59 PM	22543	0.62	0	0	0	0	0	0	0	0													0	0	0	0	0	0.62	0.53	106.7	5	1.14	0.62	0.34	1.66	1.32	0					0	0	0	0										0	0	
3/31/2018 11:59:59 PM	22552	2.25	0	1.69	1.69	0.97	0	0	0	0.32									0	0	0	0	0	45	45	52.5	0	2.25	0.51	152.31	23.03	2.77	2.37	0.13	0.43	0.29	0					0	0	0	0.36										0	0	
3/31/2018 11:59:59 PM	22730	1.5	0	0	0	0	0.33	0	0.33	2.65					0	0	0	0					0	0	0	0	0.1	1.4	0.71	105.28	9.88	2.21	1.5	0	0.28	0.28	0					0	0	0	0.46									0	0	0	
3/31/2018 11:59:59 PM	22936	0.54	0	0.07	0.07	0.17	0	0	0	0.04									0	6.54	6.54	0	0	0	0	4.55	0.04	0.49	0.04	48.21	3.18	0.58	1.8	0	0.1	0.1	0					0	0	0	0									0	0	0	
3/31/2018 11:59:59 PM	23456	1.21	0.33	4.84	5.17	8.25	0.15	0	0.15	1.16	0	0	0	0.39					0.54	0	0.54	0.67	0	0	0	0.82	0.47	0.73	1.92	99.08	6.56	3.13	1.31	0	0	0	0					0.41	0	0.41	1.47									7.12	0	21.03	
3/31/2018 11:59:59 PM	23504	0.27	0	0.46	0.46	0.13	0	0	0	0.09	0	0	0	0									0	0	0	0	0.08	0.19	0.14	26.62	1.73	0.41	0.28	0	0.42	0.42	0.07					0	0	0	0									0	0	0	
3/31/2018 11:59:59 PM	23643	1.09	0	0.02	0.02	2.39	0.24	0.42	0.67	2.07													0	0	0	0.79	0.03	1.06	1.38	108.85	7.76	2.47	1.51	0	0.26	0.26	1.27					0	0.51	0.51	3.93									0	0	0	
3/31/2018 11:59:59 PM	23755	2.22	0	8.46	8.46	0.05	0	0	0	0.1													0	0	0	0.07	0	2.22	0.39	184.71	15.69	2.6	2.22	0	3.33	3.33	0					0	0	0	0.13										0	0	
3/31/2018 11:59:59 PM	24006	1.06	0	2.62	2.62	0	0	0	0	0													0	7.52	7.52	2.28	0	1.06	0.1	202.4	4.75	1.16	1.07	0.23	0.76	0.53	0.78					0	0	0	0										0	0	
3/31/2018 11:59:59 PM	24378	0.62	0	0	0	0	0	0.1	0.1	0													0	0	0	0	0	0.62	1.52	128.79	3.5	2.14	0.84	0	0.66	0.66	0.24					0	0.21	0.21	0										0	0	
3/31/2018 11:59:59 PM	24453	0.16	0	0	0	0	0.67	0	0.67	0.76													0	0	0	0	0.1	0.05	0.24	11.64	1.03	0.39	0.35	0.05	0.13	0.07	0					0	0	0	0									0	0	0	
3/31/2018 11:59:59 PM	24659	0.4	0	0	0	1.41	0	0	0	8.44	0	0	0	0					0	0	0	3.61	0	85.33	85.33	0	0	0.4	3.64	23.93	2.07	4.05	0.48	0	0	0	0					0	0	0	6										0	0	
3/31/2018 11:59:59 PM	24668	1.93	3.5	0.77	4.27	0.48	0	0	0	0.1									0	0	0	0	0	0	0	0	1.38	0.55	0.19	209.93	11.31	2.12	1.96	0	0	0	0					0	0	0	0									0	0	0	
3/31/2018 11:59:59 PM	24949	0.76	0	0.35	0.35	0	0	0.49	0.49	0.16	0	0	0	1.67					0	0	0	0	0	0	0	0	0	0.76	0.11	38.37	4.16	0.86	1.1	0.44	1.9	1.45	0.77					0	0	0	0										6.06	0	
