Reporting Period	ID RSSD	UBPRD490	UBPRD646	UBPRD647	UBPRD648	UBPRD649	UBPRD650	UBPRE392	UBPRE632	UBPRE657	UBPRE658	UBPRE663	UBPRE880	UBPRE881	UBPRE882	UBPRE883	UBPRE884	UBPRE885	UBPRE886	UBPRE887	UBPRE888	UBPRE889	UBPRE890	UBPRE891	UBPRE892	UBPRE893	UBPRE894	UBPRE895	UBPRFB78	UBPRFB79	UBPRFB80	UBPRFB81	UBPRFB82	UBPRFB83	
		LN_CNSTRC_CYA_TC	CONST_RE_TLN	CRE_NONOWN_TC	CRE_NONOWN_TLN	CRE_TOT_TC	CRE_TOT_TLN	LN_NFRM_NRES_TC	LN_1T4_CNSTRC_TC	LN_OTH_CNSTRC_TC	LN_RE_LNLS_CYA_TC	LN_HE_CYA_TC	LN_RE_FARM_TC	LN_FAM_MULT_TC	LN_NFARM_LNLS_TC	LN_NFRM_OWNROCC_TC	RE_TOT_CYA_TC	LN_FIN_CYA_TC	LN_FARM_CYA_TC	LN_CMID_CYA_TC	LN_DOM_IND_TC	LN_CRCD_CYA_TC	LN_SCM_DOM_TC	LN_OFC_FGN_TC	LN_DOM_CYA_TC	LS_DOM_RCV_TC	LN_GOVT_FGN_TC	LN_CML_RE_TC	RTO 1-4 FAM 1ST LIEN LN CPT	RTO 1-4 FAM JR LIEN LN CPT	RTO RE LN IN FO CPT	RTO AUTO LN CPT	RTO LS IND CPT	RTO OTHR LS CPT	
3/31/2018 11:59:59 PM	526676	116.59	20.25	204.13	35.45	300.23	52.14	71.05	57.57	59.01	208.67	60.11	1.4	16.49	167.15	96.1	510.3	0	0	49.99	16.06	3.48	0	0	1.89	0		0	137.1	11.46		2.09	0	0	
3/31/2018 11:59:59 PM	526854	124.89	15.2	180.16	21.93	266.73	32.47	43.42	19.33	105.56	193.98	0	45.22	11.85	130	86.58	505.94	0	1.44	276.6	37.53	0	0	0	0	0		0	185.64	8.34		20.61	0	0	
3/31/2018 11:59:59 PM	527057	9.51	1.21	26.21	3.33	70.71	9	12.54	9.51	0	247.99	2	263.48	4.15	57.05	44.51	582.19	0	109.9	53.37	40.56	0	0	0	0.01	0		0	242.24	3.75		15.75			
3/31/2018 11:59:59 PM	527178	80.36	12.35	163.41	25.11	244.03	37.5	78.05	44.25	36.1	240.61	0	0	4.85	158.68	80.62	484.5	0	0	160.18	7.52	0	0	0	0	0		0.15	238.29	2.32		0.61			
3/31/2018 11:59:59 PM	527507	7.19	1.04	299.55	43.27	498.58	72.02	271.39	0.21	6.98	134.28	20.3	0	20.97	470.41	199.03	632.85	0	0	58.36	0.35	0	1.46	0	0.06	0		0	104.6	9.38		0.17			
3/31/2018 11:59:59 PM	527600	39	4.82	73.27	9.05	116.31	14.37	12.57	21.49	17.51	671.31	65.11	0	21.69	55.61	43.04	787.62	0	0	12.22	9.49	0	0	0	0.13	0		0	603.51	2.69		7.43			
3/31/2018 11:59:59 PM	527749	9.36	1.84	65.9	12.96	65.9	12.96	51.34	9.36	0	132.1	0	92.64	5.19	51.34	0	290.65	0	137.41	65.37	14.59	0	0	0	0.65	0		0	132.1	0		9.24			
3/31/2018 11:59:59 PM	527954	41.28	6.04	112.48	16.46	154.9	22.67	54.76	2.44	38.85	57.92	22.85	17.07	11.58	97.18	42.42	225.04	0	57.48	82.98	300.34	263.41	5.96	0	11.6	0.02		4.85	33	2.07		1.86	0	0.02	
3/31/2018 11:59:59 PM	528102	10.49	1.75	88.76	14.78	138.66	23.09	31.3	2.26	8.22	431.87	26.06	5.68	46.97	81.2	49.9	576.21	0	0	6.17	18	0	0	0	0.11	0		0	392.56	13.26		5.71			
3/31/2018 11:59:59 PM	528241	3.14	0.48	10.12	1.55	22.92	3.51	5.86	3.14	0	55.2	7.06	108.46	1.11	18.66	12.8	186.58	0	192.83	255.47	8.13	0	9.59	0	0.6	0		0	46.22	1.92		2.59			
3/31/2018 11:59:59 PM	528849	73.45	8.97	180.31	22.03	378.39	46.22	92.11	16.32	57.13	151.62	26.42	100.64	14.69	290.19	198.08	630.59	0	40.03	131.22	7.67	0.19	3.7	0	4.05	1.34		0.06	113.88	11.32		3.81			
3/31/2018 11:59:59 PM	528960	68.22	12.34	219.28	39.68	316.38	57.25	100.41	3.89	64.33	114.02	0.32	26.08	26.69	197.51	97.11	432.51	0	3.7	103.71	11.14	0.2	0	0	1.56	0		23.96	112.64	1.06		1.88	0	0	
3/31/2018 11:59:59 PM	529172	45.48	8.63	207.41	39.37	324.68	61.63	153.35	8.65	36.82	87.36	16.96	8.75	8.58	270.62	117.27	420.79	0	11.39	44.56	17.19	0	0	0	0.83	32.04		0	69.43	0.97		4.28			
3/31/2018 11:59:59 PM	529275	22.14	4.06	118.68	21.75	126.6	23.21	42.2	21.49	0.64	417.65	9.69	0.3	54.34	50.13	7.92	544.55	0	0	0.94	0.07	0	0	0	0	0		0	390.71	17.25		0			
3/31/2018 11:59:59 PM	529341	43.2	8.27	120.35	23.05	290.94	55.72	66.94	10.57	32.63	57.67	24.68	4.12	10.21	237.53	170.59	352.73	0	1.91	165.4	1.75	0.78	0	0	0.32	0		0	30.47	2.52		0.36			
3/31/2018 11:59:59 PM	529659	58.01	10.45	181.66	32.73	195.3	35.19	91.51	36.58	21.43	166.91	10.85	95.92	32.14	105.15	13.64	458.13	0	44.36	26.38	3.98	0	15.67	0	2.71	3.99		0	152.26	3.8		2.66			
3/31/2018 11:59:59 PM	529855	17.01	3.99	101.52	23.81	165.6	38.84	84.52	11.16	5.85	116.86	2.49	57.47	0	148.59	64.07	339.93	0	0.09	52.99	27.36	0	5.81	0	0.22	0		0	105.35	9.03		7.82			
3/31/2018 11:59:59 PM	529958	22.53	5.88	73.13	19.09	86.48	22.57	42.1	2.55	19.98	11.81	0	2.9	8.5	55.45	13.35	101.19	0.64	0	37.83	30.01	29.65	107.13	0	106.29	0		0	11.8	0.01		0	0	0	
3/31/2018 11:59:59 PM	530655	1.78	0.35	29.35	5.84	39.02	7.76	24.26	0.8	0.98	74.78	0	111.73	3.32	33.92	9.67	225.53	0	184.13	81.06	11.56	4.96	0	0	0.07	0.35		0	74.78	0		3.02			
3/31/2018 11:59:59 PM	530703	23.46	3.55	67.71	10.25	173.04	26.19	40.67	9.84	13.63	410.81	64.11	11.26	3.58	145.99	105.32	595.1	0	8.94	38.58	11.44	0	4.35	0	2.21	0		0	340.43	6.27		3.35			
3/31/2018 11:59:59 PM	530851	7.43	3.38	19.05	8.65	44.71	20.31	11.05	6.43	1.01	79.3	0	23.05	0	36.72	25.66	146.5	0	31.09	19.5	11.9	0	11.19	0	0.01	0		0.56	78.98	0.32		4.82			
3/31/2018 11:59:59 PM	531157	0	0	4.2	0.89	18.07	3.84	3.72	0	0	42.67	0	145.96	0.48	17.59	13.86	206.7	0	194.09	24.15	33.08	0	0.5	0	0.5	11.07		0	42.5	0.17		11.72			
3/31/2018 11:59:59 PM	531250	61.22	7.76	157.88	20.02	241.24	30.6	85.16	10.14	51.08	196.29	12.83	66.09	11.51	168.51	83.35	503.62	0	41.28	138.38	60.05	0	0.3	0	44.86	0		0	178.87	4.6		24.22			
3/31/2018 11:59:59 PM	532042	11.77	1.84	105.7	16.48	150.36	23.45	89.08	8.07	3.7	178.28	22.94	128.76	4.85	133.74	44.66	457.4	0	53.28	64.76	35.91	0.62	29.75	0	0.12	0		0	154.29	1.06		24			
3/31/2018 11:59:59 PM	532453	0	0	0	0	8.17	2.51	0	0	0	0	0	46.29	0	8.17	8.17	54.46	0	218.56	38.69	13.78	0	0	0	0	0		0	0	0		1.94			
3/31/2018 11:59:59 PM	532752	8.83	1.41	9.73	1.56	15.43	2.47	0	8.83	0	63.36	0	119.15	0.9	5.7	5.7	197.94	0	269.76	115.92	39.44	0	0	0	0.26	2.03		0	61.35	2		18.79			
3/31/2018 11:59:59 PM	533124	50.23	5.61	229.25	25.59	501.83	56.02	143.05	17.8	32.43	270.38	10.78	0	35.98	415.62	272.57	772.2	0	0	113.92	7.83	2.99	0	0	0.13	2.88		0	259.13	0.46		0.69			
3/31/2018 11:59:59 PM	533227	8.15	1.18	188.67	27.43	210.19	30.56	113.06	7.53	0.62	254.01	28.91	155.87	43.48	134.58	21.52	596.09	0	36.39	47.5	7.92	0	0	0	0.01	0		23.98	221.47	3.64		6.17			
3/31/2018 11:59:59 PM	533535	16.7	11.65	25.9	18.06	61.21	42.69	7.42	4.66	12.04	39.06	2.48	0	1.77	42.74	35.31	100.27	0	2.78	27.75	11.64	0	0.92	0	0.03	0		0	35.93	0.65		6.27			
3/31/2018 11:59:59 PM	533740	0	0	5.31	1.2	21.48	4.85	4.19	0	0	32.15	0	93.86	1.12	20.36	16.17	147.49	0	201.11	64.2	15.68	1.84	13.53	0	0.95	0		0	32.15	0		5.72			
3/31/2018 11:59:59 PM	534073	2.77	0.7	22.82	5.79	30.47	7.74	13.28	0.5	2.27	316.6	43.55	0	6.77	20.93	7.65	347.07	0	0	16.98	28.84	0	0	0	1.02	0		0	272.52	0.53		17.56			
3/31/2018 11:59:59 PM	534242	1.09	0.59	1.09	0.59	1.09	0.59	0	0	1.09	6.28	0	72.56	0	0	0	79.93	0	78	17.32	8.61	0	0	0	0	0		0	6.28	0		0			
3/31/2018 11:59:59 PM	534466	20.66	3.26	286.68	45.26	384.69	60.73	211.5	15.18	5.48	215.23	0	14.23	54.51	309.52	98.01	614.16	0	0	20.37	0	0	0	0	0	0		0	214.58	0.66		0			
3/31/2018 11:59:59 PM	534756	89.33	16.97	239.79	45.56	305.25	58	129.77	62.1	27.23	130.32	13.16	6.36	20.68	195.24	65.47	441.93	0	2.97	28.71	19.56	0	33.03	0	0.1	0		0	112.3	4.86		9.99			
3/31/2018 11:59:59 PM	534859	6.83	1.37	18.8	3.77	44.85	8.98	11.97	0	6.83	134.77	0	104.79	0	38.03	26.05	284.41	0	80.41	107.09	26.41	0	0.75	0	0.19	0		0	134.77	0		11.12			
3/31/2018 11:59:59 PM	534877	10.6	1.43	279.27	37.69	351.15	47.39	157.92	3.75	6.85	338.6	20.32	0	110.75	229.8	71.88	689.75	0	0	37.07	0.25	0	10.05	0	4.76	0		0	303.29	14.99		0.02			
3/31/2018 11:59:59 PM	535034	148.41	21.01	167.06	23.65	264.66	37.46	17.01	39.99	108.42	296.6	4.53	25.07	1.65	114.61	97.6	586.33	0	21.92	70.72	27.17	0	0	0	0.35	0		0	284.85	7.22		1.43			
3/31/2018 11:59:59 PM	535575	86.99	11.41	90.52	11.87	133.31	17.48	2.56	48.12	38.87	605.46	43.38	0	0.97	45.35	42.79	738.78	0	0	3.2	19.83	0	0	0	0.68	0		0	557.89	4.19		6.53			
3/31/2018 11:59:59 PM	535641	31.17	3.86	203.57	25.21	299.12	37.04	162.54	28.08	3.09	311.67	50.55	79.9	9.87	258.09	95.55	690.69	0	19.95	51.88	44.8	0	0	0	0.24	0		0	256.46	4.67		9.8			
3/31/2018 11:59:59 PM	535753	19.32	4.52	211.63	49.49	240.84	56.32	166.88	8.76	10.56	62.24	10.12	1.3	21.59	196.09	29.21	300.53	0	0.97	101.03	6.07	1.38	5.01	0	13.5	0.52		3.84	51.75	0.37		0.38	0	0.52	
3/31/2018 11:59:59 PM	535874	86.49	13.11	164.8	24.98	304.74	46.18	67.95	9.21	77.28	257.16	12.98	15.8	9.84	207.89	139.94	577.18	0	0.17	51.95	26.57	0	0	0	4.75	0		0.52	225.21	18.98		3.93			
3/31/2018 11:59:59 PM	535931	32.09	3.26	100.02	10.16	239.95	24.38	67.92	4.1	27.99	259.26	10.22	287.95	0	207.86	139.93	787.16	0	51.88	102.75	43.74	0	0	0	0.84	0		0	244.53	4.51		7.93			
3/31/2018 11:59:59 PM	535940	9.64	1.42	44.75	6.6	95.8	14.13	35.11	0	9.64	56.58	0.25	217.94	0	86.16	51.05	370.33	0	209.1	78.57	13.3	0	5.21	0	0.72	1		0	55.99	0.34		11.3			
3/31/2018 11:59:59 PM	536059	49.97	8.95	297.08	53.23	458.05	82.07	235.89	4.2	45.76	80.9	3.79	0	11.22	396.86	160.97	538.95	0	0	19.34	0.64	0	0	0	0	0		0	76.89	0.21		0.02	0	0	
3/31/2018 11:59:59 PM	536349	4.17	0.67	30.18	4.87	50.93	8.22	26.01	4.17	0	54.99	4.06	133.13	0	46.76	20.75	239.05	0	324.82	34.77	13.74	0	7.19	0	0.19	0		0	47.2	3.73		8.37			
3/31/2018 11:59:59 PM	536527	73.44	9.2	248.57	31.15	444.58	55.72	118.35	39.4	34.04	276.59	5.33	0	56.78	314.36	196.01	721.17	0	0	76.84	2.36	1.25	0	0	0.98	0		0	268.08	3.17		0.67			
3/31/2018 11:59:59 PM	536554	67.21	14.38	168.75	36.11	175.78	37.62	97.84	50.18	17.03	21.72	1.67	28.05	3.7	104.87	7.03	225.55	0	93.55	133.79	14.91	0	0.52	0	0	0.13		0	19.48	0.57		2.65			
3/31/2018 11:59:59 PM	536853	0	0	4.04	1.88	4.09	1.9	4.04	0	0	94.31	0	24	0	4.09	0.05	122.4	0	56.62	13.05	23.12	0	0	0	0	0		0	94.31	0		23.09			
3/31/2018 11:59:59 PM	537038	2.17	0.41	44.57	8.48	85.28	16.22	18.88	2.17	0	148.27	13.56	96.12	23.52	59.59	40.71	329.67	0	85.5	76.04	33.53	0	1.11	0	0.02	0		0	131.42	3.29		21.28			
3/31/2018 11:59:59 PM	537243	6.82	1.72	24.8	6.27	37.45	9.46	16.96	4.98	1.84	134.35	0.26	86.02	1.02	29.61	12.65	257.82	0	86.82	32.53	16.48	0	0	0	0.72	1.38		0	130.46	3.62		9.11			
3/31/2018 11:59:59 PM	537355	46.62	9.94	77.21	16.47	183.11	39.05	30.59	20.52	26.1	75.4	0	37.7	0	136.49	105.9	296.22	0	59.24	55.89	55.94	0	1.64	0	0	0		0	68.45	6.95		20.96			
3/31/2018 11:59:59 PM	537449	96.57	12.92	358.88	48	453	60.59	194.38	3.71	92.87	23.92	2.18	3.9	64.94	288.51	94.13	477.85	0	0	210.78	1.3	0	34.96	0	8.58	14.98		2.98	19.98	1.76		0.08	0	14.98	
3/31/2018 11:59:59 PM	537551	41.18	5.35	84.74	11	201.29	26.13	39.65	10.03	31.15	132.27	7.95	185.19	3.42	156.21	116.55	518.28	0	144.98	82	24.83	0	0	0	0.35	0		0.48	119.68	4.65		8.23			
3/31/2018 11:59:59 PM	537560	68.29	11.75	206.01	35.43	292.51	50.3	119.65	14.16	54.14	167.83	0.44	8.89	18.07	206.15	86.5	469.23	0	3.24	20.01	49.88	0	38.57	0	0.22	0.33		0	163.32	4.08		44.48	0	0.33	
3/31/2018 11:59:59 PM	538222	0	0	36.97	12.23	44.63	14.77	36.97	0	0	63.13	0	122.35	0	44.63	7.67	230.12	0	26.72	22.27	12.5	0	11.55	0	0	0		0	63.13	0		8.26			
3/31/2018 11:59:59 PM	538473	63.2	10.71	262.61	44.51	274.52	46.53	138.55	27.8	35.39	272.12	33.81	0	60.86	150.46	11.91	546.64	0	0	22.2	21	0	0	0	0	0.13		0	235.62	2.69		0			
3/31/2018 11:59:59 PM	538754	4.98	1.06	28.42	6.07	49.11	10.49	20.36	2.47	2.52	0.65	0	118.16	3.08	41.04	20.69	167.92	0	251.93	43.14	5.04	0	0	0	0.21	0		0	0.65	0		1.89			
3/31/2018 11:59:59 PM	538802	26.23	4.53	150.99	26.08	197.55	34.12	106.34	7.99	18.24	297.36	32.05	0.27	18.41	152.91	46.57	495.18	0	0	77.77	3.83	0.41	0	0	4.42	0	0	0	263.84	1.47	0	0	0	0	
3/31/2018 11:59:59 PM	538950	42.29	6.82	240.1	38.75	308.9	49.85	152.32	3.68	38.61	69.88	0	77.65	45.48	221.12	68.8	456.43	0	45.75	94.68	15.88	2.35	6.03	0	0.91	0		0	68.23	1.65		4.27			
3/31/2018 11:59:59 PM	539032	80.47	9.68	256.66	30.86	391.34	47.05	114.24	21.74	58.73	219.75	66.7	12.17	61.95	248.92	134.68	623.27	0	0.49	190.25	15.92	0.24	0.55	0	1.24	0		0	149.13	3.93		4.06	0	0	
3/31/2018 11:59:59 PM	539340	27.6	6.85	36.33	9.02	75.58	18.76	6.33	22.76	4.85	119.1	6.13	75.65	2.4	45.58	39.26	270.34	0	43.44	81.16	7.37	0.61	0.3	0	0.25	0		0	99.44	13.54		4.85			
3/31/2018 11:59:59 PM	539377	99.74	16.34	175.51	28.76	279.16	45.74	59.44	57.27	42.47	239.7	8.68	6.14	16.33	163.09	103.65	525	0	0.32	77.73	7.3	0	0	0	0	0		0	222.61	8.42		2.36			
3/31/2018 11:59:59 PM	539452	22.43	3.97	33.32	5.9	77.54	13.74	9.22	19.9	2.52	80.41	0	123.63	1.67	53.45	44.22	281.58	0	135.28	96.37	30.73	0	7.81	0	12.46	0		0	76.57	3.84		14.7			
3/31/2018 11:59:59 PM	539667	79.88	12.49	171.33	26.79	279.68	43.73	51.07	7.82	72.06	52.52	0	1.8	40.38	159.42	108.35	334	0	0	296.67	8.57	0	0	0	0.32	0		0	52.52	0		0.69			
3/31/2018 11:59:59 PM	539872	18.28	4.33	41.64	9.85	119.23	28.21	20.54	15.73	2.55	182.32	0	44.46	0.26	98.13	77.59	343.45	0	29.16	38.9	11.04	0	0	0	0.14	0		2.56	181.62	0.7		1.07			
3/31/2018 11:59:59 PM	540056	15.92	2.86	65.67	11.81	88.44	15.91	47.46	13.04	2.89	88.47	6.13	199.58	1.78	70.23	22.76	375.98	0	120.85	39.77	14.32	0	4.34	0	0.71	0		0.5	78.54	3.8		6.87			
3/31/2018 11:59:59 PM	540542	18.34	4.79	87.12	22.76	130.24	34.03	58.53	18.34	0	195.85	26.66	19.58	10.25	101.65	43.13	345.67	0	0.48	25.04	7.02	0	4.46	0	0.03	0		0	167.94	1.24		0			
3/31/2018 11:59:59 PM	540551	49.45	6.73	179.73	24.48	186.26	25.37	80.18	6.99	42.47	51.29	10.79	122.83	24.83	86.72	6.54	335.12	0	210.64	71.36	89.74	0.15	25.27	0	2.18	0		25.27	38.97	1.54		15.58	0	0	
3/31/2018 11:59:59 PM	540739	27.21	6.43	29.56	6.99	60.2	14.23	2.35	10.02	17.19	86.57	7.95	180.19	0	32.99	30.64	326.97	0	16.65	27.91	39.13	0	12.54	0	0	0		0	77.56	1.06		12.62			
3/31/2018 11:59:59 PM	540775	70.54	7.76	180.91	19.91	435.48	47.93	76	2.39	68.14	327.4	48.18	15.58	34.37	330.57	254.58	778.47	0	0.78	103.4	25.79	0	0	0	0.07	0		0	255.22	24		14.66	0	0	
3/31/2018 11:59:59 PM	540850	0	0	40.3	8.72	40.79	8.83	40.3	0	0	25.43	0	92.8	0	40.79	0.49	159.02	0	174.96	118.67	9.27	0	0	0	0	0		0	25.43	0		5.02			
3/31/2018 11:59:59 PM	540926	88.15	11.84	222.67	29.91	355.6	47.77	122.49	26.46	61.69	255.81	59.43	5.21	12.02	255.42	132.93	616.61	0	0.62	66.89	39.92	0	9.41	0	10.95	0		0	194.84	1.54		12.47	0	0	
3/31/2018 11:59:59 PM	541101	2.48	1.77	19.59	14.01	19.59	14.01	6.62	0	2.48	5.69	0	0	3.82	6.62	0	18.61	36.02	0	13.33	0.15	0	2.32	62.21	63.33	5.98	0.14	6.67	5.68	0	0	0	0	5.98	
3/31/2018 11:59:59 PM	541231	31.88	7.4	95.46	22.15	160.6	37.26	54.65	19.33	12.55	99.07	1.8	32.23	8.93	119.79	65.14	291.9	0	23.57	71.48	38.34	4.02	5.7	0	0	0		0	96.36	0.91		9.23			
3/31/2018 11:59:59 PM	541307	0.98	0.12	389.95	47.99	516.36	63.55	182.49	0	0.98	92.38	5.3	1.12	206.48	308.89	126.41	609.87	0	0	15.2	187.49	0	0	0	0	0		0	37.07	50.01		0.11			
3/31/2018 11:59:59 PM	541642	0.11	0.07	12.39	7.66	12.57	7.77	12.29	0	0.11	121.02	2.66	7.73	0	12.46	0.17	141.32	0	0.48	2.22	17.83	0	0	0	0	0		0	116.23	2.13		11.8			
3/31/2018 11:59:59 PM	541754	22.48	2.55	31.22	3.54	132.73	15.04	7.14	4.37	18.11	123.02	14.61	214.55	1.28	108.64	101.5	469.96	0	251.67	112.86	36.69	0.12	7.03	0	4.27	0		0.33	93.72	14.69		22.13			
3/31/2018 11:59:59 PM	541857	43.05	5.91	115.61	15.86	199.62	27.38	70.87	10.66	32.39	291.89	0	93.85	1.69	154.88	84.01	585.36	0	27.49	46.86	66.42	0	2.87	0	0	0		0	284.57	7.32		35.8			
3/31/2018 11:59:59 PM	542153	76.33	11.1	107.37	15.61	161.99	23.54	27.94	6.52	69.82	64.47	15.44	178.53	3.09	82.56	54.62	404.99	0	204.88	60.26	9.04	0	8.74	0	0.09	0		0	48.15	0.89		3.42			
3/31/2018 11:59:59 PM	542340	98.02	10.71	221.82	24.24	355.71	38.87	76.87	45.14	52.88	222.41	12.28	90.49	46.93	210.76	133.89	668.62	0	39.46	178.43	15.57	0	13.09	0	0	0		0	198.03	12.11		7.12			
3/31/2018 11:59:59 PM	542528	57.09	8.29	316.86	46.02	413.93	60.11	210.86	4.46	52.63	160.69	55.62	22.59	48.91	307.93	97.07	597.22	0	4.38	77.17	9.21	0	0.09	0	0.51	0		0	103.74	1.34		2.95	0	0	
3/31/2018 11:59:59 PM	542649	56.21	6.53	220.72	25.64	328.23	38.13	126.83	11.49	44.72	249.42	25.06	10.31	34.72	234.34	107.51	584.99	0	4.34	152.36	94.48	0	13.84	0	5.89	4.86		2.96	211.94	12.43		54.23	0	4.86	
3/31/2018 11:59:59 PM	542667	20.51	11.24	77.88	42.7	122.71	67.27	40.64	5.6	14.9	31.02	13.09	0.05	16.73	85.47	44.83	153.77	0	0	27.88	0.74	0	0	0	0.01	0		0	16.91	1.03		0.18			
3/31/2018 11:59:59 PM	542854	0.24	0.05	86.56	16.6	192.73	36.96	86.32	0	0.24	69.68	0	81.93	0	192.49	106.17	344.34	0	103.36	56.07	17.52	0	0	0	0.21	0		0	63.99	5.69		12.41			
3/31/2018 11:59:59 PM	543262	67.02	10.12	144.5	21.82	283.56	42.82	65.36	16.18	50.84	101.64	45.6	81.06	12.12	204.42	139.05	466.26	0	81.14	88.07	22.72	3.63	3.95	0	0.14	0		0	47.23	8.82		10.7	0	0	
3/31/2018 11:59:59 PM	543459	11.07	1.49	65.05	8.78	172.75	23.32	44.29	2.68	8.39	76.36	9.82	209.48	9.69	151.99	107.7	458.59	0	184.41	81.1	10.97	0	0	0	0.18	5.68		0	65.46	1.07		7.44			
3/31/2018 11:59:59 PM	543570	44.24	5.52	306.27	38.24	372.11	46.46	192.32	8.98	35.26	326.61	23.01	0.44	69.71	258.17	65.85	699.16	0	0	38.5	34.17	0	0	0	29.1	0		0	301.09	2.5		4.22			
3/31/2018 11:59:59 PM	543945	93.9	11.77	273.93	34.34	369.41	46.3	108.93	40.48	53.42	85.7	9.42	72.32	69.58	204.41	95.48	525.9	0	133.54	110.16	10.33	3.4	16.01	0	1.85	0		1.52	69.6	6.68		3.35			
3/31/2018 11:59:59 PM	544335	41.15	5.77	158.31	22.18	311.46	43.65	113.86	10.22	30.92	179.53	44.93	111.64	3.3	267.01	153.15	602.63	0	9.89	64.77	33.45	0	2.07	0	0.8	0		0	130.3	4.3		8.01			
3/31/2018 11:59:59 PM	544447	1.6	0.42	6.59	1.74	15.77	4.16	4.99	1.43	0.16	21.13	0.56	227.64	0	14.17	9.18	264.54	0	79.63	26.32	3.6	0	4.43	0	0.06	0		0	20.57	0		2.43			
3/31/2018 11:59:59 PM	544577	9.55	3.8	63.75	25.36	87.88	34.96	4.14	4.04	5.51	150.91	4.63	2.1	49.57	28.27	24.13	240.4	0	0.09	6.48	3.63	0	0	0	0.72	0		0.49	143.17	3.11		2.16			
3/31/2018 11:59:59 PM	544652	77.73	9.1	377.52	44.22	499.67	58.52	200.02	32.03	45.7	244.58	69.06	17.46	99.78	322.17	122.15	761.71	0	8.29	69.74	14.09	1.2	0	0	0.04	0		0	159.76	15.76		6.43			
3/31/2018 11:59:59 PM	544951	65.52	9.93	160.32	24.3	287.29	43.55	94.8	21.01	44.51	121.9	6	66.62	0	221.76	126.96	475.81	0	73.2	74.68	38.44	0	0	0	0.25	0		0	115.56	0.34		24.49			
3/31/2018 11:59:59 PM	545042	67.53	12.02	355.65	63.33	412.64	73.48	143.82	20.09	47.44	99.57	15.14	0	144.3	200.81	56.99	512.21	0	0	42.09	3.8	0	3.98	0	0.21	0		0	82.09	2.34		0.54			
3/31/2018 11:59:59 PM	545154	18.83	2.63	101.72	14.21	114.65	16.01	82.6	16.27	2.56	138.18	18.55	86.15	0.29	95.52	12.92	338.98	0	200.68	131.05	45.34	0	0	0	0	0		0	109.4	10.24		32.96			
3/31/2018 11:59:59 PM	545604	11.14	1.83	93.55	15.33	135.09	22.14	65.64	3.06	8.08	404.41	30.1	7.03	16.77	107.17	41.53	546.53	0	2.9	37.75	20.86	0	0.53	0	1.6	0		0	369.55	4.77		20.65			
3/31/2018 11:59:59 PM	545846	48.22	7.3	141.93	21.49	251.4	38.07	79.72	18.89	29.33	228.34	18.26	88.47	13.98	189.2	109.47	568.21	0	16.25	60.88	14.58	0.77	0.32	0	0.06	0		0	205.2	4.89		5.37			
3/31/2018 11:59:59 PM	546003	30.69	3.96	213.59	27.59	292.22	37.75	138.8	10.4	20.29	366.73	85.1	0	44.1	217.44	78.63	658.95	0	0.15	60.61	46.43	0	0	0	7.88	0		0	272.92	8.71		0.04	0	0	
3/31/2018 11:59:59 PM	546320	13.39	2.58	25.35	4.88	80.13	15.43	1.06	6.42	6.97	259.28	38.75	36.51	10.9	55.85	54.78	375.92	0	22.1	61.21	55.78	0	1.86	0	2.61	0		0	218.5	2.04		45.23			
3/31/2018 11:59:59 PM	546535	58.02	10.52	174.81	31.7	317.39	57.56	113.44	7.5	50.52	129.99	1.04	6.9	3.35	256.02	142.58	454.28	0	0.75	62.97	33.39	3.78	0	0	0	0		0	124.58	4.37		7.57			
3/31/2018 11:59:59 PM	546544	51.91	5.9	222.5	25.28	304.12	34.56	154.08	16.97	34.93	168.96	31.51	79.88	16.24	235.7	81.62	552.69	0	91.27	201.54	19.85	2.8	0.07	0	14.19	0.47		0.27	123.44	14.01		10.96			
3/31/2018 11:59:59 PM	547251	66.3	12.79	187.73	36.22	243.05	46.9	90.39	15.16	51.14	170.62	25.77	12.66	31.04	145.71	55.32	426.33	0	27.89	59.87	4.21	0	0	0	0.03	0		0	139.43	5.43		1.64			
3/31/2018 11:59:59 PM	547550	26.66	6.93	138.55	36.03	174.1	45.28	99.11	6.13	20.53	125.82	1.93	18.21	12.78	134.66	35.55	318.13	0	7.5	41.54	13.19	0	0	0	0.2	4.36		0	122.42	1.47		5.46			
3/31/2018 11:59:59 PM	547840	49.6	8.08	141.05	22.99	219.69	35.81	65.35	10.94	38.66	130.21	37.08	17.72	20.21	143.99	78.64	361.72	0	15.01	171.99	16.1	0	35.62	0	0.19	12.9		5.89	90.23	2.9		8.73	0	12.9	
3/31/2018 11:59:59 PM	548052	25.74	4.77	193.77	35.9	337.23	62.47	144.96	5.07	20.67	56.57	11.4	30.19	18.75	288.41	143.45	419.66	0	25.56	76.81	13.08	0	0	0	2.8	1.9		4.32	44.27	0.89		5.6			
3/31/2018 11:59:59 PM	548203	19.88	3.11	117.61	18.42	208.94	32.73	67.92	10.33	9.55	361.59	20.11	2.55	29.81	159.25	91.33	573.08	0	0	58.14	8.69	0	0	0	0	0		0	329.65	11.82		0			
3/31/2018 11:59:59 PM	548267	15.44	3.54	76.66	17.56	146.58	33.58	36	5.89	9.55	47.36	0	109.9	25.22	105.91	69.91	303.83	6.6	26.28	34.98	37.59	0	0.28	0	30.09	0		0	46.41	0.95		11.84			
