Reporting Period	ID RSSD	UBPRD638	UBPRE389	UBPRE393	UBPRE394	UBPRE396	UBPRE414	UBPRE415	UBPRE416	UBPRE417	UBPRE418	UBPRE419	UBPRE420	UBPRE421	UBPRE422	UBPRE423	UBPRE424	UBPRE425	UBPRE426	UBPRE428	UBPRE429	UBPRE430	UBPRE431	UBPRE432	UBPRE433	UBPRE434	UBPRE435	UBPRE436	UBPRE437	UBPRE438	UBPRE439	UBPRE440	UBPRE441	UBPRE442	UBPRE443	UBPRE444	UBPRE445	UBPRE446	UBPRE447	UBPRE448	UBPRFB71	UBPRFB72	UBPRFB74	UBPRFB75	UBPRFB76	UBPRFB77	
		RE_GNMA_FORCL_AA	LN_NFRM_NRES_LNLS	LN_1T4_CNSTRC_LNLS	LN_OTH_CNSTRC_LNLS	LN_NFRM_OWNROCC_LN	LN_CNSTRC_CYA_LNLS	LN_RE_LNLS_CYA_GRS	LN_HE_CYA_GRS	LN_RE_FARM_LNLS	LN_FAM_MULT_LNLS	LN_NFARM_LNLS	RE_TOT_CYA_LNLS	LN_FIN_CYA_LNLS	LN_FARM_CYA_LNLS	LN_CMID_CYA_LNLS	LN_DOM_IND_LNLS	LN_CRCD_CYA_LNLS	LN_SCM_DOM_LNLS	LN_OFC_FGN_LNLS	LN_DOM_CYA_LNLS	LS_DOM_RCV_LNLS	LN_GOVT_FGN_LNLS	LN_CML_RE_LNLS	CMT_EXTD_CR_QAL	LN_OFCR_SHLDR_QAL	LN_OFCR_SHLDR_ASET	RE_CSTRC_DV_A	RE_FMLD_ASET_A	RE_FAM_AVG_AA	RE_FAM_MULT_AA	RE_NFARM_NRSD_AA	RE_OFC_FGN_AA	RE_OTH_AA	RE_OTH_INV_AA	RE_OTH_TOT_AVG_AA	SRVC_1T4FAM_REC_TA	SRVC_1T4FAM_NRC_TA	SRVC_OTH_NREC_TA	SRVC_1T4OTH_TA	LOAN MIX 1-4 FAM 1ST LIEN LN	LOAN MIX 1-4 FAM JR LIEN LN	LOAN MIX RE LN IN FO	LOAN MIX AUTO LN	LOAN MIX LS IND	LOAN MIX OTHR LS	
3/31/2018 11:59:59 PM	491402	0	18.27	0.49	4.85	12.83	5.34	42.8	3.21	0	10.68	31.1	89.92	0	0	4.69	0.51	0	4.88	0	0	0		0	14.75	0.19	0.14	0	0	0.03	0	0		0.03	0	0.03				0	38.01	1.58		0			
3/31/2018 11:59:59 PM	491653	0	6.19	4.54	0	5.69	4.54	41.47	0	22.42	0	11.88	80.31	0	6.05	8.66	4.94	0	0	0	0.04	0		0	8.64	2.56	1.26	0	0	0	0	0		0	0	0				0	41.47	0		3.46			
3/31/2018 11:59:59 PM	491934	0	24.68	1.09	6.19	16.27	7.28	25.28	0.63	8.8	5.06	40.95	87.37	0	2.14	6.19	2.46	0	0.75	0	1.09	0		0	14.88	0.14	0.09	0.16	0	0.04	0	0.13		0.33	0	0.33	0	0	1.53	1.53	23.79	0.86		0.28	0	0	
3/31/2018 11:59:59 PM	492650	0	15.44	2.02	7.56	12	9.57	19.08	2.45	14.35	7	27.44	77.44	0	10.98	7.54	1.12	0	0	0	0	2.92		0	11.35	0.07	0.05	0	0	0	0	0		0.01	0	0.01	0	0	0	0	16.15	0.47		0.48	0	2.92	
3/31/2018 11:59:59 PM	492810	0	1.51	1.66	0.32	4.29	1.98	57.01	0	23.45	0	5.8	88.24	0	1.53	2.01	8.13	0	0.1	0	0	0		0	4.02	0.12	0.09	0	0	0.15	0	0		0.15	0	0.15	0	0	0	0	56.79	0.22		2.95			
3/31/2018 11:59:59 PM	493077	0	0.42	0.13	1.27	0	1.4	86.82	3.07	0	0.36	0.42	89	0	0	0	10.99	0	0	0	0.01	0		0	6.01	0.57	0.22	0	0	0.2	0	0		0.2	0	0.2	0	0	0	0	83.74	0		10.48			
3/31/2018 11:59:59 PM	493152	0	8.21	0.57	2.25	3.03	2.82	5.03	0	22.92	0	11.24	42.01	0	34.76	18.98	3.6	0	0.07	0	0.58	0		0.38	19.42	0.19	0.13	0	0	0	0	0		0	0	0				0	4.92	0.12		1.68			
3/31/2018 11:59:59 PM	493741	0	5.56	0.23	0.84	11.54	1.07	11.84	2.74	22.85	1.02	17.09	53.87	0	26.27	13.44	0.83	0	3.73	0	0	1.85		0	29.69	0.27	0.15	0	0	0	0	0		0	0	0				0	9.05	0.05		0.3			
3/31/2018 11:59:59 PM	493844	0	18.02	1.94	4.75	13.57	6.7	20.67	1.93	8.4	2.57	31.6	69.93	0.5	1.27	25.89	1.54	0	0	0	0.88	0		0.08	18.32	1.14	0.95	0	0	0.11	0	0		0.11	0	0.11				0	18.06	0.67		0.66			
3/31/2018 11:59:59 PM	494168	0	11.45	0	1.39	11.63	1.39	13.71	0	4.77	0	23.09	42.95	0	23.87	19.19	13.81	0	0	0	0.18	0		0	27.06	0.98	0.21	0	0	0	0	0		0	0	0				0	13.71	0		4.34			
3/31/2018 11:59:59 PM	494261	0	23.87	1.08	9.42	6.44	10.5	2.12	0.5	0	11.95	30.31	54.89	0.07	0	30.12	2.38	0	0.36	0	10.88	1.29		2.73	41.8	0.03	0.02	0	0	0	0	0		0.01	0	0.01	0	0	3.92	3.92	1.58	0.05		0	0	1.29	
3/31/2018 11:59:59 PM	494654	0	2.04	0	0.55	0.48	0.55	1.84	0	2.36	1.4	2.53	8.67	0	0	1.54	89.78	0	0	0	0	0		0	1.55	0	0	0	0	0	0	0		0	0	0				0	1.84	0		88.96			
3/31/2018 11:59:59 PM	495044	0	12.8	5.87	4.33	15.83	10.2	23.78	2.44	18.36	4.05	28.63	85.02	0	7.61	6.52	0.63	0	0	0	0.22	0		0	19.75	0.06	0.04	0	0	0	0	0.08		0.08	0	0.08				11.83	20.36	0.99		0.58			
3/31/2018 11:59:59 PM	495419	0	13.82	0.85	9.26	19.5	10.11	35.49	4.2	0.23	0.89	33.32	80.05	0	0.01	11.77	6.35	0.15	1.77	0	0.05	0		0	21.95	0	0	0.09	0	0.11	0	0.09		0.29	0	0.29				0.05	31.15	0.14		0.36			
3/31/2018 11:59:59 PM	495558	0	16.64	13.5	0.63	15.12	14.13	26.04	0.95	0	18.28	31.76	90.22	0	0	6.37	3.41	0	0	0	0	0		4.64	16.94	0	0	0.06	0	0	0	0		0.06	0	0.06				0	24.92	0.18		1.98			
3/31/2018 11:59:59 PM	496434	0	0.41	0	6.77	8.69	6.77	31.04	0	6.79	0	9.1	53.7	0	1.01	21.41	15.01	0	8.86	0	0	0		0	23.45	2.62	0.51	0	0	0	0	0		0	0	0				0	31.04	0		2.72			
3/31/2018 11:59:59 PM	496845	0	3.79	3.29	0.02	22.86	3.3	26.96	3.79	17.62	2.41	26.65	76.95	0	4.83	7.98	9.78	0	0	0	0	0.47		0	14.98	0.58	0.39	0	0	0.01	0	0		0.01	0	0.01	36.85	0	0	36.85	20.75	2.42		2.73			
3/31/2018 11:59:59 PM	496957	0	0.72	0	0	0	0	0	0	27.26	0	0.72	27.98	0	60.06	5.93	5.86	0	0	0	0.16	0		0	44.68	3.85	1.86	0	0	0	0	0		0	0	0				0	0	0		0.83			
3/31/2018 11:59:59 PM	497039	0	21.16	1.47	9.14	14.07	10.61	35.23	3.68	1.45	2.85	35.23	85.37	0	0.01	10.96	1.99	0.23	0.56	0	1.11	0		0	18.69	3.98	3.02	0.54	0	0.44	0.11	0.16		1.25	0	1.25	0	0	0	0	31.46	0.09		0.47	0	0	
3/31/2018 11:59:59 PM	497404	0	9.83	0.38	1.39	4.85	1.76	22.62	5.91	0.02	2.52	14.68	41.6	0.42	0.1	22.02	18.92	2.58	10.57	0	4.31	1.99	0.12	0.41	54.75	0.03	0.01	0	0	0.01	0	0.01	0	0.02	0.01	0.03	0.01	1.66	0.77	2.43	16.28	0.43	0	15.95	0	1.99	
3/31/2018 11:59:59 PM	497570	0	2.25	0.75	0	0.05	0.75	39.09	0	0	57.85	2.3	100	0	0	0	0	0	0	0	0	0		0	2.38	0	0	0	0	0	0	0		0	0	0	0	0.4	12.22	12.63	39.07	0.02		0	0	0	
3/31/2018 11:59:59 PM	497655	0	3.24	0	0.6	7.59	0.6	68.65	0.03	1.79	0.81	10.83	82.69	0	0	6.25	11.02	5.72	0	0	0.05	0		0	21.03	0.13	0.01	0	0	0.06	0	0		0.06	0	0.06				0	68.62	0		2.12			
3/31/2018 11:59:59 PM	497851	0	9.62	3.53	2.83	30.38	6.36	23.94	9.52	11.93	1.84	40	84.07	0	1.81	8.51	5.5	1.73	0.11	0	0	0		1.63	29.28	3.12	0.95	0.01	0	0.01	0	0.12		0.13	0	0.13				0	13.49	0.93		1.67			
3/31/2018 11:59:59 PM	497954	0	15.48	1.79	11.77	16.74	13.56	29.59	0	3.2	4.76	32.22	83.33	0	0.23	13.41	2.88	0.31	0	0	0.16	0		3.18	7.48	0.79	0.53	0.19	0	0.05	0	0.07		0.31	0	0.31				0	29.34	0.25		0.36			
3/31/2018 11:59:59 PM	498148	0	6.49	2.58	4.17	12.09	6.76	32.09	1.9	18.95	0.87	18.58	77.25	0	8.82	8.41	2.23	0	0.55	0	0.05	2.68		0	12.91	2	1.61	0	0	0.07	0	0.21		0.29	0	0.29				0	29.25	0.93		0.82			
3/31/2018 11:59:59 PM	498317	0	9.96	1.77	3.23	8.61	4.99	42.88	2.84	0.84	3.66	18.57	70.94	0	0.17	9.76	14.47	0.75	4.61	0	0.07	0		0	9.43	1.19	0.83	0.11	0	0.03	0	0		0.14	0	0.14	0	6.33	0	6.33	39.29	0.75		7.79	0	0	
3/31/2018 11:59:59 PM	498362	0	25.28	1.23	9.95	12.68	11.18	15.65	0.09	2.27	2.65	37.96	69.72	0	0.23	12.19	5.96	0	0.25	0	7.91	3.74		0	10.81	1.94	1.25	0.08	0	0	0	0.09		0.17	0	0.17	0	35.38	0	35.38	14.64	0.92		4.58	0.06	3.67	
3/31/2018 11:59:59 PM	498456	0	29.6	2.38	0	8.93	2.38	12.42	0	8.45	0	38.54	61.79	0	15.52	17.65	4.78	0	0.27	0	0.01	0		0	24.48	5.24	1.7	0	0	0	0	0		0	0	0				0	12.42	0		2.04			
3/31/2018 11:59:59 PM	498531	0	11.3	4.04	5.45	8.38	9.49	51.59	2.51	3.7	3.13	19.68	87.58	0	0.07	3.63	8.72	0	0	0	0	0		0	8.01	0	0	0	0	0.21	0	0		0.22	0	0.22				0	48.78	0.3		0.35			
3/31/2018 11:59:59 PM	498625	0	11.31	0.12	0	3.69	0.12	63.96	1.09	0.19	0	15	79.27	0	0	8.25	12.04	0	0.44	0	0	0		0	7.54	2.31	1.81	0	0	0.07	0	0.04		0.1	0	0.1				0	62.38	0.5		5			
3/31/2018 11:59:59 PM	498942	0	20.13	0.63	0.03	0.17	0.65	22.66	0	11.41	0	20.3	55.02	0	15.12	17.57	12.05	0	0.11	0	0.13	0		0	5.7	4.19	2.78	0	0	0.02	0	0		0.02	0	0.02				0	21.83	0.83		4.89			
3/31/2018 11:59:59 PM	499154	0	4.9	5.81	7.58	15.74	13.39	11.48	6.96	10.42	0	20.64	55.94	0	7.34	32.21	4.52	0	0	0	0	0		0	48.13	0.02	0.01	0	0	0	0	0		0	0	0				0	4.21	0.31		0.03			
3/31/2018 11:59:59 PM	499453	0	6.01	0.78	0.27	11.94	1.05	20.97	0.56	36.08	0.31	17.95	76.36	0	9.55	11.69	2.14	0	0.18	0	0.08	0		0	24.71	0.96	0.67	0	0	0	0	0.06		0.06	0	0.06				39.36	19.37	1.03		1.27			
3/31/2018 11:59:59 PM	499501	0	9.37	2.84	1.63	17.37	4.47	58.32	6.63	0	3.21	26.75	92.75	0	0	6.22	0.48	0	0.55	0	0	0		0	25.39	0.43	0.37	0	0	0	0	0		0	0.05	0.05				14.82	51.15	0.54		0.14			
3/31/2018 11:59:59 PM	499743	0	8.47	4.79	11.16	10.45	15.95	29.68	1.94	13.33	2.52	18.92	80.4	0	4.2	13.22	2.13	0	0.04	0	0.02	0		0	12.64	4.04	3.42	0	0	0	0	0		0	0	0	0	0	0	0	26.72	1.02		0.89			
3/31/2018 11:59:59 PM	499752	0	14.73	0	5.32	8.01	5.32	21.18	0	4.67	3.61	22.75	57.53	0	2.7	31.78	7.46	0	0	0	0.01	0.52		0	14.04	1.38	1.13	1.48	0	0.03	0	0.33		1.84	0	1.84				0	21.14	0.04		4.55			
3/31/2018 11:59:59 PM	499855	0	21.73	0	0.7	6.83	0.7	7.91	0.78	0.21	5.8	28.57	43.19	0	0	8.8	47.78	0	0	0	0.23	0		1.19	6.4	1.35	1.13	0	0	0	0	0		0	0	0				0	7.09	0.04		45.55			
3/31/2018 11:59:59 PM	500256	0	2.04	0	0	26.43	0	14.1	0	16.74	0.52	28.47	59.82	0	10.81	19.6	5.88	0.78	3.87	0	0	0		0	16.44	0.19	0.03	0	0	0	0	0		0	0	0	0	0	0	0	14.02	0.07		1.12	0	0	
3/31/2018 11:59:59 PM	500658	0	3.28	30.59	20.79	2.07	51.38	26.76	0	0	1.85	5.34	85.32	0	0	13.18	1.44	0	0	0	0.06	0		0	19.2	0.12	0.08	0.19	0	0	0	0		0.19	0	0.19				0	24.53	2.23		0.82			
3/31/2018 11:59:59 PM	501105	0.01	17.63	1.79	7.64	6.92	9.43	27.72	5.68	0.16	4.09	24.55	66.03	0	0.08	19.36	9.19	0.53	0.12	0.13	3.75	1.45	0	3.49	28.2	0.2	0.14	0	0	0.08	0	0	0	0.09	0.34	0.43	0.02	17.36	15.69	33.07	21.89	0.15	0.07	4.04	0	1.45	
3/31/2018 11:59:59 PM	501132	0	10.43	6.25	4.08	21.85	10.33	20.38	2.69	15.49	1.3	32.28	79.78	0	1.94	13.78	2.79	0	1.7	0	0	0		0	14.06	6.57	4.05	0.02	0	0	0	0		0.03	0.03	0.05				0	16.7	0.99		0.78			
3/31/2018 11:59:59 PM	501459	0	43.01	0.29	8.19	12.68	8.47	11.88	4	0.28	8	55.69	84.32	0.49	0	12.22	2.34	0	0.44	0	0.2	0		12.22	31.3	3.68	3.02	0.3	0	0	0	0.29		0.59	0	0.59				0	5.44	2.43		2.15			
3/31/2018 11:59:59 PM	501655	0	0.42	0.38	0.18	0	0.56	32.43	0	28.69	0	0.42	62.09	0	7.92	23.28	3.77	0	0	0	0.02	2.92		0	5.16	0.2	0.15	0	1.2	0.16	0	0.01		1.37	0	1.37	10.75	0	0	10.75	31.48	0.95		1.68			
3/31/2018 11:59:59 PM	501767	0	38.18	3.91	5.39	5.04	9.3	23.39	0	5.49	0	43.22	81.4	0	5.02	9.59	3.99	0	0	0	0	0		0	8.71	0.39	0.25	0	0	0.03	0	0.05		0.08	0	0.08				0	21.36	2.04		0.6			
3/31/2018 11:59:59 PM	501815	0	24.34	0.26	0.68	13.94	0.93	39.04	20.53	0.04	1.38	38.28	79.67	2.41	0.45	13.47	3.83	0	0.11	0	0.05	0		1.09	22.79	1.78	1.41	0	0	0	0	0		0	0	0	0	0	0	0	18.11	0.4		3.05	0	0	
3/31/2018 11:59:59 PM	502111	0	58	0	0	21.1	0	13.9	0	0	5.8	79.11	98.8	0	0	1.16	0	0	0	0	0.04	0		0	3.36	1.63	1.43	0	0	0	0	0		0	0	0				0	13.9	0		0			
3/31/2018 11:59:59 PM	502353	0	21.7	0.41	13.57	47.7	13.98	10.04	0	0.83	0.75	69.4	95.01	0	0	3.69	1.27	0	0	0	0.03	0		0	7.82	0	0	0	0	0	0	0.15		0.15	0	0.15	0	0	0	0	9.96	0.08		0.28			
3/31/2018 11:59:59 PM	502447	0	9.07	0	0.25	0.14	0.25	62.12	0	15.21	1.35	9.22	88.15	0	4.61	2.26	4.94	0	0	0	0.04	0		0	10.15	0.44	0.29	0	0	0.09	0	0.01		0.1	0	0.1				0	62.12	0		1.62			
3/31/2018 11:59:59 PM	502559	0	16.22	4.78	10.89	20.16	15.67	34.39	0.48	5.04	3.36	36.38	94.85	0	0.94	3.52	0.55	0	0	0	0.14	0		0.01	9.52	0.86	0.63	0	0	0	0	0		0	0	0				0	32.84	1.08		0.1			
3/31/2018 11:59:59 PM	502652	0	20.38	6.72	10.01	19.15	16.73	8.62	3.41	3.19	0.26	39.52	68.33	0	0.46	30.11	0.96	0	0	0	0.13	0		0	32.32	19.79	13.25	0	0	0	0	0		0	0	0				0	5.17	0.04		0.43			
3/31/2018 11:59:59 PM	502746	0	4.08	2.64	1.69	18.89	4.33	41.02	4.6	6.2	5.31	22.98	79.83	0.42	2.1	15.29	2.02	0	0.31	0	0.03	0		0	23.07	0.21	0.16	0	0	0	0	0		0	0	0				0	35.67	0.75		1.29			
3/31/2018 11:59:59 PM	502849	0	10.11	0.45	1.63	8.6	2.08	11.36	2.42	4.11	1.37	18.7	37.63	0	4.97	28.74	26.89	0	0.94	0	0.83	0		0.23	18.66	0.82	0.59	0	0.01	0.01	0	0.06		0.07	0	0.07	0	7.03	0	7.03	8.78	0.16		0.11	0	0	
3/31/2018 11:59:59 PM	503547	0	0	0	0	2.9	0	25.85	0	19.64	0	2.9	48.39	0	29.44	2.12	16.16	0.7	3.53	0	0.37	0		0	0	0.94	0.44	0	0	0	0	0		0	0	0				0	25.52	0.33		11.66			
3/31/2018 11:59:59 PM	503640	0	0	0	0	20.46	0	6.73	0	36.56	0	20.46	63.76	0	25.09	7.56	3.59	0	0	0	0	0		0	12.6	0	0	0	0	0	0	0		0	0	0				0	6.7	0.03		2.8			
3/31/2018 11:59:59 PM	504142	0	8.2	1.82	0	3.89	1.82	46.87	0.33	23.14	0	12.09	83.92	0	2.55	6.18	7.34	0	0	0	0	0		0	9.7	0.22	0.12	0	0	0	0	0		0	0	0				0	46.32	0.22		3.77			
3/31/2018 11:59:59 PM	504311	0	7.69	2.67	1.07	20.47	3.74	41.91	4.65	7.68	6.65	28.17	88.15	0	0.46	3.93	6.93	0.29	0.23	0	0.29	0		0	16.19	1.18	0.86	0	0	0.01	0	0		0.01	0	0.01				0.04	35.65	1.61		3.46			
3/31/2018 11:59:59 PM	504535	0	5.12	1.53	8.73	10.49	10.26	41.42	2.19	5.52	0.32	15.61	73.13	0	3.86	12.2	10.62	0.51	0	0	0.2	0		0	15.77	1.03	0.5	0.03	0.02	0.09	0	0.3		0.44	0	0.44				0	38.4	0.83		4.95			
3/31/2018 11:59:59 PM	504647	0	1.78	5.23	3.16	18.56	8.39	28.78	6.96	12.23	1.09	20.34	70.83	0	5.2	12.26	2.45	0	9.2	0	0.06	0		0	13.06	0.74	0.38	0	0	0.06	0	0		0.06	0	0.06				0	21.27	0.55		0.93			
3/31/2018 11:59:59 PM	504713	0	4.92	0.67	3.2	3.02	3.86	29.08	5.25	0.36	1.3	7.95	42.57	0.02	0.32	25.72	19.24	7.62	4.33	0.2	2.99	4.81	0	4.88	115.86	0.08	0.04	0	0	0.03	0	0	0	0.03	0	0.03	0.02	51.94	0.2	52.16	23.3	0.52	0.02	6.66	2.84	1.98	
3/31/2018 11:59:59 PM	505550	0	11.38	2.46	4.91	26.3	7.37	21.34	5.23	11.09	1.17	37.68	78.64	0	3.26	15.41	1.59	0	1.08	0	0.02	0		0.05	15.07	0.58	0.44	0	0	0.02	0	0.07		0.09	0	0.09				91.8	14.91	1.2		0.28			
3/31/2018 11:59:59 PM	505831	0	6.53	1.76	7.33	15.48	9.09	39.81	7.99	6.13	0.12	22.01	77.15	0	2.47	9.92	9.23	0	1.09	0	0.14	0		0	18.27	0	0	0	0	0.24	0.07	0.04		0.35	0	0.35				0	31.06	0.77		3.84			
3/31/2018 11:59:59 PM	505916	0	3.13	0.32	1.4	16.15	1.72	52.17	7.17	5.82	3.27	19.28	82.26	0	0.62	12.02	5.1	0.61	0	0	0	0		6.17	14.66	1.19	0.73	0.01	0	0.09	0	0.17		0.27	0	0.27	0	0	0	0	44.61	0.39		3.45			
3/31/2018 11:59:59 PM	506052	0	1.74	1.28	0	30.75	1.28	16.62	0	12.23	0.31	32.49	62.93	0	12.6	19.42	4.42	0.45	0.59	0	0.03	0		0	8.19	2.21	1.71	0	0	0.13	0	0.26		0.39	0	0.39				24843.01	15.01	1.61		2.58			
3/31/2018 11:59:59 PM	506249	0	27.89	1.26	5.55	9.7	6.8	16.79	3.61	0.89	5.79	37.59	67.87	0	0.11	18.74	1.05	0.5	2.14	0	2.75	7.35		1.12	29.79	6.58	4.93	0.02	0	0	0	0		0.02	0	0.02	0	41.23	12.7	53.92	12.07	1.11		0.03	5.95	1.39	
3/31/2018 11:59:59 PM	506922	0	23.74	8.77	5.55	19.43	14.32	29.2	7.82	0.05	3.48	43.16	90.22	0	0	9.23	0.41	0	0.07	0	0.08	0		0	31.64	1.21	0.93	0.01	0	0.02	0	0		0.04	0	0.04	0	1.76	0	1.76	20.15	1.23		0.05	0	0	
3/31/2018 11:59:59 PM	507068	0	31.67	1.44	4.36	11.23	5.8	22.48	6.9	4.3	6.89	42.9	82.38	0	0.91	12.82	0.86	0	0	0	0.21	2.82		1.3	23.97	1.44	0.8	0	0	0	0	0		0	0	0	0	0	0	0	14.57	1.01		0.11	0	2.82	
3/31/2018 11:59:59 PM	507152	0	42.04	1.62	2.4	17.94	4.01	27.95	3.46	0.04	1.7	59.98	93.68	0	0	4.79	1.52	0	0	0	0	0		0	8.71	0.15	0.13	0	0	0	0	0.01		0.01	0	0.01				0	23.58	0.9		0.97			
3/31/2018 11:59:59 PM	507330	0	17.7	3.19	9.45	24.82	12.64	23.06	2.88	2.15	2.21	42.53	82.58	0	1.54	11.79	2.9	0	0.72	0	0.48	0		0.04	16.45	1.38	0.76	1.37	0	0.02	0	0.44		1.84	0	1.84				0	19.06	1.12		0.49			
3/31/2018 11:59:59 PM	507349	0	0.18	0	0	7.74	0	20.95	0.07	26.26	0.51	7.92	55.64	0	30.73	7.79	4.01	0	1.8	0	0.02	0		0	20.17	0.93	0.54	0	0	0	0	0		0	0	0				0	20.88	0		1.95			
3/31/2018 11:59:59 PM	507509	0	10.98	4.45	3.68	7.55	8.13	61.28	7.67	0.02	1.71	18.53	89.66	0	0	8.27	2.04	0.1	0	0	0.02	0		0	21.98	0.04	0.03	0	0	0.06	0	0.01		0.07	0	0.07	1.74	67.46	0	69.19	52.26	1.34		0.88	0	0	
3/31/2018 11:59:59 PM	508270	0	1.06	2.24	0.69	0	2.92	96.02	0	0	0	1.06	100	0	0	0	0	0	0	0	0	0		0	2.59	1.33	1	0	0	0	0	0		0	0	0				0	92.9	3.12		0			
3/31/2018 11:59:59 PM	508346	0	23.15	2.59	9.46	12	12.06	23.08	2.81	6.48	2.45	35.15	79.22	0	2.14	13.25	2.99	0.16	1.39	0	1.01	0		0	21.31	0.66	0.49	0.54	0	0.02	0	0.19		0.76	0	0.76	0	19.59	1.07	20.66	19.62	0.65		2.01	0	0	
3/31/2018 11:59:59 PM	508355	0	8.21	3.22	4.47	16.31	7.69	22.21	0.04	11.95	2.12	24.52	68.49	0	3.26	15.99	11	0	0	0	0.19	1.07		0	9.39	0.75	0.59	0.02	0	0	0	0.01		0.03	0	0.03				0	21.26	0.91		4.99			
3/31/2018 11:59:59 PM	508841	0	3.44	0.29	0.27	4.74	0.57	15.47	1.6	42.57	0.99	8.18	67.79	0	23.54	7.12	1.03	0	0.51	0	0.01	0		0	15.04	1.02	0.81	0	0	0	0	0		0	0	0	0	4.1	0	4.1	13.7	0.17		0.81			
3/31/2018 11:59:59 PM	509811	0	21.28	2.52	1.98	6.24	4.5	30.54	3.17	1.84	2.85	27.52	67.26	0	0.59	8.3	21.6	0	0.62	0	1.54	0.09		0.01	16.61	0.54	0.4	0.39	0	0.14	0	0.23		0.77	0	0.77	0	10.34	1.88	12.23	26.93	0.44		15.43	0	0.09	
3/31/2018 11:59:59 PM	509857	0	27.74	1.01	0	3	1.01	40.75	0.05	2.44	0	30.74	74.94	0	0.09	16.36	7.22	0	0	0	1.06	0.33		0	6.85	5.96	2.65	0	0	0.5	0	0		0.5	0	0.5				0	40.21	0.49		2.3			
3/31/2018 11:59:59 PM	509950	0	25.93	6.85	11.42	6.81	18.27	23.28	1.17	2.57	6.66	32.74	83.52	0	1.25	10.39	3.28	0.12	1.4	0	0.08	0.07		0.51	25.83	0.8	0.57	0.29	0.01	0.02	0	0.16		0.48	0	0.48	0	73.51	0	73.51	21.7	0.42		1.62	0	0.07	
3/31/2018 11:59:59 PM	510330	0	5.9	8.43	6.43	14.4	14.86	32.17	0.26	13.67	4.66	20.3	85.67	0	0.02	6.69	5.59	0	2.02	0	0	0		0	14.94	0.15	0.08	0	0.12	0.23	0	0.32		0.67	0	0.67				0	31.26	0.66		1.41			
3/31/2018 11:59:59 PM	510648	0	27.39	1.05	2.92	17.2	3.97	34.49	5.26	0.07	4.48	44.59	87.61	0	4.44	4.63	2.22	0	1.11	0	0	0		0	9.39	0.35	0.3	0.12	0	0.01	0	0.11		0.24	0	0.24				62.27	29	0.23		2.06			
3/31/2018 11:59:59 PM	510871	0	16.13	0.08	0.94	9.53	1.01	37.04	0.21	0	0.93	25.66	66.95	0	0	7.69	16.54	3.08	1.33	2.44	4.55	2.94	0	0.24	13.78	0.02	0.01	0.09	0	0.47	0.01	0.67	0	1.24	0	1.24	0	23.19	0	23.19	36.48	0.35	2.31	9.47	2.79	0.15	
3/31/2018 11:59:59 PM	510938	0	7.57	0.62	3.69	16.9	4.31	21.62	1.8	16.06	1.66	24.47	68.13	0	12.64	10.56	7.64	0	0.97	0	0.02	0.04		0	16.32	2.35	1.38	0	0.02	0.02	0	0		0.04	0	0.04				2.32	19.51	0.3		4.16			
3/31/2018 11:59:59 PM	510947	0	9.45	1.37	0.24	9.33	1.61	21.96	0	22	0	18.77	64.34	0	13.39	16.9	5.31	0	0.05	0	0.01	0		0	14.66	6.82	4.78	0	0	0	0	0.53		0.53	0	0.53				0	20.63	1.33		2.13			
3/31/2018 11:59:59 PM	511618	0	5.16	0.59	5.57	10.38	6.16	58.17	4.49	0.81	2.32	15.54	82.99	0	0	9.71	4.05	0	3.17	0	0.07	0		0	8.73	0.94	0.44	0	0	0.21	0	0		0.21	0	0.21	0	0	0	0	53.36	0.31		1.67	0	0	
3/31/2018 11:59:59 PM	511832	0	4.15	0.96	5.19	11.92	6.15	25.42	0	19.74	0	16.07	67.38	0	5.33	15.45	11.66	0	0	0	0.18	0		3.22	4.52	0.21	0.15	1.29	0	0.26	0	0.93		2.48	0	2.48				0	23.8	1.62		2.44			
3/31/2018 11:59:59 PM	513256	0	2.58	2.42	2.52	15.21	4.95	18.18	0.53	29.84	1.81	17.79	72.57	0	16.17	6.91	1.74	0	0.04	0	2.08	0.5		0.05	22.46	4.34	3.15	0.04	0	0	0	0		0.04	0	0.04	1.23	0	0	1.23	17.08	0.57		0.76	0	0.5	
3/31/2018 11:59:59 PM	513322	0	25.61	1.79	2.41	0.4	4.2	35.4	4.64	2.82	4.4	26.01	72.82	0	2.84	19.25	4	0	1.09	0	0	0		0.12	13.65	2.84	1.9	0	0	0.02	0	0		0.02	0	0.02				0	30.44	0.31		1.25			
3/31/2018 11:59:59 PM	513340	0	17.23	0.19	0.45	13.35	0.64	47.17	2.03	5.59	4.64	30.57	88.62	0	1.15	7.03	2.79	0	0.41	0	0	0		0	8.54	0.63	0.46	0	0	0.07	0	0		0.07	0	0.07				11.85	44.88	0.26		0.76			
3/31/2018 11:59:59 PM	513546	0	11.07	1.82	2.53	3.27	4.36	31.85	2.98	29.83	7.54	14.34	87.91	0	5.55	4.81	1.46	0	0.27	0	0	0		0	14.43	0.31	0.2	0	0	0	0	0		0	0	0				22.43	27.99	0.88		0.43			
3/31/2018 11:59:59 PM	513854	0	6.48	11.01	2.1	12.11	13.11	32.9	0	14.56	0	18.59	79.15	0	5.26	7.77	7.02	0	0.54	0	0.26	0		0	7.61	1.66	1.28	0	0	0	0	0		0	0	0				0	32.89	0		1.44			
