,rprt_period,RSSD,bank,alll,ncl,avg_os,ncl_rate,alll_rate,alll_to_ncl,alll_to_nonaccrual,type,Report_Date
11394,2018-09-30,35301,StateStreet,59530,1310,23496074,0.01,0.25,34.08,,Non-Peers,2018Q3
11495,2018-09-30,60143,Comerica,663541,40183,48744787,0.11,1.35,12.39,2.88,Peers,2018Q3
11567,2018-09-30,75633,BMO,686923,63783,73175248,0.12,0.9,8.08,0.87,BMO,2018Q3
11724,2018-09-30,112837,CapOne,2191411,1111397,150081947,0.99,1.53,1.48,3.03,Non-Peers,2018Q3
12139,2018-09-30,212465,MUFG,470489,18972,80395753,0.03,0.57,18.6,1.17,Non-Peers,2018Q3
12219,2018-09-30,233031,Regions,840092,227927,80666789,0.38,1.03,2.76,1.52,Peers,2018Q3
12439,2018-09-30,280110,Key,900988,181745,90380291,0.27,1.0,3.72,1.27,Peers,2018Q3
13182,2018-09-30,451965,Wells,9702000,2025000,929647667,0.29,1.06,3.59,1.54,Non-Peers,2018Q3
13300,2018-09-30,476810,Citi,10586000,4660000,636843333,0.98,1.67,1.7,3.42,Non-Peers,2018Q3
13322,2018-09-30,480228,BAC,9631000,2795000,918213333,0.41,1.06,2.58,1.89,Non-Peers,2018Q3
13394,2018-09-30,497404,TD,1331437,394009,142010988,0.37,0.93,2.53,0.92,Non-Peers,2018Q3
13432,2018-09-30,504713,USBank,3954648,1000772,282474709,0.47,1.41,2.96,4.83,Non-Peers,2018Q3
13586,2018-09-30,541101,BNY,113000,-1000,26054000,-0.01,0.47,,1.57,Non-Peers,2018Q3
14182,2018-09-30,675332,SunTrust,1622249,240842,146463968,0.22,1.1,5.05,2.34,Peers,2018Q3
14382,2018-09-30,723112,FifthThird,1090834,246445,93883431,0.35,1.17,3.32,2.49,Peers,2018Q3
14809,2018-09-30,817824,PNC,2584224,312289,223828568,0.19,1.16,6.21,1.37,Peers,2018Q3
14965,2018-09-30,852218,JPMC,9631000,1198000,844452333,0.19,1.12,6.03,1.6,Non-Peers,2018Q3
14967,2018-09-30,852320,BBT,1266000,180000,140986667,0.17,0.89,5.28,2.68,Non-Peers,2018Q3
15781,2018-09-30,1394676,AMEX,2056004,1537208,85663812,2.39,2.3,1.0,8.25,Non-Peers,2018Q3
15809,2018-09-30,1456501,MS,150000,8000,58225000,0.02,0.3,14.06,1.49,Non-Peers,2018Q3
15881,2018-09-30,2182786,Goldman,519000,120000,66969333,0.24,0.79,3.24,0.99,Non-Peers,2018Q3
16425,2018-09-30,3303298,Citizens,1045072,206480,94848515,0.29,1.08,3.8,1.58,Peers,2018Q3
16827,2018-12-31,12311,Huntington,771875,144822,72810562,0.2,1.03,5.33,2.13,Peers,2018Q4
16898,2018-12-31,30810,Discover,3038993,2605754,85223208,3.06,3.36,1.17,10.53,Non-Peers,2018Q4
16920,2018-12-31,35301,StateStreet,67265,1310,23705890,0.01,0.26,51.35,,Non-Peers,2018Q4
17021,2018-12-31,60143,Comerica,670523,51337,48766996,0.11,1.34,13.06,3.03,Peers,2018Q4
17093,2018-12-31,75633,BMO,715345,73843,74383452,0.1,0.9,9.69,0.87,BMO,2018Q4
17247,2018-12-31,112837,CapOne,2147819,1544841,149002610,1.04,1.47,1.39,2.7,Non-Peers,2018Q4
17653,2018-12-31,212465,MUFG,450108,86020,81251020,0.11,0.53,5.23,1.02,Non-Peers,2018Q4
17732,2018-12-31,233031,Regions,839594,323425,81071601,0.4,1.01,2.6,1.66,Peers,2018Q4
17950,2018-12-31,280110,Key,897532,243794,90953933,0.27,0.99,3.68,1.52,Peers,2018Q4
18684,2018-12-31,451965,Wells,9504000,2718000,929395750,0.29,1.03,3.5,1.57,Non-Peers,2018Q4
18801,2018-12-31,476810,Citi,10652000,6161000,639064500,0.96,1.65,1.73,3.75,Non-Peers,2018Q4
18823,2018-12-31,480228,BAC,9522000,3706000,919912750,0.4,1.02,2.57,1.9,Non-Peers,2018Q4
18895,2018-12-31,497404,TD,1361548,532561,142944042,0.37,0.92,2.56,0.96,Non-Peers,2018Q4
18933,2018-12-31,504713,USBank,3972737,1353497,283495693,0.48,1.39,2.94,4.87,Non-Peers,2018Q4
19086,2018-12-31,541101,BNY,119000,-3000,25449250,-0.01,0.45,,1.7,Non-Peers,2018Q4
19674,2018-12-31,675332,SunTrust,1614516,337769,147795181,0.23,1.06,4.78,3.07,Peers,2018Q4
19868,2018-12-31,723112,FifthThird,1102713,328847,94244366,0.35,1.16,3.35,3.03,Peers,2018Q4
20291,2018-12-31,817824,PNC,2629361,419592,224665902,0.19,1.16,6.27,1.39,Peers,2018Q4
20446,2018-12-31,852218,JPMC,9878000,1676000,849588500,0.2,1.13,5.89,1.67,Non-Peers,2018Q4
20448,2018-12-31,852320,BBT,1286000,246000,141527500,0.17,0.9,5.23,2.88,Non-Peers,2018Q4
21255,2018-12-31,1394676,AMEX,2280488,2063310,87386520,2.36,2.43,1.11,7.82,Non-Peers,2018Q4
21281,2018-12-31,1456501,MS,159000,8000,58294250,0.01,0.32,19.88,1.69,Non-Peers,2018Q4
21352,2018-12-31,2182786,Goldman,617000,192000,68751250,0.28,0.88,3.21,1.51,Non-Peers,2018Q4
21883,2018-12-31,3303298,Citizens,1059624,286322,95826686,0.3,1.07,3.7,1.67,Peers,2018Q4
