Reporting Period	ID RSSD	UBPR0416	UBPR3506	UBPR5369	UBPR8783	UBPRE582	UBPRE583	UBPRE588	UBPRE589	UBPRE590	UBPRE602	UBPRE621	UBPRE622	UBPRE623	UBPRE624	UBPRG378	UBPRM026	UBPRM027	UBPRM028	UBPRM029	UBPRM030	UBPRM031	UBPRM032	UBPRM033	UBPRM034	UBPRM035	UBPRM036	UBPRM037	UBPRM038	UBPRM039	UBPRM042	
		PLEDGED SECURITIES-BOOK VLAUE	OTH ASSETS-PAST DUE 90DYS OR MOR,ACG	LOANS AND LEASES HELD FOR SALE	FAIR VALUE OF STRUCTURED NOTES	INV_TEMP	ASET_INV_LNLS_LT1	SEC_DBT_NCUR	INV_TEMP_TA	SEC_MKTB_TA	LNLS_LTR_CR_TA	APP_HRSK_NTE_STRU	SEC_APP_DPR_BV_SEC	SEC_APP_ECAP	SEC_PLDG_TS	PLDG LN AND LEASE	PLEDGED ASSETS / PCT OF TOT ASSETS	US TREAS GOVT AGENCIES / PCT OF TOT 	MUNI SEC / PCT OF TOT SEC	PASS-THRU MBS / PCT OF TOT SCTY	CMO REMIC MBS / PCT OF TOT SCTY	CMRL MBS / PCT OF TOT SCTY	ABS / PCT OF TOT SCTY	STRUCT FIN PROD / PCT OF TOT SCTY	OTHR DOM DEBT SECS / PCT OF TOT SCTY	FOR DEBT SEC / PCT OF TOT SCTY	MUT FND OTH MKTBL SCTY / PCT TOT SY	APP IN AFS SEC / PCT OF AFS SEC	PLEDGED LN / PCT OF TOT LN	LN HELD FOR SALE / PCT OF TOT LN	SEC CATEGORIES, PCT TOT SEC	
3/31/2014 11:59:59 PM	37	11912	0	0	4839	6733	13971	0	7.88	0	38.38	-1.89		0	28.52	0	13.94	23.27	51.53	25.2	0	0	0	0	0	0	0	-0.96	0	0	100	
3/31/2014 11:59:59 PM	242	3508	0	0	2124	3574	17080	0	8.7	0.04	56.88	-1.45		0	28.15	8498	29.22	44.1	53.39	0	0	0	0	0	2.38	0	0.13	-0.23	36.09	0	100	
3/31/2014 11:59:59 PM	279	310	0	0	0	6113	15175	0	3.69	0	61.54	0	2.51	3.41	0.73	22780	13.95	0	41.82	58.18	0	0	0	0	0	0	0	4.19	22.2	0	100	
3/31/2014 11:59:59 PM	354	405	0	0	229	1301	2236	0	12.63	0	30.08	-2.3		0	6.84	0	3.93	79.17	12.73	8.1	0	0	0	0	0	0	0	-4.77	0	0	100	
3/31/2014 11:59:59 PM	457	90	0	0	0	5514	21463	0	12.7	0.01	82.57	0	2.42	0.1	17.93	20109	46.52	0	99.2	0.2	0	0	0	0	0	0	0.6	0.29	55.6	0	100	
3/31/2014 11:59:59 PM	505	75670	0	0	0	56873	81480	0	13.48	0	61.49	0		0	95.1	124445	47.45	6.19	42.19	39.36	0.99	0	0	0	11.27	0	0	1.87	47.26	0	100	
3/31/2014 11:59:59 PM	1155	22557	0	353	0	38447	85651	0	17.18	0	63.36	0	2.7	0.01	79.46	143946	74.39	63.45	36.3	0.25	0.01	0	0	0	0	0	0	-0.33	100	0.25	100	
3/31/2014 11:59:59 PM	1351	20507	0	0	25298	5007	61864	0	3.1	0	46.04	-12	-3.11	-10.18	26.47	0	12.68	41.86	54.79	2.25	1.1	0	0	0	0	0	0	-3.42	0	0	100	
3/31/2014 11:59:59 PM	1454	38110	0	358	63535	74807	100106	0	11.26	0.01	48.6	-4.8		0	11.7	0	5.74	65.65	33.02	1.2	0.12	0	0	0	0	0	0.01	-2.33	0	0.15	100	
