Reporting Period	ID RSSD	UBPR2221	UBPR3128	UBPR3792	UBPR5306	UBPR5310	UBPR5320	UBPR5340	UBPR5610	UBPR8275	UBPRA222	UBPRB594	UBPRB595	UBPRD654	UBPRE642	UBPRE643	UBPRE644	UBPRE645	UBPRE646	UBPRE648	UBPRE649	UBPRE650	UBPRE651	UBPRE652	UBPRE653	UBPRE654	UBPRE659	UBPRE660	UBPRF264	UBPRF859	UBPRF860	
		UNREALIZED GAINS ON A-F-S EQUITY SEC	ALLOCATED TRANSFER RISK RESERVES	TOTAL RISK-BASED CAPITAL	QUALIFYING SUBORDINATED DEBT	ALLL INCLUDIBLE IN TIER2 CAPITAL	TOTAL ASSETS (0% RISK-WEIGHT)	TOTAL ASSETS (100% RISK-WEIGHT)	DEFRD TAX ASSETS DISALWD FOR REGLTRY	TIER 2 CPTL ALLWBL UNDR RISK-BASED	EXCESS ALLOWANCE FOR LN&LEASE LOSSES	OTHER TIER 2 CAPITAL COMPONENTS	DEDUCTIONS FOR TOTL RISK-BASED CAPTL	RWA_OBS_20	EQ_CAP_TOT_ADJ	INTG_INEL	CAP_T1_TOT	RBC_TOT_DED_F	CAP_T3_TOT_LRG	RWA_OBS	RWA_OFBS_20R_100C	RWA_OFBS_50R_100C	RWA_OFBS_100RSK	RWA_OFBS	RWA_OFBS_0	RWA_TOT	ASET_MKT_RSK_LRG	RWA_ADJ_F	CUMULATIVE CHANGE IN FAIR VALUE	CUMULATIVE PREFERRED STOCK	CATEGORY THREE 50 PCT	
3/31/2014 11:59:59 PM	37	0	0	18745	0	544	1116	18805	0	544	380	0	0	5820	18201	0	18201	18745		43501	0	0	15	15	0	43516	0	43136	0	0	18876	
3/31/2014 11:59:59 PM	242	0	0	4962	0	190	0	41303	0	190	0	0	0	0	4772	0	4772	4962		41303	0	0	15	15	0	41318	0	41318	0	0	0	
3/31/2014 11:59:59 PM	279	0	0	26714	0	719	804	42543	0	719	0	0	0	6610	25999	4	25995	26714		93936	0	0	0	0	0	93936	0	93936	0	0	44783	
3/31/2014 11:59:59 PM	354	0	0	972	0	57	59	2450	107	57	129	0	0	1315	1022	0	915	972		4560	0	0	0	0	0	4560	0	4432	0	0	796	
3/31/2014 11:59:59 PM	457	0	0	4583	0	448	159	30082	0	448	7	0	0	1223	4135	0	4135	4583		35064	0	0	805	805	0	35869	0	35862	0	0	3759	
3/31/2014 11:59:59 PM	505	0	0	37529	0	3411	63462	149924	0	3411	977	0	0	14295	35113	995	34118	37529		233954	0	1258	26883	28141	0	262095	0	261119	0	0	69736	
3/31/2014 11:59:59 PM	1155	0	0	20720	0	1964	6304	131166	0	1964	505	0	0	12535	18756	0	18756	20720		156816	0	0	337	337	0	157153	0	156648	0	0	13115	
3/31/2014 11:59:59 PM	1351	0	0	23643	0	1318	1503	77554	0	1318	65	0	0	11144	22325	0	22325	23643		102913	0	0	2557	2557	0	105470	0	105405	0	0	14215	
3/31/2014 11:59:59 PM	1454	12	0	68560	0	2959	87208	158711	0	2971	0	0	0	63816	65589	0	65589	68560		277590	17873	1917	105	19895	0	297485	0	297485	0	0	55064	
3/31/2014 11:59:59 PM	1557	0	0	10217	0	264	6304	39309	0	264	0	0	0	5452	10386	433	9953	10217		47628	0	0	287	287	0	47915	0	47915	0	0	2867	
3/31/2014 11:59:59 PM	1669	0	0	45539	0	1522	36747	77074	0	1522	1303	0	0	19263	44310	293	44017	45539		121785	0	0	8	8	0	121793	0	120490	0	0	25448	
3/31/2014 11:59:59 PM	1829	163	0	39065	0	3348	9030	194046	0	3511	0	0	0	18456	43745	8191	35554	39065		263084	0	0	17570	17570	0	280654	0	280654	0	0	50582	
3/31/2014 11:59:59 PM	1856	0	0	16894	0	830	23419	56367	0	830	237	0	0	9376	16162	98	16064	16894		66293	0	0	121	121	0	66414	0	66177	0	0	550	
3/31/2014 11:59:59 PM	2040	0	0	21766	0	1648	15281	102113	1111	1648	2654	0	0	14075	21229	0	20118	21766		129093	0	0	2712	2712	0	131805	0	129151	0	0	12905	
3/31/2014 11:59:59 PM	2161	0	0	15661	0	765	2784	40934	0	765	0	0	0	8928	14896	0	14896	15661		68021	0	0	0	0	0	68021	0	68021	0	0	18159	
3/31/2014 11:59:59 PM	2376	0	0	464581	0	31219	5429	2392321	0	31219	0	0	0	92476	433362	0	433362	464581		2555635	697	0	232	929	0	2556564	0	2556564	0	0	70838	
3/31/2014 11:59:59 PM	2554	0	0	1054	0	101	0	5615	0	101	49	0	0	1095	1242	289	953	1054		8067	0	0	0	0	0	8067	0	8018	0	0	1357	
3/31/2014 11:59:59 PM	2732	0	0	82720	0	4011	97718	271271	0	4011	95	0	0	21209	79821	1112	78709	82720		319229	0	0	1629	1629	0	320858	0	320764	0	0	26750	
3/31/2014 11:59:59 PM	2750	0	0	6454	0	539	3411	39185	0	539	333	0	0	2840	5915	0	5915	6454		42991	0	0	149	149	0	43140	0	42808	0	0	967	
3/31/2014 11:59:59 PM	3177	10	0	105009	0	3643	146760	230141	0	3653	0	0	0	11356	106595	5239	101356	105009		533610	0	0	618	618	0	534228	0	534228	0	0	292113	
3/31/2014 11:59:59 PM	3252	0	0	22192	0	1265	24877	85714	0	1265	822	0	0	10309	20927	0	20927	22192		99642	0	0	1565	1565	0	101207	0	100385	0	0	3619	
3/31/2014 11:59:59 PM	3458	0	0	3892	0	346	566	23697	0	346	46	0	0	2505	3546	0	3546	3892		27714	0	0	0	0	0	27714	0	27668	0	0	1512	
3/31/2014 11:59:59 PM	3720	0	0	32355	0	1626	32759	105584	0	1626	0	0	0	10324	30729	0	30729	32355		131829	0	1	2403	2404	0	134233	0	134233	0	0	15921	
3/31/2014 11:59:59 PM	3971	0	0	94951	0	6645	33294	436649	7913	6645	6116	0	0	18729	107016	10797	88306	94951		509464	0	908	19308	20216	0	529680	0	523564	0	0	54087	
