Reporting Period	ID RSSD	UBPR3632	UBPR3792	UBPR5310	UBPR5311	UBPR8274	UBPR8275	UBPRH392	UBPRH393	UBPRH394	UBPRH395	UBPRH396	UBPRH397	UBPRH398	UBPRP742	UBPRP839	UBPRP840	UBPRP841	UBPRP842	UBPRP843	UBPRP849	UBPRP851	UBPRP852	UBPRP856	UBPRP857	UBPRP858	UBPRP859	UBPRP860	UBPRP861	UBPRP862	UBPRP863	UBPRP864	UBPRP865	UBPRP866	UBPRP867	UBPRP868	UBPRP870	UBPRP872	UBPRQ257	
		UNDIVIDED PROFITS & CAPITAL RESERVES	TOTAL RISK-BASED CAPITAL	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TIER 1 CPTL ALLWBL UNDR RISK-BASED	TIER 2 CPTL ALLWBL UNDR RISK-BASED	ADV AP ACC COMP INC	ADV AP RELATED ADJ	ADV AP ELIG CR RESERVE	ADV AP TIER 2 CAP B4 DED	ADV AP EXIT INS TOT CAP	UBPR OTHR DED CET1	SIG INV MSA DF TX ASSET PCT LIMIT	COMMON EQUITY TIER 1 CAPITAL	COM EQTY TIER 1 MINORTY INTERST	COM EQTY TIER 1 CAP BEFORE REG ADJ	COM EQTY TIER 1 CAP ADJS AND DEDUDS	LESS INTANG ASSTS NET OF ASSCTD DTLS	DFRD TX ASSTS OPRTING LOSS TX CRDT	NET GNS (LSSES) HTM SEC AOCI	NNSG INVCP UNCNS COMSTK 10 PCT THRSH	SUBTOT COMEQTY TIER1 CAP ADJ AN DEDS	MSA DTA 15PCT COMEQTY TIER1 CAPTHRES	INSF TIER1 TIER2 CAP CVR DED	ADJSTMNT DEDT  COM EQTY TIER1 CAP	COM EQTY TIER 1 CAPITAL	ADDITIONAL TIER 1 CAPITAL	NNQFY CAP INSTR PHSOUT ADD TIER1 CAP	TIER1 MNRTY INTR NOT EQTY TIER1 CAP	ADD TIER 1 CAPITAL BEFORE DEDUCTIONS	TOT ADDTNL TIER 1 CAP DEDUCTIONS	ADDTNL TIER 1 CAPITAL	TIER 2 CAP INSTRMNTS PLUS RLTD SRPLS	NNQLIFY CAP INSTR PHSOUT TIER2 CAP	CAP MNRTY INTRST NOT INCL TIER 1 CAP	TIER 2 CAPITAL BEFORE DEDUCTIONS	TOTAL TIER 2 CAPITAL DEDUCTIONS	UNREALIZED GAINS ON A-F-S EQUITY SEC	
3/31/2014 11:59:59 PM	37	13501	18745	544		18201	544																																	
3/31/2014 11:59:59 PM	242	4532	4962	190		4772	190																																	
3/31/2014 11:59:59 PM	279	25998	26714	719		25995	719																																	
3/31/2014 11:59:59 PM	354	497	972	57		915	57																																	
3/31/2014 11:59:59 PM	457	635	4583	448		4135	448																																	
3/31/2014 11:59:59 PM	505	17980	37529	3411		34118	3411																																	
3/31/2014 11:59:59 PM	1155	12256	20720	1964		18756	1964																																	
3/31/2014 11:59:59 PM	1351	21555	23643	1318		22325	1318																																	
3/31/2014 11:59:59 PM	1454	63375	68560	2959		65589	2971																																	
3/31/2014 11:59:59 PM	1557	563	10217	264		9953	264																																	
3/31/2014 11:59:59 PM	1669	42710	45539	1522		44017	1522																																	
3/31/2014 11:59:59 PM	1829	40255	39065	3348		35554	3511																																	
3/31/2014 11:59:59 PM	1856	1380	16894	830		16064	830																																	
3/31/2014 11:59:59 PM	2040	16479	21766	1648		20118	1648																																	
3/31/2014 11:59:59 PM	2161	12540	15661	765		14896	765																																	
3/31/2014 11:59:59 PM	2376	419718	464581	31219		433362	31219																																	
3/31/2014 11:59:59 PM	2554	217	1054	101		953	101																																	
3/31/2014 11:59:59 PM	2732	74032	82720	4011		78709	4011														0																			
3/31/2014 11:59:59 PM	2750	1059	6454	539		5915	539														0																			
3/31/2014 11:59:59 PM	3177	48034	105009	3643		101356	3653																																	
3/31/2014 11:59:59 PM	3252	20427	22192	1265		20927	1265																																	
